
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.400]   Just
[01:34:54.960 --> 01:34:55.280]   around
[01:34:55.280 --> 01:34:55.540]   that
[01:34:55.540 --> 01:34:55.700]  .
[01:34:55.700 --> 01:34:55.910]   His
[01:34:55.910 --> 01:34:56.130]   skull
[01:34:56.130 --> 01:34:56.240]   has
[01:34:56.240 --> 01:34:56.440]   been
[01:34:56.440 --> 01:34:56.820]   crushed
[01:34:56.820 --> 01:34:57.300]   there
[01:34:57.300 --> 01:34:57.480]   but
[01:34:57.480 --> 01:34:57.750]   there
[01:34:57.750 --> 01:34:57.830]   it
[01:34:57.830 --> 01:34:57.930]  's
[01:34:57.930 --> 01:34:58.470]   impossible
[01:34:58.470 --> 01:34:58.680]   that
[01:34:58.680 --> 01:34:59.000]   there
[01:34:59.000 --> 01:34:59.050]  's
[01:34:59.050 --> 01:34:59.150]   no
[01:34:59.150 --> 01:34:59.420]   brain
[01:34:59.420 --> 01:34:59.740]   damage
[01:34:59.740 --> 01:34:59.980]   and
[01:34:59.980 --> 01:35:00.370]   that
[01:35:00.370 --> 01:35:00.520]   haven
[01:35:00.520 --> 01:35:00.640]  't
[01:35:00.640 --> 01:35:01.010]   been
[01:35:01.010 --> 01:35:01.120]   said
[01:35:01.120 --> 01:35:01.240]   we
[01:35:01.240 --> 01:35:01.420]   don
[01:35:01.420 --> 01:35:01.550]  't
[01:35:01.550 --> 01:35:01.780]   even
[01:35:01.780 --> 01:35:02.080]   think
[01:35:02.080 --> 01:35:02.200]   he
[01:35:02.200 --> 01:35:02.320]  's
[01:35:02.320 --> 01:35:02.620]   going
[01:35:02.620 --> 01:35:02.740]   to
[01:35:02.740 --> 01:35:03.160]   survive
[01:35:03.160 --> 01:35:03.280]   so
[01:35:03.280 --> 01:35:03.460]   you
[01:35:03.460 --> 01:35:03.700]   need
[01:35:03.700 --> 01:35:03.820]   to
[01:35:03.820 --> 01:35:03.940]   go
[01:35:03.940 --> 01:35:04.110]   say
[01:35:04.110 --> 01:35:04.540]   goodbye
[01:35:04.540 --> 01:35:04.740]   and
[01:35:04.740 --> 01:35:05.240]   so
[01:35:05.240 --> 01:35:05.630]   my
[01:35:05.630 --> 01:35:07.130]   parents
[01:35:07.130 --> 01:35:07.440]   and
[01:35:07.440 --> 01:35:07.600]   you
[01:35:07.600 --> 01:35:07.910]   know
[01:35:07.910 --> 01:35:08.300]   later
[01:35:08.300 --> 01:35:08.370]   I
[01:35:08.370 --> 01:35:08.680]   made
[01:35:08.680 --> 01:35:09.070]   peace
[01:35:09.070 --> 01:35:09.420]   with
[01:35:09.420 --> 01:35:09.660]   I
[01:35:11.460 --> 01:35:09.760]   D
[01:35:09.760 --> 01:35:10.430]  ied
[01:35:10.430 --> 01:35:10.510]   and
[01:35:10.510 --> 01:35:10.540]   I
[01:35:10.540 --> 01:35:11.390]   almost
[01:35:11.390 --> 01:35:11.640]   didn
[01:35:11.640 --> 01:35:11.860]  't
[01:35:11.860 --> 01:35:12.300]   come
[01:35:12.300 --> 01:35:12.740]   back
[01:35:12.740 --> 01:35:13.040]   to
[01:35:13.040 --> 01:35:13.400]   life
[01:35:13.400 --> 01:35:13.730]   and
[01:35:13.730 --> 01:35:13.950]   my
[01:35:13.950 --> 01:35:14.720]   parents
[01:35:14.720 --> 01:35:15.050]   had
[01:35:15.050 --> 01:35:15.270]   to
[01:35:15.270 --> 01:35:15.660]   have
[01:35:15.660 --> 01:35:16.440]   that
[01:35:16.440 --> 01:35:17.360]   realization
[01:35:17.360 --> 01:35:17.800]   also
[01:35:17.800 --> 01:35:18.350]   about
[01:35:18.350 --> 01:35:18.620]   me
[01:35:18.620 --> 01:35:19.410]   at
[01:35:19.410 --> 01:35:20.150]   that
[01:35:20.150 --> 01:35:21.070]   time
[01:35:21.070 --> 01:35:21.820]   and
[01:35:21.820 --> 01:35:22.520]   it
[01:35:22.520 --> 01:35:23.220]  's
[01:35:23.220 --> 01:35:23.600]   Like
[01:35:23.600 --> 01:35:23.720]   you
[01:35:23.720 --> 01:35:24.010]   said
[01:35:24.010 --> 01:35:24.150]  ,
[01:35:24.150 --> 01:35:24.290]   it
[01:35:24.290 --> 01:35:24.480]  's
[01:35:24.480 --> 01:35:24.860]   this
[01:35:24.860 --> 01:35:24.870]   it
[01:35:24.870 --> 01:35:25.000]  's
[01:35:25.000 --> 01:35:25.290]   this
[01:35:25.290 --> 01:35:25.780]   really
[01:35:25.780 --> 01:35:27.560]   Heart
[01:35:27.560 --> 01:35:29.540]  breaking
[01:35:29.540 --> 01:35:29.150]   Sort
[01:35:29.150 --> 01:35:29.150]   of
[01:35:29.150 --> 01:35:27.010]   profound
[01:35:27.010 --> 01:35:27.010]   thing
[01:35:27.010 --> 01:35:24.120]   but
[01:35:24.120 --> 01:35:23.870]   I
[01:35:23.870 --> 01:35:27.010]   wouldn
[01:35:27.010 --> 01:35:21.910]  't
[01:35:21.910 --> 01:35:21.660]   I
[01:35:21.660 --> 01:35:21.670]   tell
[01:35:21.670 --> 01:35:19.260]   people
[01:35:19.260 --> 01:35:18.460]   and
[01:35:18.460 --> 01:35:18.210]   I
[01:35:18.210 --> 01:35:19.260]   stand
[01:35:19.260 --> 01:35:19.260]   by
[01:35:19.260 --> 01:35:19.260]   this
[01:35:19.260 --> 01:35:19.260]   but
[01:35:19.260 --> 01:35:14.250]   if
[01:35:14.250 --> 01:35:14.000]   I
[01:35:14.000 --> 01:35:14.500]   could
[01:35:14.500 --> 01:35:14.500]   go
[01:35:14.500 --> 01:35:14.500]   back
[01:35:14.500 --> 01:35:14.500]   in
[01:35:14.500 --> 01:35:09.960]   time
[01:35:09.960 --> 01:35:10.510]   a
[01:35:10.510 --> 01:35:36.700]   quantum
[01:35:36.700 --> 01:35:37.200]   leap
[01:35:37.200 --> 01:35:37.920]   style
[01:35:37.920 --> 01:35:38.220]   and
[01:35:38.220 --> 01:35:38.270]  
[01:35:38.270 --> 01:35:38.420]   Pre
[01:35:38.420 --> 01:35:38.690]  vent
[01:35:38.690 --> 01:35:38.940]   that
[01:35:38.940 --> 01:35:39.320]   from
[01:35:39.320 --> 01:35:39.840]   happening
[01:35:39.840 --> 01:35:40.040]  .
[01:35:40.040 --> 01:35:40.100]   I
[01:35:40.100 --> 01:35:40.500]   wouldn
[01:35:40.500 --> 01:35:41.040]  't
[01:35:41.040 --> 01:35:41.100]   because
[01:35:41.100 --> 01:35:41.230]   it
[01:35:41.230 --> 01:35:41.360]  's
[01:35:41.360 --> 01:35:41.760]   really
[01:35:41.760 --> 01:35:42.380]   informed
[01:35:42.380 --> 01:35:43.020]   who
[01:35:43.020 --> 01:35:43.080]   I
[01:35:43.080 --> 01:35:43.430]   am
[01:35:43.430 --> 01:35:43.520]  .
[01:35:43.520 --> 01:35:43.710]   That
[01:35:43.710 --> 01:35:43.870]  's
[01:35:43.870 --> 01:35:43.940]   I
[01:35:43.940 --> 01:35:44.220]   did
[01:35:44.220 --> 01:35:44.470]   my
[01:35:44.470 --> 01:35:44.890]   entire
[01:35:44.890 --> 01:35:45.260]   life
[01:35:45.260 --> 01:35:45.860]   in
[01:35:45.860 --> 01:35:46.750]   A
[01:35:46.750 --> 01:35:46.800]   really
[01:35:46.800 --> 01:35:47.870]   positive
[01:35:47.870 --> 01:35:48.290]   way
[01:35:48.290 --> 01:35:48.670]  .
[01:35:48.670 --> 01:35:48.770]   Well
[01:35:48.770 --> 01:35:48.770]  ,
[01:35:48.770 --> 01:35:48.930]   you
[01:35:48.930 --> 01:35:49.140]   know
[01:35:49.140 --> 01:35:49.240]  ,
[01:35:49.240 --> 01:35:49.400]   it
[01:35:49.400 --> 01:35:49.420]  's
[01:35:49.420 --> 01:35:49.580]   it
[01:35:49.580 --> 01:35:49.710]   was
[01:35:49.710 --> 01:35:49.910]   kind
[01:35:49.910 --> 01:35:50.010]   of
[01:35:50.010 --> 01:35:50.460]   amazing
[01:35:50.460 --> 01:35:50.900]   actually
[01:35:50.900 --> 01:35:51.260]   looking
[01:35:51.260 --> 01:35:51.360]   at
[01:35:51.360 --> 01:35:51.540]   you
[01:35:51.540 --> 01:35:51.750]   It
[01:35:51.750 --> 01:35:51.830]  's
[01:35:51.830 --> 01:35:52.350]   that
[01:35:52.350 --> 01:35:52.700]   because
[01:35:52.700 --> 01:35:52.930]   you
[01:35:52.930 --> 01:35:53.160]   had
[01:35:53.160 --> 01:35:53.470]   that
[01:35:53.470 --> 01:35:54.070]   picture
[01:35:54.070 --> 01:35:54.200]   of
[01:35:54.200 --> 01:35:54.460]   you
[01:35:54.460 --> 01:35:54.650]   when
[01:35:54.650 --> 01:35:54.690]   I
[01:35:54.690 --> 01:35:54.880]   when
[01:35:54.880 --> 01:35:54.920]   I
[01:35:54.920 --> 01:35:55.150]   first
[01:35:55.150 --> 01:35:55.290]   saw
[01:35:55.290 --> 01:35:55.430]   the
[01:35:55.430 --> 01:35:55.650]   patch
[01:35:55.650 --> 01:35:55.710]   -
[01:35:55.710 --> 01:35:55.780]   I
[01:35:55.780 --> 01:35:56.070]   thought
[01:35:56.070 --> 01:35:56.380]   maybe
[01:35:56.380 --> 01:35:56.560]   you
[01:35:56.560 --> 01:35:56.830]   were
[01:35:56.830 --> 01:35:57.040]   just
[01:35:57.040 --> 01:35:57.460]   messing
[01:35:57.460 --> 01:35:57.540]   around
[01:35:57.540 --> 01:35:58.360]   Sure
[01:35:58.360 --> 01:35:58.890]  ,
[01:35:58.890 --> 01:35:58.930]   cuz
[01:35:58.930 --> 01:35:59.040]   I
[01:35:59.040 --> 01:35:59.850]   tell
[01:35:59.850 --> 01:35:59.860]   you
[01:35:59.860 --> 01:36:00.030]   pictures
[01:36:00.030 --> 01:36:00.070]   of
[01:36:00.070 --> 01:36:00.300]   themselves
[01:36:00.300 --> 01:36:00.510]   and
[01:36:00.510 --> 01:36:00.790]   just
[01:36:00.790 --> 01:36:01.180]   you
[01:36:01.180 --> 01:36:01.320]   know
[01:36:01.320 --> 01:36:01.980]   Hey
[01:36:01.980 --> 01:36:02.050]  ,
[01:36:02.050 --> 01:36:02.200]   this
[01:36:02.200 --> 01:36:02.300]   is
[01:36:02.300 --> 01:36:02.420]   when
[01:36:02.420 --> 01:36:02.570]   your
[01:36:02.570 --> 01:36:03.020]   favorite
[01:36:03.020 --> 01:36:03.030]   just
[01:36:03.030 --> 01:36:03.100]   to
[01:36:03.100 --> 01:36:03.320]   happen
[01:36:03.320 --> 01:36:03.400]   to
[01:36:03.400 --> 01:36:03.470]   be
[01:36:03.470 --> 01:36:03.540]   at
[01:36:03.540 --> 01:36:03.880]   Halloween
[01:36:03.880 --> 01:36:03.960]   or
[01:36:03.960 --> 01:36:04.030]   we
[01:36:04.030 --> 01:36:04.280]  're
[01:36:04.280 --> 01:36:04.410]   messing
[01:36:04.410 --> 01:36:04.640]   around
[01:36:04.640 --> 01:36:04.710]   or
[01:36:04.710 --> 01:36:05.200]   whatever
[01:36:05.260 --> 01:36:05.680]  
[01:36:05.680 --> 01:36:05.800]   But
[01:36:05.800 --> 01:36:06.340]   so
[01:36:06.340 --> 01:36:06.370]   I
[01:36:06.370 --> 01:36:07.260]   never
[01:36:07.260 --> 01:36:08.080]   you
[01:36:08.080 --> 01:36:08.380]   know
[01:36:08.380 --> 01:36:08.460]  ,
[01:36:08.460 --> 01:36:08.500]   I
[01:36:08.500 --> 01:36:08.670]   wasn
[01:36:08.670 --> 01:36:08.790]  't
[01:36:08.790 --> 01:36:08.920]   sure
[01:36:08.920 --> 01:36:09.130]   until
[01:36:09.130 --> 01:36:09.330]   you
[01:36:09.330 --> 01:36:09.470]   wrote
[01:36:09.470 --> 01:36:09.640]   that
[01:36:09.640 --> 01:36:09.990]   article
[01:36:09.990 --> 01:36:10.240]   whether
[01:36:10.240 --> 01:36:10.320]   it
[01:36:10.320 --> 01:36:10.450]   was
[01:36:10.450 --> 01:36:10.620]   real
[01:36:10.620 --> 01:36:10.700]   or
[01:36:10.700 --> 01:36:10.900]   not
[01:36:10.900 --> 01:36:11.240]   But
[01:36:11.240 --> 01:36:11.500]   the
[01:36:11.500 --> 01:36:11.610]   second
[01:36:11.610 --> 01:36:11.870]   thing
[01:36:11.870 --> 01:36:11.950]   I
[01:36:11.950 --> 01:36:12.090]   saw
[01:36:12.090 --> 01:36:12.140]   I
[01:36:12.140 --> 01:36:12.310]   saw
[01:36:12.310 --> 01:36:12.480]   the
[01:36:12.480 --> 01:36:12.880]   picture
[01:36:12.880 --> 01:36:12.990]   of
[01:36:12.990 --> 01:36:13.220]   your
[01:36:13.220 --> 01:36:13.460]   you
[01:36:13.460 --> 01:36:13.770]   showed
[01:36:13.770 --> 01:36:13.910]   when
[01:36:13.910 --> 01:36:14.050]   you
[01:36:14.050 --> 01:36:14.230]   were
[01:36:14.230 --> 01:36:14.370]   a
[01:36:14.370 --> 01:36:14.440]   kid
[01:36:14.440 --> 01:36:14.580]   and
[01:36:14.580 --> 01:36:14.650]   in
[01:36:14.650 --> 01:36:14.820]   your
[01:36:14.820 --> 01:36:14.900]   in
[01:36:14.900 --> 01:36:15.070]   your
[01:36:15.070 --> 01:36:15.280]   face
[01:36:15.280 --> 01:36:15.680]   Actually
[01:36:15.680 --> 01:36:15.760]  ,
[01:36:15.760 --> 01:36:15.900]   not
[01:36:15.900 --> 01:36:16.040]   too
[01:36:16.040 --> 01:36:16.230]   long
[01:36:16.230 --> 01:36:16.470]   after
[01:36:16.470 --> 01:36:16.650]   was
[01:36:16.650 --> 01:36:16.970]   crushed
[01:36:16.970 --> 01:36:17.140]   into
[01:36:17.140 --> 01:36:17.340]   you
[01:36:17.340 --> 01:36:17.580]   know
[01:36:17.580 --> 01:36:17.670]  ,
[01:36:17.670 --> 01:36:17.810]   and
[01:36:17.810 --> 01:36:17.900]   it
[01:36:17.900 --> 01:36:17.990]  's
[01:36:17.990 --> 01:36:18.030]   like
[01:36:18.030 --> 01:36:18.610]   the
[01:36:18.610 --> 01:36:18.670]   doctor
[01:36:18.670 --> 01:36:18.700]   is
[01:36:18.700 --> 01:36:19.070]   amazing
[01:36:19.070 --> 01:36:19.380]   because
[01:36:19.380 --> 01:36:19.560]   you
[01:36:19.560 --> 01:36:19.970]   actually
[01:36:19.970 --> 01:36:20.100]   look
[01:36:20.100 --> 01:36:20.400]   like
[01:36:20.400 --> 01:36:20.680]   Ben
[01:36:20.680 --> 01:36:20.820]   Aff
[01:36:20.820 --> 01:36:20.960]  le
[01:36:20.960 --> 01:36:21.120]  ck
[01:36:21.120 --> 01:36:22.260]   Really
[01:36:22.260 --> 01:36:22.680]  ,
[01:36:22.680 --> 01:36:23.210]   you
[01:36:23.210 --> 01:36:23.970]   know
[01:36:23.970 --> 01:36:24.360]  ,
[01:36:24.360 --> 01:36:24.920]   you
[01:36:24.920 --> 01:36:25.680]   look
[01:36:25.680 --> 01:36:26.440]   like
[01:36:26.440 --> 01:36:26.630]   a
[01:36:26.630 --> 01:36:27.390]   good
[01:36:27.390 --> 01:36:27.580]  -
[01:36:27.580 --> 01:36:28.910]  looking
[01:36:28.910 --> 01:36:29.500]   guy
[01:36:29.500 --> 01:36:29.570]  ,
[01:36:29.570 --> 01:36:29.690]   you
[01:36:29.690 --> 01:36:29.860]   know
[01:36:29.860 --> 01:36:29.920]  ,
[01:36:29.920 --> 01:36:30.040]   it
[01:36:30.040 --> 01:36:30.050]  's
[01:36:30.050 --> 01:36:30.130]   not
[01:36:30.130 --> 01:36:30.260]   like
[01:36:30.260 --> 01:36:30.420]   oh
[01:36:30.420 --> 01:36:30.660]   wow
[01:36:30.660 --> 01:36:30.750]  ,
[01:36:30.750 --> 01:36:30.890]   you
[01:36:30.890 --> 01:36:31.100]   know
[01:36:31.100 --> 01:36:31.220]   We
[01:36:31.220 --> 01:36:31.250]   have
[01:36:31.250 --> 01:36:31.740]   to
[01:36:31.740 --> 01:36:31.880]   feel
[01:36:31.880 --> 01:36:32.230]   sorry
[01:36:32.230 --> 01:36:32.340]   for
[01:36:32.340 --> 01:36:32.580]   the
[01:36:32.580 --> 01:36:32.720]   way
[01:36:32.720 --> 01:36:32.910]   you
[01:36:32.910 --> 01:36:33.160]   look
[01:36:33.160 --> 01:36:33.380]   now
[01:36:33.380 --> 01:36:33.580]   you
[01:36:33.580 --> 01:36:33.860]   like
[01:36:33.860 --> 01:36:34.050]  ,
[01:36:34.050 --> 01:36:34.090]   you
[01:36:34.090 --> 01:36:34.220]   know
[01:36:34.580 --> 01:36:34.580]  
[01:36:34.580 --> 01:36:34.670]   It
[01:36:34.670 --> 01:36:35.050]  's
[01:36:35.050 --> 01:36:35.260]   like
[01:36:35.260 --> 01:36:35.420]   you
[01:36:35.420 --> 01:36:35.720]   did
[01:36:35.720 --> 01:36:35.910]   a
[01:36:35.910 --> 01:36:36.190]   really
[01:36:36.190 --> 01:36:36.500]   good
[01:36:36.500 --> 01:36:36.810]   job
[01:36:36.810 --> 01:36:36.970]  .
[01:36:36.970 --> 01:36:37.370]   You
[01:36:37.370 --> 01:36:37.390]   like
[01:36:37.390 --> 01:36:37.540]   you
[01:36:37.540 --> 01:36:37.780]   came
[01:36:37.780 --> 01:36:38.180]   through
[01:36:38.180 --> 01:36:38.460]   fine
[01:36:38.460 --> 01:36:38.560]  ,
[01:36:38.560 --> 01:36:38.820]   right
[01:36:38.820 --> 01:36:38.820]  ?
[01:36:38.820 --> 01:36:39.010]   Not
[01:36:39.010 --> 01:36:39.270]   only
[01:36:39.270 --> 01:36:39.400]   not
[01:36:39.400 --> 01:36:39.860]   only
[01:36:39.860 --> 01:36:39.910]   you
[01:36:39.910 --> 01:36:40.170]   look
[01:36:40.170 --> 01:36:40.430]   like
[01:36:40.430 --> 01:36:40.490]   a
[01:36:40.490 --> 01:36:40.810]   movie
[01:36:40.810 --> 01:36:41.080]   star
[01:36:41.080 --> 01:36:41.340]   now
[01:36:41.340 --> 01:36:41.410]  ,
[01:36:41.410 --> 01:36:41.520]   you
[01:36:41.520 --> 01:36:41.630]  're
[01:36:41.630 --> 01:36:41.820]   also
[01:36:41.820 --> 01:36:42.080]   probably
[01:36:42.080 --> 01:36:42.270]   twice
[01:36:42.270 --> 01:36:42.340]   as
[01:36:42.340 --> 01:36:42.550]   smart
[01:36:42.550 --> 01:36:42.600]   as
[01:36:42.600 --> 01:36:42.710]   you
[01:36:42.710 --> 01:36:42.860]   were
[01:36:42.860 --> 01:36:43.300]   originally
[01:36:43.300 --> 01:36:45.010]   Yeah
[01:36:45.010 --> 01:36:45.090]  ,
[01:36:45.090 --> 01:36:45.830]   no
[01:36:45.830 --> 01:36:46.250]  ,
[01:36:46.250 --> 01:36:46.670]   I
[01:36:46.670 --> 01:36:46.700]   he
[01:36:46.700 --> 01:36:46.730]   I
[01:36:46.730 --> 01:36:46.930]   can
[01:36:46.930 --> 01:36:47.080]  't
[01:36:47.080 --> 01:36:47.390]   speak
[01:36:47.390 --> 01:36:47.790]   highly
[01:36:47.790 --> 01:36:48.180]   enough
[01:36:48.180 --> 01:36:48.320]   of
[01:36:48.320 --> 01:36:48.520]   him
[01:36:48.520 --> 01:36:48.790]   and
[01:36:48.790 --> 01:36:48.850]   he
[01:36:48.850 --> 01:36:49.100]   did
[01:36:49.100 --> 01:36:49.830]   He
[01:36:49.830 --> 01:36:50.630]   did
[01:36:50.630 --> 01:36:51.320]   incredible
[01:36:51.320 --> 01:36:52.040]   work
[01:36:52.040 --> 01:36:52.170]  .
[01:36:52.170 --> 01:36:52.240]   He
[01:36:52.240 --> 01:36:52.360]  's
[01:36:52.360 --> 01:36:52.960]   definitely
[01:36:52.960 --> 01:36:53.140]   not
[01:36:53.140 --> 01:36:53.200]   a
[01:36:53.200 --> 01:36:53.320]   sl
[01:36:53.320 --> 01:36:53.580]  ouch
[01:36:53.580 --> 01:36:53.770]  .
[01:36:53.770 --> 01:36:53.900]   He
[01:36:53.900 --> 01:36:54.330]   he
[01:36:54.330 --> 01:36:54.780]  's
[01:36:54.780 --> 01:36:55.390]   not
[01:36:55.390 --> 01:36:55.620]   a
[01:36:55.620 --> 01:36:56.290]   cran
[01:36:56.290 --> 01:36:56.390]  ial
[01:36:56.390 --> 01:36:57.180]   surgeon
[01:36:57.180 --> 01:36:57.380]   he
[01:36:57.380 --> 01:36:58.070]   special
[01:36:58.070 --> 01:36:58.460]  izes
[01:36:58.460 --> 01:36:58.930]   in
[01:36:58.930 --> 01:36:59.150]   burns
[01:36:59.150 --> 01:36:59.520]   and
[01:36:59.520 --> 01:36:59.750]   hand
[01:36:59.750 --> 01:37:00.710]   reconstruction
[01:37:00.710 --> 01:37:00.840]  ,
[01:37:00.840 --> 01:37:01.180]   which
[01:37:01.180 --> 01:37:01.310]   is
[01:37:01.310 --> 01:37:01.920]   extremely
[01:37:01.920 --> 01:37:02.500]   intricate
[01:37:02.500 --> 01:37:02.780]   and
[01:37:03.700 --> 01:37:03.700]  
[01:37:03.700 --> 01:37:04.820]   right
[01:37:04.820 --> 01:37:05.230]   He
[01:37:05.230 --> 01:37:05.480]   he
[01:37:05.480 --> 01:37:06.820]   invented
[01:37:06.820 --> 01:37:07.820]   techniques
[01:37:07.820 --> 01:37:08.180]   that
[01:37:08.180 --> 01:37:08.240]   I
[01:37:08.240 --> 01:37:08.520]   can
[01:37:08.520 --> 01:37:08.800]  't
[01:37:08.800 --> 01:37:09.080]   f
[01:37:09.080 --> 01:37:09.110]  ath
[01:37:09.110 --> 01:37:09.270]  om
[01:37:09.270 --> 01:37:09.470]   or
[01:37:09.470 --> 01:37:10.180]   explain
[01:37:10.180 --> 01:37:10.700]   to
[01:37:10.700 --> 01:37:10.760]   to
[01:37:10.760 --> 01:37:11.620]   rebuild
[01:37:11.620 --> 01:37:11.900]   me
[01:37:11.900 --> 01:37:12.630]   Because
[01:37:12.630 --> 01:37:12.830]   no
[01:37:12.830 --> 01:37:13.250]   one
[01:37:13.250 --> 01:37:13.450]   had
[01:37:13.450 --> 01:37:13.650]   no
[01:37:13.650 --> 01:37:13.960]   one
[01:37:13.960 --> 01:37:14.370]   with
[01:37:14.370 --> 01:37:14.570]   my
[01:37:14.570 --> 01:37:15.210]   level
[01:37:15.210 --> 01:37:15.290]   of
[01:37:15.290 --> 01:37:15.910]   injury
[01:37:15.910 --> 01:37:16.220]   had
[01:37:16.220 --> 01:37:16.880]   really
[01:37:16.880 --> 01:37:17.670]   survived
[01:37:17.670 --> 01:37:18.420]   before
[01:37:18.420 --> 01:37:18.560]   so
[01:37:18.560 --> 01:37:19.010]   there
[01:37:19.010 --> 01:37:19.400]   was
[01:37:19.400 --> 01:37:19.740]   never
[01:37:19.740 --> 01:37:20.540]   occasion
[01:37:20.540 --> 01:37:21.200]   to
[01:37:21.200 --> 01:37:21.470]   have
[01:37:21.470 --> 01:37:21.750]   those
[01:37:21.750 --> 01:37:22.850]   techniques
[01:37:22.850 --> 01:37:23.220]   and
[01:37:23.220 --> 01:37:23.540]   Yeah
[01:37:23.540 --> 01:37:23.870]  ,
[01:37:23.870 --> 01:37:23.990]   he
[01:37:23.990 --> 01:37:24.030]  's
[01:37:24.030 --> 01:37:24.440]   there
[01:37:24.440 --> 01:37:24.880]  's
[01:37:24.880 --> 01:37:25.580]   something
[01:37:25.580 --> 01:37:25.750]   about
[01:37:25.750 --> 01:37:26.100]   your
[01:37:26.100 --> 01:37:26.410]   site
[01:37:26.410 --> 01:37:26.650]  .
[01:37:26.650 --> 01:37:27.060]   There
[01:37:27.060 --> 01:37:27.310]  's
[01:37:27.310 --> 01:37:27.630]   there
[01:37:27.630 --> 01:37:27.870]   was
[01:37:27.870 --> 01:37:28.200]   some
[01:37:28.200 --> 01:37:28.770]   moments
[01:37:28.770 --> 01:37:29.180]   where
[01:37:29.180 --> 01:37:29.260]   I
[01:37:29.260 --> 01:37:29.660]   felt
[01:37:31.620 --> 01:37:31.620]  
[01:37:31.620 --> 01:37:31.850]   S
[01:37:31.850 --> 01:37:32.250]  lightly
[01:37:32.250 --> 01:37:33.010]   reminded
[01:37:33.010 --> 01:37:33.040]   of
[01:37:33.040 --> 01:37:33.360]   Tony
[01:37:33.360 --> 01:37:33.600]   Rob
[01:37:33.600 --> 01:37:33.940]  bins
[01:37:33.940 --> 01:37:34.300]   and
[01:37:34.300 --> 01:37:34.570]   I
[01:37:34.570 --> 01:37:34.650]   don
[01:37:34.650 --> 01:37:34.750]  't
[01:37:34.750 --> 01:37:35.140]   know
[01:37:35.140 --> 01:37:35.180]   I
[01:37:35.180 --> 01:37:35.300]   don
[01:37:35.300 --> 01:37:35.370]  't
[01:37:35.370 --> 01:37:35.530]   know
[01:37:35.530 --> 01:37:35.610]   if
[01:37:35.610 --> 01:37:35.830]   that
[01:37:35.830 --> 01:37:35.840]  's
[01:37:35.840 --> 01:37:36.190]   offensive
[01:37:36.190 --> 01:37:36.270]   or
[01:37:36.270 --> 01:37:36.420]   not
[01:37:36.420 --> 01:37:36.470]   And
[01:37:36.470 --> 01:37:36.900]   I
[01:37:36.900 --> 01:37:36.930]   don
[01:37:36.930 --> 01:37:37.080]  't
[01:37:37.080 --> 01:37:37.370]   mean
[01:37:37.370 --> 01:37:37.530]   it
[01:37:37.530 --> 01:37:37.680]   to
[01:37:37.680 --> 01:37:37.830]   be
[01:37:37.830 --> 01:37:38.240]   but
[01:37:38.240 --> 01:37:38.350]   what
[01:37:38.350 --> 01:37:38.420]   I
[01:37:38.420 --> 01:37:38.780]   mean
[01:37:38.780 --> 01:37:38.930]  ,
[01:37:38.930 --> 01:37:39.090]   do
[01:37:39.090 --> 01:37:39.330]   you
[01:37:39.330 --> 01:37:39.580]   see
[01:37:39.580 --> 01:37:39.580]  ?
[01:37:39.580 --> 01:37:39.840]   Pot
[01:37:39.840 --> 01:37:40.510]  entially
[01:37:40.510 --> 01:37:40.850]   some
[01:37:40.850 --> 01:37:41.190]   kind
[01:37:41.190 --> 01:37:41.360]   of
[01:37:41.360 --> 01:37:41.870]   future
[01:37:41.870 --> 01:37:42.040]   of
[01:37:42.040 --> 01:37:42.700]   public
[01:37:42.700 --> 01:37:43.230]   speaking
[01:37:43.230 --> 01:37:43.490]   and
[01:37:43.490 --> 01:37:44.180]   motivation
[01:37:44.180 --> 01:37:44.400]   and
[01:37:44.400 --> 01:37:44.660]   that
[01:37:44.660 --> 01:37:44.920]   took
[01:37:44.920 --> 01:37:45.190]   that
[01:37:45.190 --> 01:37:45.460]   type
[01:37:45.460 --> 01:37:45.590]   of
[01:37:45.590 --> 01:37:45.980]   route
[01:37:45.980 --> 01:37:46.310]   Poss
[01:37:46.310 --> 01:37:47.060]  ibly
[01:37:47.060 --> 01:37:47.340]   possibly
[01:37:47.340 --> 01:37:47.590]   and
[01:37:47.590 --> 01:37:47.670]   I
[01:37:47.670 --> 01:37:47.920]   don
[01:37:47.920 --> 01:37:48.170]  't
[01:37:48.170 --> 01:37:48.350]   I
[01:37:48.350 --> 01:37:48.430]   don
[01:37:48.430 --> 01:37:48.590]  't
[01:37:48.590 --> 01:37:49.390]   take
[01:37:49.390 --> 01:37:49.530]   offense
[01:37:49.530 --> 01:37:49.780]  .
[01:37:49.780 --> 01:37:49.880]   I
[01:37:49.880 --> 01:37:50.340]   think
[01:37:50.340 --> 01:37:50.360]   I
[01:37:50.360 --> 01:37:50.820]   think
[01:37:50.820 --> 01:37:51.120]   some
[01:37:51.120 --> 01:37:51.740]   people
[01:37:51.740 --> 01:37:52.230]   Think
[01:37:52.230 --> 01:37:52.630]   like
[01:37:52.630 --> 01:37:52.830]   oh
[01:37:52.830 --> 01:37:53.020]  ,
[01:37:53.020 --> 01:37:53.220]   he
[01:37:53.220 --> 01:37:53.430]  's
[01:37:53.430 --> 01:37:53.710]   you
