
[00:00:00.000 --> 00:00:00.140]  
[00:00:00.140 --> 00:00:13.130]   Music
[01:46:30.770 --> 01:46:30.940]   and
[01:46:30.940 --> 01:46:31.020]   i
[01:46:31.020 --> 01:46:31.160]   can
[01:46:31.160 --> 01:46:31.330]   use
[01:46:31.330 --> 01:46:31.440]   so
[01:46:31.440 --> 01:46:31.490]   i
[01:46:31.490 --> 01:46:31.870]   think
[01:46:31.870 --> 01:46:31.990]   that
[01:46:31.990 --> 01:46:32.100]  's
[01:46:32.100 --> 01:46:32.380]   great
[01:46:32.380 --> 01:46:32.600]   well
[01:46:32.600 --> 01:46:32.840]   done
[01:46:32.840 --> 01:46:33.120]  .
[01:46:33.120 --> 01:46:33.580]   So
[01:46:33.580 --> 01:46:33.810]   i
[01:46:33.810 --> 01:46:34.260]  'm
[01:46:34.260 --> 01:46:34.960]  .
[01:46:35.900 --> 01:46:35.210]   Going
[01:46:35.210 --> 01:46:36.130]   mobile
[01:46:36.130 --> 01:46:36.150]   first
[01:46:36.150 --> 01:46:36.300]   is
[01:46:36.300 --> 01:46:36.940]   article
[01:46:36.940 --> 01:46:37.050]   and
[01:46:37.050 --> 01:46:37.120]   i
[01:46:37.120 --> 01:46:37.420]   have
[01:46:37.420 --> 01:46:37.490]   a
[01:46:37.490 --> 01:46:37.790]   week
[01:46:37.790 --> 01:46:38.010]   ago
[01:46:38.010 --> 01:46:38.230]   and
[01:46:38.230 --> 01:46:38.450]   and
[01:46:38.450 --> 01:46:38.680]   and
[01:46:38.680 --> 01:46:39.120]   forest
[01:46:39.120 --> 01:46:39.270]   on
[01:46:39.270 --> 01:46:39.490]   and
[01:46:39.490 --> 01:46:39.640]   it
[01:46:39.640 --> 01:46:39.790]  's
[01:46:39.790 --> 01:46:40.440]   talking
[01:46:40.440 --> 01:46:40.690]   about
[01:46:40.690 --> 01:46:40.910]   how
[01:46:40.910 --> 01:46:41.350]   the
[01:46:41.350 --> 01:46:41.380]   guy
[01:46:41.380 --> 01:46:42.030]   basically
[01:46:42.030 --> 01:46:42.480]   saying
[01:46:42.480 --> 01:46:42.780]   that
[01:46:42.780 --> 01:46:43.000]   you
[01:46:43.000 --> 01:46:43.600]   should
[01:46:43.600 --> 01:46:43.820]   build
[01:46:43.820 --> 01:46:44.140]   your
[01:46:44.140 --> 01:46:44.570]   mobile
[01:46:44.570 --> 01:46:44.790]   app
[01:46:44.790 --> 01:46:45.160]   first
[01:46:45.160 --> 01:46:45.410]   res
[01:46:45.410 --> 01:46:45.600]  upp
[01:46:45.600 --> 01:46:45.900]  osed
[01:46:45.900 --> 01:46:46.050]   to
[01:46:46.050 --> 01:46:46.320]   the
[01:46:46.320 --> 01:46:46.490]   web
[01:46:46.490 --> 01:46:46.760]   app
[01:46:46.760 --> 01:46:47.240]   because
[01:46:47.240 --> 01:46:47.410]   it
[01:46:47.410 --> 01:46:47.610]   you
[01:46:47.610 --> 01:46:47.910]   know
[01:46:47.910 --> 01:46:48.510]   assuming
[01:46:48.510 --> 01:46:48.810]   that
[01:46:48.810 --> 01:46:49.230]   there
[01:46:49.230 --> 01:46:49.330]  's
[01:46:49.330 --> 01:46:49.400]   a
[01:46:49.400 --> 01:46:49.620]   web
[01:46:49.620 --> 01:46:49.840]   and
[01:46:49.840 --> 01:46:50.290]   mobile
[01:46:50.290 --> 01:46:50.650]   play
[01:46:50.650 --> 01:46:50.960]   there
[01:46:50.960 --> 01:46:51.520]  .
[01:46:51.520 --> 01:46:52.150]   Because
[01:46:52.150 --> 01:46:52.300]   the
[01:46:52.300 --> 01:46:52.720]   mobile
[01:46:52.720 --> 01:46:53.030]   more
[01:46:53.030 --> 01:46:53.470]   people
[01:46:53.470 --> 01:46:53.730]   are
[01:46:53.730 --> 01:46:54.140]   access
[01:46:54.140 --> 01:46:54.440]   the
[01:46:54.440 --> 01:46:54.580]   web
[01:46:54.580 --> 01:46:55.110]   through
[01:46:55.110 --> 01:46:55.560]   mobile
[01:46:55.560 --> 01:46:56.150]   devices
[01:46:56.150 --> 01:46:56.460]   there
[01:46:56.460 --> 01:46:56.680]   the
[01:46:56.680 --> 01:46:57.280]   standard
[01:46:57.280 --> 01:46:57.500]   can
[01:46:57.500 --> 01:46:57.720]   you
[01:46:57.720 --> 01:46:58.250]   browser
[01:46:58.250 --> 01:46:58.930]   interface
[01:46:58.930 --> 01:46:59.080]   in
[01:46:59.080 --> 01:46:59.150]   a
[01:46:59.150 --> 01:46:59.690]   computer
[01:46:59.690 --> 01:47:00.020]   and
[01:47:00.020 --> 01:47:00.040]   i
[01:47:00.040 --> 01:47:00.260]   was
[01:47:00.260 --> 01:47:00.560]   also
[01:47:00.560 --> 01:47:01.090]   because
[01:47:01.090 --> 01:47:01.390]   baby
[01:47:01.390 --> 01:47:01.780]  .
[01:47:01.780 --> 01:47:02.340]   The
[01:47:02.340 --> 01:47:02.900]  .
[01:47:03.640 --> 01:47:03.880]  
[01:47:03.880 --> 01:47:04.150]   Whatever
[01:47:04.150 --> 01:47:04.310]   is
[01:47:04.310 --> 01:47:04.840]   presented
[01:47:04.840 --> 01:47:05.280]   through
[01:47:05.280 --> 01:47:05.460]   the
[01:47:05.460 --> 01:47:05.850]   mobile
[01:47:05.850 --> 01:47:06.410]   version
[01:47:06.410 --> 01:47:06.470]   is
[01:47:06.470 --> 01:47:06.730]   gonna
[01:47:06.730 --> 01:47:06.910]   be
[01:47:06.910 --> 01:47:07.040]   the
[01:47:07.040 --> 01:47:07.320]   guts
[01:47:07.320 --> 01:47:07.470]   of
[01:47:07.470 --> 01:47:07.600]   the
[01:47:07.600 --> 01:47:08.320]   application
[01:47:08.320 --> 01:47:08.480]   the
[01:47:08.480 --> 01:47:09.000]   simplest
[01:47:09.000 --> 01:47:09.370]   part
[01:47:09.370 --> 01:47:09.460]   of
[01:47:09.460 --> 01:47:09.530]   it
[01:47:09.530 --> 01:47:09.740]   and
[01:47:09.740 --> 01:47:09.740]   a
[01:47:09.740 --> 01:47:10.060]   focus
[01:47:10.060 --> 01:47:10.180]   it
[01:47:10.180 --> 01:47:10.550]   forces
[01:47:10.550 --> 01:47:10.870]   you
[01:47:10.870 --> 01:47:10.920]   to
[01:47:10.920 --> 01:47:11.190]   focus
[01:47:11.190 --> 01:47:11.390]   on
[01:47:11.390 --> 01:47:11.550]   the
[01:47:11.550 --> 01:47:11.820]   other
[01:47:11.820 --> 01:47:12.070]   very
[01:47:12.070 --> 01:47:12.390]   basic
[01:47:12.390 --> 01:47:12.760]  .
[01:47:12.760 --> 01:47:13.150]   Yeah
[01:47:13.150 --> 01:47:13.240]   that
[01:47:13.240 --> 01:47:13.530]  's
[01:47:13.530 --> 01:47:13.600]   what
[01:47:13.600 --> 01:47:13.960]   myself
[01:47:13.960 --> 01:47:14.140]   and
[01:47:14.140 --> 01:47:14.260]   se
[01:47:14.260 --> 01:47:14.390]  b
[01:47:14.390 --> 01:47:14.680]  astian
[01:47:14.680 --> 01:47:15.040]   always
[01:47:15.040 --> 01:47:15.280]   said
[01:47:15.280 --> 01:47:15.580]   about
[01:47:15.580 --> 01:47:15.760]   sky
[01:47:15.760 --> 01:47:16.000]  ward
[01:47:16.000 --> 01:47:16.160]   if
[01:47:16.160 --> 01:47:16.240]   we
[01:47:16.240 --> 01:47:16.480]   ever
[01:47:16.480 --> 01:47:16.780]   built
[01:47:16.780 --> 01:47:16.910]   it
[01:47:16.910 --> 01:47:17.160]  .
[01:47:17.160 --> 01:47:17.470]   So
[01:47:17.470 --> 01:47:17.500]   i
[01:47:17.500 --> 01:47:17.570]   i
[01:47:17.570 --> 01:47:18.030]   yeah
[01:47:18.030 --> 01:47:18.410]   okay
[01:47:18.410 --> 01:47:18.720]   and
[01:47:18.720 --> 01:47:19.100]   it
[01:47:19.100 --> 01:47:19.140]  's
[01:47:19.140 --> 01:47:19.660]   funny
[01:47:19.660 --> 01:47:19.970]   and
[01:47:19.970 --> 01:47:20.180]   lu
[01:47:20.180 --> 01:47:20.420]  ke
[01:47:20.420 --> 01:47:20.700]   rub
[01:47:20.700 --> 01:47:21.060]  les
[01:47:21.060 --> 01:47:21.220]  ki
[01:47:21.220 --> 01:47:21.530]   who
[01:47:21.530 --> 01:47:21.740]   we
[01:47:21.740 --> 01:47:22.280]  've
[01:47:22.280 --> 01:47:22.300]   had
[01:47:22.300 --> 01:47:22.420]   on
[01:47:22.420 --> 01:47:22.600]   and
[01:47:22.600 --> 01:47:22.960]   talked
[01:47:22.960 --> 01:47:23.260]   about
[01:47:23.260 --> 01:47:23.380]   is
[01:47:23.380 --> 01:47:23.580]   a
[01:47:23.580 --> 01:47:23.740]   guess
[01:47:23.740 --> 01:47:23.980]   they
[01:47:23.980 --> 01:47:24.400]   mention
[01:47:24.400 --> 01:47:24.610]   him
[01:47:24.610 --> 01:47:24.700]   as
[01:47:24.700 --> 01:47:25.000]   being
[01:47:25.000 --> 01:47:25.060]   a
[01:47:25.060 --> 01:47:25.350]   big
[01:47:25.350 --> 01:47:25.480]   prop
[01:47:25.480 --> 01:47:25.780]  onent
[01:47:25.780 --> 01:47:25.900]   of
[01:47:25.900 --> 01:47:26.200]   this
[01:47:26.200 --> 01:47:26.210]   i
[01:47:26.210 --> 01:47:26.380]   don
[01:47:26.380 --> 01:47:26.500]  't
[01:47:26.500 --> 01:47:26.740]   know
[01:47:26.740 --> 01:47:26.800]   i
[01:47:26.800 --> 01:47:27.040]   mean
[01:47:27.040 --> 01:47:27.300]   here
[01:47:27.300 --> 01:47:27.400]  's
[01:47:27.400 --> 01:47:27.520]   my
[01:47:27.520 --> 01:47:27.820]   thing
[01:47:27.820 --> 01:47:28.060]   with
[01:47:28.060 --> 01:47:28.300]   that
[01:47:28.300 --> 01:47:28.420]   is
[01:47:28.420 --> 01:47:28.660]   that
[01:47:28.660 --> 01:47:28.980]  .
[01:47:29.980 --> 01:47:30.230]  
[01:47:30.230 --> 01:47:30.260]   The
[01:47:30.260 --> 01:47:30.920]   problem
[01:47:30.920 --> 01:47:31.330]   with
[01:47:31.330 --> 01:47:31.660]   them
[01:47:31.660 --> 01:47:32.420]   building
[01:47:32.420 --> 01:47:32.690]   the
[01:47:32.690 --> 01:47:33.470]   mobile
[01:47:33.470 --> 01:47:33.720]   first
[01:47:33.720 --> 01:47:33.900]   is
[01:47:33.900 --> 01:47:34.520]   that
[01:47:34.520 --> 01:47:34.870]   nobody
[01:47:34.870 --> 01:47:35.220]   pays
[01:47:35.220 --> 01:47:35.480]   for
[01:47:35.480 --> 01:47:36.010]   mobile
[01:47:36.010 --> 01:47:36.360]   apps
[01:47:36.360 --> 01:47:36.800]   right
[01:47:36.800 --> 01:47:36.970]   it
[01:47:36.970 --> 01:47:37.140]  's
[01:47:37.140 --> 01:47:37.530]   like
[01:47:37.530 --> 01:47:37.700]  ,
[01:47:37.700 --> 01:47:38.000]   so
[01:47:38.000 --> 01:47:38.080]   you
[01:47:38.080 --> 01:47:38.120]   go
[01:47:38.120 --> 01:47:38.300]   and
[01:47:38.300 --> 01:47:38.610]   build
[01:47:38.610 --> 01:47:38.860]   this
[01:47:38.860 --> 01:47:39.040]   app
[01:47:39.040 --> 01:47:39.220]   and
[01:47:39.220 --> 01:47:39.500]   then
[01:47:39.500 --> 01:47:39.590]   it
[01:47:39.590 --> 01:47:39.910]   doesn
[01:47:39.910 --> 01:47:40.020]  't
[01:47:40.020 --> 01:47:40.140]   it
[01:47:40.140 --> 01:47:40.450]   doesn
[01:47:40.450 --> 01:47:40.570]  't
[01:47:40.570 --> 01:47:40.820]   show
[01:47:40.820 --> 01:47:41.020]   up
[01:47:41.020 --> 01:47:41.060]   on
[01:47:41.060 --> 01:47:41.240]   the
[01:47:41.240 --> 01:47:41.420]   top
[01:47:41.420 --> 01:47:41.670]   ten
[01:47:41.670 --> 01:47:41.850]   list
[01:47:41.850 --> 01:47:42.030]   and
[01:47:42.030 --> 01:47:42.400]   nobody
[01:47:42.400 --> 01:47:42.650]   pays
[01:47:42.650 --> 01:47:42.830]   for
[01:47:42.830 --> 01:47:43.360]   because
[01:47:43.360 --> 01:47:43.380]   in
[01:47:43.380 --> 01:47:43.630]   this
[01:47:43.630 --> 01:47:43.940]   world
[01:47:43.940 --> 01:47:44.060]   of
[01:47:44.060 --> 01:47:44.230]   like
[01:47:44.230 --> 01:47:44.650]   a
[01:47:44.650 --> 01:47:44.760]   free
[01:47:44.760 --> 01:47:44.970]   so
[01:47:44.970 --> 01:47:45.240]   nobody
[01:47:45.240 --> 01:47:45.460]   pay
[01:47:45.460 --> 01:47:45.550]   it
[01:47:45.550 --> 01:47:45.790]   were
[01:47:45.790 --> 01:47:45.970]   you
[01:47:45.970 --> 01:47:46.210]   know
[01:47:46.210 --> 01:47:46.330]   so
[01:47:46.330 --> 01:47:46.510]   you
[01:47:46.510 --> 01:47:46.690]   can
[01:47:46.690 --> 01:47:46.810]  't
[01:47:46.810 --> 01:47:47.190]   monet
[01:47:47.190 --> 01:47:47.300]  ize
[01:47:47.300 --> 01:47:47.420]   it
[01:47:47.420 --> 01:47:47.540]   so
[01:47:47.540 --> 01:47:47.780]   then
[01:47:47.780 --> 01:47:48.020]   what
[01:47:48.020 --> 01:47:48.160]  's
[01:47:48.160 --> 01:47:48.320]   any
[01:47:48.320 --> 01:47:48.560]   what
[01:47:48.560 --> 01:47:48.740]   are
[01:47:48.740 --> 01:47:49.030]   you
[01:47:49.030 --> 01:47:49.290]   really
[01:47:49.290 --> 01:47:49.720]   getting
[01:47:49.720 --> 01:47:49.920]   out
[01:47:49.920 --> 01:47:50.020]   of
[01:47:50.020 --> 01:47:50.140]   it
[01:47:50.140 --> 01:47:50.500]  .
[01:47:50.980 --> 01:47:51.220]  
[01:47:51.220 --> 01:47:51.280]   What
[01:47:51.280 --> 01:47:51.570]   for
[01:47:51.570 --> 01:47:51.630]   a
[01:47:51.630 --> 01:47:51.940]   start
[01:47:51.940 --> 01:47:52.390]   nobody
[01:47:52.390 --> 01:47:52.690]   pays
[01:47:52.690 --> 01:47:52.910]   for
[01:47:52.910 --> 01:47:53.110]   it
[01:47:53.110 --> 01:47:53.130]   i
[01:47:53.130 --> 01:47:53.450]  'll
[01:47:53.450 --> 01:47:53.650]   take
[01:47:53.650 --> 01:47:54.310]   exception
[01:47:54.310 --> 01:47:54.470]   to
[01:47:54.470 --> 01:47:54.830]   that
[01:47:54.830 --> 01:47:55.360]   because
[01:47:55.360 --> 01:47:55.660]   i
[01:47:55.660 --> 01:47:55.750]   mean
[01:47:55.750 --> 01:47:56.030]   there
[01:47:56.030 --> 01:47:56.180]  's
[01:47:56.180 --> 01:47:56.250]   a
[01:47:56.250 --> 01:47:56.470]   lot
[01:47:56.470 --> 01:47:56.620]   of
[01:47:56.620 --> 01:47:57.020]   apps
[01:47:57.020 --> 01:47:57.220]   that
[01:47:57.220 --> 01:47:57.370]   do
[01:47:57.370 --> 01:47:57.730]   make
[01:47:57.730 --> 01:47:58.040]   money
[01:47:58.040 --> 01:47:58.340]   that
[01:47:58.340 --> 01:47:58.410]   a
[01:47:58.410 --> 01:47:58.910]   mobile
[01:47:58.910 --> 01:47:59.180]  .
[01:47:59.180 --> 01:47:59.690]   Yeah
[01:47:59.690 --> 01:47:59.750]   but
[01:47:59.750 --> 01:47:59.980]   then
[01:47:59.980 --> 01:48:00.120]   by
[01:48:00.120 --> 01:48:00.430]   the
[01:48:00.430 --> 01:48:00.630]   very
[01:48:00.630 --> 01:48:01.000]   small
[01:48:01.000 --> 01:48:01.770]   percentage
[01:48:01.770 --> 01:48:01.880]   of
[01:48:01.880 --> 01:48:01.970]   a
[01:48:01.970 --> 01:48:02.240]   talk
[01:48:02.240 --> 01:48:02.310]   a
[01:48:02.310 --> 01:48:02.530]   lot
[01:48:02.530 --> 01:48:02.900]   about
[01:48:02.900 --> 01:48:03.080]   me
[01:48:03.080 --> 01:48:03.330]   that
[01:48:03.330 --> 01:48:03.400]   i
[01:48:03.400 --> 01:48:03.620]  've
[01:48:03.620 --> 01:48:03.910]   been
[01:48:03.910 --> 01:48:04.000]   a
[01:48:04.000 --> 01:48:04.200]   ton
[01:48:04.200 --> 01:48:04.680]   of
[01:48:04.680 --> 01:48:04.690]   what
[01:48:04.690 --> 01:48:04.790]   we
[01:48:04.790 --> 01:48:05.110]   talked
[01:48:05.110 --> 01:48:05.380]   about
[01:48:05.380 --> 01:48:05.590]   that
[01:48:05.590 --> 01:48:05.690]   to
[01:48:05.690 --> 01:48:05.850]   all
[01:48:05.850 --> 01:48:06.010]   the
[01:48:06.010 --> 01:48:06.420]   studies
[01:48:06.420 --> 01:48:06.600]   have
[01:48:06.600 --> 01:48:06.810]   been
[01:48:06.810 --> 01:48:07.020]   done
[01:48:07.020 --> 01:48:07.230]   what
[01:48:07.230 --> 01:48:07.440]   your
[01:48:07.440 --> 01:48:07.650]   home
[01:48:07.650 --> 01:48:07.750]   is
[01:48:07.750 --> 01:48:07.850]   it
[01:48:07.850 --> 01:48:08.450]   surprising
[01:48:08.450 --> 01:48:08.660]   model
[01:48:08.660 --> 01:48:09.360]   subscriptions
[01:48:09.360 --> 01:48:09.490]   or
[01:48:09.490 --> 01:48:09.560]   is
[01:48:09.560 --> 01:48:09.660]   it
[01:48:09.660 --> 01:48:10.040]   selling
[01:48:10.040 --> 01:48:10.140]   me
[01:48:10.140 --> 01:48:10.190]   i
[01:48:10.190 --> 01:48:10.400]   mean
[01:48:10.400 --> 01:48:10.680]  ,
[01:48:10.680 --> 01:48:11.080]   like
[01:48:11.080 --> 01:48:11.250]   you
[01:48:11.250 --> 01:48:11.540]   like
[01:48:11.540 --> 01:48:11.730]   it
[01:48:11.730 --> 01:48:12.170]   really
[01:48:12.170 --> 01:48:12.480]   does
[01:48:12.480 --> 01:48:12.950]   depend
[01:48:12.950 --> 01:48:13.110]   on
[01:48:13.110 --> 01:48:13.420]   what
[01:48:13.420 --> 01:48:13.720]   the
[01:48:13.720 --> 01:48:13.970]   what
[01:48:13.970 --> 01:48:14.250]   you
[01:48:14.250 --> 01:48:14.660]   made
[01:48:14.660 --> 01:48:14.810]   but
[01:48:14.810 --> 01:48:15.060]   but
[01:48:15.060 --> 01:48:15.320]   the
[01:48:15.320 --> 01:48:15.440]   the
[01:48:15.440 --> 01:48:15.650]   the
[01:48:15.650 --> 01:48:15.860]   the
[01:48:15.860 --> 01:48:16.240]   stuff
[01:48:16.240 --> 01:48:16.670]   though
[01:48:16.670 --> 01:48:16.980]   there
[01:48:16.980 --> 01:48:17.140]  's
[01:48:17.140 --> 01:48:17.400]   been
[01:48:17.400 --> 01:48:17.510]   a
[01:48:17.510 --> 01:48:17.890]   number
[01:48:17.890 --> 01:48:18.540]   articles
[01:48:18.540 --> 01:48:18.730]   that
[01:48:18.730 --> 01:48:18.870]   we
[01:48:18.870 --> 01:48:19.160]  .
[01:48:19.460 --> 01:48:19.700]  
[01:48:19.700 --> 01:48:19.730]   That
[01:48:19.730 --> 01:48:19.860]   we
[01:48:19.860 --> 01:48:20.330]   were
[01:48:20.330 --> 01:48:20.610]   talking
[01:48:20.610 --> 01:48:20.980]   about
[01:48:20.980 --> 01:48:21.080]   on
[01:48:21.080 --> 01:48:21.280]   the
[01:48:21.280 --> 01:48:21.550]   show
[01:48:21.550 --> 01:48:21.890]   where
[01:48:21.890 --> 01:48:22.160]   they
[01:48:22.160 --> 01:48:22.360]   did
[01:48:22.360 --> 01:48:22.840]   studies
[01:48:22.840 --> 01:48:23.090]   on
[01:48:23.090 --> 01:48:23.320]   the
[01:48:23.320 --> 01:48:23.620]   actual
[01:48:23.620 --> 01:48:24.010]   number
[01:48:24.010 --> 01:48:24.140]   of
[01:48:24.140 --> 01:48:24.530]   people
[01:48:24.530 --> 01:48:24.770]   are
[01:48:24.770 --> 01:48:25.110]   making
[01:48:25.110 --> 01:48:25.370]   real
[01:48:25.370 --> 01:48:25.700]   money
[01:48:25.700 --> 01:48:25.830]   on
[01:48:25.830 --> 01:48:25.960]   it
[01:48:25.960 --> 01:48:26.090]   is
[01:48:26.090 --> 01:48:26.350]   very
[01:48:26.350 --> 01:48:26.680]   small
[01:48:26.680 --> 01:48:26.940]   like
[01:48:26.940 --> 01:48:27.280]   this
[01:48:27.280 --> 01:48:27.330]   is
[01:48:27.330 --> 01:48:27.610]   gold
[01:48:27.610 --> 01:48:27.840]   rush
[01:48:27.840 --> 01:48:28.100]  ,
[01:48:28.100 --> 01:48:28.340]   i
[01:48:28.340 --> 01:48:28.410]  'm
[01:48:28.410 --> 01:48:28.590]   you
[01:48:28.590 --> 01:48:28.920]   know
[01:48:28.920 --> 01:48:29.380]   there
[01:48:29.380 --> 01:48:29.590]   was
[01:48:29.590 --> 01:48:29.670]   a
[01:48:29.670 --> 01:48:30.000]   west
[01:48:30.000 --> 01:48:30.250]   for
[01:48:30.250 --> 01:48:30.500]   why
[01:48:30.500 --> 01:48:30.580]   i
[01:48:30.580 --> 01:48:31.000]   guess
[01:48:31.000 --> 01:48:31.420]   still
[01:48:31.420 --> 01:48:31.840]   going
[01:48:31.840 --> 01:48:32.000]   on
[01:48:32.000 --> 01:48:32.250]   for
[01:48:32.250 --> 01:48:32.500]   the
[01:48:32.500 --> 01:48:32.660]   ip
[01:48:32.660 --> 01:48:32.990]  hone
[01:48:32.990 --> 01:48:33.240]   app
[01:48:33.240 --> 01:48:33.660]   store
[01:48:33.660 --> 01:48:33.910]   and
[01:48:33.910 --> 01:48:34.500]   android
[01:48:34.500 --> 01:48:34.920]   store
[01:48:34.920 --> 01:48:35.150]   and
[01:48:35.150 --> 01:48:35.510]   is
[01:48:35.510 --> 01:48:35.700]   ready
[01:48:35.700 --> 01:48:35.860]   is
[01:48:35.860 --> 01:48:35.920]   a
[01:48:35.920 --> 01:48:36.090]   very
[01:48:36.090 --> 01:48:36.260]   few
[01:48:36.260 --> 01:48:36.610]   people
[01:48:36.610 --> 01:48:36.840]   make
[01:48:36.840 --> 01:48:37.000]   any
[01:48:37.000 --> 01:48:37.650]   significant
[01:48:37.650 --> 01:48:38.050]   amount
[01:48:38.050 --> 01:48:38.110]   of
[01:48:38.110 --> 01:48:38.400]   money
[01:48:38.400 --> 01:48:38.510]   on
[01:48:38.510 --> 01:48:38.620]   it
[01:48:38.620 --> 01:48:38.910]   which
[01:48:38.910 --> 01:48:39.030]   is
[01:48:39.030 --> 01:48:39.570]   therefore
[01:48:39.570 --> 01:48:39.830]   leads
[01:48:39.830 --> 01:48:39.940]   me
[01:48:39.940 --> 01:48:40.050]   to
[01:48:40.050 --> 01:48:40.340]   think
[01:48:40.340 --> 01:48:40.660]   like
[01:48:40.660 --> 01:48:40.800]   well
[01:48:40.800 --> 01:48:41.060]  ,
[01:48:41.080 --> 01:48:41.300]  
[01:48:41.300 --> 01:48:41.310]   why
[01:48:41.310 --> 01:48:41.440]   do
[01:48:41.440 --> 01:48:41.660]   you
[01:48:41.660 --> 01:48:41.950]   want
[01:48:41.950 --> 01:48:42.240]   your
[01:48:42.240 --> 01:48:42.750]   leading
[01:48:42.750 --> 01:48:43.180]   you
[01:48:43.180 --> 01:48:43.260]   know
[01:48:43.260 --> 01:48:43.400]   at
[01:48:43.400 --> 01:48:43.620]   the
[01:48:43.620 --> 01:48:44.130]   leading
[01:48:44.130 --> 01:48:44.410]   part
[01:48:44.410 --> 01:48:44.560]   of
[01:48:44.560 --> 01:48:44.850]   your
[01:48:44.850 --> 01:48:45.440]   business
[01:48:45.440 --> 01:48:45.620]   to
[01:48:45.620 --> 01:48:45.720]   be
[01:48:45.720 --> 01:48:46.010]   just
[01:48:46.010 --> 01:48:46.300]   sort
[01:48:46.300 --> 01:48:46.440]   of
[01:48:46.440 --> 01:48:46.510]   a
[01:48:46.510 --> 01:48:46.730]   non
[01:48:46.730 --> 01:48:47.090]   money
[01:48:47.090 --> 01:48:47.820]   generating
[01:48:47.820 --> 01:48:48.180]   issue
[01:48:48.180 --> 01:48:48.610]   that
[01:48:48.610 --> 01:48:48.850]   in
[01:48:48.850 --> 01:48:49.050]   itself
[01:48:49.050 --> 01:48:49.440]  .
[01:48:49.440 --> 01:48:49.900]   Is
[01:48:49.900 --> 01:48:49.980]   gonna
[01:48:49.980 --> 01:48:50.160]   hard
[01:48:50.160 --> 01:48:50.420]   time
[01:48:50.420 --> 01:48:50.880]   getting
[01:48:50.880 --> 01:48:51.010]   in
[01:48:51.010 --> 01:48:51.070]   a
[01:48:51.070 --> 01:48:51.470]   moment
[01:48:51.470 --> 01:48:51.930]   because
[01:48:51.930 --> 01:48:52.300]   there
[01:48:52.300 --> 01:48:52.390]  's
[01:48:52.390 --> 01:48:52.650]   just
[01:48:52.650 --> 01:48:53.180]   hundreds
[01:48:53.180 --> 01:48:53.310]   of
[01:48:53.310 --> 01:48:53.910]   thousands
[01:48:53.910 --> 01:48:54.040]   of
[01:48:54.040 --> 01:48:54.300]   apps
[01:48:54.300 --> 01:48:54.500]   out
[01:48:54.500 --> 01:48:54.950]   there
[01:48:54.950 --> 01:48:54.960]   ok
[01:48:54.960 --> 01:48:55.140]   ok
[01:48:55.140 --> 01:48:55.290]   let
[01:48:55.290 --> 01:48:55.780]  's
[01:48:55.780 --> 01:48:55.860]   let
[01:48:55.860 --> 01:48:55.930]  's
[01:48:55.930 --> 01:48:56.250]   look
[01:48:56.250 --> 01:48:56.410]   at
[01:48:56.410 --> 01:48:56.650]   our
[01:48:56.650 --> 01:48:56.890]   two
[01:48:56.890 --> 01:48:57.770]   businesses
[01:48:57.770 --> 01:48:57.840]   as
[01:48:57.840 --> 01:48:57.920]   a
[01:48:57.920 --> 01:48:58.230]   case
[01:48:58.230 --> 01:48:58.630]   study
[01:48:58.630 --> 01:48:58.870]   for
[01:48:58.870 --> 01:48:59.190]   this
[01:48:59.190 --> 01:48:59.380]  ,
[01:48:59.380 --> 01:48:59.490]   so
[01:48:59.490 --> 01:48:59.730]   if
[01:48:59.730 --> 01:48:59.750]   we
[01:48:59.750 --> 01:49:00.250]   released
[01:49:00.250 --> 01:49:00.440]   any
[01:49:00.440 --> 01:49:00.810]   food
[01:49:00.810 --> 01:49:00.810]   as
[01:49:00.810 --> 01:49:00.870]   a
[01:49:00.870 --> 01:49:01.250]   mobile
[01:49:01.250 --> 01:49:01.450]   app
[01:49:01.450 --> 01:49:01.630]   and
[01:49:01.630 --> 01:49:01.750]   if
[01:49:01.750 --> 01:49:01.870]   we
[01:49:01.870 --> 01:49:02.310]   release
[01:49:02.310 --> 01:49:02.560]   plug
[01:49:02.560 --> 01:49:02.770]   it
[01:49:02.770 --> 01:49:02.870]   was
[01:49:02.870 --> 01:49:02.930]   a
[01:49:02.930 --> 01:49:03.310]   mobile
[01:49:03.310 --> 01:49:03.530]   app
[01:49:03.530 --> 01:49:03.920]   first
[01:49:03.920 --> 01:49:03.940]   it
[01:49:03.940 --> 01:49:04.320]   wouldn
[01:49:04.320 --> 01:49:04.600]  't
[01:49:04.600 --> 01:49:05.010]   actually
[01:49:05.010 --> 01:49:05.200]   make
[01:49:05.200 --> 01:49:05.390]   any
[01:49:05.390 --> 01:49:06.020]   difference
[01:49:06.020 --> 01:49:06.360]  .
[01:49:06.460 --> 01:49:06.690]  
[01:49:06.690 --> 01:49:06.840]   Because
[01:49:06.840 --> 01:49:07.140]   both
[01:49:07.140 --> 01:49:07.170]   of
[01:49:07.170 --> 01:49:07.440]   those
[01:49:07.440 --> 01:49:08.030]   businesses
[01:49:08.030 --> 01:49:08.150]   don
[01:49:08.150 --> 01:49:08.260]  't
[01:49:08.260 --> 01:49:08.470]   get
[01:49:08.470 --> 01:49:08.690]   money
[01:49:08.690 --> 01:49:09.070]   because
[01:49:09.070 --> 01:49:09.340]   of
[01:49:09.340 --> 01:49:09.440]   the
