
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.440]   Hot
[01:32:07.640 --> 01:32:07.960]   good
[01:32:07.960 --> 01:32:08.510]   revenue
[01:32:08.510 --> 01:32:08.920]   model
[01:32:08.920 --> 01:32:09.170]   that
[01:32:09.170 --> 01:32:09.570]   that
[01:32:09.570 --> 01:32:09.670]   will
[01:32:09.670 --> 01:32:09.800]   be
[01:32:09.800 --> 01:32:09.910]   an
[01:32:09.910 --> 01:32:10.490]   extremely
[01:32:10.490 --> 01:32:10.720]   safe
[01:32:10.720 --> 01:32:11.240]   business
[01:32:11.240 --> 01:32:12.020]   much
[01:32:12.020 --> 01:32:12.600]   safer
[01:32:12.600 --> 01:32:12.760]   than
[01:32:12.760 --> 01:32:13.160]   Just
[01:32:13.160 --> 01:32:13.750]   going
[01:32:13.750 --> 01:32:14.250]   for
[01:32:14.250 --> 01:32:14.370]   like
[01:32:14.370 --> 01:32:14.470]   a
[01:32:14.470 --> 01:32:15.080]   closed
[01:32:15.080 --> 01:32:15.720]   source
[01:32:15.720 --> 01:32:16.070]   because
[01:32:16.070 --> 01:32:16.420]   because
[01:32:16.420 --> 01:32:16.520]   he
[01:32:16.520 --> 01:32:16.820]   thinks
[01:32:16.820 --> 01:32:17.320]   developers
[01:32:17.320 --> 01:32:17.470]   are
[01:32:17.470 --> 01:32:17.670]   kind
[01:32:17.670 --> 01:32:17.770]   of
[01:32:17.770 --> 01:32:18.020]   funny
[01:32:18.020 --> 01:32:18.360]   people
[01:32:18.360 --> 01:32:18.990]   like
[01:32:18.990 --> 01:32:19.640]   developers
[01:32:19.760 --> 01:32:19.760]  
[01:32:19.760 --> 01:32:20.110]   Don
[01:32:20.110 --> 01:32:20.120]  't
[01:32:20.120 --> 01:32:20.530]   really
[01:32:20.530 --> 01:32:20.810]   like
[01:32:20.810 --> 01:32:21.250]   closed
[01:32:21.250 --> 01:32:21.650]   source
[01:32:21.650 --> 01:32:21.930]   code
[01:32:21.930 --> 01:32:22.140]   and
[01:32:22.140 --> 01:32:22.280]   in
[01:32:22.280 --> 01:32:22.440]   in
[01:32:22.440 --> 01:32:22.630]   the
[01:32:22.630 --> 01:32:22.980]   large
[01:32:22.980 --> 01:32:23.260]   part
[01:32:23.260 --> 01:32:23.390]   in
[01:32:23.390 --> 01:32:23.610]   the
[01:32:23.610 --> 01:32:23.890]   main
[01:32:23.890 --> 01:32:24.240]   part
[01:32:24.240 --> 01:32:24.310]   So
[01:32:24.310 --> 01:32:24.410]   that
[01:32:24.410 --> 01:32:25.030]  's
[01:32:25.030 --> 01:32:25.220]   potentially
[01:32:25.220 --> 01:32:25.690]   something
[01:32:25.690 --> 01:32:25.840]   for
[01:32:25.840 --> 01:32:26.010]   you
[01:32:26.010 --> 01:32:26.090]   to
[01:32:26.090 --> 01:32:26.310]   have
[01:32:26.310 --> 01:32:26.350]   a
[01:32:26.350 --> 01:32:26.610]   think
[01:32:26.610 --> 01:32:26.920]   about
[01:32:26.920 --> 01:32:27.150]   but
[01:32:27.150 --> 01:32:27.230]   I
[01:32:27.230 --> 01:32:27.560]   mean
[01:32:27.560 --> 01:32:27.600]   I
[01:32:27.600 --> 01:32:27.770]   know
[01:32:27.770 --> 01:32:27.940]   that
[01:32:27.940 --> 01:32:28.160]   yours
[01:32:28.160 --> 01:32:28.280]   is
[01:32:28.280 --> 01:32:28.400]   different
[01:32:28.400 --> 01:32:28.750]   because
[01:32:28.750 --> 01:32:28.850]   it
[01:32:28.850 --> 01:32:28.950]  's
[01:32:28.950 --> 01:32:29.100]   not
[01:32:29.100 --> 01:32:29.400]   like
[01:32:29.400 --> 01:32:29.480]   you
[01:32:29.480 --> 01:32:29.480]  're
[01:32:29.480 --> 01:32:29.680]   Hand
[01:32:29.680 --> 01:32:29.820]  ing
[01:32:29.820 --> 01:32:29.990]   out
[01:32:29.990 --> 01:32:30.020]   a
[01:32:30.020 --> 01:32:30.370]   library
[01:32:30.370 --> 01:32:30.460]   or
[01:32:30.460 --> 01:32:30.900]   something
[01:32:30.900 --> 01:32:31.100]   like
[01:32:31.100 --> 01:32:31.320]   that
[01:32:31.320 --> 01:32:31.440]  .
[01:32:31.440 --> 01:32:31.540]   It
[01:32:31.540 --> 01:32:31.640]   is
[01:32:31.640 --> 01:32:31.690]   a
[01:32:31.690 --> 01:32:32.060]   service
[01:32:32.060 --> 01:32:32.760]  .
[01:32:32.760 --> 01:32:32.880]   Yeah
[01:32:32.880 --> 01:32:33.080]  ,
[01:32:33.080 --> 01:32:33.200]   so
[01:32:33.200 --> 01:32:33.920]   anyway
[01:32:33.920 --> 01:32:34.000]  ,
[01:32:34.000 --> 01:32:34.040]   I
[01:32:34.040 --> 01:32:34.270]   could
[01:32:34.270 --> 01:32:34.390]   see
[01:32:34.390 --> 01:32:34.520]   how
[01:32:34.520 --> 01:32:34.610]   it
[01:32:34.610 --> 01:32:34.870]   could
[01:32:34.870 --> 01:32:35.300]   potentially
[01:32:35.300 --> 01:32:35.380]   do
[01:32:35.380 --> 01:32:35.600]   that
[01:32:35.600 --> 01:32:35.630]   I
[01:32:35.630 --> 01:32:35.750]   mean
[01:32:35.750 --> 01:32:35.810]  ,
[01:32:35.810 --> 01:32:35.980]   there
[01:32:35.980 --> 01:32:36.020]  's
[01:32:36.020 --> 01:32:36.110]   all
[01:32:36.110 --> 01:32:36.300]   things
[01:32:36.300 --> 01:32:36.330]   I
[01:32:36.330 --> 01:32:36.500]   have
[01:32:36.500 --> 01:32:36.510]   to
[01:32:36.510 --> 01:32:36.810]   experiment
[01:32:36.810 --> 01:32:37.000]   with
[01:32:37.000 --> 01:32:37.290]  .
[01:32:37.290 --> 01:32:37.350]   Yeah
[01:32:37.350 --> 01:32:37.450]  ,
[01:32:37.450 --> 01:32:37.600]   you
[01:32:37.600 --> 01:32:37.800]   know
[01:32:37.800 --> 01:32:37.980]   and
[01:32:37.980 --> 01:32:38.150]   You
[01:32:38.150 --> 01:32:38.380]   know
[01:32:38.380 --> 01:32:38.580]  ,
[01:32:38.580 --> 01:32:38.580]   it
[01:32:38.580 --> 01:32:38.710]  's
[01:32:38.710 --> 01:32:39.020]   this
[01:32:39.020 --> 01:32:39.110]   all
[01:32:39.110 --> 01:32:39.520]   depends
[01:32:39.520 --> 01:32:39.810]   right
[01:32:39.810 --> 01:32:39.920]   it
[01:32:39.920 --> 01:32:40.090]   all
[01:32:40.090 --> 01:32:40.510]   depends
[01:32:40.510 --> 01:32:40.610]   on
[01:32:40.610 --> 01:32:40.780]   how
[01:32:40.780 --> 01:32:40.950]   you
[01:32:40.950 --> 01:32:41.380]   execute
[01:32:41.380 --> 01:32:41.600]   it
[01:32:41.600 --> 01:32:41.620]   I
[01:32:41.620 --> 01:32:41.720]   mean
[01:32:41.720 --> 01:32:42.000]   everything
[01:32:42.000 --> 01:32:42.030]  's
[01:32:42.030 --> 01:32:42.290]   different
[01:32:42.290 --> 01:32:42.670]   name
[01:32:42.670 --> 01:32:42.670]   P
[01:32:42.670 --> 01:32:42.820]  elle
[01:32:42.820 --> 01:32:42.840]  y
[01:32:42.840 --> 01:32:42.880]  's
[01:32:42.880 --> 01:32:43.260]   obviously
[01:32:43.260 --> 01:32:43.300]   a
[01:32:43.300 --> 01:32:43.530]   smart
[01:32:43.530 --> 01:32:43.660]   guy
[01:32:43.660 --> 01:32:43.770]   and
[01:32:43.770 --> 01:32:43.840]   he
[01:32:43.840 --> 01:32:44.020]   knows
[01:32:44.020 --> 01:32:44.160]   some
[01:32:44.160 --> 01:32:44.400]   things
[01:32:44.400 --> 01:32:44.580]   but
[01:32:44.580 --> 01:32:44.580]   it
[01:32:44.580 --> 01:32:44.800]   doesn
[01:32:44.800 --> 01:32:44.830]  't
[01:32:44.830 --> 01:32:44.980]   mean
[01:32:44.980 --> 01:32:45.130]   that
[01:32:45.130 --> 01:32:45.200]   he
[01:32:45.200 --> 01:32:45.270]  's
[01:32:45.270 --> 01:32:45.680]   absolutely
[01:32:45.680 --> 01:32:45.900]   right
[01:32:45.900 --> 01:32:46.130]   about
[01:32:46.130 --> 01:32:46.440]   that
[01:32:46.440 --> 01:32:46.620]   And
[01:32:46.620 --> 01:32:47.040]   depends
[01:32:47.040 --> 01:32:47.160]   on
[01:32:47.160 --> 01:32:47.340]   how
[01:32:47.340 --> 01:32:47.460]   it
[01:32:47.460 --> 01:32:47.580]  's
[01:32:47.580 --> 01:32:47.840]   done
[01:32:47.840 --> 01:32:47.950]  ,
[01:32:47.950 --> 01:32:48.270]   you
[01:32:48.270 --> 01:32:48.400]   know
[01:32:48.400 --> 01:32:48.460]  ,
[01:32:48.460 --> 01:32:48.570]   and
[01:32:48.570 --> 01:32:48.600]   I
[01:32:48.600 --> 01:32:48.700]   don
[01:32:48.700 --> 01:32:48.770]  't
[01:32:48.770 --> 01:32:48.910]   even
[01:32:48.910 --> 01:32:49.040]   know
[01:32:49.040 --> 01:32:49.150]   how
[01:32:49.150 --> 01:32:49.180]   I
[01:32:49.180 --> 01:32:49.320]   want
[01:32:49.320 --> 01:32:49.400]   to
[01:32:49.400 --> 01:32:49.460]   do
[01:32:49.460 --> 01:32:49.580]   it
[01:32:49.580 --> 01:32:49.580]  
[01:32:49.580 --> 01:32:49.630]   I
[01:32:49.630 --> 01:32:49.830]   mean
[01:32:49.830 --> 01:32:49.920]  ,
[01:32:49.920 --> 01:32:50.160]   maybe
[01:32:50.160 --> 01:32:50.210]   I
[01:32:50.210 --> 01:32:50.350]  'll
[01:32:50.350 --> 01:32:50.590]   allow
[01:32:50.590 --> 01:32:50.880]   people
[01:32:50.880 --> 01:32:50.980]   to
[01:32:50.980 --> 01:32:51.270]   export
[01:32:51.270 --> 01:32:51.580]   sites
[01:32:51.580 --> 01:32:51.870]   Maybe
[01:32:51.870 --> 01:32:51.920]   I
[01:32:51.920 --> 01:32:52.090]  'll
[01:32:52.090 --> 01:32:52.320]   they
[01:32:52.320 --> 01:32:52.650]  'll
[01:32:52.650 --> 01:32:52.720]   have
[01:32:52.720 --> 01:32:52.830]   to
[01:32:52.830 --> 01:32:53.060]   have
[01:32:53.060 --> 01:32:53.110]   a
[01:32:53.110 --> 01:32:53.570]   certain
[01:32:53.570 --> 01:32:53.800]   level
[01:32:53.800 --> 01:32:53.920]   of
[01:32:53.920 --> 01:32:54.330]   account
[01:32:54.330 --> 01:32:54.420]   to
[01:32:54.420 --> 01:32:54.770]   create
[01:32:54.770 --> 01:32:54.820]   a
[01:32:54.820 --> 01:32:55.050]   site
[01:32:55.050 --> 01:32:55.220]   and
[01:32:55.220 --> 01:32:55.570]   export
[01:32:55.570 --> 01:32:55.800]   it
[01:32:55.800 --> 01:32:56.090]   Maybe
[01:32:56.090 --> 01:32:56.150]   I
[01:32:56.150 --> 01:32:56.320]  'll
[01:32:56.320 --> 01:32:56.490]   own
[01:32:56.490 --> 01:32:56.710]   to
[01:32:56.710 --> 01:32:56.880]   free
[01:32:56.880 --> 01:32:56.990]   it
[01:32:56.990 --> 01:32:57.250]   just
[01:32:57.250 --> 01:32:57.730]   depends
[01:32:57.730 --> 01:32:57.770]  .
[01:32:57.770 --> 01:32:57.790]   I
[01:32:57.790 --> 01:32:57.880]   mean
[01:32:57.880 --> 01:32:57.930]  ,
[01:32:57.930 --> 01:32:57.950]   I
[01:32:57.950 --> 01:32:58.000]  'm
[01:32:58.000 --> 01:32:58.080]   not
[01:32:58.080 --> 01:32:58.240]   gonna
[01:32:58.240 --> 01:32:58.300]   I
[01:32:58.300 --> 01:32:58.430]  'm
[01:32:58.430 --> 01:32:58.640]   not
[01:32:58.640 --> 01:32:58.970]   gonna
[01:32:58.970 --> 01:32:59.240]   work
[01:32:59.240 --> 01:32:59.370]   my
[01:32:59.370 --> 01:32:59.640]   butt
[01:32:59.640 --> 01:32:59.840]   off
[01:32:59.840 --> 01:33:00.110]   this
[01:33:00.110 --> 01:33:00.450]   thing
[01:33:00.450 --> 01:33:00.650]   for
[01:33:00.650 --> 01:33:00.990]   years
[01:33:00.990 --> 01:33:01.200]   and
[01:33:01.200 --> 01:33:01.520]   then
[01:33:01.520 --> 01:33:01.740]   Und
[01:33:01.740 --> 01:33:01.960]  erm
[01:33:01.960 --> 01:33:02.130]  ine
[01:33:02.130 --> 01:33:02.560]   the
[01:33:02.560 --> 01:33:02.850]   entire
[01:33:02.850 --> 01:33:03.480]   pricing
[01:33:03.480 --> 01:33:03.750]   model
[01:33:03.750 --> 01:33:04.050]   over
[01:33:04.050 --> 01:33:04.190]   to
[01:33:04.190 --> 01:33:04.400]   it
[01:33:04.400 --> 01:33:04.490]   by
[01:33:04.490 --> 01:33:04.700]   people
[01:33:04.700 --> 01:33:04.850]   just
[01:33:04.850 --> 01:33:05.040]   allow
[01:33:05.040 --> 01:33:05.150]   him
[01:33:05.150 --> 01:33:05.220]   to
[01:33:05.220 --> 01:33:05.410]   build
[01:33:05.410 --> 01:33:05.480]   it
[01:33:05.480 --> 01:33:05.590]   for
[01:33:05.590 --> 01:33:05.800]   free
[01:33:05.800 --> 01:33:05.850]   and
[01:33:05.850 --> 01:33:06.080]   export
[01:33:06.080 --> 01:33:06.160]   it
[01:33:06.160 --> 01:33:06.260]   and
[01:33:06.260 --> 01:33:06.340]   be
[01:33:06.340 --> 01:33:06.580]   like
[01:33:06.580 --> 01:33:06.740]   see
[01:33:06.740 --> 01:33:06.920]   ya
[01:33:06.920 --> 01:33:07.790]   F
[01:33:07.790 --> 01:33:09.520]   you
[01:33:09.520 --> 01:33:11.880]   Thanks
[01:33:11.880 --> 01:33:11.930]   for
[01:33:11.930 --> 01:33:11.980]   the
[01:33:11.980 --> 01:33:12.090]   thanks
[01:33:12.090 --> 01:33:12.160]   that
[01:33:12.160 --> 01:33:12.210]   was
[01:33:12.210 --> 01:33:12.330]   great
[01:33:12.330 --> 01:33:12.390]  .
[01:33:12.390 --> 01:33:12.420]   That
[01:33:12.420 --> 01:33:12.470]   was
[01:33:12.470 --> 01:33:12.480]   a
[01:33:12.480 --> 01:33:12.570]   great
[01:33:12.570 --> 01:33:12.680]   20
[01:33:12.680 --> 01:33:12.970]   minutes
[01:33:12.970 --> 01:33:13.370]   awesome
[01:33:13.370 --> 01:33:13.410]  .
[01:33:13.410 --> 01:33:13.470]   We
[01:33:13.470 --> 01:33:13.560]  're
[01:33:13.560 --> 01:33:13.650]   out
[01:33:13.650 --> 01:33:13.710]   of
[01:33:13.710 --> 01:33:13.840]   here
[01:33:13.840 --> 01:33:13.840]  
[01:33:13.840 --> 01:33:15.840]   I
[01:33:15.840 --> 01:33:17.290]   With
[01:33:17.290 --> 01:33:18.400]   all
[01:33:18.400 --> 01:33:19.830]   that
[01:33:19.830 --> 01:33:22.020]   effort
[01:33:22.020 --> 01:33:22.170]  ,
[01:33:22.170 --> 01:33:22.250]   I
[01:33:22.250 --> 01:33:22.710]   think
[01:33:22.710 --> 01:33:22.750]   I
[01:33:22.750 --> 01:33:22.810]  'm
[01:33:22.810 --> 01:33:23.020]   just
[01:33:23.020 --> 01:33:23.520]   wondering
[01:33:23.520 --> 01:33:23.870]   whether
[01:33:23.870 --> 01:33:24.080]   epic
[01:33:24.080 --> 01:33:24.380]   night
[01:33:24.380 --> 01:33:24.440]   is
[01:33:24.440 --> 01:33:24.760]   headed
[01:33:24.760 --> 01:33:25.180]   towards
[01:33:25.180 --> 01:33:26.070]   really
[01:33:26.070 --> 01:33:26.820]   premium
[01:33:26.820 --> 01:33:27.460]   usage
[01:33:27.460 --> 01:33:27.610]   So
[01:33:27.610 --> 01:33:27.910]   it
[01:33:27.910 --> 01:33:28.270]  's
[01:33:28.270 --> 01:33:28.580]   something
[01:33:28.580 --> 01:33:28.880]   that
[01:33:28.880 --> 01:33:29.330]   people
[01:33:29.330 --> 01:33:29.550]   are
[01:33:29.550 --> 01:33:29.920]   going
[01:33:29.920 --> 01:33:30.070]   to
[01:33:30.070 --> 01:33:30.480]   spend
[01:33:30.480 --> 01:33:30.630]  ,
[01:33:30.630 --> 01:33:30.690]   you
[01:33:30.690 --> 01:33:31.330]   know
[01:33:31.330 --> 01:33:31.920]   thousands
[01:33:31.920 --> 01:33:32.070]   on
[01:33:32.070 --> 01:33:32.680]   rather
[01:33:32.680 --> 01:33:32.880]   than
[01:33:32.880 --> 01:33:33.360]   50
[01:33:33.360 --> 01:33:33.440]  s
[01:33:33.440 --> 01:33:33.620]   on
[01:33:33.620 --> 01:33:34.080]   That
[01:33:34.080 --> 01:33:34.810]  's
[01:33:34.810 --> 01:33:34.810]   that
[01:33:34.810 --> 01:33:35.040]  's
[01:33:35.040 --> 01:33:35.160]   I
[01:33:35.160 --> 01:33:35.390]  'm
[01:33:35.390 --> 01:33:36.020]   just
[01:33:36.020 --> 01:33:36.350]   just
[01:33:36.350 --> 01:33:37.460]   wondering
[01:33:37.460 --> 01:33:38.000]   yeah
[01:33:38.000 --> 01:33:38.100]  ,
[01:33:38.100 --> 01:33:38.320]   well
[01:33:38.320 --> 01:33:38.410]   it
[01:33:38.410 --> 01:33:38.690]   could
[01:33:38.690 --> 01:33:38.740]   be
[01:33:38.740 --> 01:33:39.040]   you
[01:33:39.040 --> 01:33:39.360]   know
[01:33:39.360 --> 01:33:39.420]  ,
[01:33:39.420 --> 01:33:39.430]   I
[01:33:39.430 --> 01:33:39.490]   don
[01:33:39.490 --> 01:33:39.540]  't
[01:33:39.540 --> 01:33:39.630]   know
[01:33:39.630 --> 01:33:39.690]   the
[01:33:39.690 --> 01:33:39.830]   answer
[01:33:39.830 --> 01:33:39.870]   to
[01:33:39.870 --> 01:33:39.990]   those
[01:33:39.990 --> 01:33:40.290]   questions
[01:33:40.290 --> 01:33:40.440]  ,
[01:33:40.440 --> 01:33:40.900]   right
[01:33:40.900 --> 01:33:40.900]  ?
[01:33:40.900 --> 01:33:40.900]  
[01:33:40.900 --> 01:33:41.040]   Oh
[01:33:41.040 --> 01:33:41.160]  ,
[01:33:41.160 --> 01:33:41.360]   I
[01:33:41.360 --> 01:33:41.510]   mean
[01:33:41.510 --> 01:33:41.620]  ,
[01:33:41.620 --> 01:33:41.680]   I
[01:33:41.680 --> 01:33:42.010]   think
[01:33:42.010 --> 01:33:42.340]   about
[01:33:42.340 --> 01:33:42.610]   that
[01:33:42.610 --> 01:33:42.690]  .
[01:33:42.690 --> 01:33:42.890]   Yeah
[01:33:42.890 --> 01:33:43.340]  ,
[01:33:43.340 --> 01:33:43.350]   so
[01:33:43.350 --> 01:33:43.700]   start
[01:33:43.700 --> 01:33:43.940]   with
[01:33:43.940 --> 01:33:44.070]   an
[01:33:44.070 --> 01:33:44.270]   upp
[01:33:44.270 --> 01:33:44.470]  erc
[01:33:44.470 --> 01:33:44.670]  ase
[01:33:44.670 --> 01:33:45.180]   letter
[01:33:45.180 --> 01:33:45.630]   Yeah
[01:33:45.630 --> 01:33:45.630]  ,
[01:33:45.630 --> 01:33:45.780]   if
[01:33:45.780 --> 01:33:45.950]   you
[01:33:45.950 --> 01:33:46.150]  're
[01:33:46.150 --> 01:33:46.970]   good
[01:33:46.970 --> 01:33:47.050]   enough
[01:33:47.050 --> 01:33:47.400]   to
[01:33:47.400 --> 01:33:47.570]   Google
[01:33:47.570 --> 01:33:48.030]   Amazon
[01:33:48.030 --> 01:33:48.240]   and
[01:33:48.240 --> 01:33:48.330]   a
[01:33:48.330 --> 01:33:48.910]   thousand
[01:33:48.910 --> 01:33:49.280]   other
[01:33:49.280 --> 01:33:49.730]   really
[01:33:49.730 --> 01:33:50.480]   successful
[01:33:50.480 --> 01:33:51.140]   startups
[01:33:51.140 --> 01:33:51.240]   It
[01:33:51.240 --> 01:33:51.350]  's
[01:33:51.350 --> 01:33:51.540]   good
[01:33:51.540 --> 01:33:51.850]   enough
[01:33:51.850 --> 01:33:52.000]   for
[01:33:52.000 --> 01:33:52.180]   you
[01:33:52.180 --> 01:33:52.530]  .
[01:33:52.530 --> 01:33:52.570]   You
[01:33:52.570 --> 01:33:52.880]   should
[01:33:52.880 --> 01:33:53.170]   start
[01:33:53.170 --> 01:33:53.500]   with
[01:33:53.500 --> 01:33:53.620]   you
[01:33:53.620 --> 01:33:53.840]   should
[01:33:53.840 --> 01:33:53.990]   sure
[01:33:53.990 --> 01:33:54.280]   starting
[01:33:54.280 --> 01:33:54.430]   with
[01:33:54.430 --> 01:33:54.460]   a
[01:33:54.460 --> 01:33:54.640]   lower
[01:33:54.640 --> 01:33:54.820]  case
[01:33:54.820 --> 01:33:55.080]   letter
[01:33:55.080 --> 01:33:55.250]   is
[01:33:55.250 --> 01:33:55.500]   cute
[01:33:55.500 --> 01:33:55.830]   It
[01:33:55.830 --> 01:33:55.890]   might
[01:33:55.890 --> 01:33:56.350]   demonstrate
[01:33:56.350 --> 01:33:56.540]   some
[01:33:56.540 --> 01:33:56.940]   humility
[01:33:56.940 --> 01:33:57.070]   But
[01:33:57.070 --> 01:33:57.340]   90
[01:33:57.340 --> 01:33:57.380]  %
[01:33:57.380 --> 01:33:57.500]   of
[01:33:57.500 --> 01:33:57.740]   people
[01:33:57.740 --> 01:33:57.870]   are
[01:33:57.870 --> 01:33:58.090]   using
[01:33:58.090 --> 01:33:58.220]   it
[01:33:58.220 --> 01:33:58.500]   going
[01:33:58.500 --> 01:33:58.580]   to
[01:33:58.580 --> 01:33:58.700]   spell
[01:33:58.700 --> 01:33:58.810]   it
[01:33:58.810 --> 01:33:58.980]   wrong
[01:33:58.980 --> 01:33:59.100]   and
[01:33:59.100 --> 01:33:59.220]   you
[01:33:59.220 --> 01:33:59.340]  're
[01:33:59.340 --> 01:33:59.540]   going
[01:33:59.540 --> 01:33:59.620]   to
[01:33:59.620 --> 01:33:59.840]   spend
[01:33:59.840 --> 01:33:59.940]   too
[01:33:59.940 --> 01:34:00.100]   many
[01:34:00.100 --> 01:34:00.360]   cycles
[01:34:00.360 --> 01:34:00.680]   worrying
[01:34:00.680 --> 01:34:00.880]   about
[01:34:00.880 --> 01:34:01.070]   stra
[01:34:01.070 --> 01:34:01.240]  ining
[01:34:01.240 --> 01:34:01.520]   them
[01:34:01.520 --> 01:34:01.800]   Yeah
[01:34:01.800 --> 01:34:01.940]  ,
[01:34:01.940 --> 01:34:02.220]   that
[01:34:02.220 --> 01:34:02.350]  's
[01:34:02.350 --> 01:34:02.820]   stupid
[01:34:02.820 --> 01:34:03.040]   Don
[01:34:03.040 --> 01:34:03.180]  't
[01:34:03.180 --> 01:34:03.480]   name
[01:34:03.480 --> 01:34:03.760]   your
[01:34:03.760 --> 01:34:04.050]   your
[01:34:04.050 --> 01:34:04.560]   company
[01:34:04.560 --> 01:34:04.920]   after
[01:34:04.920 --> 01:34:05.540]   yourself
[01:34:09.540 --> 01:34:09.540]  
[01:34:09.540 --> 01:34:09.820]   Yes
[01:34:09.820 --> 01:34:09.840]  ,
[01:34:09.840 --> 01:34:09.870]   I
[01:34:09.870 --> 01:34:10.110]   know
[01:34:10.110 --> 01:34:10.200]   it
[01:34:10.200 --> 01:34:10.310]  's
[01:34:10.310 --> 01:34:10.760]   tempting
[01:34:10.760 --> 01:34:11.150]   because
[01:34:11.150 --> 01:34:11.270]   it
[01:34:11.270 --> 01:34:11.380]  's
[01:34:11.380 --> 01:34:11.490]   so
[01:34:11.490 --> 01:34:11.780]   easy
[01:34:11.780 --> 01:34:12.010]   and
[01:34:12.010 --> 01:34:12.110]   you
[01:34:12.110 --> 01:34:12.630]   may
[01:34:12.630 --> 01:34:12.780]   even
[01:34:12.780 --> 01:34:13.170]   think
[01:34:13.170 --> 01:34:13.330]   hey
[01:34:13.330 --> 01:34:13.780]   customers
[01:34:13.780 --> 01:34:14.080]   should
[01:34:14.080 --> 01:34:14.300]   know
[01:34:14.300 --> 01:34:14.500]   Who
[01:34:14.500 --> 01:34:14.570]   they
[01:34:14.570 --> 01:34:15.310]  're
[01:34:15.310 --> 01:34:15.360]   doing
[01:34:15.360 --> 01:34:15.860]   business
[01:34:15.860 --> 01:34:16.130]   with
[01:34:16.130 --> 01:34:16.380]   you
[01:34:16.380 --> 01:34:16.380]  ?
[01:34:16.380 --> 01:34:16.540]   But
[01:34:16.540 --> 01:34:16.700]   but
[01:34:16.700 --> 01:34:16.750]   I
[01:34:16.750 --> 01:34:17.030]   think
[01:34:17.030 --> 01:34:17.250]   when
[01:34:17.250 --> 01:34:17.770]   customers
[01:34:17.770 --> 01:34:17.970]   hear
[01:34:17.970 --> 01:34:18.470]   something
[01:34:18.470 --> 01:34:18.690]   like
[01:34:18.690 --> 01:34:19.020]   Dharma
[01:34:19.020 --> 01:34:19.230]   Shah
[01:34:19.230 --> 01:34:19.520]   Enter
[01:34:19.520 --> 01:34:19.980]  prises
[01:34:19.980 --> 01:34:20.260]   granted
[01:34:20.260 --> 01:34:20.430]   your
[01:34:20.430 --> 01:34:20.680]   name
[01:34:20.680 --> 01:34:20.690]   is
[01:34:20.690 --> 01:34:21.020]   probably
[01:34:21.020 --> 01:34:21.150]   not
[01:34:21.150 --> 01:34:21.230]   as
[01:34:21.230 --> 01:34:21.360]   odd
[01:34:21.360 --> 01:34:21.470]   as
[01:34:21.470 --> 01:34:21.660]   mine
[01:34:21.660 --> 01:34:21.740]   It
[01:34:21.740 --> 01:34:21.960]   doesn
[01:34:21.960 --> 01:34:22.040]  't
[01:34:22.040 --> 01:34:22.210]   make
[01:34:22.210 --> 01:34:22.380]   them
[01:34:22.380 --> 01:34:22.510]  .
[01:34:22.510 --> 01:34:22.550]   I
[01:34:22.550 --> 01:34:22.720]   mean
[01:34:22.720 --> 01:34:22.800]   do
[01:34:22.800 --> 01:34:22.970]   they
[01:34:22.970 --> 01:34:23.190]   think
[01:34:23.190 --> 01:34:23.320]   wow
[01:34:23.320 --> 01:34:23.510]  ,
[01:34:23.510 --> 01:34:23.570]   that
[01:34:23.570 --> 01:34:23.780]   must
[01:34:23.780 --> 01:34:23.820]   be
[01:34:23.820 --> 01:34:23.900]   an
[01:34:23.900 --> 01:34:24.200]   awfully
[01:34:24.200 --> 01:34:24.370]   cool
[01:34:24.370 --> 01:34:24.810]   successful
[01:34:24.810 --> 01:34:25.080]   stable
[01:34:25.080 --> 01:34:25.500]   company
[01:34:25.500 --> 01:34:25.550]   Yeah
[01:34:25.550 --> 01:34:26.310]  ,
[01:34:26.310 --> 01:34:26.400]   but
[01:34:26.400 --> 01:34:26.670]   what
[01:34:26.670 --> 01:34:27.120]   about
[01:34:27.120 --> 01:34:27.290]   J
[01:34:27.290 --> 01:34:27.310]  V
[01:34:27.310 --> 01:34:28.220]   multimedia
[01:34:28.220 --> 01:34:28.220]  ?
[01:34:28.220 --> 01:34:29.100]   well
[01:34:29.100 --> 01:34:29.230]  ,
[01:34:29.230 --> 01:34:30.070]   first
[01:34:30.070 --> 01:34:30.940]   of
[01:34:30.940 --> 01:34:30.940]   all
[01:34:30.940 --> 01:34:30.940]  ,
[01:34:30.940 --> 01:34:30.940]   I
[01:34:30.940 --> 01:34:31.140]   You
[01:34:31.140 --> 01:34:31.450]   know
[01:34:31.450 --> 01:34:32.070]   multimedia
[01:34:32.070 --> 01:34:32.200]   is
[01:34:32.200 --> 01:34:32.380]   it
[01:34:32.380 --> 01:34:32.390]   h
[01:34:32.390 --> 01:34:32.590]  ark
[01:34:32.590 --> 01:34:32.790]  ens
[01:34:32.790 --> 01:34:33.050]   back
[01:34:33.050 --> 01:34:33.180]   to
[01:34:33.180 --> 01:34:33.440]   like
[01:34:33.440 --> 01:34:34.240]   1995
[01:34:34.240 --> 01:34:34.440]  .
[01:34:34.440 --> 01:34:34.700]   Well
[01:34:34.700 --> 01:34:34.830]  ,
[01:34:34.830 --> 01:34:35.220]   that
[01:34:35.220 --> 01:34:35.310]  's
