
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.340]   Oh
[01:26:51.900 --> 01:26:52.010]   any
[01:26:52.010 --> 01:26:52.290]   food
[01:26:52.290 --> 01:26:52.380]   and
[01:26:52.380 --> 01:26:52.820]   it
[01:26:52.820 --> 01:26:53.000]   would
[01:26:53.000 --> 01:26:53.140]   be
[01:26:53.140 --> 01:26:53.210]   a
[01:26:53.210 --> 01:26:53.570]   shame
[01:26:53.570 --> 01:26:53.850]   find
[01:26:53.850 --> 01:26:54.080]   out
[01:26:54.080 --> 01:26:54.340]   like
[01:26:54.340 --> 01:26:54.760]  .
[01:26:54.760 --> 01:26:54.990]   What
[01:26:54.990 --> 01:26:55.210]   they
[01:26:55.210 --> 01:26:55.330]   did
[01:26:55.330 --> 01:26:56.080]   differently
[01:26:56.080 --> 01:26:56.090]   i
[01:26:56.090 --> 01:26:56.200]  'm
[01:26:56.200 --> 01:26:56.480]   sure
[01:26:56.480 --> 01:26:56.650]   they
[01:26:56.650 --> 01:26:57.060]   learned
[01:26:57.060 --> 01:26:57.290]   some
[01:26:57.290 --> 01:26:57.640]   things
[01:26:57.640 --> 01:26:57.870]   from
[01:26:57.870 --> 01:26:57.980]   us
[01:26:57.980 --> 01:26:58.090]   at
[01:26:58.090 --> 01:26:58.320]   what
[01:26:58.320 --> 01:26:58.430]   to
[01:26:58.430 --> 01:26:58.540]   do
[01:26:58.540 --> 01:26:58.650]   or
[01:26:58.650 --> 01:26:58.880]   what
[01:26:58.880 --> 01:26:59.050]   not
[01:26:59.050 --> 01:26:59.160]   to
[01:26:59.160 --> 01:26:59.270]   do
[01:26:59.270 --> 01:26:59.440]   and
[01:26:59.440 --> 01:26:59.550]   he
[01:26:59.550 --> 01:26:59.800]   took
[01:26:59.800 --> 01:26:59.830]   a
[01:26:59.830 --> 01:27:00.360]   different
[01:27:00.360 --> 01:27:00.610]   tack
[01:27:00.610 --> 01:27:00.690]   as
[01:27:00.690 --> 01:27:00.800]   we
[01:27:00.800 --> 01:27:00.910]   as
[01:27:00.910 --> 01:27:01.020]   we
[01:27:01.020 --> 01:27:01.370]   talked
[01:27:01.370 --> 01:27:01.660]   about
[01:27:01.660 --> 01:27:02.010]   rather
[01:27:02.010 --> 01:27:02.240]   than
[01:27:02.240 --> 01:27:02.760]   going
[01:27:02.760 --> 01:27:02.820]   heavy
[01:27:02.820 --> 01:27:03.330]   into
[01:27:03.330 --> 01:27:03.630]   technology
[01:27:03.630 --> 01:27:03.800]   and
[01:27:03.800 --> 01:27:04.270]   building
[01:27:04.270 --> 01:27:04.490]   that
[01:27:04.490 --> 01:27:05.080]   platform
[01:27:05.080 --> 01:27:05.140]   out
[01:27:05.140 --> 01:27:05.370]   they
[01:27:05.370 --> 01:27:05.610]   just
[01:27:05.610 --> 01:27:06.060]  .
[01:27:06.540 --> 01:27:06.740]  
[01:27:06.740 --> 01:27:06.790]   You
[01:27:06.790 --> 01:27:07.010]   know
[01:27:07.010 --> 01:27:07.360]   bubble
[01:27:07.360 --> 01:27:07.470]  g
[01:27:07.470 --> 01:27:07.690]  um
[01:27:07.690 --> 01:27:07.800]   and
[01:27:07.800 --> 01:27:08.200]   toothp
[01:27:08.200 --> 01:27:08.470]  icks
[01:27:08.470 --> 01:27:08.670]   and
[01:27:08.670 --> 01:27:08.870]   did
[01:27:08.870 --> 01:27:09.560]   everything
[01:27:09.560 --> 01:27:10.090]   manually
[01:27:10.090 --> 01:27:10.290]   and
[01:27:10.290 --> 01:27:10.560]   work
[01:27:10.560 --> 01:27:10.690]   on
[01:27:10.690 --> 01:27:10.890]   the
[01:27:10.890 --> 01:27:11.290]   demand
[01:27:11.290 --> 01:27:11.570]   side
[01:27:11.570 --> 01:27:11.720]   as
[01:27:11.720 --> 01:27:12.160]   opposed
[01:27:12.160 --> 01:27:12.280]   to
[01:27:12.280 --> 01:27:12.700]   supply
[01:27:12.700 --> 01:27:13.020]   side
[01:27:13.020 --> 01:27:13.160]   and
[01:27:13.160 --> 01:27:13.290]   um
[01:27:13.290 --> 01:27:13.490]   and
[01:27:13.490 --> 01:27:13.760]   they
[01:27:13.760 --> 01:27:14.290]   they
[01:27:14.290 --> 01:27:14.320]   were
[01:27:14.320 --> 01:27:14.360]   a
[01:27:14.360 --> 01:27:14.420]   y
[01:27:14.420 --> 01:27:14.480]  c
[01:27:14.480 --> 01:27:14.950]   company
[01:27:14.950 --> 01:27:15.080]   to
[01:27:15.080 --> 01:27:15.280]   say
[01:27:15.280 --> 01:27:15.550]   they
[01:27:15.550 --> 01:27:15.840]   know
[01:27:15.840 --> 01:27:16.090]   they
[01:27:16.090 --> 01:27:16.590]   were
[01:27:16.590 --> 01:27:16.640]   able
[01:27:16.640 --> 01:27:16.760]   to
[01:27:16.760 --> 01:27:16.880]   do
[01:27:16.880 --> 01:27:17.210]   you
[01:27:17.210 --> 01:27:17.360]   know
[01:27:17.360 --> 01:27:17.560]   get
[01:27:17.560 --> 01:27:17.830]   some
[01:27:17.830 --> 01:27:18.300]   funding
[01:27:18.300 --> 01:27:18.510]   but
[01:27:18.510 --> 01:27:18.670]   um
[01:27:18.670 --> 01:27:18.900]   yeah
[01:27:18.900 --> 01:27:19.030]   be
[01:27:19.030 --> 01:27:19.430]   really
[01:27:19.430 --> 01:27:20.180]   interesting
[01:27:20.180 --> 01:27:20.310]   to
[01:27:20.310 --> 01:27:20.500]   see
[01:27:20.500 --> 01:27:21.020]  .
[01:27:21.020 --> 01:27:21.460]   What
[01:27:21.460 --> 01:27:21.570]  's
[01:27:21.570 --> 01:27:22.030]   going
[01:27:22.030 --> 01:27:22.170]   i
[01:27:22.170 --> 01:27:22.590]   mean
[01:27:22.590 --> 01:27:22.670]   um
[01:27:22.670 --> 01:27:22.980]  .
[01:27:23.880 --> 01:27:24.130]  
[01:27:24.130 --> 01:27:24.230]   Word
[01:27:24.230 --> 01:27:24.260]   i
[01:27:24.260 --> 01:27:24.370]  'm
[01:27:24.370 --> 01:27:24.730]   going
[01:27:24.730 --> 01:27:24.930]   to
[01:27:24.930 --> 01:27:25.070]   i
[01:27:25.070 --> 01:27:25.070]  'm
[01:27:25.070 --> 01:27:25.420]   doing
[01:27:25.420 --> 01:27:25.490]   a
[01:27:25.490 --> 01:27:25.980]   session
[01:27:25.980 --> 01:27:26.260]   with
[01:27:26.260 --> 01:27:26.750]   another
[01:27:26.750 --> 01:27:27.320]   titanium
[01:27:27.320 --> 01:27:27.940]   expert
[01:27:27.940 --> 01:27:27.950]   who
[01:27:27.950 --> 01:27:28.160]   was
[01:27:28.160 --> 01:27:28.370]   one
[01:27:28.370 --> 01:27:28.510]   of
[01:27:28.510 --> 01:27:28.720]   the
[01:27:28.720 --> 01:27:29.820]   titanium
[01:27:29.820 --> 01:27:29.930]   engineers
[01:27:29.930 --> 01:27:30.140]   and
[01:27:30.140 --> 01:27:30.280]   as
[01:27:30.280 --> 01:27:30.380]   a
[01:27:30.380 --> 01:27:30.920]   titanium
[01:27:30.920 --> 01:27:31.770]   consulting
[01:27:31.770 --> 01:27:32.130]   company
[01:27:32.130 --> 01:27:32.190]   i
[01:27:32.190 --> 01:27:32.330]  'm
[01:27:32.330 --> 01:27:32.400]   i
[01:27:32.400 --> 01:27:32.680]   work
[01:27:32.680 --> 01:27:32.950]   with
[01:27:32.950 --> 01:27:33.170]   him
[01:27:33.170 --> 01:27:33.290]   on
[01:27:33.290 --> 01:27:33.750]   that
[01:27:33.750 --> 01:27:34.280]   hopefully
[01:27:34.280 --> 01:27:34.510]   when
[01:27:34.510 --> 01:27:34.650]   to
[01:27:34.650 --> 01:27:34.930]   see
[01:27:34.930 --> 01:27:35.000]   a
[01:27:35.000 --> 01:27:35.170]   wed
[01:27:35.170 --> 01:27:35.580]  nesday
[01:27:35.580 --> 01:27:35.700]   to
[01:27:35.700 --> 01:27:35.910]   get
[01:27:35.910 --> 01:27:36.260]   these
[01:27:36.260 --> 01:27:36.620]   this
[01:27:36.620 --> 01:27:36.680]   ip
[01:27:36.680 --> 01:27:36.960]  hone
[01:27:36.960 --> 01:27:37.170]   app
[01:27:37.170 --> 01:27:37.240]   i
[01:27:37.240 --> 01:27:37.520]   into
[01:27:37.520 --> 01:27:37.720]   the
[01:27:37.720 --> 01:27:37.990]   app
[01:27:37.990 --> 01:27:38.290]   store
[01:27:38.290 --> 01:27:38.740]  .
[01:27:38.740 --> 01:27:38.780]   So
[01:27:38.780 --> 01:27:38.960]   i
[01:27:38.960 --> 01:27:39.270]   have
[01:27:39.270 --> 01:27:39.630]   had
[01:27:39.630 --> 01:27:39.730]   two
[01:27:39.730 --> 01:27:40.390]   sessions
[01:27:40.390 --> 01:27:40.670]   with
[01:27:40.670 --> 01:27:41.300]   titanium
[01:27:41.300 --> 01:27:41.370]   x
[01:27:41.370 --> 01:27:41.600]  box
[01:27:41.600 --> 01:27:41.830]   and
[01:27:41.830 --> 01:27:42.150]   that
[01:27:42.150 --> 01:27:42.290]  's
[01:27:42.290 --> 01:27:42.680]   marks
[01:27:42.680 --> 01:27:42.820]   up
[01:27:42.820 --> 01:27:43.160]  .
[01:27:43.780 --> 01:27:44.030]  
[01:27:44.030 --> 01:27:44.210]   Right
[01:27:44.210 --> 01:27:44.560]   yeah
[01:27:44.560 --> 01:27:44.990]   right
[01:27:44.990 --> 01:27:45.170]   so
[01:27:45.170 --> 01:27:45.330]   um
[01:27:45.330 --> 01:27:45.410]   i
[01:27:45.410 --> 01:27:45.760]   have
[01:27:45.760 --> 01:27:45.930]   to
[01:27:45.930 --> 01:27:46.270]   say
[01:27:46.270 --> 01:27:46.710]   though
[01:27:46.710 --> 01:27:46.920]   i
[01:27:46.920 --> 01:27:46.960]  'm
[01:27:46.960 --> 01:27:47.500]   pretty
[01:27:47.500 --> 01:27:47.830]   good
[01:27:47.830 --> 01:27:48.020]   at
[01:27:48.020 --> 01:27:48.700]   building
[01:27:48.700 --> 01:27:48.780]   a
[01:27:48.780 --> 01:27:49.040]   you
[01:27:49.040 --> 01:27:49.390]   know
[01:27:49.390 --> 01:27:49.560]   ip
[01:27:49.560 --> 01:27:49.910]  hone
[01:27:49.910 --> 01:27:50.260]   apps
[01:27:50.260 --> 01:27:50.680]   the
[01:27:50.680 --> 01:27:51.220]   titanium
[01:27:51.220 --> 01:27:51.620]   now
[01:27:51.620 --> 01:27:51.740]   you
[01:27:51.740 --> 01:27:52.090]   know
[01:27:52.090 --> 01:27:52.170]   i
[01:27:52.170 --> 01:27:52.550]  've
[01:27:52.550 --> 01:27:52.860]   spent
[01:27:52.860 --> 01:27:52.960]   i
[01:27:52.960 --> 01:27:53.290]   have
[01:27:53.290 --> 01:27:53.450]   a
[01:27:53.450 --> 01:27:53.630]   lot
[01:27:53.630 --> 01:27:53.800]   of
[01:27:53.800 --> 01:27:54.230]   hours
[01:27:54.230 --> 01:27:54.520]   and
[01:27:54.520 --> 01:27:54.660]   it
[01:27:54.660 --> 01:27:55.090]   doesn
[01:27:55.090 --> 01:27:55.260]  't
[01:27:55.260 --> 01:27:55.520]   you
[01:27:55.520 --> 01:27:56.040]   should
[01:27:56.040 --> 01:27:56.740]   probably
[01:27:56.740 --> 01:27:56.910]   be
[01:27:56.910 --> 01:27:57.070]   a
[01:27:57.070 --> 01:27:57.700]   titanium
[01:27:57.700 --> 01:27:58.310]   expert
[01:27:58.310 --> 01:27:58.810]   well
[01:27:58.810 --> 01:27:58.820]  ,
[01:27:58.820 --> 01:27:58.980]   you
[01:27:58.980 --> 01:27:59.320]   know
[01:27:59.320 --> 01:27:59.450]   what
[01:27:59.450 --> 01:27:59.560]   is
[01:27:59.560 --> 01:27:59.670]   it
[01:27:59.670 --> 01:27:59.790]  's
[01:27:59.790 --> 01:28:00.010]   like
[01:28:00.010 --> 01:28:00.120]   it
[01:28:00.120 --> 01:28:00.350]   with
[01:28:00.350 --> 01:28:00.940]   everything
[01:28:00.940 --> 01:28:01.070]   it
[01:28:01.070 --> 01:28:01.160]  's
[01:28:01.160 --> 01:28:01.390]   like
[01:28:01.390 --> 01:28:01.500]   it
[01:28:01.500 --> 01:28:01.670]  's
[01:28:01.670 --> 01:28:01.790]   the
[01:28:01.790 --> 01:28:02.070]   whole
[01:28:02.070 --> 01:28:02.420]   eighty
[01:28:02.420 --> 01:28:02.770]   twenty
[01:28:02.770 --> 01:28:03.040]  ,
[01:28:03.060 --> 01:28:03.320]  
[01:28:03.320 --> 01:28:03.580]   anything
[01:28:03.580 --> 01:28:03.690]   or
[01:28:03.690 --> 01:28:04.200]   whatever
[01:28:04.200 --> 01:28:04.320]   it
[01:28:04.320 --> 01:28:04.500]  's
[01:28:04.500 --> 01:28:04.690]   like
[01:28:04.690 --> 01:28:04.750]   i
[01:28:04.750 --> 01:28:05.000]   know
[01:28:05.000 --> 01:28:05.060]   a
[01:28:05.060 --> 01:28:05.250]   lot
[01:28:05.250 --> 01:28:05.440]   of
[01:28:05.440 --> 01:28:05.940]   the
[01:28:05.940 --> 01:28:06.010]   center
[01:28:06.010 --> 01:28:06.260]   stuff
[01:28:06.260 --> 01:28:06.450]   but
[01:28:06.450 --> 01:28:06.510]   i
[01:28:06.510 --> 01:28:06.690]   don
[01:28:06.690 --> 01:28:06.820]  't
[01:28:06.820 --> 01:28:07.070]   know
[01:28:07.070 --> 01:28:07.260]   the
[01:28:07.260 --> 01:28:07.380]   no
[01:28:07.380 --> 01:28:07.580]  oks
[01:28:07.580 --> 01:28:07.760]   and
[01:28:07.760 --> 01:28:07.880]   cr
[01:28:07.880 --> 01:28:08.070]  ann
[01:28:08.070 --> 01:28:08.260]  ies
[01:28:08.260 --> 01:28:08.450]   you
[01:28:08.450 --> 01:28:08.710]   talk
[01:28:08.710 --> 01:28:08.820]   to
[01:28:08.820 --> 01:28:08.940]   me
[01:28:08.940 --> 01:28:09.250]   like
[01:28:09.250 --> 01:28:09.570]   a
[01:28:09.570 --> 01:28:09.760]   language
[01:28:09.760 --> 01:28:10.140]   expert
[01:28:10.140 --> 01:28:10.330]   and
[01:28:10.330 --> 01:28:10.580]   they
[01:28:10.580 --> 01:28:10.770]   say
[01:28:10.770 --> 01:28:10.970]   wow
[01:28:10.970 --> 01:28:11.150]   you
[01:28:11.150 --> 01:28:11.400]   know
[01:28:11.400 --> 01:28:11.520]   if
[01:28:11.520 --> 01:28:11.710]   you
[01:28:11.710 --> 01:28:11.930]   this
[01:28:11.930 --> 01:28:12.240]   very
[01:28:12.240 --> 01:28:12.650]   special
[01:28:12.650 --> 01:28:12.970]   light
[01:28:12.970 --> 01:28:13.190]   you
[01:28:13.190 --> 01:28:13.410]   know
[01:28:13.410 --> 01:28:13.850]   keyword
[01:28:13.850 --> 01:28:13.970]   in
[01:28:13.970 --> 01:28:14.220]   the
[01:28:14.220 --> 01:28:14.600]   surface
[01:28:14.600 --> 01:28:15.410]   circumstance
[01:28:15.410 --> 01:28:15.430]   i
[01:28:15.430 --> 01:28:15.620]   don
[01:28:15.620 --> 01:28:15.740]  't
[01:28:15.740 --> 01:28:16.240]  .
[01:28:16.240 --> 01:28:16.330]   I
[01:28:16.330 --> 01:28:16.530]   don
[01:28:16.530 --> 01:28:16.780]  't
[01:28:16.780 --> 01:28:16.890]   get
[01:28:16.890 --> 01:28:17.170]   into
[01:28:17.170 --> 01:28:17.400]   the
[01:28:17.400 --> 01:28:17.760]   minut
[01:28:17.760 --> 01:28:17.900]  ia
[01:28:17.900 --> 01:28:18.190]  e
[01:28:18.190 --> 01:28:18.290]   you
[01:28:18.290 --> 01:28:18.480]   know
[01:28:18.480 --> 01:28:18.700]   cuz
[01:28:18.700 --> 01:28:18.770]   i
[01:28:18.770 --> 01:28:18.910]  'm
[01:28:18.910 --> 01:28:19.270]   doing
[01:28:19.270 --> 01:28:19.490]   too
[01:28:19.490 --> 01:28:19.780]   much
[01:28:19.780 --> 01:28:20.090]   too
[01:28:20.090 --> 01:28:20.320]   many
[01:28:20.320 --> 01:28:21.020]   different
[01:28:21.020 --> 01:28:21.390]   things
[01:28:21.390 --> 01:28:21.490]   i
[01:28:21.490 --> 01:28:21.840]   mean
[01:28:21.840 --> 01:28:21.890]   so
[01:28:21.890 --> 01:28:21.960]   i
[01:28:21.960 --> 01:28:22.100]   as
[01:28:22.100 --> 01:28:22.170]   a
[01:28:22.170 --> 01:28:22.680]   general
[01:28:22.680 --> 01:28:22.900]  ist
[01:28:22.900 --> 01:28:23.190]   that
[01:28:23.190 --> 01:28:23.330]  's
[01:28:23.330 --> 01:28:23.620]   just
[01:28:23.620 --> 01:28:23.840]   not
[01:28:23.840 --> 01:28:24.180]  .
[01:28:25.120 --> 01:28:25.350]  
[01:28:25.350 --> 01:28:25.360]   You
[01:28:25.360 --> 01:28:25.660]   know
[01:28:25.660 --> 01:28:25.970]   just
[01:28:25.970 --> 01:28:26.200]   how
[01:28:26.200 --> 01:28:26.270]   i
[01:28:26.270 --> 01:28:26.580]   work
[01:28:26.580 --> 01:28:26.730]   so
[01:28:26.730 --> 01:28:27.340]   because
[01:28:27.340 --> 01:28:27.350]   i
[01:28:27.350 --> 01:28:27.490]   do
[01:28:27.490 --> 01:28:27.640]   so
[01:28:27.640 --> 01:28:27.950]   much
[01:28:27.950 --> 01:28:28.020]   i
[01:28:28.020 --> 01:28:28.250]   don
[01:28:28.250 --> 01:28:28.400]  't
[01:28:28.400 --> 01:28:28.780]   have
[01:28:28.780 --> 01:28:28.820]   i
[01:28:28.820 --> 01:28:29.160]   don
[01:28:29.160 --> 01:28:29.230]  't
[01:28:29.230 --> 01:28:29.620]   invest
[01:28:29.620 --> 01:28:29.850]   the
[01:28:29.850 --> 01:28:30.160]   time
[01:28:30.160 --> 01:28:30.520]  .
[01:28:30.520 --> 01:28:31.210]   Into
[01:28:31.210 --> 01:28:31.220]   getting
[01:28:31.220 --> 01:28:31.330]   in
[01:28:31.330 --> 01:28:31.410]   a
[01:28:31.410 --> 01:28:31.450]   n
[01:28:31.450 --> 01:28:31.700]  itty
[01:28:31.700 --> 01:28:31.820]   gr
[01:28:31.820 --> 01:28:32.070]  itty
[01:28:32.070 --> 01:28:32.190]   gr
[01:28:32.190 --> 01:28:32.440]  itty
[01:28:32.440 --> 01:28:32.560]   on
[01:28:32.560 --> 01:28:32.940]   things
[01:28:32.940 --> 01:28:33.190]   with
[01:28:33.190 --> 01:28:33.250]   a
[01:28:33.250 --> 01:28:33.880]   specialist
[01:28:33.880 --> 01:28:34.130]   what
[01:28:34.130 --> 01:28:34.420]  .
[01:28:34.420 --> 01:28:34.630]   You
[01:28:34.630 --> 01:28:35.060]   know
[01:28:35.060 --> 01:28:35.130]   um
[01:28:35.130 --> 01:28:35.200]   so
[01:28:35.200 --> 01:28:35.340]   he
[01:28:35.340 --> 01:28:35.660]  's
[01:28:35.660 --> 01:28:35.910]   worked
[01:28:35.910 --> 01:28:36.050]   in
[01:28:36.050 --> 01:28:36.260]   the
[01:28:36.260 --> 01:28:36.980]   platform
[01:28:36.980 --> 01:28:36.990]   so
[01:28:36.990 --> 01:28:37.120]   he
[01:28:37.120 --> 01:28:37.430]   like
[01:28:37.430 --> 01:28:37.630]   so
[01:28:37.630 --> 01:28:37.910]   there
[01:28:37.910 --> 01:28:38.050]  's
[01:28:38.050 --> 01:28:38.410]   thing
[01:28:38.410 --> 01:28:38.790]   the
[01:28:38.790 --> 01:28:39.120]   reason
[01:28:39.120 --> 01:28:39.130]   i
[01:28:39.130 --> 01:28:39.430]   want
[01:28:39.430 --> 01:28:39.550]   is
[01:28:39.550 --> 01:28:39.690]   on
[01:28:39.690 --> 01:28:39.900]   his
[01:28:39.900 --> 01:28:40.190]   help
[01:28:40.190 --> 01:28:40.490]   is
[01:28:40.490 --> 01:28:40.710]   there
[01:28:40.710 --> 01:28:40.980]   some
[01:28:40.980 --> 01:28:41.410]   things
[01:28:41.410 --> 01:28:41.700]   that
[01:28:41.700 --> 01:28:41.910]   the
[01:28:41.910 --> 01:28:42.200]   idea
[01:28:42.200 --> 01:28:42.580]   does
[01:28:42.580 --> 01:28:42.780]   that
[01:28:42.780 --> 01:28:42.990]   are
[01:28:42.990 --> 01:28:43.060]   a
[01:28:43.060 --> 01:28:43.540]   little
[01:28:43.540 --> 01:28:44.000]   strange
[01:28:44.000 --> 01:28:44.210]   and
[01:28:44.210 --> 01:28:44.420]   bug
[01:28:44.420 --> 01:28:44.570]  gy
[01:28:44.570 --> 01:28:44.850]   that
[01:28:44.850 --> 01:28:44.920]   i
[01:28:44.920 --> 01:28:45.060]  'm
[01:28:45.060 --> 01:28:45.350]   sure
[01:28:45.350 --> 01:28:45.490]   he
[01:28:45.490 --> 01:28:46.070]   probably
[01:28:46.070 --> 01:28:46.430]   knows
[01:28:46.430 --> 01:28:46.720]   work
[01:28:46.720 --> 01:28:47.160]   around
[01:28:47.160 --> 01:28:47.220]  s
[01:28:47.220 --> 01:28:47.720]  .
[01:28:47.900 --> 01:28:48.110]  
[01:28:48.110 --> 01:28:48.130]   Okay
[01:28:48.130 --> 01:28:48.340]   well
[01:28:48.340 --> 01:28:48.530]   that
[01:28:48.530 --> 01:28:48.630]  's
[01:28:48.630 --> 01:28:48.680]   a
[01:28:48.680 --> 01:28:49.280]   certificate
[01:28:49.280 --> 01:28:49.390]   on
[01:28:49.390 --> 01:28:49.550]   the
[01:28:49.550 --> 01:28:49.710]   key
[01:28:49.710 --> 01:28:49.980]  chain
[01:28:49.980 --> 01:28:50.090]   is
[01:28:50.090 --> 01:28:50.270]   on
[01:28:50.270 --> 01:28:50.400]   the
[01:28:50.400 --> 01:28:50.410]   x
[01:28:50.410 --> 01:28:50.620]  code
[01:28:50.620 --> 01:28:50.840]   and
[01:28:50.840 --> 01:28:51.050]   since
[01:28:51.050 --> 01:28:51.260]   then
[01:28:51.260 --> 01:28:51.530]   which
[01:28:51.530 --> 01:28:51.650]   is
[01:28:51.650 --> 01:28:51.900]   gonna
[01:28:51.900 --> 01:28:52.020]   go
[01:28:52.020 --> 01:28:52.160]   to
[01:28:52.160 --> 01:28:52.350]   this
[01:28:52.350 --> 01:28:52.720]   library
[01:28:52.720 --> 01:28:53.040]   delete
[01:28:53.040 --> 01:28:53.250]   this
[01:28:53.250 --> 01:28:53.460]   file
[01:28:53.460 --> 01:28:53.620]   and
[01:28:53.620 --> 01:28:53.940]   change
[01:28:53.940 --> 01:28:54.100]   the
[01:28:54.100 --> 01:28:54.480]   setting
[01:28:54.480 --> 01:28:54.640]   and
[01:28:54.640 --> 01:28:54.850]   then
[01:28:54.850 --> 01:28:55.230]   restart
[01:28:55.230 --> 01:28:55.350]   it
[01:28:55.350 --> 01:28:55.500]   you
[01:28:55.500 --> 01:28:55.710]   know
[01:28:55.710 --> 01:28:55.920]   that
[01:28:55.920 --> 01:28:56.240]   kind
[01:28:56.240 --> 01:28:56.250]   of
[01:28:56.250 --> 01:28:56.570]   stuff
[01:28:56.570 --> 01:28:56.620]   it
[01:28:56.620 --> 01:28:56.720]  's
[01:28:56.720 --> 01:28:57.090]   like
[01:28:57.090 --> 01:28:57.100]   the
[01:28:57.100 --> 01:28:57.740]   undocumented
[01:28:57.740 --> 01:28:58.160]  .
[01:28:58.160 --> 01:28:58.740]   Dark
[01:28:58.740 --> 01:28:59.280]   knowledge
[01:28:59.280 --> 01:28:59.510]   you
[01:28:59.510 --> 01:28:59.620]   know
[01:28:59.620 --> 01:29:00.200]   i
[01:29:00.200 --> 01:29:00.220]   don
[01:29:00.220 --> 01:29:00.390]  't
[01:29:00.390 --> 01:29:00.850]   work
[01:29:00.850 --> 01:29:01.250]   enough
[01:29:01.250 --> 01:29:01.690]   with
[01:29:01.690 --> 01:29:01.850]   any
[01:29:01.850 --> 01:29:02.580]   platform
[01:29:02.580 --> 01:29:02.740]   to
[01:29:02.740 --> 01:29:03.320]   develop
[01:29:03.320 --> 01:29:03.720]   that
[01:29:03.720 --> 01:29:04.000]   kind
[01:29:04.000 --> 01:29:04.150]   of
[01:29:04.150 --> 01:29:04.790]   dark
[01:29:04.790 --> 01:29:05.150]   knowledge
[01:29:05.150 --> 01:29:05.680]   you
[01:29:05.680 --> 01:29:05.890]   know
[01:29:05.890 --> 01:29:06.280]  .
[01:29:06.280 --> 01:29:07.070]   Usually
[01:29:07.070 --> 01:29:07.320]   you
[01:29:07.320 --> 01:29:08.050]   usually
[01:29:08.050 --> 01:29:08.360]   don
[01:29:08.360 --> 01:29:08.560]  't
[01:29:08.560 --> 01:29:09.030]   have
[01:29:09.030 --> 01:29:09.190]   to
[01:29:09.190 --> 01:29:09.370]   do
[01:29:09.370 --> 01:29:09.940]   that
[01:29:09.940 --> 01:29:10.090]   you
[01:29:10.090 --> 01:29:10.490]   know
[01:29:10.490 --> 01:29:11.120]   listen
[01:29:11.120 --> 01:29:11.740]   listen
[01:29:11.740 --> 01:29:12.410]   very
[01:29:12.410 --> 01:29:13.140]   specific
[01:29:13.140 --> 01:29:13.500]   cases
[01:29:13.500 --> 01:29:13.700]   so
[01:29:13.700 --> 01:29:14.150]   but
[01:29:14.150 --> 01:29:14.210]   it
[01:29:14.210 --> 01:29:14.400]  's
[01:29:14.400 --> 01:29:14.840]  .
[01:29:14.840 --> 01:29:14.920]   I
[01:29:14.920 --> 01:29:15.570]   also
[01:29:15.570 --> 01:29:15.580]   come
[01:29:15.580 --> 01:29:15.740]   to
[01:29:15.740 --> 01:29:15.990]   the
[01:29:15.990 --> 01:29:16.410]   point
[01:29:16.410 --> 01:29:16.830]   where
[01:29:16.830 --> 01:29:17.120]  .
[01:29:17.980 --> 01:29:17.390]   You
[01:29:17.390 --> 01:29:17.770]   know
[01:29:17.770 --> 01:29:18.030]   to
[01:29:18.030 --> 01:29:18.220]   a
[01:29:18.220 --> 01:29:18.730]   certain
[01:29:18.730 --> 01:29:19.770]   degree
[01:29:19.770 --> 01:29:19.790]   money
[01:29:19.790 --> 01:29:19.960]   is
[01:29:19.960 --> 01:29:20.340]   less
[01:29:20.340 --> 01:29:20.860]   value
[01:29:20.860 --> 01:29:21.000]   me
[01:29:21.000 --> 01:29:21.380]   than
[01:29:21.380 --> 01:29:21.760]   time
[01:29:21.760 --> 01:29:22.140]   like
[01:29:22.140 --> 01:29:22.290]   i
[01:29:22.290 --> 01:29:22.510]   don
[01:29:22.510 --> 01:29:22.700]  't
[01:29:22.700 --> 01:29:23.080]   want
[01:29:23.080 --> 01:29:23.270]   to
[01:29:23.270 --> 01:29:24.070]   spend
[01:29:24.070 --> 01:29:24.210]   three
[01:29:24.210 --> 01:29:24.580]   days
[01:29:24.580 --> 01:29:24.980]  .
[01:29:24.980 --> 01:29:25.240]   Dick
[01:29:25.240 --> 01:29:25.380]  in
[01:29:25.380 --> 01:29:25.950]   around
[01:29:25.950 --> 01:29:26.090]   with
[01:29:26.090 --> 01:29:26.330]   this
[01:29:26.330 --> 01:29:26.740]   trying
[01:29:26.740 --> 01:29:26.880]   to
[01:29:26.880 --> 01:29:27.090]   get
[01:29:27.090 --> 01:29:27.300]   the
[01:29:27.300 --> 01:29:27.510]   app
[01:29:27.510 --> 01:29:27.840]   store
[01:29:27.840 --> 01:29:27.920]   i
[01:29:27.920 --> 01:29:28.190]   just
[01:29:28.190 --> 01:29:28.460]   want
[01:29:28.460 --> 01:29:28.600]   to
[01:29:28.600 --> 01:29:28.950]   spend
[01:29:28.950 --> 01:29:29.080]   an
[01:29:29.080 --> 01:29:29.350]   hour
[01:29:29.350 --> 01:29:29.680]   and
[01:29:29.680 --> 01:29:29.700]   it
[01:29:29.700 --> 01:29:29.980]   done
[01:29:29.980 --> 01:29:30.240]   with
[01:29:30.240 --> 01:29:30.380]   it
[01:29:30.380 --> 01:29:30.440]   you
[01:29:30.440 --> 01:29:31.160]   know
