
[00:00:00.000 --> 00:00:00.080]  
[00:00:00.080 --> 00:00:00.720]   Jing
[01:15:11.050 --> 01:15:11.360]   years
[01:15:11.360 --> 01:15:11.520]  ,
[01:15:11.520 --> 01:15:11.690]   and
[01:15:11.690 --> 01:15:11.760]   a
[01:15:11.760 --> 01:15:12.450]   hilarious
[01:15:12.450 --> 01:15:12.680]   guy
[01:15:12.680 --> 01:15:13.000]  .
[01:15:13.000 --> 01:15:13.120]   So
[01:15:13.120 --> 01:15:13.420]   anyway
[01:15:13.420 --> 01:15:13.520]  ,
[01:15:13.520 --> 01:15:13.730]   this
[01:15:13.730 --> 01:15:13.940]   Bill
[01:15:13.940 --> 01:15:14.140]  ,
[01:15:14.140 --> 01:15:14.200]   the
[01:15:14.200 --> 01:15:14.520]   script
[01:15:14.520 --> 01:15:14.840]   writer
[01:15:14.840 --> 01:15:15.000]  ,
[01:15:15.000 --> 01:15:15.160]   so
[01:15:15.160 --> 01:15:15.200]   we
[01:15:15.200 --> 01:15:15.460]   start
[01:15:15.460 --> 01:15:15.820]   talking
[01:15:15.820 --> 01:15:16.000]  .
[01:15:16.000 --> 01:15:16.330]   And
[01:15:16.330 --> 01:15:16.660]   I
[01:15:16.660 --> 01:15:16.840]   said
[01:15:16.840 --> 01:15:17.040]  ,
[01:15:17.040 --> 01:15:17.260]   well
[01:15:17.260 --> 01:15:17.680]  ,
[01:15:17.680 --> 01:15:18.170]   we
[01:15:18.170 --> 01:15:18.330]  're
[01:15:18.330 --> 01:15:19.000]   talking
[01:15:19.000 --> 01:15:19.620]   about
[01:15:19.620 --> 01:15:20.000]   all
[01:15:20.000 --> 01:15:21.000]   these
[01:15:21.000 --> 01:15:22.000]   TV
[01:15:22.000 --> 01:15:22.000]   shows
[01:15:22.000 --> 01:15:22.470]   that
[01:15:22.470 --> 01:15:22.940]   just
[01:15:22.940 --> 01:15:23.640]   failed
[01:15:23.640 --> 01:15:24.000]  .
[01:15:24.000 --> 01:15:24.230]   They
[01:15:24.230 --> 01:15:24.650]   just
[01:15:24.650 --> 01:15:24.810]   sucked
[01:15:24.810 --> 01:15:25.000]  .
[01:15:25.000 --> 01:15:25.140]   And
[01:15:25.140 --> 01:15:25.180]   I
[01:15:25.180 --> 01:15:25.370]   said
[01:15:25.370 --> 01:15:25.550]  ,
[01:15:25.550 --> 01:15:25.650]   well
[01:15:25.650 --> 01:15:25.740]  ,
[01:15:25.740 --> 01:15:25.880]   let
[01:15:25.880 --> 01:15:25.970]   me
[01:15:25.970 --> 01:15:26.110]   ask
[01:15:26.110 --> 01:15:26.250]   you
[01:15:26.250 --> 01:15:26.390]   the
[01:15:26.390 --> 01:15:26.770]   question
[01:15:26.770 --> 01:15:27.000]  .
[01:15:27.000 --> 01:15:27.090]   I
[01:15:27.090 --> 01:15:27.460]   mean
[01:15:27.460 --> 01:15:27.640]  ,
[01:15:27.640 --> 01:15:27.780]   it
[01:15:27.780 --> 01:15:28.410]   seems
[01:15:28.410 --> 01:15:28.460]   to
[01:15:28.460 --> 01:15:28.640]   me
[01:15:28.640 --> 01:15:29.010]   that
[01:15:29.010 --> 01:15:29.190]   it
[01:15:29.190 --> 01:15:29.370]  's
[01:15:29.370 --> 01:15:30.000]   pretty
[01:15:30.000 --> 01:15:31.000]   obvious
[01:15:31.000 --> 01:15:31.000]  
[01:15:31.000 --> 01:15:31.220]   when
[01:15:31.220 --> 01:15:31.470]   some
[01:15:31.470 --> 01:15:31.550]   of
[01:15:31.550 --> 01:15:31.820]   these
[01:15:31.820 --> 01:15:32.100]   shows
[01:15:32.100 --> 01:15:32.250]   are
[01:15:32.250 --> 01:15:32.520]   going
[01:15:32.520 --> 01:15:32.630]   to
[01:15:32.630 --> 01:15:32.850]   suck
[01:15:32.850 --> 01:15:33.000]  ,
[01:15:33.000 --> 01:15:33.190]   you
[01:15:33.190 --> 01:15:33.440]   just
[01:15:33.440 --> 01:15:33.760]   start
[01:15:33.760 --> 01:15:34.210]   reading
[01:15:34.210 --> 01:15:34.330]   it
[01:15:34.330 --> 01:15:34.450]   or
[01:15:34.450 --> 01:15:35.000]   watching
[01:15:35.000 --> 01:15:35.000]   it
[01:15:35.000 --> 01:15:35.000]  ,
[01:15:35.000 --> 01:15:35.140]   and
[01:15:35.140 --> 01:15:35.280]   you
[01:15:35.280 --> 01:15:35.420]  're
[01:15:35.420 --> 01:15:35.610]   like
[01:15:35.610 --> 01:15:35.700]  ,
[01:15:35.700 --> 01:15:35.890]   this
[01:15:35.890 --> 01:15:36.080]   just
[01:15:36.080 --> 01:15:36.310]   doesn
[01:15:36.310 --> 01:15:36.400]  't
[01:15:36.400 --> 01:15:36.590]   work
[01:15:36.590 --> 01:15:36.680]   at
[01:15:36.680 --> 01:15:36.820]   all
[01:15:36.820 --> 01:15:37.000]  .
[01:15:37.000 --> 01:15:37.070]   We
[01:15:37.070 --> 01:15:37.210]   were
[01:15:37.210 --> 01:15:37.450]   talking
[01:15:37.450 --> 01:15:37.620]   about
[01:15:37.620 --> 01:15:37.760]   the
[01:15:37.760 --> 01:15:37.890]   event
[01:15:37.890 --> 01:15:38.000]  ,
[01:15:38.000 --> 01:15:38.460]   like
[01:15:38.460 --> 01:15:38.660]   why
[01:15:38.660 --> 01:15:38.850]   is
[01:15:38.850 --> 01:15:39.300]   that
[01:15:39.300 --> 01:15:39.610]   just
[01:15:39.610 --> 01:15:39.800]   so
[01:15:39.800 --> 01:15:40.080]   not
[01:15:40.080 --> 01:15:40.270]   as
[01:15:40.270 --> 01:15:40.650]   good
[01:15:40.650 --> 01:15:40.840]   as
[01:15:40.840 --> 01:15:41.030]   it
[01:15:41.030 --> 01:15:41.690]   could
[01:15:41.690 --> 01:15:41.910]   be
[01:15:41.910 --> 01:15:42.000]  ?
[01:15:42.000 --> 01:15:42.250]   And
[01:15:42.250 --> 01:15:42.380]   he
[01:15:42.380 --> 01:15:42.760]   would
[01:15:42.760 --> 01:15:43.220]   always
[01:15:43.220 --> 01:15:43.830]   describe
[01:15:43.830 --> 01:15:44.000]   it
[01:15:44.000 --> 01:15:44.130]   in
[01:15:44.130 --> 01:15:44.390]   really
[01:15:44.390 --> 01:15:44.640]   funny
[01:15:44.640 --> 01:15:44.840]   ways
[01:15:44.840 --> 01:15:45.000]  .
[01:15:45.000 --> 01:15:45.180]   And
[01:15:45.180 --> 01:15:45.240]   I
[01:15:45.240 --> 01:15:45.490]   said
[01:15:45.490 --> 01:15:45.610]  ,
[01:15:45.610 --> 01:15:45.860]   well
[01:15:45.860 --> 01:15:46.000]  ,
[01:15:46.000 --> 01:15:46.140]   he
[01:15:46.140 --> 01:15:46.880]   said
[01:15:46.880 --> 01:15:47.010]  ,
[01:15:47.010 --> 01:15:47.330]   well
[01:15:47.330 --> 01:15:47.490]  ,
[01:15:47.490 --> 01:15:47.820]   look
[01:15:47.820 --> 01:15:48.000]  ,
[01:15:48.000 --> 01:15:48.140]   it
[01:15:48.140 --> 01:15:48.310]  's
[01:15:48.310 --> 01:15:48.520]   like
[01:15:48.520 --> 01:15:48.660]   the
[01:15:48.660 --> 01:15:49.080]   studios
[01:15:49.080 --> 01:15:49.260]   and
[01:15:49.260 --> 01:15:49.620]   mostly
[01:15:49.620 --> 01:15:49.860]   made
[01:15:49.860 --> 01:15:50.000]   up
[01:15:50.000 --> 01:15:50.000]   of
[01:15:50.000 --> 01:15:50.000]   MBA
[01:15:50.000 --> 01:15:50.000]  s
[01:15:50.000 --> 01:15:50.000]  ,
[01:15:50.000 --> 01:15:50.170]   and
[01:15:50.170 --> 01:15:50.390]   they
[01:15:50.390 --> 01:15:50.560]  're
[01:15:50.560 --> 01:15:50.950]   looking
[01:15:50.950 --> 01:15:51.060]   at
[01:15:51.060 --> 01:15:51.400]   crunch
[01:15:51.400 --> 01:15:51.570]  ing
[01:15:51.570 --> 01:15:52.000]   numbers
[01:15:52.000 --> 01:15:52.000]  ,
[01:15:52.000 --> 01:15:52.200]   and
[01:15:52.200 --> 01:15:52.460]   they
[01:15:52.460 --> 01:15:52.650]  're
[01:15:52.650 --> 01:15:53.270]   making
[01:15:53.270 --> 01:15:53.340]   safe
[01:15:53.340 --> 01:15:53.770]   choices
[01:15:53.770 --> 01:15:54.000]  .
[01:15:54.000 --> 01:15:54.180]   And
[01:15:54.180 --> 01:15:54.300]   it
[01:15:54.300 --> 01:15:54.420]  's
[01:15:54.420 --> 01:15:54.660]   like
[01:15:54.660 --> 01:15:54.780]  ,
[01:15:54.780 --> 01:15:54.900]   if
[01:15:54.900 --> 01:15:55.020]   it
[01:15:55.020 --> 01:15:55.230]   was
[01:15:55.230 --> 01:15:55.560]   mostly
[01:15:55.560 --> 01:15:56.000]   writers
[01:15:56.000 --> 01:15:57.110]   doing
[01:15:57.110 --> 01:15:57.600]   it
[01:15:57.600 --> 01:15:58.000]  ,
[01:15:58.000 --> 01:15:58.080]   it
[01:15:58.080 --> 01:15:58.380]   would
[01:15:58.380 --> 01:15:58.460]   be
[01:15:58.460 --> 01:15:58.470]   OK
[01:15:58.470 --> 01:15:58.540]  ,
[01:15:58.540 --> 01:15:58.850]   because
[01:15:58.850 --> 01:15:59.020]   they
[01:15:59.020 --> 01:15:59.240]   would
[01:15:59.240 --> 01:15:59.410]   work
[01:15:59.410 --> 01:15:59.580]   most
[01:15:59.580 --> 01:15:59.800]   often
[01:15:59.800 --> 01:16:00.000]  .
[01:16:00.000 --> 01:16:00.000]  
[01:16:00.000 --> 01:16:00.490]   Because
[01:16:00.490 --> 01:16:00.560]   I
[01:16:00.560 --> 01:16:00.840]   said
[01:16:00.840 --> 01:16:01.000]  ,
[01:16:01.000 --> 01:16:01.160]   the
[01:16:01.160 --> 01:16:01.510]   writers
[01:16:01.510 --> 01:16:01.660]   who
[01:16:01.660 --> 01:16:01.760]   do
[01:16:01.760 --> 01:16:02.000]   this
[01:16:02.000 --> 01:16:02.000]   professionally
[01:16:02.000 --> 01:16:02.220]   have
[01:16:02.220 --> 01:16:02.330]   to
[01:16:02.330 --> 01:16:02.880]   understand
[01:16:02.880 --> 01:16:03.000]  ,
[01:16:03.000 --> 01:16:03.140]   I
[01:16:03.140 --> 01:16:03.710]   mean
[01:16:03.710 --> 01:16:04.000]  ,
[01:16:04.000 --> 01:16:04.000]   I
[01:16:04.000 --> 01:16:04.000]   would
[01:16:04.000 --> 01:16:04.000]   assume
[01:16:04.000 --> 01:16:04.230]   that
[01:16:04.230 --> 01:16:04.460]   they
[01:16:04.460 --> 01:16:04.810]   would
[01:16:04.810 --> 01:16:05.000]   know
[01:16:05.000 --> 01:16:05.360]   when
[01:16:05.360 --> 01:16:05.450]   a
[01:16:05.450 --> 01:16:06.000]   script
[01:16:06.000 --> 01:16:06.280]   was
[01:16:06.280 --> 01:16:06.720]   going
[01:16:06.720 --> 01:16:06.900]   to
[01:16:06.900 --> 01:16:07.260]   work
[01:16:07.260 --> 01:16:07.610]   or
[01:16:07.610 --> 01:16:07.710]   not
[01:16:07.710 --> 01:16:08.000]  .
[01:16:08.000 --> 01:16:08.170]   And
[01:16:08.170 --> 01:16:08.430]   he
[01:16:08.430 --> 01:16:08.510]   said
[01:16:08.510 --> 01:16:08.620]  ,
[01:16:08.620 --> 01:16:08.850]   yeah
[01:16:08.850 --> 01:16:09.000]  ,
[01:16:09.000 --> 01:16:09.160]   I
[01:16:09.160 --> 01:16:10.050]   think
[01:16:10.050 --> 01:16:10.240]   if
[01:16:10.240 --> 01:16:10.620]   the
[01:16:10.620 --> 01:16:11.490]   writers
[01:16:11.490 --> 01:16:12.000]   were
[01:16:12.000 --> 01:16:12.000]   left
[01:16:12.000 --> 01:16:12.000]   alone
[01:16:12.000 --> 01:16:12.330]   and
[01:16:12.330 --> 01:16:12.770]   were
[01:16:12.770 --> 01:16:13.210]   able
[01:16:13.210 --> 01:16:13.430]   to
[01:16:13.430 --> 01:16:14.050]   launch
[01:16:14.050 --> 01:16:14.520]   the
[01:16:14.520 --> 01:16:15.000]   shows
[01:16:15.000 --> 01:16:15.440]   that
[01:16:15.440 --> 01:16:15.880]   they
[01:16:15.880 --> 01:16:16.560]   wanted
[01:16:16.560 --> 01:16:16.760]   to
[01:16:16.760 --> 01:16:17.000]  ,
[01:16:17.000 --> 01:16:17.160]   you
[01:16:17.160 --> 01:16:17.270]  'd
[01:16:17.270 --> 01:16:17.440]   see
[01:16:17.440 --> 01:16:17.480]   a
[01:16:17.480 --> 01:16:17.650]   lot
[01:16:17.650 --> 01:16:17.860]   more
[01:16:17.860 --> 01:16:18.090]   high
[01:16:18.090 --> 01:16:18.130]  -
[01:16:18.130 --> 01:16:18.520]  quality
[01:16:18.520 --> 01:16:18.780]   stuff
[01:16:18.780 --> 01:16:19.000]  .
[01:16:19.000 --> 01:16:19.330]   And
[01:16:19.330 --> 01:16:19.550]   AM
[01:16:19.550 --> 01:16:19.660]  C
[01:16:19.660 --> 01:16:20.100]   does
[01:16:20.100 --> 01:16:20.200]   a
[01:16:20.200 --> 01:16:20.540]   lot
[01:16:20.540 --> 01:16:20.870]   of
[01:16:20.870 --> 01:16:21.000]  ,
[01:16:21.000 --> 01:16:21.210]   they
[01:16:21.210 --> 01:16:21.360]   let
[01:16:21.360 --> 01:16:21.620]   these
[01:16:21.620 --> 01:16:22.000]   writers
[01:16:22.000 --> 01:16:22.000]  ,
[01:16:22.000 --> 01:16:22.180]   they
[01:16:22.180 --> 01:16:22.360]   kind
[01:16:22.360 --> 01:16:22.450]   of
[01:16:22.450 --> 01:16:22.580]   let
[01:16:22.580 --> 01:16:22.760]   them
[01:16:22.760 --> 01:16:23.000]   alone
[01:16:23.000 --> 01:16:23.000]  ,
[01:16:23.000 --> 01:16:23.180]   and
[01:16:23.180 --> 01:16:23.300]   so
[01:16:23.300 --> 01:16:23.420]   as
[01:16:23.420 --> 01:16:23.480]   a
[01:16:23.480 --> 01:16:23.850]   result
[01:16:23.850 --> 01:16:24.100]   they
[01:16:24.100 --> 01:16:24.350]   have
[01:16:24.350 --> 01:16:24.410]   a
[01:16:24.410 --> 01:16:24.780]   really
[01:16:24.780 --> 01:16:25.030]   high
[01:16:25.030 --> 01:16:25.090]  -
[01:16:25.090 --> 01:16:25.520]  quality
[01:16:25.520 --> 01:16:25.770]   show
[01:16:25.770 --> 01:16:26.000]  .
[01:16:26.000 --> 01:16:26.040]   -
[01:16:26.040 --> 01:16:26.080]   I
[01:16:26.080 --> 01:16:26.230]   mean
[01:16:26.230 --> 01:16:26.310]  ,
[01:16:26.310 --> 01:16:26.380]   it
[01:16:26.380 --> 01:16:26.450]  's
[01:16:26.450 --> 01:16:26.570]   the
[01:16:26.570 --> 01:16:26.780]   whole
[01:16:26.780 --> 01:16:27.000]   thing
[01:16:27.000 --> 01:16:27.000]  ,
[01:16:27.000 --> 01:16:27.000]   much
[01:16:27.000 --> 01:16:27.000]   more
[01:16:27.000 --> 01:16:27.000]   than
[01:16:27.000 --> 01:16:27.000]   the
[01:16:27.000 --> 01:16:27.000]   writers
[01:16:27.000 --> 01:16:27.000]  .
[01:16:27.000 --> 01:16:27.040]   I
[01:16:27.040 --> 01:16:27.220]   mean
[01:16:27.220 --> 01:16:27.340]  ,
[01:16:27.340 --> 01:16:27.580]   there
[01:16:27.580 --> 01:16:27.630]  's
[01:16:27.630 --> 01:16:27.720]   so
[01:16:27.720 --> 01:16:27.900]   many
[01:16:27.900 --> 01:16:28.170]   things
[01:16:28.170 --> 01:16:28.350]   that
[01:16:28.350 --> 01:16:28.480]   can
[01:16:28.480 --> 01:16:28.570]   go
[01:16:28.570 --> 01:16:28.850]   wrong
[01:16:28.850 --> 01:16:29.000]  .
[01:16:29.000 --> 01:16:29.000]  
[01:16:29.000 --> 01:16:29.320]   There
[01:16:29.320 --> 01:16:29.440]  's
[01:16:29.440 --> 01:16:29.570]   so
[01:16:29.570 --> 01:16:29.810]   many
[01:16:29.810 --> 01:16:30.130]   links
[01:16:30.130 --> 01:16:30.280]   in
[01:16:30.280 --> 01:16:30.440]   the
[01:16:30.440 --> 01:16:31.000]   chain
[01:16:31.000 --> 01:16:31.000]  .
[01:16:31.000 --> 01:16:31.230]   Like
[01:16:31.230 --> 01:16:31.280]  ,
[01:16:31.280 --> 01:16:31.420]   for
[01:16:31.420 --> 01:16:31.750]   example
[01:16:31.750 --> 01:16:31.980]  ,
[01:16:31.980 --> 01:16:32.030]   you
[01:16:32.030 --> 01:16:32.150]   can
[01:16:32.150 --> 01:16:32.260]   get
[01:16:32.260 --> 01:16:32.440]   the
[01:16:32.440 --> 01:16:32.630]   wrong
[01:16:32.630 --> 01:16:32.910]   actor
[01:16:32.910 --> 01:16:33.000]  ,
[01:16:33.000 --> 01:16:33.440]   you
[01:16:33.440 --> 01:16:33.480]   can
[01:16:33.480 --> 01:16:33.660]   get
[01:16:33.660 --> 01:16:33.940]   the
[01:16:33.940 --> 01:16:34.250]   wrong
[01:16:34.250 --> 01:16:34.840]   director
[01:16:34.840 --> 01:16:35.000]  ,
[01:16:35.000 --> 01:16:35.160]   the
[01:16:35.160 --> 01:16:35.430]   music
[01:16:35.430 --> 01:16:35.590]   can
[01:16:35.590 --> 01:16:35.700]   be
[01:16:35.700 --> 01:16:35.870]   bad
[01:16:35.870 --> 01:16:36.000]  ,
[01:16:36.000 --> 01:16:36.260]   the
[01:16:36.260 --> 01:16:36.880]   editing
[01:16:36.880 --> 01:16:37.120]   can
[01:16:37.120 --> 01:16:37.290]   go
[01:16:37.290 --> 01:16:37.710]   wrong
[01:16:37.710 --> 01:16:38.000]  .
[01:16:38.000 --> 01:16:38.280]   -
[01:16:38.280 --> 01:16:38.520]   Yeah
[01:16:38.520 --> 01:16:38.550]  ,
[01:16:38.550 --> 01:16:38.790]   but
[01:16:38.790 --> 01:16:38.950]   it
[01:16:38.950 --> 01:16:39.100]  's
[01:16:39.100 --> 01:16:39.420]   like
[01:16:39.420 --> 01:16:39.740]   this
[01:16:39.740 --> 01:16:40.000]  .
[01:16:40.000 --> 01:16:40.140]   It
[01:16:40.140 --> 01:16:40.280]  's
[01:16:40.280 --> 01:16:40.570]   like
[01:16:40.570 --> 01:16:40.710]  ,
[01:16:40.710 --> 01:16:40.850]   if
[01:16:40.850 --> 01:16:41.070]   the
[01:16:41.070 --> 01:16:41.440]   story
[01:16:41.440 --> 01:16:41.810]   works
[01:16:41.810 --> 01:16:42.060]  ,
[01:16:42.060 --> 01:16:42.110]   if
[01:16:42.110 --> 01:16:42.270]   the
[01:16:42.270 --> 01:16:42.540]   story
[01:16:42.540 --> 01:16:42.650]   is
[01:16:42.650 --> 01:16:42.960]   good
[01:16:42.960 --> 01:16:43.000]  ,
[01:16:43.000 --> 01:16:43.090]   if
[01:16:43.090 --> 01:16:43.220]   the
[01:16:43.220 --> 01:16:43.730]   characters
[01:16:43.730 --> 01:16:43.800]   are
[01:16:43.800 --> 01:16:44.070]   good
[01:16:44.070 --> 01:16:44.160]  ,
[01:16:44.160 --> 01:16:44.410]   and
[01:16:44.410 --> 01:16:44.650]   you
[01:16:44.650 --> 01:16:45.000]   care
[01:16:45.000 --> 01:16:45.490]   about
[01:16:45.490 --> 01:16:45.840]   the
[01:16:45.840 --> 01:16:46.820]   characters
[01:16:46.820 --> 01:16:47.000]  ,
[01:16:47.000 --> 01:16:47.270]   the
[01:16:47.270 --> 01:16:47.630]   plot
[01:16:47.630 --> 01:16:47.900]   has
[01:16:47.900 --> 01:16:48.350]   drawn
[01:16:48.350 --> 01:16:48.620]   you
[01:16:48.620 --> 01:16:48.800]   in
[01:16:48.800 --> 01:16:49.000]  ,
[01:16:49.000 --> 01:16:49.400]   that
[01:16:49.400 --> 01:16:49.740]  's
[01:16:49.740 --> 01:16:49.940]   the
[01:16:49.940 --> 01:16:50.250]   key
[01:16:50.250 --> 01:16:50.760]   thing
[01:16:50.760 --> 01:16:51.010]  ,
[01:16:51.010 --> 01:16:51.650]   right
[01:16:51.650 --> 01:16:52.000]  ?
[01:16:52.000 --> 01:16:52.120]   As
[01:16:52.120 --> 01:16:52.360]   long
[01:16:52.360 --> 01:16:52.480]   as
[01:16:52.480 --> 01:16:52.660]   you
[01:16:52.660 --> 01:16:52.840]   don
[01:16:52.840 --> 01:16:52.960]  't
[01:16:52.960 --> 01:16:53.140]   get
[01:16:53.140 --> 01:16:53.640]   terrible
[01:16:53.640 --> 01:16:54.000]   actors
[01:16:54.000 --> 01:16:54.170]   or
[01:16:54.170 --> 01:16:55.050]   ridiculous
[01:16:55.050 --> 01:16:55.810]   direction
[01:16:55.810 --> 01:16:56.000]  ,
[01:16:56.000 --> 01:16:56.120]   but
[01:16:56.120 --> 01:16:56.200]   it
[01:16:56.200 --> 01:16:56.280]  's
[01:16:56.280 --> 01:16:56.520]   really
[01:16:56.520 --> 01:16:56.640]   the
[01:16:56.640 --> 01:16:56.830]   story
[01:16:56.830 --> 01:16:57.000]  .
[01:16:57.000 --> 01:16:57.100]  
[01:16:57.100 --> 01:16:57.330]   That
[01:16:57.330 --> 01:16:57.490]  's
[01:16:57.490 --> 01:16:57.760]   the
[01:16:57.760 --> 01:16:58.360]   primary
[01:16:58.360 --> 01:16:58.720]   thing
[01:16:58.720 --> 01:16:59.000]  .
[01:16:59.000 --> 01:16:59.130]   But
[01:16:59.130 --> 01:16:59.170]   a
[01:16:59.170 --> 01:16:59.300]   lot
[01:16:59.300 --> 01:16:59.400]   of
[01:16:59.400 --> 01:16:59.610]   these
[01:16:59.610 --> 01:16:59.880]   things
[01:16:59.880 --> 01:17:00.000]  ,
[01:17:00.000 --> 01:17:00.000]   they
[01:17:00.000 --> 01:17:00.000]   break
[01:17:00.000 --> 01:17:00.000]   down
[01:17:00.000 --> 01:17:00.000]  .
[01:17:00.000 --> 01:17:00.130]   It
[01:17:00.130 --> 01:17:00.260]  's
[01:17:00.260 --> 01:17:00.530]   not
[01:17:00.530 --> 01:17:00.920]   because
[01:17:00.920 --> 01:17:01.180]   some
[01:17:01.180 --> 01:17:01.510]   actor
[01:17:01.510 --> 01:17:01.870]   sucks
[01:17:01.870 --> 01:17:02.000]  ,
[01:17:02.000 --> 01:17:02.070]   it
[01:17:02.070 --> 01:17:02.140]  's
[01:17:02.140 --> 01:17:02.390]   because
[01:17:02.390 --> 01:17:02.500]   the
[01:17:02.500 --> 01:17:02.680]   story
[01:17:02.680 --> 01:17:02.750]  's
[01:17:02.750 --> 01:17:03.030]   stupid
[01:17:03.030 --> 01:17:03.080]  ,
[01:17:03.080 --> 01:17:03.490]   because
[01:17:03.490 --> 01:17:03.530]   we
[01:17:03.530 --> 01:17:03.680]   don
[01:17:03.680 --> 01:17:03.770]  't
[01:17:03.770 --> 01:17:04.000]   care
[01:17:04.000 --> 01:17:04.000]  ,
[01:17:04.000 --> 01:17:04.210]   because
[01:17:04.210 --> 01:17:04.280]   it
[01:17:04.280 --> 01:17:04.350]  's
[01:17:04.350 --> 01:17:04.470]   just
[01:17:04.470 --> 01:17:04.550]   not
[01:17:04.550 --> 01:17:04.580]   a
[01:17:04.580 --> 01:17:04.700]   good
[01:17:04.700 --> 01:17:04.860]   story
[01:17:04.860 --> 01:17:05.000]  .
[01:17:05.000 --> 01:17:05.080]   -
[01:17:05.080 --> 01:17:05.120]   Is
[01:17:05.120 --> 01:17:05.290]   that
[01:17:05.290 --> 01:17:05.460]   what
[01:17:05.460 --> 01:17:05.580]   you
[01:17:05.580 --> 01:17:05.790]   think
[01:17:05.790 --> 01:17:06.130]   happened
[01:17:06.130 --> 01:17:06.300]   with
[01:17:06.300 --> 01:17:06.340]   "
[01:17:06.340 --> 01:17:06.460]  The
[01:17:06.460 --> 01:17:06.670]   Vent
[01:17:06.670 --> 01:17:06.670]  "
[01:17:06.670 --> 01:17:06.880]   then
[01:17:06.880 --> 01:17:07.000]  ?
[01:17:07.000 --> 01:17:07.320]   -
[01:17:07.320 --> 01:17:07.320]   Yeah
[01:17:07.320 --> 01:17:07.440]  ,
[01:17:07.440 --> 01:17:07.840]   I
[01:17:07.840 --> 01:17:07.850]   think
[01:17:07.850 --> 01:17:07.970]   it
[01:17:07.970 --> 01:17:08.100]  's
[01:17:08.100 --> 01:17:08.360]   kind
[01:17:08.360 --> 01:17:08.510]   of
[01:17:08.510 --> 01:17:08.750]   dumb
[01:17:08.750 --> 01:17:09.000]  .
[01:17:09.000 --> 01:17:09.150]   Like
[01:17:09.150 --> 01:17:09.220]  ,
[01:17:09.220 --> 01:17:09.370]   well
[01:17:09.370 --> 01:17:09.440]  ,
[01:17:09.440 --> 01:17:09.590]   yeah
[01:17:09.590 --> 01:17:09.660]  ,
[01:17:09.660 --> 01:17:09.730]   we
[01:17:09.730 --> 01:17:09.880]   were
[01:17:09.880 --> 01:17:10.110]   joking
[01:17:10.110 --> 01:17:10.300]   about
[01:17:10.300 --> 01:17:10.510]   this
[01:17:10.510 --> 01:17:10.600]   last
[01:17:10.600 --> 01:17:10.810]   night
[01:17:10.810 --> 01:17:11.000]  .
[01:17:11.000 --> 01:17:11.230]   He
[01:17:11.230 --> 01:17:11.300]   goes
[01:17:11.300 --> 01:17:11.900]  ,
[01:17:11.900 --> 01:17:12.200]   "
[01:17:12.200 --> 01:17:12.350]  Yeah
[01:17:12.350 --> 01:17:12.390]  ,
[01:17:12.390 --> 01:17:12.500]   it
[01:17:12.500 --> 01:17:12.610]  's
[01:17:12.610 --> 01:17:12.830]   like
[01:17:12.830 --> 01:17:13.070]  ,
[01:17:13.070 --> 01:17:13.390]   they
[01:17:13.390 --> 01:17:13.820]   tell
[01:17:13.820 --> 01:17:14.000]   us
[01:17:14.000 --> 01:17:14.000]  ,
[01:17:14.000 --> 01:17:14.050]   "
[01:17:14.050 --> 01:17:14.140]  oh
[01:17:14.140 --> 01:17:14.240]  ,
[01:17:14.240 --> 01:17:14.330]   it
[01:17:14.330 --> 01:17:14.420]  's
[01:17:14.420 --> 01:17:14.620]   this
[01:17:14.620 --> 01:17:14.890]   woman
[01:17:14.890 --> 01:17:15.000]  ,
[01:17:15.000 --> 01:17:15.120]   his
[01:17:15.120 --> 01:17:15.510]   girlfriend
[01:17:15.510 --> 01:17:15.630]   was
[01:17:15.630 --> 01:17:16.000]   kidnapped
[01:17:16.000 --> 01:17:16.000]  ,
[01:17:16.000 --> 01:17:16.080]   "
[01:17:16.080 --> 01:17:16.320]  and
[01:17:16.320 --> 01:17:16.480]   we
[01:17:16.480 --> 01:17:16.730]   don
[01:17:16.730 --> 01:17:16.890]  't
[01:17:16.890 --> 01:17:17.250]   know
[01:17:17.250 --> 01:17:17.380]  ,
[01:17:17.380 --> 01:17:17.540]   it
[01:17:17.540 --> 01:17:17.700]  's
[01:17:17.700 --> 01:17:17.780]   a
[01:17:17.780 --> 01:17:18.030]   big
[01:17:18.030 --> 01:17:18.610]   mystery
[01:17:18.610 --> 01:17:19.000]  ."
[01:17:19.000 --> 01:17:19.180]   And
[01:17:19.180 --> 01:17:19.430]   then
[01:17:19.430 --> 01:17:19.740]   they
[01:17:19.740 --> 01:17:19.930]   tell
[01:17:19.930 --> 01:17:20.150]   you
[01:17:20.150 --> 01:17:20.290]   the
[01:17:20.290 --> 01:17:20.540]   next
[01:17:20.540 --> 01:17:20.990]   show
[01:17:20.990 --> 01:17:21.000]  .
[01:17:21.000 --> 01:17:21.220]   You
[01:17:21.220 --> 01:17:21.580]  're
[01:17:21.580 --> 01:17:21.740]   like
[01:17:21.740 --> 01:17:21.880]  ,
[01:17:21.880 --> 01:17:21.990]   "
[01:17:21.990 --> 01:17:22.240]  Okay
[01:17:22.240 --> 01:17:22.530]  ,
[01:17:22.530 --> 01:17:22.550]   so
[01:17:22.550 --> 01:17:22.750]   now
[01:17:22.750 --> 01:17:22.820]   I
[01:17:22.820 --> 01:17:23.150]   know
