
[00:00:00.660 --> 00:00:09.820]   Music
[01:06:28.340 --> 01:06:28.390]   had
[01:06:28.390 --> 01:06:28.600]   done
[01:06:28.600 --> 01:06:28.700]   it
[01:06:28.700 --> 01:06:28.910]   that
[01:06:28.910 --> 01:06:29.100]   way
[01:06:29.100 --> 01:06:29.460]  .
[01:06:29.460 --> 01:06:29.530]   So
[01:06:29.530 --> 01:06:29.650]   in
[01:06:29.650 --> 01:06:29.750]   in
[01:06:29.750 --> 01:06:30.190]   becoming
[01:06:30.190 --> 01:06:30.240]   a
[01:06:30.240 --> 01:06:30.730]   publisher
[01:06:30.730 --> 01:06:30.840]   we
[01:06:30.840 --> 01:06:31.000]   had
[01:06:31.000 --> 01:06:31.110]   to
[01:06:31.110 --> 01:06:31.330]   sign
[01:06:31.330 --> 01:06:31.440]   up
[01:06:31.440 --> 01:06:31.600]   for
[01:06:31.600 --> 01:06:31.760]   all
[01:06:31.760 --> 01:06:32.030]   these
[01:06:32.030 --> 01:06:32.300]   other
[01:06:32.300 --> 01:06:32.680]   systems
[01:06:32.680 --> 01:06:32.840]   and
[01:06:32.840 --> 01:06:33.110]   there
[01:06:33.110 --> 01:06:33.330]   were
[01:06:33.330 --> 01:06:33.490]   all
[01:06:33.490 --> 01:06:33.760]   these
[01:06:33.760 --> 01:06:34.540]   other
[01:06:34.540 --> 01:06:34.550]   issues
[01:06:34.550 --> 01:06:34.620]   I
[01:06:34.620 --> 01:06:35.310]   discovered
[01:06:35.310 --> 01:06:35.590]   that
[01:06:35.590 --> 01:06:35.870]   just
[01:06:35.870 --> 01:06:36.100]   are
[01:06:36.100 --> 01:06:36.290]   not
[01:06:36.290 --> 01:06:36.680]   well
[01:06:36.680 --> 01:06:37.250]   documented
[01:06:37.250 --> 01:06:37.450]   um
[01:06:37.450 --> 01:06:37.750]   that
[01:06:37.750 --> 01:06:38.040]   I
[01:06:38.040 --> 01:06:38.090]   would
[01:06:38.090 --> 01:06:38.370]   like
[01:06:38.370 --> 01:06:38.510]   to
[01:06:38.510 --> 01:06:38.850]   write
[01:06:38.850 --> 01:06:38.990]   up
[01:06:38.990 --> 01:06:39.130]   at
[01:06:39.130 --> 01:06:39.410]   some
[01:06:39.410 --> 01:06:39.800]   point
[01:06:39.800 --> 01:06:40.020]  . [SPEAKER_TURN]
[01:06:41.080 --> 01:06:41.150]  
[01:06:41.150 --> 01:06:41.340]   Yeah
[01:06:41.340 --> 01:06:41.600]   that
[01:06:41.600 --> 01:06:42.000]   sounds
[01:06:42.000 --> 01:06:42.260]   that
[01:06:42.260 --> 01:06:42.660]   sounds
[01:06:42.660 --> 01:06:43.090]   really
[01:06:43.090 --> 01:06:43.820]   interesting
[01:06:43.820 --> 01:06:43.850]   I
[01:06:43.850 --> 01:06:43.980]  'd
[01:06:43.980 --> 01:06:44.320]   like
[01:06:44.320 --> 01:06:44.370]   to
[01:06:44.370 --> 01:06:44.770]   ask
[01:06:44.770 --> 01:06:44.810]   you
[01:06:44.810 --> 01:06:45.100]   about
[01:06:45.100 --> 01:06:45.410]   it
[01:06:45.410 --> 01:06:45.430]   but
[01:06:45.430 --> 01:06:45.490]   I
[01:06:45.490 --> 01:06:45.750]   know
[01:06:45.750 --> 01:06:45.920]   we
[01:06:45.920 --> 01:06:46.080]  're
[01:06:46.080 --> 01:06:46.300]   kind
[01:06:46.300 --> 01:06:46.790]   of
[01:06:46.790 --> 01:06:46.930]   running
[01:06:46.930 --> 01:06:47.320]   long
[01:06:47.320 --> 01:06:47.440]   as
[01:06:47.440 --> 01:06:47.720]   always
[01:06:47.720 --> 01:06:47.920]  .
[01:06:47.920 --> 01:06:48.060]   So
[01:06:48.060 --> 01:06:48.140]   I
[01:06:48.140 --> 01:06:48.180]   I
[01:06:48.180 --> 01:06:48.300]  'm
[01:06:48.300 --> 01:06:48.560]   down
[01:06:48.560 --> 01:06:48.680]   to
[01:06:48.680 --> 01:06:48.890]   two
[01:06:48.890 --> 01:06:49.150]   more
[01:06:49.150 --> 01:06:49.830]   questions
[01:06:49.830 --> 01:06:50.020]  .
[01:06:50.020 --> 01:06:50.140]   So
[01:06:50.140 --> 01:06:50.190]   I
[01:06:50.190 --> 01:06:50.200]   I
[01:06:50.200 --> 01:06:50.330]  'm
[01:06:50.330 --> 01:06:50.750]   sorry
[01:06:50.750 --> 01:06:50.920]   Gabe
[01:06:50.920 --> 01:06:51.090]  ,
[01:06:51.090 --> 01:06:51.380]   every
[01:06:51.380 --> 01:06:51.630]   time
[01:06:51.630 --> 01:06:51.770]   we
[01:06:51.770 --> 01:06:52.030]   talk
[01:06:52.030 --> 01:06:52.160]   to
[01:06:52.160 --> 01:06:52.400]   you
[01:06:52.400 --> 01:06:52.420]   I
[01:06:52.420 --> 01:06:52.680]   just
[01:06:52.680 --> 01:06:52.940]   have
[01:06:52.940 --> 01:06:53.090]   an
[01:06:53.090 --> 01:06:53.530]   endless
[01:06:53.530 --> 01:06:53.990]   endless
[01:06:53.990 --> 01:06:54.250]   list
[01:06:54.250 --> 01:06:54.390]   of
[01:06:54.390 --> 01:06:54.780]   things
[01:06:54.780 --> 01:06:55.180]   coming
[01:06:55.180 --> 01:06:55.390]   up
[01:06:55.390 --> 01:06:55.510]  .
[01:06:55.510 --> 01:06:55.680]   So
[01:06:55.680 --> 01:06:56.660]   um [SPEAKER_TURN]
[01:06:56.660 --> 01:06:57.000]   I
[01:06:57.000 --> 01:06:57.220]   knew
[01:06:57.220 --> 01:06:57.660]   that
[01:06:57.660 --> 01:06:58.000]   and
[01:06:58.000 --> 01:06:58.110]   I
[01:06:58.110 --> 01:06:59.090]   blocked
[01:06:59.090 --> 01:06:59.220]   out
[01:06:59.220 --> 01:06:59.680]   more
[01:06:59.680 --> 01:07:00.160]   time
[01:07:00.160 --> 01:07:00.940]  . [SPEAKER_TURN]
[01:07:00.940 --> 01:07:01.020]   I
[01:07:01.020 --> 01:07:01.160]  've
[01:07:01.160 --> 01:07:01.450]   talked
[01:07:01.450 --> 01:07:01.600]   to
[01:07:01.600 --> 01:07:01.810]   Jason
[01:07:01.810 --> 01:07:02.120]   before
[01:07:02.120 --> 01:07:02.210]   I
[01:07:02.210 --> 01:07:02.370]   know
[01:07:02.370 --> 01:07:02.620]   how
[01:07:02.620 --> 01:07:02.730]   it
[01:07:02.730 --> 01:07:02.820]   goes
[01:07:02.820 --> 01:07:02.970]  .
[01:07:02.970 --> 01:07:03.560]   So [SPEAKER_TURN]
[01:07:03.560 --> 01:07:03.590]   I
[01:07:03.590 --> 01:07:03.730]   like
[01:07:03.730 --> 01:07:03.760]   I
[01:07:03.760 --> 01:07:03.940]   like
[01:07:03.940 --> 01:07:04.040]   talk
[01:07:04.040 --> 01:07:04.070]   I
[01:07:04.070 --> 01:07:04.210]   like
[01:07:04.210 --> 01:07:04.380]   these
[01:07:04.380 --> 01:07:04.920]   conversations
[01:07:04.920 --> 01:07:04.980]   they
[01:07:04.980 --> 01:07:05.110]  're
[01:07:05.110 --> 01:07:05.460]   interesting
[01:07:05.460 --> 01:07:05.900]  . [SPEAKER_TURN]
[01:07:05.900 --> 01:07:05.980]   Yeah
[01:07:05.980 --> 01:07:06.220]  . [SPEAKER_TURN]
[01:07:06.220 --> 01:07:06.260]  
[01:07:06.260 --> 01:07:06.460]   Yeah
[01:07:06.460 --> 01:07:06.720]  .
[01:07:06.720 --> 01:07:06.760]   Oh
[01:07:06.760 --> 01:07:06.880]   we
[01:07:06.880 --> 01:07:07.120]   were
[01:07:07.120 --> 01:07:07.360]   just
[01:07:07.360 --> 01:07:07.790]   talking
[01:07:07.790 --> 01:07:08.090]   about
[01:07:08.090 --> 01:07:08.330]   that
[01:07:08.330 --> 01:07:08.510]   off
[01:07:08.510 --> 01:07:08.570]  -
[01:07:08.570 --> 01:07:08.900]  line
[01:07:08.900 --> 01:07:08.990]   how
[01:07:08.990 --> 01:07:09.170]   how
[01:07:09.170 --> 01:07:09.410]   much
[01:07:09.410 --> 01:07:09.590]   fun
[01:07:09.590 --> 01:07:09.710]   is
[01:07:09.710 --> 01:07:10.260]   interview
[01:07:10.260 --> 01:07:10.500]   guys
[01:07:10.500 --> 01:07:10.740]   like
[01:07:10.740 --> 01:07:10.920]   you
[01:07:10.920 --> 01:07:11.100]   and
[01:07:11.100 --> 01:07:11.270]   Rob
[01:07:11.270 --> 01:07:11.520]   Wall
[01:07:11.520 --> 01:07:11.710]  ing
[01:07:11.710 --> 01:07:11.880]   and
[01:07:11.880 --> 01:07:12.120]   just
[01:07:12.120 --> 01:07:12.240]   it
[01:07:12.240 --> 01:07:12.360]  's
[01:07:12.360 --> 01:07:12.480]   it
[01:07:12.480 --> 01:07:12.600]  's
[01:07:12.600 --> 01:07:12.720]   it
[01:07:12.720 --> 01:07:12.870]  's
[01:07:12.870 --> 01:07:13.240]   super
[01:07:13.240 --> 01:07:13.320]   fun
[01:07:13.320 --> 01:07:13.500]   you
[01:07:13.500 --> 01:07:13.740]   know
[01:07:13.740 --> 01:07:13.920]  .
[01:07:13.920 --> 01:07:14.040]   Um
[01:07:14.040 --> 01:07:14.280]   so
[01:07:14.280 --> 01:07:14.280]   uh
[01:07:14.280 --> 01:07:14.510]   here
[01:07:14.510 --> 01:07:14.840]   my
[01:07:14.840 --> 01:07:14.880]   last
[01:07:14.880 --> 01:07:15.060]   two
[01:07:15.060 --> 01:07:15.640]   questions
[01:07:15.640 --> 01:07:15.790]  .
[01:07:15.790 --> 01:07:15.910]   So
[01:07:15.910 --> 01:07:16.180]   the
[01:07:16.180 --> 01:07:16.270]   one
[01:07:16.270 --> 01:07:16.500]   of
[01:07:16.500 --> 01:07:16.630]   them
[01:07:16.630 --> 01:07:16.850]   was
[01:07:16.850 --> 01:07:16.980]   do
[01:07:16.980 --> 01:07:17.170]   you
[01:07:17.170 --> 01:07:17.350]   have
[01:07:17.350 --> 01:07:17.750]   any
[01:07:17.750 --> 01:07:17.830]   plans
[01:07:17.830 --> 01:07:17.950]   to
[01:07:17.950 --> 01:07:18.160]   say
[01:07:18.160 --> 01:07:18.430]   teach
[01:07:18.430 --> 01:07:18.490]   a
[01:07:18.490 --> 01:07:18.970]   course
[01:07:18.970 --> 01:07:19.010]   at
[01:07:19.010 --> 01:07:19.210]   like
[01:07:19.210 --> 01:07:19.270]   a
[01:07:19.270 --> 01:07:19.760]   business
[01:07:19.760 --> 01:07:20.120]   school
[01:07:20.120 --> 01:07:20.380]   kind
[01:07:20.380 --> 01:07:20.480]   of
[01:07:20.480 --> 01:07:20.720]   like
[01:07:20.720 --> 01:07:20.900]   how
[01:07:20.900 --> 01:07:21.200]   Peter
[01:07:21.200 --> 01:07:21.500]   Thiel
[01:07:21.500 --> 01:07:21.860]   taught
[01:07:21.860 --> 01:07:22.100]   that
[01:07:22.100 --> 01:07:22.540]   course
[01:07:22.540 --> 01:07:22.580]   at
[01:07:22.580 --> 01:07:23.070]   Stanford
[01:07:23.070 --> 01:07:23.250]  .
[01:07:23.250 --> 01:07:23.320]   I
[01:07:23.320 --> 01:07:23.550]   mean
[01:07:23.550 --> 01:07:23.740]   it
[01:07:23.740 --> 01:07:23.970]   would
[01:07:23.970 --> 01:07:24.210]   seem
[01:07:24.210 --> 01:07:24.450]   like
[01:07:24.450 --> 01:07:24.630]   you
[01:07:24.630 --> 01:07:24.810]  're
[01:07:24.810 --> 01:07:25.210]   in
[01:07:25.210 --> 01:07:25.660]   Pennsylvania
[01:07:25.660 --> 01:07:25.960]   maybe
[01:07:25.960 --> 01:07:26.140]   you
[01:07:26.140 --> 01:07:26.440]   could
[01:07:26.440 --> 01:07:26.560]   go
[01:07:26.560 --> 01:07:26.850]   teach
[01:07:26.850 --> 01:07:26.920]   a
[01:07:26.920 --> 01:07:27.280]   course
[01:07:27.280 --> 01:07:27.400]   at
[01:07:27.400 --> 01:07:27.520]   Wh
[01:07:27.520 --> 01:07:27.840]  arton
[01:07:27.840 --> 01:07:27.940]   on
[01:07:27.940 --> 01:07:29.100]   on [SPEAKER_TURN]
[01:07:29.960 --> 01:07:30.010]  
[01:07:30.010 --> 01:07:30.180]   No
[01:07:30.180 --> 01:07:30.510]  .
[01:07:30.510 --> 01:07:30.730]   Um
[01:07:30.730 --> 01:07:31.060]   the
[01:07:31.060 --> 01:07:31.730]   answer
[01:07:31.730 --> 01:07:31.940]   is
[01:07:31.940 --> 01:07:32.200]   it
[01:07:32.200 --> 01:07:32.500]   you
[01:07:32.500 --> 01:07:32.940]   know
[01:07:32.940 --> 01:07:33.060]   I
[01:07:33.060 --> 01:07:33.500]  'm
[01:07:33.500 --> 01:07:33.520]  ,
[01:07:33.520 --> 01:07:34.290]   running
[01:07:34.290 --> 01:07:34.740]   down
[01:07:34.740 --> 01:07:34.960]   to
[01:07:34.960 --> 01:07:35.230]   go
[01:07:35.230 --> 01:07:35.400]   it
[01:07:35.400 --> 01:07:35.620]  's
[01:07:35.620 --> 01:07:35.950]   way
[01:07:35.950 --> 01:07:36.280]   too
[01:07:36.280 --> 01:07:36.730]   busy
[01:07:36.730 --> 01:07:37.060]   and
[01:07:37.060 --> 01:07:37.170]   I
[01:07:37.170 --> 01:07:37.620]   just
[01:07:37.620 --> 01:07:37.730]   I
[01:07:37.730 --> 01:07:38.050]   don
[01:07:38.050 --> 01:07:38.390]  't
[01:07:38.390 --> 01:07:38.420]   I
[01:07:38.420 --> 01:07:38.720]  've
[01:07:38.720 --> 01:07:39.170]   done
[01:07:39.170 --> 01:07:39.620]   some
[01:07:39.620 --> 01:07:39.840]   of
[01:07:39.840 --> 01:07:40.290]   that
[01:07:40.290 --> 01:07:40.960]   before
[01:07:40.960 --> 01:07:41.290]   and
[01:07:41.290 --> 01:07:41.830]   um
[01:07:41.830 --> 01:07:41.830]   it
[01:07:41.830 --> 01:07:41.940]   ju
[01:07:41.940 --> 01:07:41.980]   I
[01:07:41.980 --> 01:07:42.220]   have
[01:07:42.220 --> 01:07:42.620]   no
[01:07:42.620 --> 01:07:42.660]   plans
[01:07:42.660 --> 01:07:42.900]   for
[01:07:42.900 --> 01:07:42.920]   it
[01:07:42.920 --> 01:07:43.070]  .
[01:07:43.070 --> 01:07:43.290]   The
[01:07:43.290 --> 01:07:43.470]   same
[01:07:43.470 --> 01:07:43.810]   reason
[01:07:43.810 --> 01:07:43.860]   I
[01:07:43.860 --> 01:07:44.150]   same
[01:07:44.150 --> 01:07:44.380]   token
[01:07:44.380 --> 01:07:44.430]   I
[01:07:44.430 --> 01:07:44.600]   don
[01:07:44.600 --> 01:07:44.710]  't
[01:07:44.710 --> 01:07:45.130]   really
[01:07:45.130 --> 01:07:45.280]   have
[01:07:45.280 --> 01:07:45.680]   plans
[01:07:45.680 --> 01:07:45.730]   to
[01:07:45.730 --> 01:07:45.790]   do
[01:07:45.790 --> 01:07:46.020]   kind
[01:07:46.020 --> 01:07:46.130]   of
[01:07:46.130 --> 01:07:46.180]   a
[01:07:46.180 --> 01:07:46.410]   book
[01:07:46.410 --> 01:07:46.640]   tour
[01:07:46.640 --> 01:07:46.760]   or
[01:07:46.760 --> 01:07:47.210]   anything
[01:07:47.210 --> 01:07:47.440]   like
[01:07:47.440 --> 01:07:47.670]   that
[01:07:47.670 --> 01:07:47.750]   I
[01:07:47.750 --> 01:07:47.890]  .
[01:07:47.890 --> 01:07:48.120]   mean
[01:07:48.120 --> 01:07:48.350]   this
[01:07:48.350 --> 01:07:48.640]   would
[01:07:48.640 --> 01:07:48.750]   be
[01:07:48.750 --> 01:07:48.920]   the
[01:07:48.920 --> 01:07:49.500]   equivalent
[01:07:49.500 --> 01:07:49.610]   of
[01:07:49.610 --> 01:07:49.660]   a
[01:07:49.660 --> 01:07:49.890]   tour
[01:07:49.890 --> 01:07:50.310]  .
[01:07:50.310 --> 01:07:50.450]   Um
[01:07:50.450 --> 01:07:50.700]   if
[01:07:50.700 --> 01:07:50.740]   I
[01:07:50.740 --> 01:07:50.960]   was
[01:07:50.960 --> 01:07:51.130]   at
[01:07:51.130 --> 01:07:51.550]   a
[01:07:51.550 --> 01:07:52.000]   different
[01:07:52.000 --> 01:07:52.450]   place
[01:07:52.450 --> 01:07:52.650]   in
[01:07:52.650 --> 01:07:52.690]   l
[01:07:52.690 --> 01:07:52.860]   in
[01:07:52.860 --> 01:07:53.310]   life
[01:07:53.310 --> 01:07:53.470]   and
[01:07:53.470 --> 01:07:54.000]   career
[01:07:54.000 --> 01:07:54.450]   maybe
[01:07:54.450 --> 01:07:54.700]   but
[01:07:54.700 --> 01:07:55.060]   but
[01:07:55.060 --> 01:07:55.220]   not
[01:07:55.220 --> 01:07:55.860]   right
[01:07:55.860 --> 01:07:55.920]   now
[01:07:55.920 --> 01:07:57.000]  . [SPEAKER_TURN]
[01:07:57.340 --> 01:07:57.410]  
[01:07:57.410 --> 01:07:57.430]   I
[01:07:57.430 --> 01:07:57.750]   have
[01:07:57.750 --> 01:07:57.760]   a
[01:07:57.760 --> 01:07:58.360]   question
[01:07:58.360 --> 01:07:58.540]  .
[01:07:58.540 --> 01:07:58.680]   Do
[01:07:58.680 --> 01:07:59.010]   you
[01:07:59.010 --> 01:07:59.170]   have
[01:07:59.170 --> 01:07:59.240]   a
[01:07:59.240 --> 01:07:59.450]   any
[01:07:59.450 --> 01:07:59.730]   kind
[01:07:59.730 --> 01:07:59.870]   of
[01:07:59.870 --> 01:08:00.660]   celebration
[01:08:00.660 --> 01:08:00.800]   in
[01:08:00.800 --> 01:08:01.080]   mind
[01:08:01.080 --> 01:08:01.290]  ,
[01:08:01.290 --> 01:08:01.650]   a
[01:08:01.650 --> 01:08:01.760]   thing
[01:08:01.760 --> 01:08:01.930]   that
[01:08:01.930 --> 01:08:02.270]   you
[01:08:02.270 --> 01:08:02.350]  're
[01:08:02.350 --> 01:08:02.710]   gonna
[01:08:02.710 --> 01:08:02.850]   do
[01:08:02.850 --> 01:08:03.130]   when
[01:08:03.130 --> 01:08:03.340]   you
[01:08:03.340 --> 01:08:03.550]   get
[01:08:03.550 --> 01:08:03.720]   to
[01:08:03.720 --> 01:08:03.920]   one
[01:08:03.920 --> 01:08:04.540]   percent
[01:08:04.540 --> 01:08:04.630]   of
[01:08:04.630 --> 01:08:04.750]   the
[01:08:04.750 --> 01:08:05.170]   search
[01:08:05.170 --> 01:08:05.610]   market
[01:08:05.610 --> 01:08:06.600]  ? [SPEAKER_TURN]
[01:08:06.880 --> 01:08:06.990]  
[01:08:06.990 --> 01:08:07.080]   we
[01:08:07.080 --> 01:08:07.490]   have
[01:08:07.490 --> 01:08:08.100]   been
[01:08:08.100 --> 01:08:08.320]  ,
[01:08:08.320 --> 01:08:08.410]   and
[01:08:08.410 --> 01:08:08.510]   I
[01:08:08.510 --> 01:08:08.820]   you
[01:08:08.820 --> 01:08:09.230]   know
[01:08:09.230 --> 01:08:09.430]  ,
[01:08:09.430 --> 01:08:09.530]   I
[01:08:09.530 --> 01:08:09.860]  'm
[01:08:09.860 --> 01:08:10.660]   paramount
[01:08:10.660 --> 01:08:10.860]   on
[01:08:10.860 --> 01:08:11.260]   this
[01:08:11.260 --> 01:08:11.470]  ,
[01:08:11.470 --> 01:08:11.970]   been
[01:08:11.970 --> 01:08:12.710]   terrible
[01:08:12.710 --> 01:08:12.910]   at
[01:08:12.910 --> 01:08:14.050]   celebrating
[01:08:14.050 --> 01:08:14.880]   anything
[01:08:14.880 --> 01:08:15.080]   Um
[01:08:15.080 --> 01:08:15.390]  .
[01:08:15.390 --> 01:08:15.590]   so
[01:08:15.590 --> 01:08:15.790]   I
[01:08:15.790 --> 01:08:16.210]   would
[01:08:16.210 --> 01:08:16.620]   love
[01:08:16.620 --> 01:08:16.820]   to
[01:08:16.820 --> 01:08:17.040]   do
[01:08:17.040 --> 01:08:17.950]   something
[01:08:17.950 --> 01:08:18.200]   we
[01:08:18.200 --> 01:08:18.350]   um
[01:08:18.350 --> 01:08:18.500]   we
[01:08:18.500 --> 01:08:18.950]   are
[01:08:18.950 --> 01:08:20.000]   celebrating
[01:08:20.000 --> 01:08:20.200]   as
[01:08:20.200 --> 01:08:20.600]   best
[01:08:20.600 --> 01:08:20.940]   we
[01:08:20.940 --> 01:08:21.130]   can
[01:08:21.130 --> 01:08:21.430]   for
[01:08:21.430 --> 01:08:21.740]   the
[01:08:21.740 --> 01:08:22.050]   for
[01:08:22.050 --> 01:08:22.360]   for
[01:08:22.360 --> 01:08:22.770]   this
[01:08:22.770 --> 01:08:22.970]  ,
[01:08:22.970 --> 01:08:23.280]   for
[01:08:23.280 --> 01:08:23.530]   the
[01:08:23.530 --> 01:08:23.690]   I
[01:08:23.690 --> 01:08:23.860]  _
[01:08:23.860 --> 01:08:23.890]  O
[01:08:23.890 --> 01:08:23.990]  _
[01:08:23.990 --> 01:08:24.090]  S
[01:08:24.090 --> 01:08:24.200]  _
[01:08:24.200 --> 01:08:24.290]  A
[01:08:24.290 --> 01:08:24.390]  _
[01:08:24.390 --> 01:08:25.530]   integration
[01:08:25.530 --> 01:08:26.230]  .
[01:08:26.230 --> 01:08:26.290]   Um
[01:08:26.290 --> 01:08:26.570]   and
[01:08:26.570 --> 01:08:26.670]   we
[01:08:26.670 --> 01:08:26.900]   did
[01:08:26.900 --> 01:08:27.600]   celebrate
[01:08:27.600 --> 01:08:27.750]   um
[01:08:27.750 --> 01:08:28.060]   when
[01:08:28.060 --> 01:08:28.210]   we
[01:08:28.210 --> 01:08:28.330]   were
[01:08:28.330 --> 01:08:28.820]   we
[01:08:28.820 --> 01:08:28.860]   re
[01:08:28.860 --> 01:08:28.890]  -
[01:08:28.890 --> 01:08:29.510]  released
[01:08:29.510 --> 01:08:29.740]   our
[01:08:29.740 --> 01:08:30.050]   site
[01:08:30.050 --> 01:08:30.280]   you
[01:08:30.280 --> 01:08:30.580]   know
[01:08:30.580 --> 01:08:30.660]   a
[01:08:30.660 --> 01:08:30.810]  ,
[01:08:30.810 --> 01:08:31.040]   big
[01:08:31.040 --> 01:08:31.260]   re
[01:08:31.260 --> 01:08:31.490]  -
[01:08:31.490 --> 01:08:31.820]  release
[01:08:31.820 --> 01:08:31.950]   in
[01:08:31.950 --> 01:08:32.100]   uh
[01:08:32.100 --> 01:08:32.410]   June
[01:08:32.410 --> 01:08:32.560]   of
[01:08:32.560 --> 01:08:32.900]   this
[01:08:32.900 --> 01:08:33.330]   year
[01:08:33.330 --> 01:08:33.410]   and
[01:08:33.410 --> 01:08:33.560]   we
[01:08:33.560 --> 01:08:33.790]   had
[01:08:33.790 --> 01:08:33.860]   a
[01:08:33.860 --> 01:08:34.400]   company
[01:08:34.400 --> 01:08:35.260]   celebration
[01:08:35.260 --> 01:08:35.410]   we
[01:08:35.410 --> 01:08:35.560]  ,
[01:08:35.560 --> 01:08:35.870]   flew
[01:08:35.870 --> 01:08:36.120]   in
[01:08:36.120 --> 01:08:36.880]   everyone
[01:08:36.880 --> 01:08:36.910]  
[01:08:36.910 --> 01:08:37.500]   overseas
[01:08:37.500 --> 01:08:37.600]   um
[01:08:37.600 --> 01:08:38.030]   and
[01:08:38.030 --> 01:08:38.080]   so
[01:08:38.080 --> 01:08:38.100]   I
[01:08:38.100 --> 01:08:38.250]  'm
[01:08:38.250 --> 01:08:38.320]   I
[01:08:38.320 --> 01:08:38.720]  've
[01:08:38.720 --> 01:08:38.860]   been
[01:08:38.860 --> 01:08:39.320]   trying
[01:08:39.320 --> 01:08:39.500]   to
[01:08:39.500 --> 01:08:39.700]   get
[01:08:39.700 --> 01:08:40.160]   better
[01:08:40.160 --> 01:08:40.310]   at
[01:08:40.310 --> 01:08:40.670]   this
[01:08:40.670 --> 01:08:40.830]   uh
[01:08:40.830 --> 01:08:41.640]   especially
[01:08:41.640 --> 01:08:41.770]   now
[01:08:41.770 --> 01:08:42.090]   that
[01:08:42.090 --> 01:08:42.230]   we
[01:08:42.230 --> 01:08:42.540]   have
[01:08:42.540 --> 01:08:42.910]   other
[01:08:42.910 --> 01:08:43.840]   people
[01:08:43.840 --> 01:08:43.920]   working
[01:08:43.920 --> 01:08:44.240]   here
[01:08:44.240 --> 01:08:44.460]   but
[01:08:44.460 --> 01:08:44.800]   um
[01:08:44.800 --> 01:08:44.800]   I
[01:08:44.800 --> 01:08:45.180]   do
[01:08:45.180 --> 01:08:45.230]   not
[01:08:45.230 --> 01:08:45.810]   have
[01:08:45.810 --> 01:08:46.400]   something
[01:08:46.400 --> 01:08:46.540]   in
[01:08:46.540 --> 01:08:46.900]   mind
[01:08:46.900 --> 01:08:47.150]   for
[01:08:47.150 --> 01:08:47.410]   one
[01:08:47.410 --> 01:08:47.660]   per
[01:08:47.660 --> 01:08:48.280]   second
[01:08:48.280 --> 01:08:48.280]   I
[01:08:48.280 --> 01:08:48.590]  've
[01:08:48.590 --> 01:08:48.800]  .
[01:08:48.800 --> 01:08:49.210]   been
[01:08:49.210 --> 01:08:49.760]   looking
[01:08:49.760 --> 01:08:50.010]   for
[01:08:50.010 --> 01:08:50.410]   some
[01:08:50.410 --> 01:08:50.720]   kind
[01:08:50.720 --> 01:08:50.870]   of
[01:08:50.870 --> 01:08:51.560]   reason
[01:08:51.560 --> 01:08:51.610]   to
[01:08:51.610 --> 01:08:51.850]   dye
[01:08:51.850 --> 01:08:52.020]   my
[01:08:52.020 --> 01:08:52.370]   hair
[01:08:52.370 --> 01:08:52.800]   again
[01:08:52.800 --> 01:08:53.250]   since
[01:08:53.250 --> 01:08:53.330]   I
[01:08:53.330 --> 01:08:53.620]   was
[01:08:53.620 --> 01:08:54.130]   twenty
[01:08:54.130 --> 01:08:55.240]  . [SPEAKER_TURN]
[01:08:55.240 --> 01:08:56.450]   Okay
[01:08:56.450 --> 01:08:57.660]   that
[01:08:57.660 --> 01:08:58.260]  's
[01:08:58.260 --> 01:08:58.860]  ,
[01:08:58.860 --> 01:08:59.290]   a
[01:08:59.290 --> 01:09:00.370]   good
[01:09:00.370 --> 01:09:01.270]   one
[01:09:01.270 --> 01:09:04.620]  . [SPEAKER_TURN]
[01:09:05.740 --> 01:09:05.860]  
[01:09:05.860 --> 01:09:05.870]   from
[01:09:05.870 --> 01:09:05.980]   what
[01:09:05.980 --> 01:09:06.040]   we
[01:09:06.040 --> 01:09:06.130]  've
[01:09:06.130 --> 01:09:06.300]   been
[01:09:06.300 --> 01:09:06.490]   talking
[01:09:06.490 --> 01:09:06.610]   about
[01:09:06.610 --> 01:09:06.810]  .
[01:09:06.810 --> 01:09:06.920]   But
[01:09:06.920 --> 01:09:07.090]   um
[01:09:07.090 --> 01:09:07.220]   you
[01:09:07.220 --> 01:09:07.770]   mentioned
[01:09:07.770 --> 01:09:07.890]   it
[01:09:07.890 --> 01:09:08.320]   earlier
[01:09:08.320 --> 01:09:08.560]   and
[01:09:08.560 --> 01:09:08.600]   I
[01:09:08.600 --> 01:09:08.680]  'm
[01:09:08.680 --> 01:09:09.110]   curious
[01:09:09.110 --> 01:09:09.290]  .
[01:09:09.290 --> 01:09:09.450]   So
[01:09:09.450 --> 01:09:09.590]   you
[01:09:09.590 --> 01:09:09.770]  've
[01:09:09.770 --> 01:09:10.260]   invested
[01:09:10.260 --> 01:09:10.320]   I
[01:09:10.320 --> 01:09:10.670]   think
[01:09:10.670 --> 01:09:10.800]   you
[01:09:10.800 --> 01:09:11.040]   said
[01:09:11.040 --> 01:09:11.140]   in
[01:09:11.140 --> 01:09:11.640]   twelve
[01:09:11.640 --> 01:09:11.830]   start
[01:09:11.830 --> 01:09:11.950]  -
[01:09:11.950 --> 01:09:12.160]  ups
[01:09:12.160 --> 01:09:12.250]  ?
[01:09:12.250 --> 01:09:12.430]   You
[01:09:12.430 --> 01:09:12.670]   have
[01:09:12.670 --> 01:09:13.220]   twelve
[01:09:13.220 --> 01:09:13.280]   have
