
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.070]   <
[01:28:50.760 --> 01:28:50.920]   so
[01:28:50.920 --> 01:28:51.160]   the
[01:28:51.160 --> 01:28:51.840]   vice
[01:28:51.840 --> 01:28:51.960]  
[01:28:51.960 --> 01:28:52.020]   Um
[01:28:52.020 --> 01:28:52.080]   uh
[01:28:52.080 --> 01:28:52.200]   Dr
[01:28:52.200 --> 01:28:52.380]  .
[01:28:52.380 --> 01:28:52.740]   Bar
[01:28:52.740 --> 01:28:52.750]  rio
[01:28:52.750 --> 01:28:53.000]   said
[01:28:53.000 --> 01:28:53.280]  ,
[01:28:53.280 --> 01:28:53.390]   hey
[01:28:53.390 --> 01:28:53.460]   why
[01:28:53.460 --> 01:28:53.640]   don
[01:28:53.640 --> 01:28:53.830]  't
[01:28:53.830 --> 01:28:53.940]   you
[01:28:53.940 --> 01:28:54.120]   why
[01:28:54.120 --> 01:28:54.300]   don
[01:28:54.300 --> 01:28:54.420]  't
[01:28:54.420 --> 01:28:54.600]   you
[01:28:54.600 --> 01:28:54.900]   email
[01:28:54.900 --> 01:28:55.080]   him
[01:28:55.080 --> 01:28:55.200]  ,
[01:28:55.200 --> 01:28:55.440]   tell
[01:28:55.440 --> 01:28:55.860]   him
[01:28:55.860 --> 01:28:55.860]   what
[01:28:55.860 --> 01:28:56.220]   you
[01:28:56.220 --> 01:28:56.240]  're
[01:28:56.240 --> 01:28:56.520]   doing
[01:28:56.520 --> 01:28:56.700]   And
[01:28:56.700 --> 01:28:56.880]  .
[01:28:56.880 --> 01:28:57.220]   that
[01:28:57.220 --> 01:28:57.240]  's
[01:28:57.240 --> 01:28:57.300]   a
[01:28:57.300 --> 01:28:57.540]   good
[01:28:57.540 --> 01:28:57.780]   idea
[01:28:57.780 --> 01:28:57.900]  ,
[01:28:57.900 --> 01:28:57.960]   '
[01:28:57.960 --> 01:28:58.310]  cause
[01:28:58.310 --> 01:28:58.350]   I
[01:28:58.350 --> 01:28:58.500]   don
[01:28:58.500 --> 01:28:58.620]  't
[01:28:58.620 --> 01:28:58.910]   wanna
[01:28:58.910 --> 01:28:59.050]   be
[01:28:59.050 --> 01:28:59.470]   walking
[01:28:59.470 --> 01:28:59.590]   up
[01:28:59.590 --> 01:28:59.710]   to
[01:28:59.710 --> 01:29:00.010]   him
[01:29:00.010 --> 01:29:00.010]   at
[01:29:00.010 --> 01:29:00.460]   the
[01:29:00.460 --> 01:29:00.740]   beginning
[01:29:00.740 --> 01:29:00.860]   of
[01:29:00.860 --> 01:29:01.040]   the
[01:29:01.040 --> 01:29:01.410]   school
[01:29:01.410 --> 01:29:01.650]   next
[01:29:01.650 --> 01:29:01.950]   year
[01:29:01.950 --> 01:29:02.070]   and
[01:29:02.070 --> 01:29:02.290]   say
[01:29:02.290 --> 01:29:02.430]   hey
[01:29:02.430 --> 01:29:02.550]   we
[01:29:02.550 --> 01:29:02.790]   kind
[01:29:02.790 --> 01:29:02.940]   of
[01:29:02.940 --> 01:29:03.400]   supposed
[01:29:03.400 --> 01:29:03.520]   to
[01:29:03.520 --> 01:29:03.640]   be
[01:29:03.640 --> 01:29:03.940]   doing
[01:29:03.940 --> 01:29:04.190]   this
[01:29:04.190 --> 01:29:04.490]   thing
[01:29:04.490 --> 01:29:04.720]   like
[01:29:04.720 --> 01:29:04.780]   I
[01:29:04.780 --> 01:29:05.020]   need
[01:29:05.020 --> 01:29:05.140]   to
[01:29:05.140 --> 01:29:05.320]   get
[01:29:05.320 --> 01:29:05.480]   in
[01:29:05.480 --> 01:29:05.790]   early
[01:29:05.790 --> 01:29:05.920]   and
[01:29:05.920 --> 01:29:06.100]   get
[01:29:06.100 --> 01:29:06.270]   him
[01:29:06.270 --> 01:29:06.460]   get
[01:29:06.460 --> 01:29:06.640]   his
[01:29:06.640 --> 01:29:06.820]   buy
[01:29:06.820 --> 01:29:06.880]  -
[01:29:06.880 --> 01:29:07.010]  in
[01:29:07.010 --> 01:29:07.180]   and
[01:29:07.180 --> 01:29:07.350]   his
[01:29:07.350 --> 01:29:07.590]   okay
[01:29:07.590 --> 01:29:08.330]   and
[01:29:08.330 --> 01:29:08.390]   everything
[01:29:08.390 --> 01:29:08.450]   '
[01:29:08.450 --> 01:29:08.740]  Cause
[01:29:08.740 --> 01:29:09.080]  .
[01:29:09.080 --> 01:29:09.480]   obviously
[01:29:09.480 --> 01:29:09.600]   we
[01:29:09.600 --> 01:29:09.780]   are
[01:29:09.780 --> 01:29:10.020]   very
[01:29:10.020 --> 01:29:10.300]   much
[01:29:10.300 --> 01:29:10.690]   outside
[01:29:10.690 --> 01:29:10.870]   the
[01:29:10.870 --> 01:29:11.460]   system
[01:29:11.460 --> 01:29:11.980]  .
[01:29:12.660 --> 01:29:12.670]  
[01:29:12.670 --> 01:29:12.760]   So
[01:29:12.760 --> 01:29:12.810]   I
[01:29:12.810 --> 01:29:13.010]   sent
[01:29:13.010 --> 01:29:13.160]   him
[01:29:13.160 --> 01:29:13.290]   an
[01:29:13.290 --> 01:29:13.520]   email
[01:29:13.520 --> 01:29:13.620]  ,
[01:29:13.620 --> 01:29:13.770]   and
[01:29:13.770 --> 01:29:13.820]   I
[01:29:13.820 --> 01:29:14.020]   just
[01:29:14.020 --> 01:29:14.060]   y
[01:29:14.060 --> 01:29:14.270]   know
[01:29:14.270 --> 01:29:14.370]   it
[01:29:14.370 --> 01:29:14.740]   was
[01:29:14.740 --> 01:29:15.040]   relatively
[01:29:15.040 --> 01:29:15.300]   short
[01:29:15.300 --> 01:29:15.410]  ,
[01:29:15.410 --> 01:29:15.550]   one
[01:29:15.550 --> 01:29:15.750]   like
[01:29:15.750 --> 01:29:16.070]   three
[01:29:16.070 --> 01:29:16.110]   or
[01:29:16.110 --> 01:29:16.310]   four
[01:29:16.310 --> 01:29:16.770]   sentences
[01:29:16.770 --> 01:29:16.970]   that
[01:29:16.970 --> 01:29:17.170]   says
[01:29:17.170 --> 01:29:17.320]   hey
[01:29:17.320 --> 01:29:17.470]   you
[01:29:17.470 --> 01:29:17.560]  ,
[01:29:17.560 --> 01:29:17.770]   know
[01:29:17.770 --> 01:29:17.870]  ,
[01:29:17.870 --> 01:29:18.120]   I
[01:29:18.120 --> 01:29:18.220]   just
[01:29:18.220 --> 01:29:18.380]   wanna
[01:29:18.380 --> 01:29:18.870]   introduce
[01:29:18.870 --> 01:29:19.150]   myself
[01:29:19.150 --> 01:29:19.360]   uh
[01:29:19.360 --> 01:29:19.400]   you
[01:29:19.400 --> 01:29:19.600]   know
[01:29:19.600 --> 01:29:19.650]   I
[01:29:19.650 --> 01:29:19.780]   my
[01:29:19.780 --> 01:29:19.950]   wife
[01:29:19.950 --> 01:29:20.100]   and
[01:29:20.100 --> 01:29:20.250]  ,
[01:29:20.250 --> 01:29:20.480]   I
[01:29:20.480 --> 01:29:20.840]   started
[01:29:20.840 --> 01:29:21.020]   coaching
[01:29:21.020 --> 01:29:21.200]   this
[01:29:21.200 --> 01:29:21.530]   team
[01:29:21.530 --> 01:29:21.570]   cal
[01:29:21.570 --> 01:29:21.700]  as
[01:29:21.700 --> 01:29:21.770]  st
[01:29:21.770 --> 01:29:21.820]  i
[01:29:21.820 --> 01:29:22.020]   this
[01:29:22.020 --> 01:29:22.420]   math
[01:29:22.420 --> 01:29:22.420]   team
[01:29:22.420 --> 01:29:22.820]   last
[01:29:22.820 --> 01:29:22.930]   year
[01:29:22.930 --> 01:29:22.970]  .
[01:29:22.970 --> 01:29:23.070]   It
[01:29:23.070 --> 01:29:23.230]  's
[01:29:23.230 --> 01:29:23.510]   kinda
[01:29:23.510 --> 01:29:23.810]   rolled
[01:29:23.810 --> 01:29:23.840]   in
[01:29:23.840 --> 01:29:23.940]   to
[01:29:23.940 --> 01:29:24.140]   this
[01:29:24.140 --> 01:29:24.500]   evolved
[01:29:24.500 --> 01:29:24.870]   into
[01:29:24.870 --> 01:29:24.900]   this
[01:29:24.900 --> 01:29:25.210]   bigger
[01:29:25.210 --> 01:29:25.470]   thing
[01:29:25.470 --> 01:29:25.620]   and
[01:29:25.620 --> 01:29:25.720]   we
[01:29:25.720 --> 01:29:25.860]  've
[01:29:25.860 --> 01:29:26.230]   taught
[01:29:26.230 --> 01:29:26.440]   these
[01:29:26.440 --> 01:29:26.640]   kids
[01:29:26.640 --> 01:29:26.790]   all
[01:29:26.790 --> 01:29:27.040]   this
[01:29:27.040 --> 01:29:27.190]   high
[01:29:27.190 --> 01:29:27.490]   school
[01:29:27.490 --> 01:29:27.710]   math
[01:29:27.710 --> 01:29:27.850]   and
[01:29:27.850 --> 01:29:27.950]   we
[01:29:27.950 --> 01:29:28.100]  've
[01:29:28.100 --> 01:29:28.350]   done
[01:29:28.350 --> 01:29:28.760]   extremely
[01:29:28.760 --> 01:29:29.020]   well
[01:29:29.020 --> 01:29:29.060]   in
[01:29:29.060 --> 01:29:29.230]   all
[01:29:29.230 --> 01:29:29.490]   these
[01:29:29.490 --> 01:29:30.090]   competitions
[01:29:30.090 --> 01:29:30.240]   and
[01:29:30.240 --> 01:29:30.390]   you
[01:29:30.390 --> 01:29:30.590]   know
[01:29:30.590 --> 01:29:30.690]   um
[01:29:30.690 --> 01:29:30.840]   you
[01:29:30.840 --> 01:29:31.040]   know
[01:29:31.040 --> 01:29:31.170]   etc
[01:29:31.170 --> 01:29:31.360]  eter
[01:29:31.360 --> 01:29:31.590]  a
[01:29:31.590 --> 01:29:31.640]   etc
[01:29:31.640 --> 01:29:31.790]  eter
[01:29:31.790 --> 01:29:31.840]  a
[01:29:31.840 --> 01:29:31.990]   And
[01:29:31.990 --> 01:29:32.140]  .
[01:29:32.140 --> 01:29:32.190]   I
[01:29:32.190 --> 01:29:32.390]   said
[01:29:32.390 --> 01:29:32.490]  ,
[01:29:32.490 --> 01:29:32.630]   but
[01:29:32.630 --> 01:29:32.790]   um
[01:29:32.790 --> 01:29:32.840]   I
[01:29:32.840 --> 01:29:32.910]   I
[01:29:32.910 --> 01:29:33.040]   said
[01:29:33.040 --> 01:29:33.140]  ,
[01:29:33.140 --> 01:29:33.240]   uh
[01:29:33.240 --> 01:29:33.340]   if
[01:29:33.340 --> 01:29:33.490]   you
[01:29:33.490 --> 01:29:33.690]   have
[01:29:33.690 --> 01:29:34.050]   fifteen
[01:29:34.050 --> 01:29:34.380]   minutes
[01:29:34.380 --> 01:29:34.450]   I
[01:29:34.450 --> 01:29:34.750]  'd
[01:29:34.750 --> 01:29:34.760]   love
[01:29:34.760 --> 01:29:34.860]   to
[01:29:34.860 --> 01:29:34.960]   ha
[01:29:34.960 --> 01:29:35.010]   I
[01:29:35.010 --> 01:29:35.100]  'd
[01:29:35.100 --> 01:29:35.390]   love
[01:29:35.390 --> 01:29:35.410]   to
[01:29:35.410 --> 01:29:35.610]   have
[01:29:35.610 --> 01:29:35.680]   a
[01:29:35.680 --> 01:29:35.970]   chance
[01:29:35.970 --> 01:29:36.070]   to
[01:29:36.070 --> 01:29:36.360]   talk
[01:29:36.360 --> 01:29:36.480]   with
[01:29:36.480 --> 01:29:36.620]   you
[01:29:36.620 --> 01:29:36.720]   if
[01:29:36.720 --> 01:29:36.820]   we
[01:29:36.820 --> 01:29:37.080]   could
[01:29:37.080 --> 01:29:37.180]   if
[01:29:37.180 --> 01:29:37.230]   I
[01:29:37.230 --> 01:29:37.490]   could
[01:29:37.490 --> 01:29:37.690]   just
[01:29:37.690 --> 01:29:37.890]   tell
[01:29:37.890 --> 01:29:38.090]   you
[01:29:38.090 --> 01:29:38.110]   a
[01:29:38.110 --> 01:29:38.400]   little
[01:29:38.400 --> 01:29:38.620]   more
[01:29:38.620 --> 01:29:38.920]   about
[01:29:38.920 --> 01:29:38.960]   it
[01:29:38.960 --> 01:29:40.050]  .
[01:29:40.050 --> 01:29:40.250]   And
[01:29:40.250 --> 01:29:40.430]   uh
[01:29:40.430 --> 01:29:40.790]   he
[01:29:40.790 --> 01:29:41.020]  's
[01:29:41.020 --> 01:29:41.150]   like
[01:29:41.150 --> 01:29:41.510]   this
[01:29:41.510 --> 01:29:42.060]   sounds
[01:29:42.060 --> 01:29:42.660]   really
[01:29:42.660 --> 01:29:42.660]  
[01:29:42.660 --> 01:29:42.780]   he
[01:29:42.780 --> 01:29:42.900]  's
[01:29:42.900 --> 01:29:43.160]   like
[01:29:43.160 --> 01:29:43.340]   why
[01:29:43.340 --> 01:29:43.530]   don
[01:29:43.530 --> 01:29:43.650]  't
[01:29:43.650 --> 01:29:43.770]   we
[01:29:43.770 --> 01:29:43.890]   uh
[01:29:43.890 --> 01:29:44.140]   meet
[01:29:44.140 --> 01:29:44.330]   for
[01:29:44.330 --> 01:29:44.450]   uh
[01:29:44.450 --> 01:29:44.850]   dinner
[01:29:44.850 --> 01:29:45.250]  .
[01:29:45.250 --> 01:29:45.250]   Uh
[01:29:45.250 --> 01:29:45.530]   when
[01:29:45.530 --> 01:29:45.820]   I
[01:29:45.820 --> 01:29:45.940]   when
[01:29:45.940 --> 01:29:46.010]   I
[01:29:46.010 --> 01:29:46.240]   was
[01:29:46.240 --> 01:29:46.470]   six
[01:29:46.470 --> 01:29:46.540]   I
[01:29:46.540 --> 01:29:46.770]   get
[01:29:46.770 --> 01:29:46.920]   in
[01:29:46.920 --> 01:29:47.230]   town
[01:29:47.230 --> 01:29:47.310]   I
[01:29:47.310 --> 01:29:47.450]  'm
[01:29:47.450 --> 01:29:47.980]   like
[01:29:47.980 --> 01:29:47.980]   let
[01:29:47.980 --> 01:29:48.090]  's
[01:29:48.090 --> 01:29:48.200]   do
[01:29:48.200 --> 01:29:48.310]   it
[01:29:48.310 --> 01:29:48.410]   so
[01:29:48.410 --> 01:29:48.670]   we
[01:29:48.670 --> 01:29:48.690]  're
[01:29:48.690 --> 01:29:48.960]   gonna
[01:29:48.960 --> 01:29:49.260]   have
[01:29:49.260 --> 01:29:49.510]   dinner
[01:29:49.510 --> 01:29:49.620]   on
[01:29:49.620 --> 01:29:50.000]   Tuesday
[01:29:50.000 --> 01:29:50.270]   night
[01:29:50.270 --> 01:29:50.510]   down
[01:29:50.510 --> 01:29:50.600]   at
[01:29:50.600 --> 01:29:51.090]   Argentine
[01:29:51.090 --> 01:29:51.530]   eighteen
[01:29:51.530 --> 01:29:51.890]   twelve
[01:29:51.890 --> 01:29:52.130]   where
[01:29:52.130 --> 01:29:52.240]   we
[01:29:52.240 --> 01:29:52.400]   had
[01:29:52.400 --> 01:29:52.560]   the
[01:29:52.560 --> 01:29:52.940]   texting
[01:29:52.940 --> 01:29:53.640]  . [SPEAKER_TURN]
[01:29:53.640 --> 01:29:56.700]   And
[01:29:56.700 --> 01:29:57.670]   I
[01:29:57.670 --> 01:30:01.700]   feel
[01:30:01.700 --> 01:30:05.870]   like
[01:30:05.870 --> 01:30:07.750]   if
[01:30:07.750 --> 01:30:08.760]   I
[01:30:08.760 --> 01:30:11.820]   can
[01:30:11.820 --> 01:30:12.200]   uh
[01:30:13.140 --> 01:30:12.370]   if
[01:30:12.370 --> 01:30:12.440]   I
[01:30:12.440 --> 01:30:13.220]   can
[01:30:13.220 --> 01:30:13.240]   really
[01:30:13.240 --> 01:30:13.300]   l
[01:30:13.300 --> 01:30:13.640]   have
[01:30:13.640 --> 01:30:13.830]   time
[01:30:13.830 --> 01:30:14.080]   to
[01:30:14.080 --> 01:30:14.400]   lay
[01:30:14.400 --> 01:30:14.830]   out
[01:30:14.830 --> 01:30:14.930]   the
[01:30:14.930 --> 01:30:15.390]   whole
[01:30:15.390 --> 01:30:15.870]   vision
[01:30:15.870 --> 01:30:16.130]   and
[01:30:16.130 --> 01:30:16.990]   everything
[01:30:16.990 --> 01:30:17.330]   that
[01:30:17.330 --> 01:30:17.680]   that
[01:30:17.680 --> 01:30:17.840]   he
[01:30:17.840 --> 01:30:18.180]  'll
[01:30:19.360 --> 01:30:19.430]  
[01:30:19.430 --> 01:30:19.470]   he
[01:30:19.470 --> 01:30:19.640]  'll
[01:30:19.640 --> 01:30:19.860]   most
[01:30:19.860 --> 01:30:20.200]   likely
[01:30:20.200 --> 01:30:20.370]   you
[01:30:20.370 --> 01:30:20.630]   know
[01:30:20.630 --> 01:30:20.760]   buy
[01:30:20.760 --> 01:30:20.980]   into
[01:30:20.980 --> 01:30:21.090]   it
[01:30:21.090 --> 01:30:21.280]   and
[01:30:21.280 --> 01:30:21.480]   then
[01:30:21.480 --> 01:30:21.590]   we
[01:30:21.590 --> 01:30:21.760]   can
[01:30:21.760 --> 01:30:21.980]   lock
[01:30:21.980 --> 01:30:22.200]   this
[01:30:22.200 --> 01:30:22.480]   thing
[01:30:22.480 --> 01:30:22.590]   in
[01:30:22.590 --> 01:30:22.760]   for
[01:30:22.760 --> 01:30:22.930]   the
[01:30:22.930 --> 01:30:23.150]   next
[01:30:23.150 --> 01:30:23.440]   three
[01:30:23.440 --> 01:30:23.880]   years
[01:30:23.880 --> 01:30:23.880]  .
[01:30:23.880 --> 01:30:24.190]   So
[01:30:24.190 --> 01:30:24.210]   that
[01:30:24.210 --> 01:30:24.320]  's
[01:30:24.320 --> 01:30:24.600]   six
[01:30:24.600 --> 01:30:24.650]   se
[01:30:24.650 --> 01:30:24.710]   so
[01:30:24.710 --> 01:30:24.760]   w
[01:30:24.760 --> 01:30:24.880]   so
[01:30:24.880 --> 01:30:25.100]   that
[01:30:25.100 --> 01:30:25.140]   I
[01:30:25.140 --> 01:30:25.300]  'll
[01:30:25.300 --> 01:30:25.590]   know
[01:30:25.590 --> 01:30:25.870]   after
[01:30:25.870 --> 01:30:26.200]   Tuesday
[01:30:26.200 --> 01:30:26.490]   night
[01:30:26.490 --> 01:30:26.650]   you
[01:30:26.650 --> 01:30:26.870]   know
[01:30:26.870 --> 01:30:27.040]   how
[01:30:27.040 --> 01:30:27.480]   that
[01:30:27.480 --> 01:30:27.480]   goes
[01:30:27.480 --> 01:30:27.650]   and
[01:30:27.650 --> 01:30:28.040]   also
[01:30:28.040 --> 01:30:28.120]   you
[01:30:28.120 --> 01:30:28.380]   should
[01:30:28.380 --> 01:30:28.600]   know
[01:30:28.600 --> 01:30:28.950]   pretty
[01:30:28.950 --> 01:30:29.160]   soon
[01:30:29.160 --> 01:30:29.550]   whether
[01:30:29.550 --> 01:30:29.890]   Nicole
[01:30:29.890 --> 01:30:30.000]   is
[01:30:30.000 --> 01:30:30.270]   gonna
[01:30:30.270 --> 01:30:30.550]   stay
[01:30:30.550 --> 01:30:30.610]   or
[01:30:30.610 --> 01:30:30.780]   not
[01:30:30.780 --> 01:30:30.950]  .
[01:30:30.950 --> 01:30:31.000]   I
[01:30:31.000 --> 01:30:31.170]   was
[01:30:31.170 --> 01:30:31.390]   told
[01:30:31.390 --> 01:30:31.780]   parents
[01:30:31.780 --> 01:30:31.830]   I
[01:30:31.830 --> 01:30:31.940]  'm
[01:30:31.940 --> 01:30:32.160]   like
[01:30:32.160 --> 01:30:32.330]   she
[01:30:32.330 --> 01:30:32.550]  's
[01:30:32.550 --> 01:30:32.700]   like
[01:30:32.700 --> 01:30:32.830]   you
[01:30:32.830 --> 01:30:33.080]   know
[01:30:33.080 --> 01:30:33.080]   she
[01:30:33.080 --> 01:30:33.660]   and
[01:30:33.660 --> 01:30:33.670]   Riley
[01:30:33.670 --> 01:30:33.840]   are
[01:30:33.840 --> 01:30:34.070]   like
[01:30:34.070 --> 01:30:34.230]   our
[01:30:34.230 --> 01:30:34.570]   number
[01:30:34.570 --> 01:30:34.760]   one
[01:30:34.760 --> 01:30:35.080]   number
[01:30:35.080 --> 01:30:35.250]   two
[01:30:35.250 --> 01:30:35.530]   draft
[01:30:35.530 --> 01:30:35.810]   picks
[01:30:35.810 --> 01:30:35.980]  .
[01:30:35.980 --> 01:30:36.040]   I
[01:30:36.040 --> 01:30:36.250]   mean
[01:30:36.250 --> 01:30:36.470]   they
[01:30:36.470 --> 01:30:37.330]   are
[01:30:37.330 --> 01:30:37.330]   he
[01:30:37.330 --> 01:30:37.900]  's
[01:30:37.900 --> 01:30:38.360]   super
[01:30:38.360 --> 01:30:39.200]   sharp
[01:30:39.200 --> 01:30:39.600]   and
[01:30:39.600 --> 01:30:39.690]   I
[01:30:39.690 --> 01:30:39.690]  'm
[01:30:39.690 --> 01:30:39.900]   telling
[01:30:39.900 --> 01:30:40.360]   you
[01:30:40.360 --> 01:30:40.460]   take
[01:30:40.460 --> 01:30:40.500]   her
[01:30:40.500 --> 01:30:40.600]   to
[01:30:40.600 --> 01:30:40.830]   Blair
[01:30:40.830 --> 01:30:40.970]   and
[01:30:40.970 --> 01:30:41.110]   she
[01:30:41.110 --> 01:30:41.210]  's
[01:30:41.210 --> 01:30:41.440]   gonna
[01:30:41.440 --> 01:30:41.530]   be
[01:30:41.530 --> 01:30:41.770]   doing
[01:30:41.770 --> 01:30:42.210]   fractions
[01:30:42.210 --> 01:30:42.350]   for
[01:30:42.350 --> 01:30:42.490]   our
[01:30:42.490 --> 01:30:42.820]   next
[01:30:42.820 --> 01:30:42.890]   few
[01:30:42.890 --> 01:30:43.060]   years
[01:30:43.060 --> 01:30:43.720]  . [SPEAKER_TURN]
[01:30:43.720 --> 01:30:43.880]   M
[01:30:43.880 --> 01:30:44.040]  m
[01:30:44.040 --> 01:30:44.200]  -
[01:30:44.200 --> 01:30:44.360]  h
[01:30:44.360 --> 01:30:44.690]  mm
[01:30:44.690 --> 01:30:45.220]  .
[01:30:45.220 --> 01:30:45.220]  
[01:30:45.220 --> 01:30:45.400]   M
[01:30:45.400 --> 01:30:45.400]  m
[01:30:45.400 --> 01:30:45.490]  -
[01:30:45.490 --> 01:30:45.760]  h
[01:30:45.760 --> 01:30:45.840]  mm
[01:30:45.840 --> 01:30:46.060]  .
[01:30:46.060 --> 01:30:47.010]   Who
[01:30:47.010 --> 01:30:47.640]  's
[01:30:47.640 --> 01:30:49.230]   Patch
[01:30:49.230 --> 01:30:51.010]   Adams
[01:30:51.010 --> 01:30:51.800]  ? [SPEAKER_TURN]
[01:30:51.800 --> 01:30:52.890]   M
[01:30:52.890 --> 01:30:53.850]  m
[01:30:53.850 --> 01:30:54.870]  -
[01:30:54.870 --> 01:30:55.930]  h
[01:30:55.930 --> 01:30:57.940]  mm
[01:30:57.940 --> 01:31:01.060]  .
[01:31:01.060 --> 01:31:02.250]   Uh
[01:31:02.250 --> 01:31:02.560]  -
[01:31:02.560 --> 01:31:03.150]  h
[01:31:03.150 --> 01:31:04.250]  uh
[01:31:04.250 --> 01:31:05.660]  . [SPEAKER_TURN]
[01:31:07.500 --> 01:31:07.560]  
[01:31:07.560 --> 01:31:07.600]   Uh
[01:31:07.600 --> 01:31:07.960]   yeah
[01:31:07.960 --> 01:31:08.020]   yeah
[01:31:08.020 --> 01:31:08.070]   I
[01:31:08.070 --> 01:31:08.340]   mean
[01:31:08.340 --> 01:31:08.380]   it
[01:31:08.380 --> 01:31:08.690]   that
[01:31:08.690 --> 01:31:08.720]  's
[01:31:08.720 --> 01:31:08.930]   one
[01:31:08.930 --> 01:31:09.010]   one
[01:31:09.010 --> 01:31:09.110]   of
[01:31:09.110 --> 01:31:09.270]   the
[01:31:09.270 --> 01:31:09.630]   reasons
[01:31:09.630 --> 01:31:09.710]   well
[01:31:09.710 --> 01:31:10.110]   I
[01:31:10.110 --> 01:31:10.220]   mean
[01:31:10.220 --> 01:31:10.380]   there
[01:31:10.380 --> 01:31:10.480]  's
[01:31:10.480 --> 01:31:10.530]   a
[01:31:10.530 --> 01:31:10.690]   lot
[01:31:10.690 --> 01:31:10.790]   of
[01:31:10.790 --> 01:31:11.160]   reasons
[01:31:11.160 --> 01:31:11.320]   why
[01:31:11.320 --> 01:31:11.370]   I
[01:31:11.370 --> 01:31:11.630]   don
[01:31:11.630 --> 01:31:11.630]  't
[01:31:11.630 --> 01:31:11.790]   want
[01:31:11.790 --> 01:31:11.990]   the
[01:31:11.990 --> 01:31:12.420]   kids
[01:31:12.420 --> 01:31:12.480]   leave
[01:31:12.480 --> 01:31:12.530]   I
[01:31:12.530 --> 01:31:12.740]   want
[01:31:12.740 --> 01:31:12.900]   the
[01:31:12.900 --> 01:31:13.060]   kid
[01:31:13.060 --> 01:31:13.110]   I
[01:31:13.110 --> 01:31:13.320]   have
[01:31:13.320 --> 01:31:13.440]   so
[01:31:13.440 --> 01:31:13.680]   much
[01:31:13.680 --> 01:31:13.950]   vested
[01:31:13.950 --> 01:31:14.050]   in
[01:31:14.050 --> 01:31:14.220]   the
[01:31:14.220 --> 01:31:14.430]   kids
[01:31:14.430 --> 01:31:14.640]   that
[01:31:14.640 --> 01:31:14.680]   I
[01:31:14.680 --> 01:31:14.890]   want
[01:31:14.890 --> 01:31:14.990]   to
[01:31:14.990 --> 01:31:15.260]   leave
[01:31:15.260 --> 01:31:15.420]   but
[01:31:15.420 --> 01:31:15.630]   part
[01:31:15.630 --> 01:31:15.730]   of
[01:31:15.730 --> 01:31:15.830]   it
[01:31:15.830 --> 01:31:15.950]   is
[01:31:15.950 --> 01:31:16.140]   like
[01:31:16.140 --> 01:31:16.300]   you
[01:31:16.300 --> 01:31:16.590]   know
[01:31:16.590 --> 01:31:16.610]   it
[01:31:16.610 --> 01:31:16.710]   it
[01:31:16.710 --> 01:31:16.810]  's
[01:31:16.810 --> 01:31:17.020]   like
[01:31:17.020 --> 01:31:17.120]   it
[01:31:17.120 --> 01:31:17.220]  's
[01:31:17.220 --> 01:31:17.400]   one
[01:31:17.400 --> 01:31:17.750]   thing
[01:31:17.750 --> 01:31:17.760]   to
[01:31:17.760 --> 01:31:17.910]   say
[01:31:17.910 --> 01:31:18.120]   well
[01:31:18.120 --> 01:31:18.170]   I
[01:31:18.170 --> 01:31:18.380]   have
[01:31:18.380 --> 01:31:18.650]   these
[01:31:18.650 --> 01:31:18.810]   two
[01:31:18.810 --> 01:31:19.070]   three
[01:31:19.070 --> 01:31:19.400]   really
[01:31:19.400 --> 01:31:19.730]   bright
[01:31:19.730 --> 01:31:20.000]   kids
[01:31:20.000 --> 01:31:20.090]   and
[01:31:20.090 --> 01:31:20.140]   I
[01:31:20.140 --> 01:31:20.460]   taught
[01:31:20.460 --> 01:31:20.510]   '
[01:31:20.510 --> 01:31:20.770]  em
[01:31:20.770 --> 01:31:20.980]   all
[01:31:20.980 --> 01:31:20.990]   this
[01:31:20.990 --> 01:31:21.410]   advanced
[01:31:21.410 --> 01:31:21.650]   math
[01:31:21.650 --> 01:31:21.720]   be
[01:31:21.720 --> 01:31:21.930]   like
[01:31:21.930 --> 01:31:22.140]   okay
[01:31:22.140 --> 01:31:22.350]   yeah
[01:31:22.350 --> 01:31:22.400]   I
[01:31:22.400 --> 01:31:22.610]   mean
[01:31:22.610 --> 01:31:22.820]   that
[01:31:22.820 --> 01:31:22.920]  's
[01:31:22.920 --> 01:31:23.080]   you
[01:31:23.080 --> 01:31:23.240]  're
[01:31:23.240 --> 01:31:23.390]   not
[01:31:23.390 --> 01:31:23.830]   really
[01:31:23.830 --> 01:31:24.090]   proving
[01:31:24.090 --> 01:31:24.520]   anything
[01:31:24.520 --> 01:31:24.670]   you
[01:31:24.670 --> 01:31:24.890]   know
[01:31:24.890 --> 01:31:25.770]  .
[01:31:25.770 --> 01:31:25.850]   But
[01:31:25.850 --> 01:31:25.890]   if
[01:31:25.890 --> 01:31:25.950]   I
[01:31:25.950 --> 01:31:26.200]   have
[01:31:26.200 --> 01:31:26.260]   a
[01:31:26.260 --> 01:31:26.570]   whole
[01:31:26.570 --> 01:31:26.880]   class
[01:31:26.880 --> 01:31:27.000]   of
[01:31:27.000 --> 01:31:27.300]   kids
[01:31:27.300 --> 01:31:27.480]   it
[01:31:27.480 --> 01:31:27.650]   it
