
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.310]   Just
[01:22:51.670 --> 01:22:52.020]   doesn
[01:22:52.020 --> 01:22:52.150]  't
[01:22:52.150 --> 01:22:52.510]   make
[01:22:52.510 --> 01:22:52.560]   a
[01:22:52.560 --> 01:22:52.930]   sense
[01:22:52.930 --> 01:22:53.720]  . [SPEAKER_TURN]
[01:22:53.720 --> 01:22:56.570]   M
[01:22:56.570 --> 01:22:59.390]  m
[01:22:59.390 --> 01:23:07.880]  .
[01:23:07.880 --> 01:23:07.880]  
[01:23:07.880 --> 01:23:08.110]   much
[01:23:08.110 --> 01:23:08.220]   uh
[01:23:08.220 --> 01:23:08.270]   a
[01:23:08.270 --> 01:23:08.320]   a
[01:23:08.320 --> 01:23:08.490]   really
[01:23:08.490 --> 01:23:08.890]   good
[01:23:08.890 --> 01:23:09.630]   public
[01:23:09.630 --> 01:23:09.720]   vetting
[01:23:09.720 --> 01:23:10.030]   process
[01:23:10.030 --> 01:23:10.200]  .
[01:23:10.200 --> 01:23:10.430]   This
[01:23:10.430 --> 01:23:10.720]   stuff
[01:23:10.720 --> 01:23:10.820]   ha
[01:23:10.820 --> 01:23:11.290]   patents
[01:23:11.290 --> 01:23:11.460]   have
[01:23:11.460 --> 01:23:11.570]   to
[01:23:11.570 --> 01:23:11.680]   be
[01:23:11.680 --> 01:23:12.020]   able
[01:23:12.020 --> 01:23:12.110]   to
[01:23:12.110 --> 01:23:12.140]   be
[01:23:12.140 --> 01:23:12.300]   put
[01:23:12.300 --> 01:23:12.470]   out
[01:23:12.470 --> 01:23:12.580]   in
[01:23:12.580 --> 01:23:12.890]   front
[01:23:12.890 --> 01:23:12.980]   of
[01:23:12.980 --> 01:23:13.150]   the
[01:23:13.150 --> 01:23:13.490]   public
[01:23:13.490 --> 01:23:13.660]   and
[01:23:13.660 --> 01:23:13.950]   there
[01:23:13.950 --> 01:23:14.230]  'll
[01:23:14.230 --> 01:23:14.300]   be
[01:23:14.300 --> 01:23:14.460]   like
[01:23:14.460 --> 01:23:14.510]   a
[01:23:14.510 --> 01:23:14.680]   you
[01:23:14.680 --> 01:23:14.960]   know
[01:23:14.960 --> 01:23:15.020]   a
[01:23:15.020 --> 01:23:15.130]   six
[01:23:15.130 --> 01:23:15.420]   month
[01:23:15.420 --> 01:23:15.710]   thing
[01:23:15.710 --> 01:23:16.000]   where
[01:23:16.000 --> 01:23:16.170]   you
[01:23:16.170 --> 01:23:16.420]   know
[01:23:16.420 --> 01:23:16.450]   i
[01:23:16.450 --> 01:23:16.500]   i
[01:23:16.500 --> 01:23:16.610]   it
[01:23:16.610 --> 01:23:16.900]   could
[01:23:16.900 --> 01:23:17.130]   be
[01:23:17.130 --> 01:23:17.350]   public
[01:23:17.350 --> 01:23:17.750]   comment
[01:23:17.750 --> 01:23:17.920]  .
[01:23:17.920 --> 01:23:18.050]   So
[01:23:18.050 --> 01:23:18.120]   it
[01:23:18.120 --> 01:23:18.150]  's
[01:23:18.150 --> 01:23:18.650]   like
[01:23:18.650 --> 01:23:18.820]   people
[01:23:18.820 --> 01:23:18.990]   can
[01:23:18.990 --> 01:23:19.160]   say
[01:23:19.160 --> 01:23:19.390]   this
[01:23:19.390 --> 01:23:19.500]   is
[01:23:19.500 --> 01:23:19.660]   you
[01:23:19.660 --> 01:23:19.710]   know
[01:23:19.710 --> 01:23:20.130]   just
[01:23:20.130 --> 01:23:20.360]   like
[01:23:20.360 --> 01:23:20.620]   a
[01:23:20.620 --> 01:23:20.700]   stack
[01:23:20.700 --> 01:23:21.160]   overflow
[01:23:21.160 --> 01:23:21.270]   or
[01:23:21.270 --> 01:23:21.810]   something
[01:23:21.810 --> 01:23:22.070]   right
[01:23:22.070 --> 01:23:22.190]  ,
[01:23:22.190 --> 01:23:22.240]   I
[01:23:22.240 --> 01:23:22.470]   mean
[01:23:22.470 --> 01:23:22.520]   I
[01:23:22.520 --> 01:23:22.630]   th
[01:23:22.630 --> 01:23:22.680]   I
[01:23:22.680 --> 01:23:23.140]   remember
[01:23:23.140 --> 01:23:23.370]   them
[01:23:23.370 --> 01:23:23.770]   talking
[01:23:23.770 --> 01:23:24.140]   about
[01:23:24.140 --> 01:23:24.580]   something
[01:23:24.580 --> 01:23:24.790]   like
[01:23:24.790 --> 01:23:25.090]   that
[01:23:25.090 --> 01:23:25.210]   but
[01:23:25.210 --> 01:23:25.370]  ,
[01:23:25.370 --> 01:23:25.400]   I
[01:23:25.400 --> 01:23:25.540]   don
[01:23:25.540 --> 01:23:25.650]  't
[01:23:25.650 --> 01:23:25.930]   know
[01:23:25.930 --> 01:23:25.990]   if
[01:23:25.990 --> 01:23:26.450]   anything
[01:23:26.450 --> 01:23:26.910]   happened
[01:23:26.910 --> 01:23:27.980]  . [SPEAKER_TURN]
[01:23:27.980 --> 01:23:32.400]   But
[01:23:32.400 --> 01:23:33.220]   why
[01:23:33.220 --> 01:23:33.740]   th
[01:23:33.740 --> 01:23:33.740]   th
[01:23:33.740 --> 01:23:33.740]   th
[01:23:33.740 --> 01:23:33.740]   th [SPEAKER_TURN]
[01:23:36.820 --> 01:23:36.860]  
[01:23:36.860 --> 01:23:37.050]   Adam
[01:23:37.050 --> 01:23:37.220]   Car
[01:23:37.220 --> 01:23:37.450]  olla
[01:23:37.450 --> 01:23:37.620]   has
[01:23:37.620 --> 01:23:37.680]   a
[01:23:37.680 --> 01:23:37.850]   lot
[01:23:37.850 --> 01:23:37.960]   of
[01:23:37.960 --> 01:23:38.490]   listeners
[01:23:38.490 --> 01:23:38.660]  .
[01:23:38.660 --> 01:23:38.940]   Yes
[01:23:38.940 --> 01:23:38.980]  ,
[01:23:38.980 --> 01:23:39.050]   he
[01:23:39.050 --> 01:23:39.160]  's
[01:23:39.160 --> 01:23:39.510]   really
[01:23:39.510 --> 01:23:39.620]   he
[01:23:39.620 --> 01:23:39.730]  's
[01:23:39.730 --> 01:23:39.950]   he
[01:23:39.950 --> 01:23:39.950]  's
[01:23:39.950 --> 01:23:40.120]   the
[01:23:40.120 --> 01:23:40.350]   most
[01:23:40.350 --> 01:23:40.760]   popular
[01:23:40.760 --> 01:23:40.830]   I
[01:23:40.830 --> 01:23:41.130]   think
[01:23:41.130 --> 01:23:41.220]   he
[01:23:41.220 --> 01:23:41.330]  's
[01:23:41.330 --> 01:23:41.550]   the
[01:23:41.550 --> 01:23:41.730]   most
[01:23:41.730 --> 01:23:42.140]   popular
[01:23:42.140 --> 01:23:42.550]   podcast
[01:23:42.550 --> 01:23:42.660]   on
[01:23:42.660 --> 01:23:42.830]   the
[01:23:42.830 --> 01:23:43.000]   web
[01:23:43.000 --> 01:23:43.410]   right
[01:23:43.410 --> 01:23:43.460]   now
[01:23:43.460 --> 01:23:43.630]  .
[01:23:43.630 --> 01:23:43.850]   So
[01:23:43.850 --> 01:23:43.920]   he
[01:23:43.920 --> 01:23:44.020]   has
[01:23:44.020 --> 01:23:44.250]   some
[01:23:44.250 --> 01:23:44.310]   I
[01:23:44.310 --> 01:23:44.600]   think
[01:23:44.600 --> 01:23:44.720]   he
[01:23:44.720 --> 01:23:44.820]   ma
[01:23:44.820 --> 01:23:44.930]   he
[01:23:44.930 --> 01:23:45.040]  's
[01:23:45.040 --> 01:23:45.390]   making
[01:23:45.390 --> 01:23:45.500]   it
[01:23:45.500 --> 01:23:45.770]   some
[01:23:45.770 --> 01:23:45.960]   some
[01:23:45.960 --> 01:23:46.190]   good
[01:23:46.190 --> 01:23:46.420]   cash
[01:23:46.420 --> 01:23:46.590]  .
[01:23:46.590 --> 01:23:46.650]   I
[01:23:46.650 --> 01:23:46.880]   mean
[01:23:46.880 --> 01:23:46.940]   I
[01:23:46.940 --> 01:23:47.170]   know
[01:23:47.170 --> 01:23:47.280]   Le
[01:23:47.280 --> 01:23:47.450]  ila
[01:23:47.450 --> 01:23:47.680]   Port
[01:23:47.680 --> 01:23:47.970]   makes
[01:23:47.970 --> 01:23:48.030]   a
[01:23:48.030 --> 01:23:48.200]   lot
[01:23:48.200 --> 01:23:48.310]   of
[01:23:48.310 --> 01:23:48.670]   money
[01:23:48.670 --> 01:23:48.770]   and
[01:23:48.770 --> 01:23:48.880]   he
[01:23:48.880 --> 01:23:48.990]  's
[01:23:48.990 --> 01:23:49.160]   not
[01:23:49.160 --> 01:23:49.330]   nearly
[01:23:49.330 --> 01:23:49.790]   as
[01:23:49.790 --> 01:23:49.850]   big
[01:23:49.850 --> 01:23:49.900]   as
[01:23:49.900 --> 01:23:50.010]   uh
[01:23:50.010 --> 01:23:50.190]   Car
[01:23:50.190 --> 01:23:50.410]  olla
[01:23:50.410 --> 01:23:50.750]   You
[01:23:50.750 --> 01:23:50.940]  .
[01:23:50.940 --> 01:23:50.980]   know
[01:23:50.980 --> 01:23:51.240]   Adam
[01:23:51.240 --> 01:23:51.380]   Car
[01:23:51.380 --> 01:23:51.670]  olla
[01:23:51.670 --> 01:23:51.720]   is
[01:23:51.720 --> 01:23:51.890]  ?
[01:23:51.890 --> 01:23:52.000]   He
[01:23:52.000 --> 01:23:52.050]   used
[01:23:52.050 --> 01:23:52.340]   to
[01:23:52.340 --> 01:23:52.450]   do
[01:23:52.450 --> 01:23:52.840]   Love
[01:23:52.840 --> 01:23:52.910]   Line
[01:23:52.910 --> 01:23:53.140]   that
[01:23:53.140 --> 01:23:53.430]   maybe
[01:23:53.430 --> 01:23:53.640]   that
[01:23:53.640 --> 01:23:54.000]   that
[01:23:54.000 --> 01:23:54.010]  's
[01:23:54.010 --> 01:23:54.110]   is
[01:23:54.110 --> 01:23:54.270]   for
[01:23:54.270 --> 01:23:54.380]   an
[01:23:54.380 --> 01:23:54.490]   uh
[01:23:54.490 --> 01:23:54.730]   it
[01:23:54.730 --> 01:23:54.900]   would
[01:23:54.900 --> 01:23:55.040]   go
[01:23:55.040 --> 01:23:55.120]   in
[01:23:55.120 --> 01:23:55.180]   K
[01:23:55.180 --> 01:23:55.230]  _
[01:23:55.230 --> 01:23:55.280]  R
[01:23:55.280 --> 01:23:55.390]  OC
[01:23:55.390 --> 01:23:55.680]   at
[01:23:55.680 --> 01:23:55.790]   night
[01:23:55.790 --> 01:23:55.960]   and
[01:23:55.960 --> 01:23:56.190]   they
[01:23:56.190 --> 01:23:56.420]   they
[01:23:56.420 --> 01:23:56.660]   they
[01:23:56.660 --> 01:23:56.820]   had
[01:23:56.820 --> 01:23:56.930]   M
[01:23:56.930 --> 01:23:56.960]  _
[01:23:56.960 --> 01:23:56.980]  T
[01:23:56.980 --> 01:23:57.030]  _
[01:23:57.030 --> 01:23:57.080]  V
[01:23:57.080 --> 01:23:57.170]  _
[01:23:57.170 --> 01:23:57.540]   version
[01:23:57.540 --> 01:23:57.650]   of
[01:23:57.650 --> 01:23:57.760]   it
[01:23:57.760 --> 01:23:57.930]   for
[01:23:57.930 --> 01:23:57.990]   a
[01:23:57.990 --> 01:23:58.280]   while
[01:23:58.280 --> 01:23:59.980]  . [SPEAKER_TURN]
[01:23:59.980 --> 01:24:00.090]   he
[01:24:00.090 --> 01:24:00.200]  's
[01:24:00.200 --> 01:24:00.370]   not
[01:24:00.370 --> 01:24:00.520]   it
[01:24:00.520 --> 01:24:00.590]  's
[01:24:00.590 --> 01:24:00.760]   not
[01:24:00.760 --> 01:24:00.990]   tech
[01:24:00.990 --> 01:24:01.410]   related
[01:24:01.410 --> 01:24:01.500]  ,
[01:24:01.500 --> 01:24:01.610]   it
[01:24:01.610 --> 01:24:01.720]  's
[01:24:01.720 --> 01:24:01.950]   just
[01:24:01.950 --> 01:24:02.180]   like
[01:24:02.180 --> 01:24:02.400]   uh
[01:24:02.400 --> 01:24:02.430]   he
[01:24:02.430 --> 01:24:02.510]  's
[01:24:02.510 --> 01:24:02.560]   a
[01:24:02.560 --> 01:24:02.730]   com
[01:24:02.730 --> 01:24:02.840]   oh
[01:24:02.840 --> 01:24:03.120]   okay
[01:24:03.120 --> 01:24:03.180]  ,
[01:24:03.180 --> 01:24:03.460]   right
[01:24:03.460 --> 01:24:04.180]  . [SPEAKER_TURN]
[01:24:04.180 --> 01:24:04.370]   did
[01:24:04.370 --> 01:24:04.570]   the
[01:24:04.570 --> 01:24:04.750]   man
[01:24:04.750 --> 01:24:05.000]   show
[01:24:05.000 --> 01:24:05.270]   with
[01:24:05.270 --> 01:24:05.400]   oh
[01:24:05.400 --> 01:24:05.660]   okay
[01:24:05.660 --> 01:24:06.360]  , [SPEAKER_TURN]
[01:24:06.440 --> 01:24:06.440]  
[01:24:06.440 --> 01:24:06.560]   with
[01:24:06.560 --> 01:24:06.620]   an
[01:24:06.620 --> 01:24:06.710]   eye
[01:24:06.710 --> 01:24:06.930]   showing
[01:24:06.930 --> 01:24:06.990]   up
[01:24:06.990 --> 01:24:07.380]  . [SPEAKER_TURN]
[01:24:07.380 --> 01:24:07.690]   what
[01:24:07.690 --> 01:24:07.830]  's
[01:24:07.830 --> 01:24:07.980]   uh
[01:24:07.980 --> 01:24:08.300]   what
[01:24:08.300 --> 01:24:08.450]  's
[01:24:08.450 --> 01:24:08.680]   his
[01:24:08.680 --> 01:24:08.860]   name
[01:24:08.860 --> 01:24:09.140]   um
[01:24:09.140 --> 01:24:09.580]   like
[01:24:09.580 --> 01:24:09.680]   and
[01:24:09.680 --> 01:24:09.830]   uh
[01:24:09.830 --> 01:24:10.140]   what
[01:24:10.140 --> 01:24:10.290]  's
[01:24:10.290 --> 01:24:10.600]   that
[01:24:10.600 --> 01:24:10.980]   guy
[01:24:10.980 --> 01:24:11.070]   uh
[01:24:11.070 --> 01:24:11.370]   there
[01:24:11.370 --> 01:24:11.380]  's
[01:24:11.380 --> 01:24:12.000]   you
[01:24:12.000 --> 01:24:12.140]   watch
[01:24:12.140 --> 01:24:12.210]   T
[01:24:12.210 --> 01:24:12.280]  _
[01:24:12.280 --> 01:24:12.350]  V
[01:24:12.350 --> 01:24:12.420]  _
[01:24:12.420 --> 01:24:13.120]   sometimes
[01:24:13.120 --> 01:24:13.440]  ,
[01:24:13.440 --> 01:24:13.940]   Kimmel
[01:24:13.940 --> 01:24:14.070]  .
[01:24:14.070 --> 01:24:14.210]   He
[01:24:14.210 --> 01:24:14.490]   went
[01:24:14.490 --> 01:24:14.870]   Jimmy
[01:24:14.870 --> 01:24:15.260]   Kimmel
[01:24:15.260 --> 01:24:15.390]   he
[01:24:15.390 --> 01:24:15.630]   and
[01:24:15.630 --> 01:24:16.080]   Jimmy
[01:24:16.080 --> 01:24:16.380]   Kimmel
[01:24:16.380 --> 01:24:16.610]   did
[01:24:16.610 --> 01:24:16.800]   the
[01:24:16.800 --> 01:24:17.010]   man
[01:24:17.010 --> 01:24:17.290]   show
[01:24:17.290 --> 01:24:17.500]   and
[01:24:17.500 --> 01:24:17.630]   uh
[01:24:17.630 --> 01:24:17.770]   he
[01:24:17.770 --> 01:24:17.950]   he
[01:24:17.950 --> 01:24:18.130]   was
[01:24:18.130 --> 01:24:18.270]   in
[01:24:18.270 --> 01:24:18.550]   Love
[01:24:18.550 --> 01:24:18.830]   Line
[01:24:18.830 --> 01:24:19.020]   for
[01:24:19.020 --> 01:24:19.390]   like
[01:24:19.390 --> 01:24:19.470]   I
[01:24:19.470 --> 01:24:19.740]   dunno
[01:24:19.740 --> 01:24:20.090]   eight
[01:24:20.090 --> 01:24:20.220]   or
[01:24:20.220 --> 01:24:20.450]   ten
[01:24:20.450 --> 01:24:20.790]   years
[01:24:20.790 --> 01:24:21.070]   with
[01:24:21.070 --> 01:24:21.210]   Dr
[01:24:21.210 --> 01:24:21.420]  .
[01:24:21.420 --> 01:24:21.700]   Drew
[01:24:21.700 --> 01:24:22.000]   You
[01:24:22.000 --> 01:24:22.120]  've
[01:24:22.120 --> 01:24:22.330]  .
[01:24:22.330 --> 01:24:22.680]   heard
[01:24:22.680 --> 01:24:22.820]   Dr
[01:24:22.820 --> 01:24:23.030]  .
[01:24:23.030 --> 01:24:23.410]   Drew
[01:24:23.410 --> 01:24:23.520]  ?
[01:24:23.520 --> 01:24:23.660]   Do
[01:24:23.660 --> 01:24:23.870]   you
[01:24:23.870 --> 01:24:24.150]   know
[01:24:24.150 --> 01:24:24.380]   who
[01:24:24.380 --> 01:24:24.500]   he
[01:24:24.500 --> 01:24:24.640]   is
[01:24:24.640 --> 01:24:24.850]  ?
[01:24:24.850 --> 01:24:24.990]   He
[01:24:24.990 --> 01:24:25.180]  's
[01:24:25.180 --> 01:24:25.200]   a
[01:24:25.200 --> 01:24:25.480]   like
[01:24:25.480 --> 01:24:26.110]   celebrity
[01:24:26.110 --> 01:24:26.460]   rehab
[01:24:26.460 --> 01:24:26.670]   and
[01:24:26.670 --> 01:24:26.880]   all
[01:24:26.880 --> 01:24:27.160]   that
[01:24:27.160 --> 01:24:27.440]   kind
[01:24:27.440 --> 01:24:27.550]   of
[01:24:27.550 --> 01:24:28.130]   stuff
[01:24:28.130 --> 01:24:28.140]  .
[01:24:28.140 --> 01:24:28.420]   Yeah
[01:24:28.420 --> 01:24:28.750]  .
[01:24:28.750 --> 01:24:28.870]   So
[01:24:28.870 --> 01:24:28.910]   uh
[01:24:28.910 --> 01:24:29.330]   anyway
[01:24:29.330 --> 01:24:29.470]   he
[01:24:29.470 --> 01:24:29.820]   makes
[01:24:29.820 --> 01:24:29.960]   um
[01:24:29.960 --> 01:24:30.240]   Adam
[01:24:30.240 --> 01:24:30.450]   Car
[01:24:30.450 --> 01:24:30.730]  olla
[01:24:30.730 --> 01:24:31.120]   makes
[01:24:31.120 --> 01:24:31.350]   some
[01:24:31.350 --> 01:24:32.300]   good [SPEAKER_TURN]
[01:24:33.180 --> 01:24:33.180]  
[01:24:33.180 --> 01:24:33.470]   there
[01:24:33.470 --> 01:24:33.570]  's
[01:24:33.570 --> 01:24:33.620]   a
[01:24:33.620 --> 01:24:33.840]   show
[01:24:33.840 --> 01:24:33.890]   I
[01:24:33.890 --> 01:24:34.210]   wanted
[01:24:34.210 --> 01:24:34.330]   to
[01:24:34.330 --> 01:24:34.550]   tell
[01:24:34.550 --> 01:24:34.710]   you
[01:24:34.710 --> 01:24:35.020]   about
[01:24:35.020 --> 01:24:35.210]   that
[01:24:35.210 --> 01:24:35.330]   we
[01:24:35.330 --> 01:24:35.480]  've
[01:24:35.480 --> 01:24:35.870]   started
[01:24:35.870 --> 01:24:36.320]   watching
[01:24:36.320 --> 01:24:36.770]   recently
[01:24:36.770 --> 01:24:36.880]   um
[01:24:36.880 --> 01:24:37.380]   justified
[01:24:37.380 --> 01:24:37.880]   justified
[01:24:37.880 --> 01:24:38.100]   have
[01:24:38.100 --> 01:24:38.260]   you
[01:24:38.260 --> 01:24:38.480]   seen
[01:24:38.480 --> 01:24:38.700]   that
[01:24:38.700 --> 01:24:38.920]   show
[01:24:38.920 --> 01:24:39.420]   justified
[01:24:39.420 --> 01:24:39.580]  ?
[01:24:39.580 --> 01:24:39.690]   Th
[01:24:39.690 --> 01:24:39.740]   I
[01:24:39.740 --> 01:24:40.170]   think
[01:24:40.170 --> 01:24:40.190]   you
[01:24:40.190 --> 01:24:40.500]   might
[01:24:40.500 --> 01:24:40.680]   like
[01:24:40.680 --> 01:24:40.790]   it
[01:24:40.790 --> 01:24:40.950]  .
[01:24:40.950 --> 01:24:41.170]   Yeah
[01:24:41.170 --> 01:24:41.390]  ,
[01:24:41.390 --> 01:24:41.480]   it
[01:24:41.480 --> 01:24:41.500]  's
[01:24:41.500 --> 01:24:41.610]   it
[01:24:41.610 --> 01:24:41.720]  's
[01:24:41.720 --> 01:24:42.110]   Timothy
[01:24:42.110 --> 01:24:42.260]   Ol
[01:24:42.260 --> 01:24:42.380]  iph
[01:24:42.380 --> 01:24:42.540]  ant
[01:24:42.540 --> 01:24:42.710]   and
[01:24:42.710 --> 01:24:43.250]   basically
[01:24:43.250 --> 01:24:43.310]   he
[01:24:43.310 --> 01:24:43.420]  's
[01:24:43.420 --> 01:24:43.640]   like
[01:24:43.640 --> 01:24:43.690]   a
[01:24:43.690 --> 01:24:44.180]   modern
[01:24:44.180 --> 01:24:44.250]   day
[01:24:44.250 --> 01:24:44.340]   gun
[01:24:44.340 --> 01:24:44.480]   sl
[01:24:44.480 --> 01:24:44.760]  inger
[01:24:44.760 --> 01:24:44.950]   kind
[01:24:44.950 --> 01:24:45.060]   of
[01:24:45.060 --> 01:24:45.330]   thing
[01:24:45.330 --> 01:24:45.610]  ,
[01:24:45.610 --> 01:24:46.010]   but
[01:24:46.010 --> 01:24:46.110]   basically
[01:24:46.110 --> 01:24:46.220]   he
[01:24:46.220 --> 01:24:46.330]  's
[01:24:46.330 --> 01:24:46.440]   he
[01:24:46.440 --> 01:24:46.550]  's
[01:24:46.550 --> 01:24:46.810]   kind
[01:24:46.810 --> 01:24:46.880]   of
[01:24:46.880 --> 01:24:47.200]   always
[01:24:47.200 --> 01:24:47.330]   in
[01:24:47.330 --> 01:24:47.630]   the
[01:24:47.630 --> 01:24:48.040]   situation
[01:24:48.040 --> 01:24:48.090]   he
[01:24:48.090 --> 01:24:48.200]  's
[01:24:48.200 --> 01:24:48.530]   saying
[01:24:48.530 --> 01:24:48.820]   look
[01:24:48.820 --> 01:24:48.860]  ,
[01:24:48.860 --> 01:24:48.910]   y
[01:24:48.910 --> 01:24:49.380]   you
[01:24:49.380 --> 01:24:49.520]   probably
[01:24:49.520 --> 01:24:49.910]   shouldn
[01:24:49.910 --> 01:24:50.020]  't
[01:24:50.020 --> 01:24:50.300]   touch
[01:24:50.300 --> 01:24:50.350]   a
[01:24:50.350 --> 01:24:50.600]   gun
[01:24:50.600 --> 01:24:51.060]   because
[01:24:51.060 --> 01:24:51.090]   you
[01:24:51.090 --> 01:24:51.280]   know
[01:24:51.280 --> 01:24:51.390]   if
[01:24:51.390 --> 01:24:51.500]   if
[01:24:51.500 --> 01:24:51.660]   you
[01:24:51.660 --> 01:24:51.770]   if
[01:24:51.770 --> 01:24:51.930]   you
[01:24:51.930 --> 01:24:52.210]   reach
[01:24:52.210 --> 01:24:52.370]   for
[01:24:52.370 --> 01:24:52.590]   your
[01:24:52.590 --> 01:24:52.750]   gun
[01:24:52.750 --> 01:24:52.920]   you
[01:24:52.920 --> 01:24:53.070]  're
[01:24:53.070 --> 01:24:53.350]   gonna
[01:24:53.350 --> 01:24:53.460]   be
[01:24:53.460 --> 01:24:53.680]   dead
[01:24:53.680 --> 01:24:54.010]   Anyway
[01:24:54.010 --> 01:24:54.170]  .
[01:24:54.170 --> 01:24:54.330]   and
[01:24:54.330 --> 01:24:54.440]   it
[01:24:54.440 --> 01:24:54.550]  's
[01:24:54.550 --> 01:24:54.660]   it
[01:24:54.660 --> 01:24:54.770]  's
[01:24:54.770 --> 01:24:55.000]   just
[01:24:55.000 --> 01:24:55.420]   done
[01:24:55.420 --> 01:24:55.550]   really
[01:24:55.550 --> 01:24:55.760]   well
[01:24:55.760 --> 01:24:55.920]  .
[01:24:55.920 --> 01:24:56.030]   So
[01:24:56.030 --> 01:24:56.140]   it
[01:24:56.140 --> 01:24:56.250]  's
[01:24:56.250 --> 01:24:56.470]   kind
[01:24:56.470 --> 01:24:56.580]   of
[01:24:56.580 --> 01:24:56.800]   like
[01:24:56.800 --> 01:24:57.080]   Clint
[01:24:57.080 --> 01:24:57.300]   East
[01:24:57.300 --> 01:24:57.520]  wood
[01:24:57.520 --> 01:24:57.570]  -
[01:24:57.570 --> 01:24:57.730]  ish
[01:24:57.730 --> 01:24:57.850]   but
[01:24:57.850 --> 01:24:58.210]   in
[01:24:58.210 --> 01:24:58.330]   modern
[01:24:58.330 --> 01:24:58.490]   day
[01:24:58.490 --> 01:24:58.680]   and
[01:24:58.680 --> 01:24:58.760]   it
[01:24:58.760 --> 01:24:58.870]  's
[01:24:58.870 --> 01:24:58.980]   it
[01:24:58.980 --> 01:24:59.090]  's
[01:24:59.090 --> 01:24:59.210]   a
[01:24:59.210 --> 01:24:59.360]   good
[01:24:59.360 --> 01:24:59.470]   it
[01:24:59.470 --> 01:24:59.570]  's
[01:24:59.570 --> 01:24:59.850]   good
[01:24:59.850 --> 01:25:00.080]   story
[01:25:00.080 --> 01:25:00.300]   line
[01:25:00.300 --> 01:25:00.410]   so
[01:25:00.410 --> 01:25:00.630]   good
[01:25:00.630 --> 01:25:00.850]   yeah
[01:25:00.850 --> 01:25:00.960]  ,
[01:25:00.960 --> 01:25:01.070]   it
[01:25:01.070 --> 01:25:01.230]  's
[01:25:01.230 --> 01:25:01.790]   interesting
[01:25:01.790 --> 01:25:03.040]   I [SPEAKER_TURN]
[01:25:03.040 --> 01:25:03.080]  
[01:25:03.080 --> 01:25:03.250]   there
[01:25:03.250 --> 01:25:03.370]   are
[01:25:03.370 --> 01:25:03.540]   some
[01:25:03.540 --> 01:25:03.710]   good
[01:25:03.710 --> 01:25:03.920]   shows
[01:25:03.920 --> 01:25:04.000]   on
[01:25:04.000 --> 01:25:04.210]   there
[01:25:04.210 --> 01:25:04.250]   I
[01:25:04.250 --> 01:25:04.370]  .
[01:25:04.370 --> 01:25:04.540]   mean
[01:25:04.540 --> 01:25:04.620]   it
[01:25:04.620 --> 01:25:04.700]  's
[01:25:04.700 --> 01:25:04.870]   like
[01:25:04.870 --> 01:25:05.060]   what
[01:25:05.060 --> 01:25:05.250]   Board
[01:25:05.250 --> 01:25:05.420]  walk
[01:25:05.420 --> 01:25:05.540]   who
[01:25:05.540 --> 01:25:05.700]   you
[01:25:05.700 --> 01:25:05.820]   wa
[01:25:05.820 --> 01:25:05.840]   is
[01:25:05.840 --> 01:25:05.900]   it
[01:25:05.900 --> 01:25:06.020]   the
[01:25:06.020 --> 01:25:06.140]   one
[01:25:06.140 --> 01:25:06.260]   you
[01:25:06.260 --> 01:25:06.470]   watch
[01:25:06.470 --> 01:25:06.680]   right
[01:25:06.680 --> 01:25:06.880]  ,
[01:25:06.880 --> 01:25:07.390]   Right
[01:25:07.390 --> 01:25:08.540]  ? [SPEAKER_TURN]
[01:25:08.540 --> 01:25:08.800]   go
[01:25:08.800 --> 01:25:09.480]   which
[01:25:09.480 --> 01:25:09.720]   is
[01:25:09.720 --> 01:25:10.510]   really
[01:25:10.510 --> 01:25:11.310]   really
[01:25:11.310 --> 01:25:11.960]   great
[01:25:11.960 --> 01:25:12.490]   way
[01:25:12.490 --> 01:25:12.610]   to
[01:25:12.610 --> 01:25:13.020]   watch
[01:25:13.020 --> 01:25:13.530]   it
[01:25:13.530 --> 01:25:14.240]   '
[01:25:14.240 --> 01:25:14.320]  cause
[01:25:14.320 --> 01:25:14.580]   so
[01:25:14.580 --> 01:25:15.010]   you
[01:25:15.010 --> 01:25:15.400]   can
[01:25:15.400 --> 01:25:15.750]   get
[01:25:15.750 --> 01:25:16.010]   it
[01:25:16.010 --> 01:25:16.270]   on
[01:25:16.270 --> 01:25:16.870]   your
[01:25:16.870 --> 01:25:16.930]   I
[01:25:16.930 --> 01:25:17.140]  _
[01:25:17.140 --> 01:25:17.190]  P
[01:25:17.190 --> 01:25:17.320]  _
[01:25:17.320 --> 01:25:17.580]  AD
[01:25:17.580 --> 01:25:17.730]  _
[01:25:17.730 --> 01:25:18.120]   and
[01:25:18.120 --> 01:25:18.480]   you
[01:25:18.480 --> 01:25:18.880]   can
[01:25:18.880 --> 01:25:19.540]   watch
[01:25:19.540 --> 01:25:19.930]   the
[01:25:19.930 --> 01:25:20.590]   whole
[01:25:20.590 --> 01:25:21.640]   series
[01:25:21.640 --> 01:25:21.960]   of
[01:25:21.960 --> 01:25:22.300]   Board
[01:25:22.300 --> 01:25:22.830]  walk
[01:25:22.830 --> 01:25:23.620]   Empire
[01:25:23.620 --> 01:25:24.050]   Yes
[01:25:24.050 --> 01:25:24.400]  .
