
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:01.440]   All
[01:07:40.520 --> 01:07:40.520]  
[01:07:40.520 --> 01:07:40.740]   other
[01:07:40.740 --> 01:07:40.910]   tech
[01:07:40.910 --> 01:07:41.240]   podcasts
[01:07:41.240 --> 01:07:41.410]   that
[01:07:41.410 --> 01:07:41.450]   I
[01:07:41.450 --> 01:07:41.530]  'd
[01:07:41.530 --> 01:07:41.660]   get
[01:07:41.660 --> 01:07:41.740]   my
[01:07:41.740 --> 01:07:41.940]   hands
[01:07:41.940 --> 01:07:42.020]   on
[01:07:42.020 --> 01:07:42.400]  .
[01:07:42.400 --> 01:07:42.400]   But
[01:07:42.400 --> 01:07:42.580]   now
[01:07:42.580 --> 01:07:42.820]   no
[01:07:42.820 --> 01:07:42.900]  ,
[01:07:42.900 --> 01:07:43.190]   agenda
[01:07:43.190 --> 01:07:43.370]  .
[01:07:43.370 --> 01:07:43.430]   I
[01:07:43.430 --> 01:07:43.550]   in
[01:07:43.550 --> 01:07:43.800]   this
[01:07:43.800 --> 01:07:44.050]   time
[01:07:44.050 --> 01:07:44.170]   it
[01:07:44.170 --> 01:07:44.230]   I
[01:07:44.230 --> 01:07:44.480]   just
[01:07:44.480 --> 01:07:44.880]   listen
[01:07:44.880 --> 01:07:44.970]   to
[01:07:44.970 --> 01:07:45.090]   no
[01:07:45.090 --> 01:07:45.460]   agenda
[01:07:45.460 --> 01:07:46.010]   because
[01:07:46.010 --> 01:07:46.030]   it
[01:07:46.030 --> 01:07:46.160]  's
[01:07:46.160 --> 01:07:46.360]   the
[01:07:46.360 --> 01:07:46.560]   only
[01:07:46.560 --> 01:07:46.740]   one
[01:07:46.740 --> 01:07:46.800]   I
[01:07:46.800 --> 01:07:46.980]   can
[01:07:46.980 --> 01:07:47.480]   actually
[01:07:47.480 --> 01:07:47.540]   l
[01:07:47.540 --> 01:07:47.960]   listen
[01:07:47.960 --> 01:07:48.030]   to
[01:07:48.030 --> 01:07:48.150]   uh
[01:07:48.150 --> 01:07:48.330]   for
[01:07:48.330 --> 01:07:48.570]   the
[01:07:48.570 --> 01:07:48.820]   small
[01:07:48.820 --> 01:07:49.310]   amount
[01:07:49.310 --> 01:07:49.310]   of
[01:07:49.310 --> 01:07:49.990]   audio
[01:07:49.990 --> 01:07:50.430]   entertainment
[01:07:50.430 --> 01:07:50.680]   that
[01:07:50.680 --> 01:07:50.740]   I
[01:07:50.740 --> 01:07:51.110]   listen
[01:07:51.110 --> 01:07:51.230]   to
[01:07:51.230 --> 01:07:51.790]   basically
[01:07:51.790 --> 01:07:52.720]  . [SPEAKER_TURN]
[01:07:52.720 --> 01:07:55.330]   Yeah
[01:07:55.330 --> 01:08:02.520]  . [SPEAKER_TURN]
[01:08:02.520 --> 01:08:02.700]   I
[01:08:02.700 --> 01:08:03.170]   like
[01:08:03.170 --> 01:08:03.430]   Cr
[01:08:03.430 --> 01:08:03.570]  anky
[01:08:03.570 --> 01:08:05.380]  . [SPEAKER_TURN]
[01:08:05.380 --> 01:08:05.830]   Yeah
[01:08:05.830 --> 01:08:05.900]  ,
[01:08:05.900 --> 01:08:06.420]   little
[01:08:06.420 --> 01:08:06.670]   too
[01:08:06.670 --> 01:08:07.330]   old
[01:08:07.330 --> 01:08:07.720]   business
[01:08:07.720 --> 01:08:08.640]  . [SPEAKER_TURN]
[01:08:09.060 --> 01:08:09.110]  
[01:08:09.110 --> 01:08:09.230]   It
[01:08:09.230 --> 01:08:09.400]  's
[01:08:09.400 --> 01:08:09.740]   like
[01:08:09.740 --> 01:08:10.170]   they
[01:08:10.170 --> 01:08:10.360]  're
[01:08:10.360 --> 01:08:10.600]   not
[01:08:10.600 --> 01:08:10.680]   I
[01:08:10.680 --> 01:08:10.760]   g
[01:08:10.760 --> 01:08:11.200]   I
[01:08:11.200 --> 01:08:11.270]   guess
[01:08:11.270 --> 01:08:11.660]   they
[01:08:11.660 --> 01:08:11.870]  're
[01:08:11.870 --> 01:08:12.200]   too
[01:08:12.200 --> 01:08:12.290]   I
[01:08:12.290 --> 01:08:12.550]   don
[01:08:12.550 --> 01:08:13.140]  't
[01:08:13.140 --> 01:08:13.490]   know
[01:08:13.490 --> 01:08:13.710]   normal
[01:08:13.710 --> 01:08:13.900]  ,
[01:08:13.900 --> 01:08:14.630]   like
[01:08:14.630 --> 01:08:14.660]   with
[01:08:14.660 --> 01:08:14.850]   no
[01:08:14.850 --> 01:08:14.940]   a
[01:08:14.940 --> 01:08:15.310]   with
[01:08:15.310 --> 01:08:15.750]   no
[01:08:15.750 --> 01:08:16.150]   agenda
[01:08:16.150 --> 01:08:16.560]   there
[01:08:16.560 --> 01:08:16.750]  's
[01:08:16.750 --> 01:08:17.670]   something
[01:08:17.670 --> 01:08:17.990]   kind
[01:08:17.990 --> 01:08:18.180]   of
[01:08:18.180 --> 01:08:19.250]   remarkable
[01:08:19.250 --> 01:08:19.620]   about
[01:08:19.620 --> 01:08:20.000]   Adam
[01:08:20.000 --> 01:08:20.480]   Curry
[01:08:20.480 --> 01:08:20.740]   and
[01:08:20.740 --> 01:08:21.100]   um
[01:08:21.100 --> 01:08:21.390]   John
[01:08:21.390 --> 01:08:21.420]   C
[01:08:21.420 --> 01:08:21.700]  .
[01:08:21.700 --> 01:08:21.790]   D
[01:08:21.790 --> 01:08:22.060]  vor
[01:08:22.060 --> 01:08:22.260]  ak
[01:08:22.260 --> 01:08:22.730]  .
[01:08:22.730 --> 01:08:22.820]   And
[01:08:22.820 --> 01:08:23.200]   th [SPEAKER_TURN]
[01:08:23.200 --> 01:08:23.300]   Well
[01:08:23.300 --> 01:08:23.320]   '
[01:08:23.320 --> 01:08:23.440]  cause
[01:08:23.440 --> 01:08:23.550]   they
[01:08:23.550 --> 01:08:23.610]  're
[01:08:23.610 --> 01:08:23.680]   not
[01:08:23.680 --> 01:08:23.830]   taking
[01:08:23.830 --> 01:08:24.070]   themselves
[01:08:24.070 --> 01:08:24.170]   very
[01:08:24.170 --> 01:08:24.390]   seriously
[01:08:24.390 --> 01:08:24.440]   at
[01:08:24.440 --> 01:08:24.510]   all
[01:08:24.510 --> 01:08:24.550]  ,
[01:08:24.550 --> 01:08:24.600]   it
[01:08:24.600 --> 01:08:24.650]  's
[01:08:24.650 --> 01:08:24.740]   just
[01:08:24.740 --> 01:08:24.860]   total
[01:08:24.860 --> 01:08:25.200]  . [SPEAKER_TURN]
[01:08:25.200 --> 01:08:25.440]   Yeah
[01:08:25.440 --> 01:08:25.610]   and
[01:08:25.610 --> 01:08:25.800]   then
[01:08:25.800 --> 01:08:26.050]   they
[01:08:26.050 --> 01:08:26.240]   just
[01:08:26.240 --> 01:08:26.460]   talk
[01:08:26.460 --> 01:08:26.740]   about
[01:08:26.740 --> 01:08:26.790]   s
[01:08:26.790 --> 01:08:27.120]   weird
[01:08:27.120 --> 01:08:27.350]   stuff
[01:08:27.350 --> 01:08:27.510]   and
[01:08:27.510 --> 01:08:27.650]   I
[01:08:27.650 --> 01:08:27.780]   mean
[01:08:27.780 --> 01:08:27.830]   I
[01:08:27.830 --> 01:08:28.160]   really
[01:08:28.160 --> 01:08:28.280]   do
[01:08:28.280 --> 01:08:28.490]   like
[01:08:28.490 --> 01:08:28.770]   Stack
[01:08:28.770 --> 01:08:28.990]   Over
[01:08:28.990 --> 01:08:29.210]  flow
[01:08:29.210 --> 01:08:29.370]   and
[01:08:29.370 --> 01:08:29.420]   I
[01:08:29.420 --> 01:08:29.600]   don
[01:08:29.600 --> 01:08:29.690]  't
[01:08:29.690 --> 01:08:29.910]   want
[01:08:29.910 --> 01:08:30.190]   Stack
[01:08:30.190 --> 01:08:30.410]   Over
[01:08:30.410 --> 01:08:30.630]  flow
[01:08:30.630 --> 01:08:30.960]   people
[01:08:30.960 --> 01:08:31.070]   to
[01:08:31.070 --> 01:08:31.450]   listen
[01:08:31.450 --> 01:08:31.510]   to
[01:08:31.510 --> 01:08:31.730]   this
[01:08:31.730 --> 01:08:31.880]   and
[01:08:31.880 --> 01:08:32.170]   think
[01:08:32.170 --> 01:08:32.430]   that
[01:08:32.430 --> 01:08:32.440]   I
[01:08:32.440 --> 01:08:32.600]   don
[01:08:32.600 --> 01:08:32.710]  't
[01:08:32.710 --> 01:08:33.080]  .
[01:08:33.080 --> 01:08:33.090]   But
[01:08:33.090 --> 01:08:33.330]   it
[01:08:33.330 --> 01:08:33.630]  's
[01:08:33.630 --> 01:08:33.660]   just
[01:08:33.660 --> 01:08:33.710]   I
[01:08:33.710 --> 01:08:33.870]   don
[01:08:33.870 --> 01:08:33.980]  't
[01:08:33.980 --> 01:08:34.200]   know
[01:08:34.200 --> 01:08:34.840]  . [SPEAKER_TURN]
[01:08:35.340 --> 01:08:35.380]  
[01:08:35.380 --> 01:08:35.720]   I
[01:08:35.720 --> 01:08:36.950]   like
[01:08:36.950 --> 01:08:37.700]   uh
[01:08:37.700 --> 01:08:38.100]   Cr
[01:08:38.100 --> 01:08:39.320]  anky
[01:08:39.320 --> 01:08:39.630]   G
[01:08:39.630 --> 01:08:39.710]  akes
[01:08:39.710 --> 01:08:39.740]   too
[01:08:39.740 --> 01:08:39.760]   with
[01:08:39.760 --> 01:08:39.760]   Dor
[01:08:39.760 --> 01:08:39.780]   I
[01:08:39.780 --> 01:08:39.790]   like
[01:08:39.790 --> 01:08:39.820]   John
[01:08:39.820 --> 01:08:39.820]   C
[01:08:39.820 --> 01:08:39.840]  .
[01:08:39.840 --> 01:08:39.840]   D
[01:08:39.840 --> 01:08:39.860]  vor
[01:08:39.860 --> 01:08:39.870]  ak
[01:08:39.870 --> 01:08:39.870]   I
[01:08:39.870 --> 01:08:39.910]   think
[01:08:39.910 --> 01:08:39.920]   is
[01:08:39.920 --> 01:08:39.990]   hilarious
[01:08:39.990 --> 01:08:40.010]  .
[01:08:40.010 --> 01:08:40.020]   He
[01:08:40.020 --> 01:08:40.030]  's
[01:08:40.030 --> 01:08:40.040]   he
[01:08:40.040 --> 01:08:40.050]  's
[01:08:40.050 --> 01:08:40.060]   he
[01:08:40.060 --> 01:08:40.120]   rocks
[01:08:40.120 --> 01:08:40.360]  . [SPEAKER_TURN]
[01:08:40.360 --> 01:08:40.750]   He
[01:08:40.750 --> 01:08:40.770]   kinda
[01:08:40.770 --> 01:08:41.180]   reminds
[01:08:41.180 --> 01:08:41.300]   me
[01:08:41.300 --> 01:08:41.420]   of
[01:08:41.420 --> 01:08:41.540]   an
[01:08:41.540 --> 01:08:41.830]   uncle
[01:08:41.830 --> 01:08:41.950]   of
[01:08:41.950 --> 01:08:42.190]   mine
[01:08:42.190 --> 01:08:42.380]   who
[01:08:42.380 --> 01:08:42.480]  's
[01:08:42.480 --> 01:08:42.830]   really
[01:08:42.830 --> 01:08:43.120]   funny
[01:08:43.120 --> 01:08:43.300]   and
[01:08:43.300 --> 01:08:43.360]   I
[01:08:43.360 --> 01:08:43.600]   love
[01:08:43.600 --> 01:08:43.720]   to
[01:08:43.720 --> 01:08:44.010]   visit
[01:08:44.010 --> 01:08:44.070]   I
[01:08:44.070 --> 01:08:44.180]  'm
[01:08:44.180 --> 01:08:44.530]   always
[01:08:44.530 --> 01:08:44.770]   like
[01:08:44.770 --> 01:08:45.060]   Uncle
[01:08:45.060 --> 01:08:45.300]   John
[01:08:45.300 --> 01:08:45.480]   say
[01:08:45.480 --> 01:08:46.010]   something
[01:08:46.010 --> 01:08:46.190]   you
[01:08:46.190 --> 01:08:46.330]  ,
[01:08:46.330 --> 01:08:46.540]   know
[01:08:46.540 --> 01:08:46.720]   say
[01:08:46.720 --> 01:08:46.830]  ,
[01:08:46.830 --> 01:08:47.560]   something
[01:08:47.560 --> 01:08:47.600]   like
[01:08:47.600 --> 01:08:47.720]   he
[01:08:47.720 --> 01:08:47.830]  's
[01:08:47.830 --> 01:08:48.070]   like
[01:08:48.070 --> 01:08:48.250]   you
[01:08:48.250 --> 01:08:48.490]   know
[01:08:48.490 --> 01:08:48.730]   what
[01:08:48.730 --> 01:08:49.030]   Jason
[01:08:49.030 --> 01:08:49.080]   I
[01:08:49.080 --> 01:08:49.260]   you
[01:08:49.260 --> 01:08:49.490]   know
[01:08:49.490 --> 01:08:49.620]   it
[01:08:49.620 --> 01:08:49.680]   I
[01:08:49.680 --> 01:08:50.020]   just
[01:08:50.020 --> 01:08:50.060]   th
[01:08:50.060 --> 01:08:50.160]   he
[01:08:50.160 --> 01:08:50.250]   I
[01:08:50.250 --> 01:08:50.280]   I
[01:08:50.280 --> 01:08:50.330]   r
[01:08:50.330 --> 01:08:50.490]   so
[01:08:50.490 --> 01:08:50.510]   I
[01:08:50.510 --> 01:08:51.110]   really
[01:08:51.110 --> 01:08:51.150]   like
[01:08:51.150 --> 01:08:51.170]   D
[01:08:51.170 --> 01:08:51.340]  vor
[01:08:51.340 --> 01:08:51.450]  ak
[01:08:51.450 --> 01:08:51.510]   I
[01:08:51.510 --> 01:08:51.800]   think
[01:08:51.800 --> 01:08:51.920]   he
[01:08:51.920 --> 01:08:52.030]  's
[01:08:52.030 --> 01:08:52.560]   hilarious
[01:08:52.560 --> 01:08:52.780]   so
[01:08:52.780 --> 01:08:52.860]  ,
[01:08:52.860 --> 01:08:53.030]   Yeah
[01:08:53.030 --> 01:08:53.150]   it
[01:08:53.150 --> 01:08:53.390]   does
[01:08:53.390 --> 01:08:53.450]   I
[01:08:53.450 --> 01:08:53.690]   like
[01:08:53.690 --> 01:08:53.870]   the
[01:08:53.870 --> 01:08:54.050]   cur
[01:08:54.050 --> 01:08:54.220]  mud
[01:08:54.220 --> 01:08:54.460]  geon
[01:08:54.460 --> 01:08:54.560]  ly
[01:08:54.560 --> 01:08:55.090]   humour
[01:08:55.090 --> 01:08:55.090]   cur
[01:08:55.090 --> 01:08:55.440]  mud
[01:08:55.440 --> 01:08:55.490]  geon
[01:08:55.490 --> 01:08:55.600]  ly
[01:08:55.600 --> 01:08:55.950]   humour
[01:08:55.950 --> 01:08:56.200]   just
[01:08:56.200 --> 01:08:56.480]   makes
[01:08:56.480 --> 01:08:56.600]   me
[01:08:56.600 --> 01:08:56.890]   makes
[01:08:56.890 --> 01:08:57.010]   me
[01:08:57.010 --> 01:08:57.300]   laugh
[01:08:57.300 --> 01:08:57.370]   I
[01:08:57.370 --> 01:08:57.530]  .
[01:08:57.530 --> 01:08:57.710]   and
[01:08:57.710 --> 01:08:57.950]   that
[01:08:57.950 --> 01:08:58.060]  's
[01:08:58.060 --> 01:08:58.240]   why
[01:08:58.240 --> 01:08:58.480]   when
[01:08:58.480 --> 01:08:58.600]   he
[01:08:58.600 --> 01:08:58.710]  's
[01:08:58.710 --> 01:08:58.910]   not
[01:08:58.910 --> 01:08:59.010]   on
[01:08:59.010 --> 01:08:59.350]   This
[01:08:59.350 --> 01:08:59.490]   Week
[01:08:59.490 --> 01:08:59.810]   in
[01:08:59.810 --> 01:08:59.850]   Tech
[01:08:59.850 --> 01:08:59.910]   I
[01:08:59.910 --> 01:09:00.090]   can
[01:09:00.090 --> 01:09:00.200]  't
[01:09:00.200 --> 01:09:00.440]   even
[01:09:00.440 --> 01:09:00.790]   listen
[01:09:00.790 --> 01:09:00.910]   to
[01:09:00.910 --> 01:09:01.030]   it
[01:09:01.030 --> 01:09:02.080]  . [SPEAKER_TURN]
[01:09:02.080 --> 01:09:02.920]   Okay
[01:09:02.920 --> 01:09:03.020]   you
[01:09:03.020 --> 01:09:03.270]  're
[01:09:03.270 --> 01:09:03.500]  ,
[01:09:03.500 --> 01:09:03.680]   l [SPEAKER_TURN]
[01:09:04.920 --> 01:09:04.920]  
[01:09:04.920 --> 01:09:05.000]   it
[01:09:05.000 --> 01:09:05.070]  's
[01:09:05.070 --> 01:09:05.260]   just
[01:09:05.260 --> 01:09:05.460]   bland
[01:09:05.460 --> 01:09:05.500]   I
[01:09:05.500 --> 01:09:05.620]  .
[01:09:05.620 --> 01:09:05.790]   mean
[01:09:05.790 --> 01:09:05.910]   the
[01:09:05.910 --> 01:09:06.080]   only
[01:09:06.080 --> 01:09:06.290]   thing
[01:09:06.290 --> 01:09:06.410]   are
[01:09:06.410 --> 01:09:06.580]   nice
[01:09:06.580 --> 01:09:06.790]   smart
[01:09:06.790 --> 01:09:07.040]   people
[01:09:07.040 --> 01:09:07.160]   but
[01:09:07.160 --> 01:09:07.270]  ,
[01:09:07.270 --> 01:09:07.280]   I
[01:09:07.280 --> 01:09:07.400]   don
[01:09:07.400 --> 01:09:07.480]  't
[01:09:07.480 --> 01:09:07.650]   know
[01:09:07.650 --> 01:09:07.730]   it
[01:09:07.730 --> 01:09:07.850]  ,
[01:09:07.850 --> 01:09:08.000]   just
[01:09:08.000 --> 01:09:08.190]   doesn
[01:09:08.190 --> 01:09:08.270]  't
[01:09:08.270 --> 01:09:08.400]   do
[01:09:08.400 --> 01:09:08.430]   it
[01:09:08.430 --> 01:09:08.550]   for
[01:09:08.550 --> 01:09:08.630]   me
[01:09:08.630 --> 01:09:08.670]   I
[01:09:08.670 --> 01:09:08.790]  .
[01:09:08.790 --> 01:09:08.960]   need
[01:09:08.960 --> 01:09:09.250]   someone
[01:09:09.250 --> 01:09:09.460]   being
[01:09:09.460 --> 01:09:09.580]   cur
[01:09:09.580 --> 01:09:09.700]  mud
[01:09:09.700 --> 01:09:09.870]  geon
[01:09:09.870 --> 01:09:09.950]  ly
[01:09:09.950 --> 01:09:10.160]   and
[01:09:10.160 --> 01:09:10.530]   complaining
[01:09:10.530 --> 01:09:10.650]   and
[01:09:10.650 --> 01:09:10.730]   is
[01:09:10.730 --> 01:09:10.900]   like
[01:09:10.900 --> 01:09:11.020]   let
[01:09:11.020 --> 01:09:11.130]  's
[01:09:11.130 --> 01:09:11.180]   go
[01:09:11.180 --> 01:09:11.350]   back
[01:09:11.350 --> 01:09:11.440]   to
[01:09:11.440 --> 01:09:11.600]   tech
[01:09:11.600 --> 01:09:11.640]   r
[01:09:11.640 --> 01:09:11.760]  ah
[01:09:11.760 --> 01:09:11.760]   I
[01:09:11.760 --> 01:09:11.970]   think
[01:09:11.970 --> 01:09:12.140]   that
[01:09:12.140 --> 01:09:12.310]  's
[01:09:12.310 --> 01:09:12.390]   crap
[01:09:12.390 --> 01:09:13.100]  . [SPEAKER_TURN]
[01:09:13.100 --> 01:09:13.800]   Too
[01:09:13.800 --> 01:09:14.730]   high
[01:09:14.730 --> 01:09:15.650]  brow
[01:09:15.650 --> 01:09:18.240]  . [SPEAKER_TURN]
[01:09:18.240 --> 01:09:18.330]   It
[01:09:18.330 --> 01:09:18.570]   makes
[01:09:18.570 --> 01:09:18.660]   me
[01:09:18.660 --> 01:09:18.960]   think
[01:09:18.960 --> 01:09:19.040]   too
[01:09:19.040 --> 01:09:19.230]   much
[01:09:19.230 --> 01:09:19.270]   I
[01:09:19.270 --> 01:09:19.410]  've
[01:09:19.410 --> 01:09:19.500]  ,
[01:09:19.500 --> 01:09:19.800]   gotta
[01:09:19.800 --> 01:09:19.990]   think
[01:09:19.990 --> 01:09:20.220]   about
[01:09:20.220 --> 01:09:20.360]   the
[01:09:20.360 --> 01:09:20.670]   actual
[01:09:20.670 --> 01:09:20.970]   code
[01:09:20.970 --> 01:09:21.020]  . [SPEAKER_TURN]
[01:09:21.020 --> 01:09:21.160]   M
[01:09:21.160 --> 01:09:21.290]  m
[01:09:21.290 --> 01:09:22.860]  . [SPEAKER_TURN]
[01:09:22.860 --> 01:09:22.950]   '
[01:09:22.950 --> 01:09:23.270]  Cause
[01:09:23.270 --> 01:09:23.520]   they
[01:09:23.520 --> 01:09:23.790]   they
[01:09:23.790 --> 01:09:24.060]   they
[01:09:24.060 --> 01:09:24.260]  're
[01:09:24.260 --> 01:09:24.530]   also
[01:09:24.530 --> 01:09:25.000]   talking
[01:09:25.000 --> 01:09:25.330]   about
[01:09:25.330 --> 01:09:25.600]   code
[01:09:25.600 --> 01:09:26.000]   aren
[01:09:26.000 --> 01:09:26.010]  't
[01:09:26.010 --> 01:09:26.140]  ,
[01:09:26.140 --> 01:09:26.430]   they
[01:09:26.430 --> 01:09:26.610]  ?
[01:09:26.610 --> 01:09:26.880]   They
[01:09:26.880 --> 01:09:27.080]  're
[01:09:27.080 --> 01:09:27.560]   also
[01:09:27.560 --> 01:09:27.820]   talking
[01:09:27.820 --> 01:09:28.160]   about
[01:09:28.160 --> 01:09:28.360]   you
[01:09:28.360 --> 01:09:28.630]   know
[01:09:28.630 --> 01:09:28.760]   oh
[01:09:28.760 --> 01:09:29.040]   well
[01:09:29.040 --> 01:09:29.200]   i
[01:09:29.200 --> 01:09:29.290]   the
[01:09:29.290 --> 01:09:29.550]   i
[01:09:29.550 --> 01:09:29.770]   you
[01:09:29.770 --> 01:09:29.820]   know
[01:09:29.820 --> 01:09:30.080]   that
[01:09:30.080 --> 01:09:30.220]   do
[01:09:30.220 --> 01:09:30.920]   something
[01:09:30.920 --> 01:09:31.100]   that
[01:09:31.100 --> 01:09:31.500]   breaks
[01:09:31.500 --> 01:09:31.740]   the
[01:09:31.740 --> 01:09:31.970]   heap
[01:09:31.970 --> 01:09:32.100]   or
[01:09:32.100 --> 01:09:32.960]   something
[01:09:32.960 --> 01:09:32.980]   like
[01:09:32.980 --> 01:09:33.250]   that
[01:09:33.250 --> 01:09:33.620]  . [SPEAKER_TURN]
[01:09:34.200 --> 01:09:34.250]  
[01:09:34.250 --> 01:09:34.620]   Right
[01:09:34.620 --> 01:09:35.210]   right
[01:09:35.210 --> 01:09:35.230]  ,
[01:09:35.230 --> 01:09:35.570]   Well
[01:09:35.570 --> 01:09:35.820]   you
[01:09:35.820 --> 01:09:36.330]   know
[01:09:36.330 --> 01:09:36.330]   um
[01:09:36.330 --> 01:09:36.840]   breaks
[01:09:36.840 --> 01:09:37.160]   the
[01:09:37.160 --> 01:09:37.430]   heap
[01:09:37.430 --> 01:09:37.680]  .
[01:09:37.680 --> 01:09:37.930]   You
[01:09:37.930 --> 01:09:38.270]   know
[01:09:38.270 --> 01:09:38.510]   the
[01:09:38.510 --> 01:09:38.940]   other
[01:09:38.940 --> 01:09:39.290]   one
[01:09:39.290 --> 01:09:39.540]   that
[01:09:39.540 --> 01:09:39.710]  's
[01:09:39.710 --> 01:09:39.890]   uh
[01:09:39.890 --> 01:09:40.220]   that
[01:09:40.220 --> 01:09:40.390]  's
[01:09:40.390 --> 01:09:40.720]   good
[01:09:40.720 --> 01:09:41.130]   is
[01:09:41.130 --> 01:09:41.390]   that
[01:09:41.390 --> 01:09:41.800]  's
[01:09:41.800 --> 01:09:42.170]   like
[01:09:42.170 --> 01:09:42.360]   what
[01:09:42.360 --> 01:09:42.750]   what
[01:09:42.750 --> 01:09:42.930]   do
[01:09:42.930 --> 01:09:43.620]   you
[01:09:43.620 --> 01:09:43.620]   mean
[01:09:43.620 --> 01:09:43.910]  ?
[01:09:43.910 --> 01:09:44.270]   I
[01:09:44.270 --> 01:09:44.490]   think
[01:09:44.490 --> 01:09:44.580]   I
[01:09:44.580 --> 01:09:44.770]  'm
[01:09:44.770 --> 01:09:45.290]   going
[01:09:45.290 --> 01:09:45.940]   through
[01:09:45.940 --> 01:09:46.130]   my
[01:09:46.130 --> 01:09:46.560]   list
[01:09:46.560 --> 01:09:46.710]   my
[01:09:46.710 --> 01:09:46.920]  ,
[01:09:46.920 --> 01:09:47.880]   I [SPEAKER_TURN]
[01:09:47.880 --> 01:09:50.970]   M
[01:09:50.970 --> 01:09:54.610]  m
[01:09:54.610 --> 01:10:03.240]  .
[01:10:03.240 --> 01:10:03.250]  
[01:10:03.250 --> 01:10:03.460]   And
[01:10:03.460 --> 01:10:03.820]   again
[01:10:03.820 --> 01:10:04.130]   that
[01:10:04.130 --> 01:10:04.260]  's
[01:10:04.260 --> 01:10:04.400]   uh
[01:10:04.400 --> 01:10:04.470]   D
[01:10:04.470 --> 01:10:04.610]  OR
[01:10:04.610 --> 01:10:04.970]  AC
[01:10:04.970 --> 01:10:05.010]   and
[01:10:05.010 --> 01:10:05.260]   tech
[01:10:05.260 --> 01:10:05.550]   five
[01:10:05.550 --> 01:10:05.920]   which
[01:10:05.920 --> 01:10:06.720]  , [SPEAKER_TURN]
[01:10:06.720 --> 01:10:06.870]   So
[01:10:06.870 --> 01:10:07.100]   the
[01:10:07.100 --> 01:10:07.480]   other
[01:10:07.480 --> 01:10:07.710]   one
[01:10:07.710 --> 01:10:08.010]   that
[01:10:08.010 --> 01:10:08.080]   I
[01:10:08.080 --> 01:10:08.540]   listed
[01:10:08.540 --> 01:10:08.770]   one
[01:10:08.770 --> 01:10:09.070]   of
[01:10:09.070 --> 01:10:09.170]   my
[01:10:09.170 --> 01:10:09.450]   other
[01:10:09.450 --> 01:10:10.210]   favourites
[01:10:10.210 --> 01:10:10.360]   um
[01:10:10.360 --> 01:10:10.660]   and
[01:10:10.660 --> 01:10:10.670]   I
[01:10:10.670 --> 01:10:11.420]   mentioned
[01:10:11.420 --> 01:10:11.810]   before
[01:10:11.810 --> 01:10:12.190]   was
[01:10:12.190 --> 01:10:12.340]   uh
[01:10:12.340 --> 01:10:12.490]   this
[01:10:12.490 --> 01:10:12.720]   guy
[01:10:12.720 --> 01:10:13.100]   named
[01:10:13.100 --> 01:10:13.330]   Max
[01:10:13.330 --> 01:10:13.480]   Ke
[01:10:13.480 --> 01:10:13.790]  iser
[01:10:13.790 --> 01:10:14.010]   who
[01:10:14.010 --> 01:10:14.310]   does
[01:10:14.310 --> 01:10:14.540]   the
[01:10:14.540 --> 01:10:14.920]   truth
[01:10:14.920 --> 01:10:15.300]   about
[01:10:15.300 --> 01:10:15.830]   markets
[01:10:15.830 --> 01:10:16.200]  .
[01:10:17.380 --> 01:10:17.430]  
[01:10:17.430 --> 01:10:17.500]   he
[01:10:17.500 --> 01:10:17.710]  's
[01:10:17.710 --> 01:10:18.150]   hilarious
[01:10:18.150 --> 01:10:18.320]  .
[01:10:18.320 --> 01:10:18.380]   I
[01:10:18.380 --> 01:10:18.620]   mean
[01:10:18.620 --> 01:10:18.740]   it
[01:10:18.740 --> 01:10:18.850]  's
[01:10:18.850 --> 01:10:18.990]   he
[01:10:18.990 --> 01:10:19.150]   and
[01:10:19.150 --> 01:10:19.320]   his
[01:10:19.320 --> 01:10:19.930]   girlfriend
[01:10:19.930 --> 01:10:20.110]   who
[01:10:20.110 --> 01:10:20.220]  's
[01:10:20.220 --> 01:10:20.700]   actually
[01:10:20.700 --> 01:10:20.880]   she
[01:10:20.880 --> 01:10:20.990]  's
[01:10:20.990 --> 01:10:21.230]   like
[01:10:21.230 --> 01:10:21.280]   a
[01:10:21.280 --> 01:10:21.470]   you
[01:10:21.470 --> 01:10:21.710]   know
[01:10:21.710 --> 01:10:21.820]  ,
[01:10:21.820 --> 01:10:21.880]   c
[01:10:21.880 --> 01:10:22.070]   a
[01:10:22.070 --> 01:10:22.640]   commentator
[01:10:22.640 --> 01:10:22.770]  .
[01:10:22.770 --> 01:10:22.830]   I
[01:10:22.830 --> 01:10:23.130]   think
[01:10:23.130 --> 01:10:23.250]   he
[01:10:23.250 --> 01:10:23.730]   probably
[01:10:23.730 --> 01:10:24.090]   stated
[01:10:24.090 --> 01:10:24.320]   her
[01:10:24.320 --> 01:10:24.570]   after
[01:10:24.570 --> 01:10:24.810]   they
[01:10:24.810 --> 01:10:24.990]   had
[01:10:24.990 --> 01:10:25.230]   done
[01:10:25.230 --> 01:10:25.560]   some
[01:10:25.560 --> 01:10:25.590]   of
[01:10:25.590 --> 01:10:25.950]   these
[01:10:25.950 --> 01:10:26.010]   sh
[01:10:26.010 --> 01:10:26.130]   um
[01:10:26.130 --> 01:10:26.310]   Max
[01:10:26.310 --> 01:10:26.520]   Ke
