
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.330]   Oh
[01:29:41.340 --> 01:29:41.590]  ,
[01:29:41.590 --> 01:29:42.050]   four
[01:29:42.050 --> 01:29:42.830]   more
[01:29:42.830 --> 01:29:43.220]   hours
[01:29:43.220 --> 01:29:43.470]   on
[01:29:43.470 --> 01:29:43.720]   it
[01:29:43.720 --> 01:29:44.190]   and
[01:29:44.190 --> 01:29:44.480]   and
[01:29:44.480 --> 01:29:44.730]   it
[01:29:44.730 --> 01:29:45.450]   worked
[01:29:45.450 --> 01:29:46.250]   You
[01:29:46.250 --> 01:29:46.290]  .
[01:29:46.290 --> 01:29:47.150]   know
[01:29:47.150 --> 01:29:47.150]  ,
[01:29:47.150 --> 01:29:47.340]   it
[01:29:47.340 --> 01:29:47.530]  's
[01:29:47.530 --> 01:29:48.210]   you
[01:29:48.210 --> 01:29:48.250]   know
[01:29:48.250 --> 01:29:48.400]  ,
[01:29:48.400 --> 01:29:48.490]   I
[01:29:48.490 --> 01:29:48.970]   think
[01:29:48.970 --> 01:29:49.160]   it
[01:29:49.160 --> 01:29:49.450]   was
[01:29:49.450 --> 01:29:49.970]   since
[01:29:49.970 --> 01:29:50.220]   the
[01:29:50.220 --> 01:29:50.480]   um
[01:29:51.560 --> 01:29:51.570]  
[01:29:51.570 --> 01:29:51.890]   since
[01:29:51.890 --> 01:29:52.080]   the
[01:29:52.080 --> 01:29:52.870]   conversation
[01:29:52.870 --> 01:29:52.930]   I
[01:29:52.930 --> 01:29:53.120]   had
[01:29:53.120 --> 01:29:53.450]   about
[01:29:53.450 --> 01:29:53.940]   how
[01:29:53.940 --> 01:29:53.970]   there
[01:29:53.970 --> 01:29:54.220]   was
[01:29:54.220 --> 01:29:54.230]   a
[01:29:54.230 --> 01:29:54.580]   final
[01:29:54.580 --> 01:29:54.880]   punch
[01:29:54.880 --> 01:29:55.140]   list
[01:29:55.140 --> 01:29:55.460]   of
[01:29:55.460 --> 01:29:55.660]   things
[01:29:55.660 --> 01:29:55.920]   that
[01:29:55.920 --> 01:29:56.050]   we
[01:29:56.050 --> 01:29:56.240]  're
[01:29:56.240 --> 01:29:56.570]   gonna
[01:29:56.570 --> 01:29:56.850]   need
[01:29:56.850 --> 01:29:57.290]   to
[01:29:57.290 --> 01:29:57.310]   knock
[01:29:57.310 --> 01:29:57.480]   out
[01:29:57.480 --> 01:29:57.670]   and
[01:29:57.670 --> 01:29:58.030]   that
[01:29:58.030 --> 01:29:58.050]   you
[01:29:58.050 --> 01:29:58.410]   know
[01:29:58.410 --> 01:29:58.570]   Mark
[01:29:58.570 --> 01:29:59.040]   was
[01:29:59.040 --> 01:29:59.060]   gonna
[01:29:59.060 --> 01:29:59.250]   come
[01:29:59.250 --> 01:29:59.460]   over
[01:29:59.460 --> 01:29:59.620]   and
[01:29:59.620 --> 01:29:59.760]   we
[01:29:59.760 --> 01:29:59.870]  're
[01:29:59.870 --> 01:30:00.130]   gonna
[01:30:00.130 --> 01:30:00.340]   work
[01:30:00.340 --> 01:30:00.760]   together
[01:30:00.760 --> 01:30:00.860]   at
[01:30:00.860 --> 01:30:01.110]   every
[01:30:01.110 --> 01:30:01.280]   one
[01:30:01.280 --> 01:30:01.380]   of
[01:30:01.380 --> 01:30:01.430]   '
[01:30:01.430 --> 01:30:01.530]  em
[01:30:01.530 --> 01:30:01.720]  ,
[01:30:01.720 --> 01:30:01.930]   you
[01:30:01.930 --> 01:30:02.000]   know
[01:30:02.000 --> 01:30:02.350]  ,
[01:30:02.350 --> 01:30:02.560]   and
[01:30:02.560 --> 01:30:02.980]   it
[01:30:02.980 --> 01:30:03.130]   seemed
[01:30:03.130 --> 01:30:03.410]   like
[01:30:03.410 --> 01:30:03.550]   it
[01:30:03.550 --> 01:30:03.900]   might
[01:30:03.900 --> 01:30:04.040]   be
[01:30:04.040 --> 01:30:04.340]   just
[01:30:04.340 --> 01:30:04.600]   like
[01:30:04.600 --> 01:30:05.240]   one
[01:30:05.240 --> 01:30:05.310]   session
[01:30:05.310 --> 01:30:05.520]  .
[01:30:05.520 --> 01:30:05.940]   Six
[01:30:05.940 --> 01:30:06.600]  . [SPEAKER_TURN]
[01:30:06.600 --> 01:30:07.040]   M
[01:30:07.040 --> 01:30:07.140]  m
[01:30:07.140 --> 01:30:07.410]  -
[01:30:07.410 --> 01:30:07.690]  h
[01:30:07.690 --> 01:30:08.260]  mm
[01:30:08.260 --> 01:30:11.260]  . [SPEAKER_TURN]
[01:30:15.040 --> 01:30:15.120]  
[01:30:15.120 --> 01:30:15.190]   you
[01:30:15.190 --> 01:30:15.420]   know
[01:30:15.420 --> 01:30:15.690]   blocks
[01:30:15.690 --> 01:30:15.790]   of
[01:30:15.790 --> 01:30:15.990]   time
[01:30:15.990 --> 01:30:16.300]   where
[01:30:16.300 --> 01:30:16.340]   he
[01:30:16.340 --> 01:30:16.590]   would
[01:30:16.590 --> 01:30:16.790]   come
[01:30:16.790 --> 01:30:16.990]   over
[01:30:16.990 --> 01:30:17.090]   at
[01:30:17.090 --> 01:30:17.270]   my
[01:30:17.270 --> 01:30:17.430]   place
[01:30:17.430 --> 01:30:17.590]   and
[01:30:17.590 --> 01:30:17.740]   we
[01:30:17.740 --> 01:30:17.790]  'd
[01:30:17.790 --> 01:30:18.040]   spend
[01:30:18.040 --> 01:30:18.240]   four
[01:30:18.240 --> 01:30:18.500]   hours
[01:30:18.500 --> 01:30:18.850]   working
[01:30:18.850 --> 01:30:19.050]   on
[01:30:19.050 --> 01:30:19.110]   it
[01:30:19.110 --> 01:30:19.200]  .
[01:30:19.200 --> 01:30:19.350]   Six
[01:30:19.350 --> 01:30:19.500]   and
[01:30:19.500 --> 01:30:19.600]   uh
[01:30:19.600 --> 01:30:19.750]   one
[01:30:19.750 --> 01:30:19.950]   more
[01:30:19.950 --> 01:30:20.050]   so
[01:30:20.050 --> 01:30:20.150]   it
[01:30:20.150 --> 01:30:20.450]   should
[01:30:20.450 --> 01:30:20.550]   be
[01:30:20.550 --> 01:30:20.830]   seven
[01:30:20.830 --> 01:30:21.300]  .
[01:30:21.300 --> 01:30:21.300]   You
[01:30:21.300 --> 01:30:21.780]   know
[01:30:21.780 --> 01:30:21.890]   that
[01:30:21.890 --> 01:30:21.960]  'll
[01:30:21.960 --> 01:30:22.080]   be
[01:30:22.080 --> 01:30:22.140]   a
[01:30:22.140 --> 01:30:22.450]   short
[01:30:22.450 --> 01:30:22.620]   one
[01:30:22.620 --> 01:30:23.170]   hopefully
[01:30:23.170 --> 01:30:23.290]  ,
[01:30:23.290 --> 01:30:23.410]   it
[01:30:23.410 --> 01:30:23.590]  'll
[01:30:23.590 --> 01:30:23.710]   be
[01:30:23.710 --> 01:30:23.950]   just
[01:30:23.950 --> 01:30:24.230]   like
[01:30:24.230 --> 01:30:24.310]   an
[01:30:24.310 --> 01:30:24.550]   hour
[01:30:24.550 --> 01:30:24.790]   hour
[01:30:24.790 --> 01:30:24.990]   and
[01:30:24.990 --> 01:30:25.030]   a
[01:30:25.030 --> 01:30:25.270]   half
[01:30:25.270 --> 01:30:25.570]   maybe
[01:30:25.570 --> 01:30:25.690]  ,
[01:30:25.690 --> 01:30:25.870]   two
[01:30:25.870 --> 01:30:26.210]   hours
[01:30:26.210 --> 01:30:26.470]   maybe
[01:30:26.470 --> 01:30:26.590]  ,
[01:30:26.590 --> 01:30:26.830]   and
[01:30:26.830 --> 01:30:26.950]   a
[01:30:26.950 --> 01:30:27.050]   ha
[01:30:27.050 --> 01:30:27.190]   half
[01:30:27.190 --> 01:30:27.430]   hour
[01:30:27.430 --> 01:30:27.680]   pre
[01:30:27.680 --> 01:30:28.180]  pping
[01:30:28.180 --> 01:30:28.340]   getting
[01:30:28.340 --> 01:30:28.460]   it
[01:30:28.460 --> 01:30:28.580]   in
[01:30:28.580 --> 01:30:28.940]  .
[01:30:28.940 --> 01:30:28.940]   But
[01:30:28.940 --> 01:30:29.300]   that
[01:30:29.300 --> 01:30:29.350]  's
[01:30:29.350 --> 01:30:29.480]   you
[01:30:29.480 --> 01:30:29.840]   know
[01:30:29.840 --> 01:30:29.970]  ,
[01:30:29.970 --> 01:30:30.270]   docking
[01:30:30.270 --> 01:30:30.640]   twenty
[01:30:30.640 --> 01:30:31.080]   six
[01:30:31.080 --> 01:30:31.200]   it
[01:30:31.200 --> 01:30:31.320]  's
[01:30:31.320 --> 01:30:31.440]   or
[01:30:31.440 --> 01:30:31.560]   so
[01:30:31.560 --> 01:30:31.870]   hours
[01:30:31.870 --> 01:30:32.240]   twenty
[01:30:32.240 --> 01:30:32.580]   se
[01:30:32.580 --> 01:30:32.860]   probably
[01:30:32.860 --> 01:30:33.230]   twenty
[01:30:33.230 --> 01:30:33.480]   five
[01:30:33.480 --> 01:30:33.600]   to
[01:30:33.600 --> 01:30:34.000]   thirty
[01:30:34.000 --> 01:30:34.280]   hours
[01:30:34.280 --> 01:30:35.060]  . [SPEAKER_TURN]
[01:30:35.060 --> 01:30:35.350]   Yeah
[01:30:35.350 --> 01:30:35.710]  .
[01:30:35.710 --> 01:30:35.730]   So
[01:30:35.730 --> 01:30:36.170]   three
[01:30:36.170 --> 01:30:36.660]   thousand
[01:30:36.660 --> 01:30:37.130]   fourth
[01:30:37.130 --> 01:30:37.410]   well
[01:30:37.410 --> 01:30:37.530]   at
[01:30:37.530 --> 01:30:37.670]   at
[01:30:37.670 --> 01:30:37.740]   a
[01:30:37.740 --> 01:30:38.270]   hundred
[01:30:38.270 --> 01:30:39.050]   dollar
[01:30:39.050 --> 01:30:39.070]   right
[01:30:39.070 --> 01:30:39.190]  ,
[01:30:39.190 --> 01:30:39.410]   Two
[01:30:39.410 --> 01:30:39.920]   hundred
[01:30:39.920 --> 01:30:40.060]   so
[01:30:40.060 --> 01:30:40.900]  , [SPEAKER_TURN]
[01:30:40.900 --> 01:30:41.040]   So
[01:30:41.040 --> 01:30:41.320]   that
[01:30:41.320 --> 01:30:41.460]  's
[01:30:41.460 --> 01:30:41.560]   a
[01:30:41.560 --> 01:30:42.300]   lot [SPEAKER_TURN]
[01:30:42.300 --> 01:30:42.360]   A
[01:30:42.360 --> 01:30:42.400]   lot
[01:30:42.400 --> 01:30:42.660]   of
[01:30:42.660 --> 01:30:43.080]   time
[01:30:43.080 --> 01:30:43.580]  . [SPEAKER_TURN]
[01:30:43.580 --> 01:30:43.590]  
[01:30:43.590 --> 01:30:43.630]   a
[01:30:43.630 --> 01:30:43.790]   lot
[01:30:43.790 --> 01:30:43.890]   of
[01:30:43.890 --> 01:30:44.100]   time
[01:30:44.100 --> 01:30:44.260]  .
[01:30:44.260 --> 01:30:44.470]   That
[01:30:44.470 --> 01:30:44.570]  's
[01:30:44.570 --> 01:30:44.780]   that
[01:30:44.780 --> 01:30:44.880]  's
[01:30:44.880 --> 01:30:44.930]   after
[01:30:44.930 --> 01:30:45.350]   like
[01:30:45.350 --> 01:30:45.560]   it
[01:30:45.560 --> 01:30:45.650]  's
[01:30:45.650 --> 01:30:45.720]   all
[01:30:45.720 --> 01:30:45.960]   done
[01:30:45.960 --> 01:30:46.250]   except
[01:30:46.250 --> 01:30:46.410]   for
[01:30:46.410 --> 01:30:46.620]   this
[01:30:46.620 --> 01:30:46.830]   just
[01:30:46.830 --> 01:30:46.990]   few
[01:30:46.990 --> 01:30:47.200]   less
[01:30:47.200 --> 01:30:47.470]   bucks
[01:30:47.470 --> 01:30:47.680]   Like
[01:30:47.680 --> 01:30:47.890]  .
[01:30:47.890 --> 01:30:48.110]   that
[01:30:48.110 --> 01:30:48.150]  's
[01:30:48.150 --> 01:30:48.310]   how
[01:30:48.310 --> 01:30:48.780]   expensive
[01:30:48.780 --> 01:30:49.000]   it
[01:30:49.000 --> 01:30:49.130]  's
[01:30:49.130 --> 01:30:49.160]   and
[01:30:49.160 --> 01:30:49.420]   so
[01:30:49.420 --> 01:30:49.490]   the
[01:30:49.490 --> 01:30:49.580]   one
[01:30:49.580 --> 01:30:49.970]   thing
[01:30:49.970 --> 01:30:50.010]   was
[01:30:50.010 --> 01:30:50.600]   interesting
[01:30:50.600 --> 01:30:50.810]   when
[01:30:50.810 --> 01:30:50.960]   Mark
[01:30:50.960 --> 01:30:51.330]   came
[01:30:51.330 --> 01:30:51.440]   over
[01:30:51.440 --> 01:30:51.600]   and
[01:30:51.600 --> 01:30:51.700]   we
[01:30:51.700 --> 01:30:51.860]  're
[01:30:51.860 --> 01:30:52.130]   doing
[01:30:52.130 --> 01:30:52.340]   this
[01:30:52.340 --> 01:30:52.490]   is
[01:30:52.490 --> 01:30:52.500]   I
[01:30:52.500 --> 01:30:52.760]   could
[01:30:52.760 --> 01:30:53.140]   explain
[01:30:53.140 --> 01:30:53.240]   to
[01:30:53.240 --> 01:30:53.400]   him
[01:30:53.400 --> 01:30:53.560]   but
[01:30:53.560 --> 01:30:53.720]   you
[01:30:53.720 --> 01:30:53.930]   know
[01:30:53.930 --> 01:30:54.080]   he
[01:30:54.080 --> 01:30:54.130]  's
[01:30:54.130 --> 01:30:54.340]   like
[01:30:54.340 --> 01:30:54.440]   oh
[01:30:54.440 --> 01:30:54.600]   can
[01:30:54.600 --> 01:30:54.700]   we
[01:30:54.700 --> 01:30:54.910]   just
[01:30:54.910 --> 01:30:55.070]   fix
[01:30:55.070 --> 01:30:55.280]   this
[01:30:55.280 --> 01:30:55.440]   one
[01:30:55.440 --> 01:30:55.710]   thing
[01:30:55.710 --> 01:30:55.870]   and
[01:30:55.870 --> 01:30:56.080]   then
[01:30:56.080 --> 01:30:56.610]   it
[01:30:56.610 --> 01:30:56.770]   it
[01:30:56.770 --> 01:30:57.080]   leads
[01:30:57.080 --> 01:30:57.520]   into
[01:30:57.520 --> 01:30:57.890]   all
[01:30:57.890 --> 01:30:58.190]   these
[01:30:58.190 --> 01:30:58.590]   other
[01:30:58.590 --> 01:30:59.080]   things
[01:30:59.080 --> 01:30:59.320]  .
[01:30:59.320 --> 01:30:59.570]   And
[01:30:59.570 --> 01:30:59.650]   I
[01:30:59.650 --> 01:30:59.900]   was
[01:30:59.900 --> 01:31:00.230]   like
[01:31:00.230 --> 01:31:00.500]   see
[01:31:00.500 --> 01:31:00.810]   this
[01:31:00.810 --> 01:31:00.970]   is
[01:31:00.970 --> 01:31:01.400]   kinda
[01:31:01.400 --> 01:31:01.670]   how
[01:31:01.670 --> 01:31:02.290]   software
[01:31:02.290 --> 01:31:02.450]   is
[01:31:02.450 --> 01:31:02.530]   I
[01:31:02.530 --> 01:31:03.100]  .
[01:31:03.100 --> 01:31:03.220]   mean
[01:31:03.220 --> 01:31:03.260]   it
[01:31:03.260 --> 01:31:03.420]  's
[01:31:03.420 --> 01:31:03.750]   just
[01:31:03.750 --> 01:31:04.000]   you
[01:31:04.000 --> 01:31:04.330]   know
[01:31:04.330 --> 01:31:04.660]   once
[01:31:04.660 --> 01:31:04.910]   you
[01:31:04.910 --> 01:31:05.240]   once
[01:31:05.240 --> 01:31:05.490]   you
[01:31:05.490 --> 01:31:05.900]   cross
[01:31:05.900 --> 01:31:06.010]   a
[01:31:06.010 --> 01:31:06.560]   certain
[01:31:06.560 --> 01:31:07.030]   threshold
[01:31:07.030 --> 01:31:07.890]   of
[01:31:07.890 --> 01:31:08.290]   complexity
[01:31:08.290 --> 01:31:08.570]   any
[01:31:08.570 --> 01:31:08.700]  ,
[01:31:08.700 --> 01:31:09.140]   chang
[01:31:09.140 --> 01:31:09.270]  er
[01:31:09.270 --> 01:31:09.860]   edition
[01:31:09.860 --> 01:31:10.180]   just
[01:31:10.180 --> 01:31:10.620]   has
[01:31:10.620 --> 01:31:10.620]   a
[01:31:10.620 --> 01:31:11.160]   it
[01:31:11.160 --> 01:31:12.000]   just
[01:31:12.000 --> 01:31:12.420]   has
[01:31:12.420 --> 01:31:12.780]   uh
[01:31:12.780 --> 01:31:12.960]   a
[01:31:12.960 --> 01:31:13.540]   lot
[01:31:13.540 --> 01:31:13.580]   of
[01:31:13.580 --> 01:31:13.580]  
[01:31:13.580 --> 01:31:14.300]   ramifications
[01:31:14.300 --> 01:31:14.520]   That
[01:31:14.520 --> 01:31:14.680]  .
[01:31:14.680 --> 01:31:14.840]   can
[01:31:14.840 --> 01:31:15.030]   it
[01:31:15.030 --> 01:31:15.110]   can
[01:31:15.110 --> 01:31:15.600]   spiral
[01:31:15.600 --> 01:31:15.650]  .
[01:31:15.650 --> 01:31:15.760]   You
[01:31:15.760 --> 01:31:15.980]   know
[01:31:15.980 --> 01:31:16.160]   and
[01:31:16.160 --> 01:31:16.250]  ,
[01:31:16.250 --> 01:31:16.360]   it
[01:31:16.360 --> 01:31:16.550]  's
[01:31:16.550 --> 01:31:16.690]   just
[01:31:16.690 --> 01:31:16.910]   you
[01:31:16.910 --> 01:31:17.130]   could
[01:31:17.130 --> 01:31:17.240]   do
[01:31:17.240 --> 01:31:17.570]   things
[01:31:17.570 --> 01:31:17.680]   to
[01:31:17.680 --> 01:31:17.970]   limit
[01:31:17.970 --> 01:31:18.180]   that
[01:31:18.180 --> 01:31:18.290]  ,
[01:31:18.290 --> 01:31:18.570]   there
[01:31:18.570 --> 01:31:18.770]   are
[01:31:18.770 --> 01:31:19.250]   software
[01:31:19.250 --> 01:31:19.780]   engineering
[01:31:19.780 --> 01:31:20.340]   principles
[01:31:20.340 --> 01:31:20.450]   of
[01:31:20.450 --> 01:31:20.780]   encaps
[01:31:20.780 --> 01:31:21.170]  ulation
[01:31:21.170 --> 01:31:21.330]   and
[01:31:21.330 --> 01:31:21.490]   you
[01:31:21.490 --> 01:31:21.710]   know
[01:31:21.710 --> 01:31:21.890]   what
[01:31:21.890 --> 01:31:22.260]  's
[01:31:22.260 --> 01:31:22.280]   that
[01:31:22.280 --> 01:31:22.370]  ,
[01:31:22.370 --> 01:31:22.780]   loosely
[01:31:22.780 --> 01:31:23.090]   couple
[01:31:23.090 --> 01:31:23.480]   highly
[01:31:23.480 --> 01:31:23.530]  ,
[01:31:23.530 --> 01:31:23.970]   cohesive
[01:31:23.970 --> 01:31:24.160]   and
[01:31:24.160 --> 01:31:24.300]   you
[01:31:24.300 --> 01:31:24.410]   do
[01:31:24.410 --> 01:31:24.560]   all
[01:31:24.560 --> 01:31:24.840]   these
[01:31:24.840 --> 01:31:25.170]   things
[01:31:25.170 --> 01:31:25.280]   to
[01:31:25.280 --> 01:31:25.610]   limit
[01:31:25.610 --> 01:31:25.780]   that
[01:31:25.780 --> 01:31:25.950]   but
[01:31:25.950 --> 01:31:26.220]   still
[01:31:26.220 --> 01:31:26.380]   you
[01:31:26.380 --> 01:31:26.710]  ,
[01:31:26.710 --> 01:31:26.710]   know
[01:31:26.710 --> 01:31:26.810]  ,
[01:31:26.810 --> 01:31:27.100]   those
[01:31:27.100 --> 01:31:27.480]   are
[01:31:27.480 --> 01:31:27.490]   just
[01:31:27.490 --> 01:31:27.700]   ways
[01:31:27.700 --> 01:31:27.980]   those
[01:31:27.980 --> 01:31:28.140]   are
[01:31:28.140 --> 01:31:28.360]   just
[01:31:28.360 --> 01:31:28.470]   he
[01:31:28.470 --> 01:31:28.620]  ur
[01:31:28.620 --> 01:31:28.910]  istics
[01:31:28.910 --> 01:31:29.080]   uh
[01:31:29.080 --> 01:31:29.130]   to
[01:31:29.130 --> 01:31:29.180]   k
[01:31:29.180 --> 01:31:29.290]   to
[01:31:29.290 --> 01:31:29.660]   manage
[01:31:29.660 --> 01:31:29.780]   the
[01:31:29.780 --> 01:31:30.380]   complexity
[01:31:30.380 --> 01:31:30.610]  ,
[01:31:30.610 --> 01:31:30.640]   but
[01:31:30.640 --> 01:31:30.830]   you
[01:31:30.830 --> 01:31:31.060]   never
[01:31:31.060 --> 01:31:31.210]   get
[01:31:31.210 --> 01:31:31.370]   rid
[01:31:31.370 --> 01:31:31.480]   of
[01:31:31.480 --> 01:31:31.640]   the
[01:31:31.640 --> 01:31:32.200]   complexity
[01:31:32.200 --> 01:31:32.760]   completely
[01:31:32.760 --> 01:31:32.870]  ,
[01:31:32.870 --> 01:31:33.030]   you
[01:31:33.030 --> 01:31:33.280]   know
[01:31:33.280 --> 01:31:33.410]   you
[01:31:33.410 --> 01:31:33.540]  ,
[01:31:33.540 --> 01:31:33.680]   can
[01:31:33.680 --> 01:31:33.830]   manage
[01:31:33.830 --> 01:31:34.120]   it
[01:31:34.120 --> 01:31:34.230]   at
[01:31:34.230 --> 01:31:34.450]   best
[01:31:34.450 --> 01:31:34.720]  ,
[01:31:34.720 --> 01:31:34.770]   and
[01:31:34.770 --> 01:31:34.880]   you
[01:31:34.880 --> 01:31:35.100]   know
[01:31:35.100 --> 01:31:35.240]   it
[01:31:35.240 --> 01:31:35.320]  ,
[01:31:35.320 --> 01:31:35.480]   was
[01:31:35.480 --> 01:31:35.640]   one
[01:31:35.640 --> 01:31:35.970]   little
[01:31:35.970 --> 01:31:36.250]   thing
[01:31:36.250 --> 01:31:36.440]   can
[01:31:36.440 --> 01:31:36.520]  't
[01:31:36.520 --> 01:31:36.630]  ,
[01:31:36.630 --> 01:31:36.790]   you
[01:31:36.790 --> 01:31:37.110]   change
[01:31:37.110 --> 01:31:37.450]   just
[01:31:37.450 --> 01:31:37.500]   one
[01:31:37.500 --> 01:31:37.830]   little
[01:31:37.830 --> 01:31:38.130]   thing
[01:31:38.130 --> 01:31:38.220]  ,
[01:31:38.220 --> 01:31:38.400]   you
[01:31:38.400 --> 01:31:38.600]   know
[01:31:38.600 --> 01:31:38.890]   like
[01:31:38.890 --> 01:31:38.930]  ,
[01:31:38.930 --> 01:31:39.040]   it
[01:31:39.040 --> 01:31:39.150]  's
[01:31:39.150 --> 01:31:39.260]   to
[01:31:39.260 --> 01:31:39.490]   you
[01:31:39.490 --> 01:31:39.530]   it
[01:31:39.530 --> 01:31:39.640]  ,
[01:31:39.640 --> 01:31:39.920]   seems
[01:31:39.920 --> 01:31:40.140]   like
[01:31:40.140 --> 01:31:40.270]   a
[01:31:40.270 --> 01:31:40.580]   fifteen
[01:31:40.580 --> 01:31:40.910]   minute
[01:31:40.910 --> 01:31:41.190]   thing
[01:31:41.190 --> 01:31:41.350]  ,
[01:31:41.350 --> 01:31:41.460]   but
[01:31:41.460 --> 01:31:41.570]   it
[01:31:41.570 --> 01:31:41.850]   could
[01:31:41.850 --> 01:31:41.960]   be
[01:31:41.960 --> 01:31:42.180]   five
[01:31:42.180 --> 01:31:43.520]   hours [SPEAKER_TURN]
[01:31:43.600 --> 01:31:43.620]   It
[01:31:43.620 --> 01:31:43.630]   could
[01:31:43.630 --> 01:31:44.130]   be
[01:31:44.130 --> 01:31:44.200]   two
[01:31:44.200 --> 01:31:44.330]   days
[01:31:44.330 --> 01:31:44.690]   because
[01:31:44.690 --> 01:31:44.790]  ,
[01:31:44.790 --> 01:31:44.970]   now
[01:31:44.970 --> 01:31:45.090]   all
[01:31:45.090 --> 01:31:45.180]   of
[01:31:45.180 --> 01:31:45.550]   a
[01:31:45.550 --> 01:31:45.680]   sudden
[01:31:45.680 --> 01:31:45.700]   all
[01:31:45.700 --> 01:31:45.960]   these
[01:31:45.960 --> 01:31:46.220]   other
[01:31:46.220 --> 01:31:46.530]   things
[01:31:46.530 --> 01:31:46.730]   that
[01:31:46.730 --> 01:31:46.930]   were
[01:31:46.930 --> 01:31:47.190]   built
[01:31:47.190 --> 01:31:47.290]   on
[01:31:47.290 --> 01:31:47.650]   certain
[01:31:47.650 --> 01:31:48.320]   assumptions
[01:31:48.320 --> 01:31:48.410]   or
[01:31:48.410 --> 01:31:48.730]   whatever
[01:31:48.730 --> 01:31:48.880]   are
[01:31:48.880 --> 01:31:48.990]   no
[01:31:48.990 --> 01:31:49.280]   longer
[01:31:49.280 --> 01:31:49.550]   there
[01:31:49.550 --> 01:31:49.650]  's
[01:31:49.650 --> 01:31:49.850]   some
[01:31:49.850 --> 01:31:50.160]   things
[01:31:50.160 --> 01:31:50.260]   no
[01:31:50.260 --> 01:31:50.570]   longer
[01:31:50.570 --> 01:31:50.770]   true
[01:31:50.770 --> 01:31:50.920]   and
[01:31:50.920 --> 01:31:51.070]   all
[01:31:51.070 --> 01:31:51.330]   these
[01:31:51.330 --> 01:31:51.640]   things
[01:31:51.640 --> 01:31:51.790]   are
[01:31:51.790 --> 01:31:52.220]   affected
[01:31:52.220 --> 01:31:52.350]   now
[01:31:52.350 --> 01:31:52.450]   we
[01:31:52.450 --> 01:31:52.710]   gotta
[01:31:52.710 --> 01:31:52.810]   do
[01:31:52.810 --> 01:31:53.000]   all
[01:31:53.000 --> 01:31:53.190]   this
[01:31:53.190 --> 01:31:53.420]   stuff
[01:31:53.420 --> 01:31:54.260]  . [SPEAKER_TURN]
[01:31:54.260 --> 01:31:56.760]   Yeah
[01:31:56.760 --> 01:32:03.540]  . [SPEAKER_TURN]
[01:32:03.540 --> 01:32:03.680]   You
[01:32:03.680 --> 01:32:03.980]   gotta
[01:32:03.980 --> 01:32:04.190]   forget
[01:32:04.190 --> 01:32:04.720]  . [SPEAKER_TURN]
[01:32:04.720 --> 01:32:04.800]  
[01:32:04.800 --> 01:32:04.930]   And
[01:32:04.930 --> 01:32:05.210]   then
[01:32:05.210 --> 01:32:05.420]   you
[01:32:05.420 --> 01:32:05.850]   forget
[01:32:05.850 --> 01:32:06.190]   how
[01:32:06.190 --> 01:32:06.490]   things
[01:32:06.490 --> 01:32:06.920]   spiral
[01:32:06.920 --> 01:32:07.160]  .
[01:32:07.160 --> 01:32:07.340]   And
[01:32:07.340 --> 01:32:07.570]   then
[01:32:07.570 --> 01:32:07.840]   you
[01:32:07.840 --> 01:32:07.940]   sit
[01:32:07.940 --> 01:32:08.180]   down
[01:32:08.180 --> 01:32:08.300]   in
[01:32:08.300 --> 01:32:08.480]   the
[01:32:08.480 --> 01:32:08.970]   trenches
[01:32:08.970 --> 01:32:09.200]   with
[01:32:09.200 --> 01:32:09.630]   someone
[01:32:09.630 --> 01:32:09.810]   and
[01:32:09.810 --> 01:32:10.180]   you
[01:32:10.180 --> 01:32:10.260]  're
[01:32:10.260 --> 01:32:10.420]   like
[01:32:10.420 --> 01:32:10.530]   oh
[01:32:10.530 --> 01:32:11.030]   right
[01:32:11.030 --> 01:32:11.090]  .
[01:32:11.090 --> 01:32:11.210]   Not
[01:32:11.210 --> 01:32:11.460]   just
[01:32:11.460 --> 01:32:11.570]   oh
[01:32:11.570 --> 01:32:11.830]   I
[01:32:11.830 --> 01:32:12.020]   talked
[01:32:12.020 --> 01:32:12.120]   to
[01:32:12.120 --> 01:32:12.300]   you
[01:32:12.300 --> 01:32:12.560]   over
[01:32:12.560 --> 01:32:12.670]   a
[01:32:12.670 --> 01:32:13.020]   couple
[01:32:13.020 --> 01:32:13.100]   of
[01:32:13.100 --> 01:32:13.350]   days
[01:32:13.350 --> 01:32:13.450]   to
[01:32:13.450 --> 01:32:13.690]   hear
[01:32:13.690 --> 01:32:14.000]   about
[01:32:14.000 --> 01:32:14.130]   it
[01:32:14.130 --> 01:32:14.240]  ,
[01:32:14.240 --> 01:32:14.360]   no
[01:32:14.360 --> 01:32:14.540]   you
[01:32:14.540 --> 01:32:15.100]   literally
[01:32:15.100 --> 01:32:15.280]   sit
[01:32:15.280 --> 01:32:15.400]   in
[01:32:15.400 --> 01:32:15.520]   a
[01:32:15.520 --> 01:32:15.770]   chair
[01:32:15.770 --> 01:32:16.010]   next
[01:32:16.010 --> 01:32:16.130]   to
[01:32:16.130 --> 01:32:16.250]   me
[01:32:16.250 --> 01:32:16.430]   and
[01:32:16.430 --> 01:32:16.920]   you
[01:32:16.920 --> 01:32:16.970]   watch
[01:32:16.970 --> 01:32:17.040]   me
[01:32:17.040 --> 01:32:17.160]   to
