
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:05.390]   â™
[01:17:22.570 --> 01:17:22.750]   don
[01:17:22.750 --> 01:17:22.870]  't
[01:17:22.870 --> 01:17:23.110]   know
[01:17:23.110 --> 01:17:23.230]   if
[01:17:23.230 --> 01:17:23.410]   you
[01:17:23.410 --> 01:17:23.650]   guys
[01:17:23.650 --> 01:17:23.710]   I
[01:17:23.710 --> 01:17:23.940]   mean
[01:17:23.940 --> 01:17:24.070]   I
[01:17:24.070 --> 01:17:24.100]   I
[01:17:24.100 --> 01:17:24.250]   use
[01:17:24.250 --> 01:17:24.430]   Yam
[01:17:24.430 --> 01:17:24.610]  mer
[01:17:24.610 --> 01:17:24.660]   a
[01:17:24.660 --> 01:17:24.960]   lot
[01:17:24.960 --> 01:17:24.970]   um
[01:17:24.970 --> 01:17:25.580]   internally
[01:17:25.580 --> 01:17:25.760]   and
[01:17:25.760 --> 01:17:25.820]   I
[01:17:25.820 --> 01:17:26.120]   think
[01:17:26.120 --> 01:17:26.380]   that
[01:17:26.380 --> 01:17:26.600]   just
[01:17:26.600 --> 01:17:27.020]   creates
[01:17:27.020 --> 01:17:27.320]   kinda
[01:17:27.320 --> 01:17:27.560]   like
[01:17:27.560 --> 01:17:27.740]   the
[01:17:27.740 --> 01:17:28.060]   water
[01:17:28.060 --> 01:17:28.100]  -
[01:17:28.100 --> 01:17:28.400]  cool
[01:17:28.400 --> 01:17:28.460]  er
[01:17:28.460 --> 01:17:28.580]   of
[01:17:28.580 --> 01:17:28.760]   the
[01:17:28.760 --> 01:17:29.180]   company
[01:17:29.180 --> 01:17:29.360]  .
[01:17:29.360 --> 01:17:29.480]   Uh
[01:17:29.480 --> 01:17:29.660]   you
[01:17:29.660 --> 01:17:29.900]   know
[01:17:29.900 --> 01:17:30.010]   we
[01:17:30.010 --> 01:17:30.200]   can
[01:17:30.200 --> 01:17:30.450]   have
[01:17:30.450 --> 01:17:30.680]   some
[01:17:30.680 --> 01:17:30.920]   chat
[01:17:30.920 --> 01:17:31.040]   on
[01:17:31.040 --> 01:17:31.340]   there
[01:17:31.340 --> 01:17:31.460]   of
[01:17:31.460 --> 01:17:32.010]   reactions
[01:17:32.010 --> 01:17:32.150]   to
[01:17:32.150 --> 01:17:32.370]   know
[01:17:32.370 --> 01:17:32.610]   what
[01:17:32.610 --> 01:17:32.730]  's
[01:17:32.730 --> 01:17:33.280]   happening
[01:17:33.280 --> 01:17:33.460]  .
[01:17:33.460 --> 01:17:33.610]   So
[01:17:33.610 --> 01:17:33.640]   I
[01:17:33.640 --> 01:17:33.940]   think
[01:17:33.940 --> 01:17:34.240]   there
[01:17:34.240 --> 01:17:34.360]  's
[01:17:34.360 --> 01:17:34.540]   you
[01:17:34.540 --> 01:17:34.780]   know
[01:17:34.780 --> 01:17:34.900]   I
[01:17:34.900 --> 01:17:34.900]   I
[01:17:34.900 --> 01:17:34.960]   I
[01:17:34.960 --> 01:17:35.200]   feel
[01:17:35.200 --> 01:17:35.440]   very
[01:17:35.440 --> 01:17:35.990]   fortunate
[01:17:35.990 --> 01:17:36.170]   you
[01:17:36.170 --> 01:17:36.430]   know
[01:17:36.430 --> 01:17:36.480]   '
[01:17:36.480 --> 01:17:36.770]  cause
[01:17:36.770 --> 01:17:36.830]   I
[01:17:36.830 --> 01:17:36.950]   do
[01:17:36.950 --> 01:17:37.190]   what
[01:17:37.190 --> 01:17:37.250]   I
[01:17:37.250 --> 01:17:37.490]   love
[01:17:37.490 --> 01:17:37.690]   to
[01:17:37.690 --> 01:17:37.730]   do
[01:17:37.730 --> 01:17:38.070]   every
[01:17:38.070 --> 01:17:38.210]   day
[01:17:38.210 --> 01:17:38.390]   and
[01:17:38.390 --> 01:17:38.570]   the
[01:17:38.570 --> 01:17:39.260]   technology
[01:17:39.260 --> 01:17:39.300]   is
[01:17:39.300 --> 01:17:39.540]   here
[01:17:39.540 --> 01:17:39.660]   to
[01:17:39.660 --> 01:17:40.080]   support
[01:17:40.080 --> 01:17:40.200]   my
[01:17:40.200 --> 01:17:40.770]   lifestyle
[01:17:40.770 --> 01:17:41.050]   which
[01:17:41.050 --> 01:17:41.320]   is
[01:17:41.320 --> 01:17:41.590]   healthy
[01:17:41.590 --> 01:17:41.770]   for
[01:17:41.770 --> 01:17:41.950]   me
[01:17:41.950 --> 01:17:42.070]  .
[01:17:42.070 --> 01:17:42.190]   So
[01:17:42.190 --> 01:17:42.310]   it
[01:17:42.310 --> 01:17:42.430]  's
[01:17:42.430 --> 01:17:42.550]   um
[01:17:42.550 --> 01:17:42.730]   you
[01:17:42.730 --> 01:17:43.030]   know
[01:17:43.030 --> 01:17:43.090]   uh
[01:17:43.090 --> 01:17:43.210]   it
[01:17:43.210 --> 01:17:43.330]  's
[01:17:43.330 --> 01:17:43.450]   uh
[01:17:43.450 --> 01:17:43.570]   it
[01:17:43.570 --> 01:17:43.690]  's
[01:17:43.690 --> 01:17:43.750]   a
[01:17:43.750 --> 01:17:44.050]   great
[01:17:44.050 --> 01:17:44.290]   time
[01:17:44.290 --> 01:17:44.420]   to
[01:17:44.420 --> 01:17:44.560]   be
[01:17:44.560 --> 01:17:44.650]   uh
[01:17:44.650 --> 01:17:44.770]   to
[01:17:44.770 --> 01:17:44.890]   be
[01:17:44.890 --> 01:17:44.970]   a
[01:17:44.970 --> 01:17:45.560]   developer
[01:17:45.560 --> 01:17:45.680]   and
[01:17:45.680 --> 01:17:45.860]   you
[01:17:45.860 --> 01:17:46.100]   know
[01:17:46.100 --> 01:17:46.220]   uh
[01:17:46.220 --> 01:17:46.340]   an
[01:17:46.340 --> 01:17:47.070]   entrepreneur
[01:17:47.070 --> 01:17:47.130]   I
[01:17:47.130 --> 01:17:47.430]   think
[01:17:47.430 --> 01:17:47.610]  .
[01:17:47.610 --> 01:17:47.790]   So
[01:17:47.790 --> 01:17:48.860]   um [SPEAKER_TURN]
[01:17:49.220 --> 01:17:49.020]   Well
[01:17:49.020 --> 01:17:49.140]   you
[01:17:49.140 --> 01:17:49.280]   you
[01:17:49.280 --> 01:17:49.380]   you
[01:17:49.380 --> 01:17:49.540]   know
[01:17:49.540 --> 01:17:49.700]   what
[01:17:49.700 --> 01:17:50.020]   they
[01:17:50.020 --> 01:17:50.100]   what
[01:17:50.100 --> 01:17:50.210]   they
[01:17:50.210 --> 01:17:50.340]   what
[01:17:50.340 --> 01:17:50.540]   they
[01:17:50.540 --> 01:17:50.620]   are
[01:17:50.620 --> 01:17:50.700]   oh
[01:17:50.700 --> 01:17:50.830]   go
[01:17:50.830 --> 01:17:50.860]   on
[01:17:50.860 --> 01:17:50.940]   go
[01:17:50.940 --> 01:17:51.020]   on
[01:17:51.020 --> 01:17:51.100]   to
[01:17:51.100 --> 01:17:51.260]   that
[01:17:51.260 --> 01:17:51.370]  .
[01:17:51.370 --> 01:17:51.420]   I
[01:17:51.420 --> 01:17:51.540]  'll
[01:17:51.540 --> 01:17:51.580]   I
[01:17:51.580 --> 01:17:51.700]  'll
[01:17:51.700 --> 01:17:51.740]   I
[01:17:51.740 --> 01:17:51.900]   just
[01:17:51.900 --> 01:17:52.060]   have
[01:17:52.060 --> 01:17:52.220]   some
[01:17:52.220 --> 01:17:52.460]   follow
[01:17:52.460 --> 01:17:52.520]  -
[01:17:52.520 --> 01:17:52.570]  up
[01:17:52.570 --> 01:17:52.660]   on
[01:17:52.660 --> 01:17:52.820]   that
[01:17:52.820 --> 01:17:53.420]  . [SPEAKER_TURN]
[01:17:53.420 --> 01:17:53.420]  
[01:17:53.420 --> 01:17:53.710]   Well
[01:17:53.710 --> 01:17:53.970]   the
[01:17:53.970 --> 01:17:54.130]   the
[01:17:54.130 --> 01:17:54.420]   next
[01:17:54.420 --> 01:17:54.780]   thing
[01:17:54.780 --> 01:17:54.850]   I
[01:17:54.850 --> 01:17:55.140]   will
[01:17:55.140 --> 01:17:55.430]   need
[01:17:55.430 --> 01:17:55.570]   to
[01:17:55.570 --> 01:17:56.070]   mention
[01:17:56.070 --> 01:17:56.360]   here
[01:17:56.360 --> 01:17:56.500]   as
[01:17:56.500 --> 01:17:56.790]   well
[01:17:56.790 --> 01:17:56.930]   is
[01:17:56.930 --> 01:17:57.070]   um
[01:17:57.070 --> 01:17:57.720]   regarding
[01:17:57.720 --> 01:17:58.070]   swarm
[01:17:58.070 --> 01:17:58.150]   I
[01:17:58.150 --> 01:17:58.440]   just
[01:17:58.440 --> 01:17:58.730]   want
[01:17:58.730 --> 01:17:58.860]   to
[01:17:58.860 --> 01:17:59.080]   and
[01:17:59.080 --> 01:17:59.220]   we
[01:17:59.220 --> 01:17:59.430]   can
[01:17:59.430 --> 01:17:59.720]   talk
[01:17:59.720 --> 01:18:00.110]   about
[01:18:00.110 --> 01:18:00.230]   uh
[01:18:00.230 --> 01:18:00.510]   more
[01:18:00.510 --> 01:18:00.860]   about
[01:18:00.860 --> 01:18:01.080]   the
[01:18:01.080 --> 01:18:01.290]   the
[01:18:01.290 --> 01:18:01.650]   topic
[01:18:01.650 --> 01:18:01.790]   of
[01:18:01.790 --> 01:18:01.970]   uh
[01:18:01.970 --> 01:18:02.360]   living
[01:18:02.360 --> 01:18:02.940]   anywhere
[01:18:02.940 --> 01:18:03.210]   but
[01:18:03.210 --> 01:18:03.320]  ,
[01:18:03.320 --> 01:18:03.500]   the
[01:18:03.500 --> 01:18:03.710]   the
[01:18:03.710 --> 01:18:04.070]   thing
[01:18:04.070 --> 01:18:04.140]   I
[01:18:04.140 --> 01:18:04.570]   wanted
[01:18:04.570 --> 01:18:04.710]   to
[01:18:04.710 --> 01:18:05.210]   mention
[01:18:05.210 --> 01:18:05.350]   is
[01:18:05.350 --> 01:18:05.640]   that
[01:18:05.640 --> 01:18:05.710]   I
[01:18:05.710 --> 01:18:05.960]  'm
[01:18:05.960 --> 01:18:06.210]   gonna
[01:18:06.210 --> 01:18:06.350]   be
[01:18:06.350 --> 01:18:06.490]   at
[01:18:06.490 --> 01:18:06.700]   the
[01:18:06.700 --> 01:18:06.770]   A
[01:18:06.770 --> 01:18:06.840]  _
[01:18:06.840 --> 01:18:06.910]  A
[01:18:06.910 --> 01:18:06.980]  _
[01:18:06.980 --> 01:18:07.050]  A
[01:18:07.050 --> 01:18:07.120]  _
[01:18:07.120 --> 01:18:07.220]  I
[01:18:07.220 --> 01:18:07.260]  _
[01:18:07.260 --> 01:18:07.470]   ten
[01:18:07.470 --> 01:18:07.630]   uh
[01:18:07.630 --> 01:18:08.340]   conference
[01:18:08.340 --> 01:18:08.510]   uh
[01:18:08.510 --> 01:18:08.610]   in
[01:18:08.610 --> 01:18:09.120]   Atlanta
[01:18:09.120 --> 01:18:09.400]   that
[01:18:09.400 --> 01:18:09.540]  's
[01:18:09.540 --> 01:18:10.120]   actually
[01:18:10.120 --> 01:18:10.550]   starts
[01:18:10.550 --> 01:18:10.690]   uh
[01:18:10.690 --> 01:18:11.270]   tomorrow
[01:18:11.270 --> 01:18:11.630]   which
[01:18:11.630 --> 01:18:11.770]  ,
[01:18:11.770 --> 01:18:11.910]   is
[01:18:11.910 --> 01:18:12.000]   a
[01:18:12.000 --> 01:18:13.000]   international
[01:18:13.000 --> 01:18:13.640]   artificial
[01:18:13.640 --> 01:18:14.510]   intelligence
[01:18:14.510 --> 01:18:15.230]   conference
[01:18:15.230 --> 01:18:15.370]   uh
[01:18:15.370 --> 01:18:15.660]   that
[01:18:15.660 --> 01:18:16.160]   happens
[01:18:16.160 --> 01:18:16.450]   once
[01:18:16.450 --> 01:18:16.520]   a
[01:18:16.520 --> 01:18:16.810]   year
[01:18:16.810 --> 01:18:16.950]  ,
[01:18:16.950 --> 01:18:17.160]   and
[01:18:17.160 --> 01:18:17.300]   it
[01:18:17.300 --> 01:18:17.440]  's
[01:18:17.440 --> 01:18:17.590]   uh
[01:18:17.590 --> 01:18:18.080]   Atlanta
[01:18:18.080 --> 01:18:18.370]   this
[01:18:18.370 --> 01:18:18.660]   year
[01:18:18.660 --> 01:18:18.800]   so
[01:18:18.800 --> 01:18:18.940]  ,
[01:18:18.940 --> 01:18:19.230]   very
[01:18:19.230 --> 01:18:19.950]   convenient
[01:18:19.950 --> 01:18:20.160]   and
[01:18:20.160 --> 01:18:20.300]   uh
[01:18:20.300 --> 01:18:20.370]   I
[01:18:20.370 --> 01:18:20.510]  'm
[01:18:20.510 --> 01:18:20.870]   gonna
[01:18:20.870 --> 01:18:21.010]   be
[01:18:21.010 --> 01:18:21.660]   attending
[01:18:21.660 --> 01:18:21.800]   so
[01:18:21.800 --> 01:18:21.940]   if
[01:18:21.940 --> 01:18:22.440]   anybody
[01:18:22.440 --> 01:18:22.580]   on
[01:18:22.580 --> 01:18:23.420]   that
[01:18:23.420 --> 01:18:23.420]  
[01:18:23.420 --> 01:18:23.560]   uh
[01:18:23.560 --> 01:18:23.850]   is
[01:18:23.850 --> 01:18:24.060]   gonna
[01:18:24.060 --> 01:18:24.200]   be
[01:18:24.200 --> 01:18:24.850]   attending
[01:18:24.850 --> 01:18:25.060]   and
[01:18:25.060 --> 01:18:25.420]   wants
[01:18:25.420 --> 01:18:25.490]   a
[01:18:25.490 --> 01:18:25.770]   demo
[01:18:25.770 --> 01:18:25.910]   of
[01:18:25.910 --> 01:18:26.050]   of
[01:18:26.050 --> 01:18:26.200]   SW
[01:18:26.200 --> 01:18:26.400]  ARM
[01:18:26.400 --> 01:18:26.540]   uh
[01:18:26.540 --> 01:18:26.680]   on
[01:18:26.680 --> 01:18:26.820]   my
[01:18:26.820 --> 01:18:27.250]   laptop
[01:18:27.250 --> 01:18:27.390]   or
[01:18:27.390 --> 01:18:27.600]   see
[01:18:27.600 --> 01:18:27.920]   what
[01:18:27.920 --> 01:18:28.090]   how
[01:18:28.090 --> 01:18:28.300]   far
[01:18:28.300 --> 01:18:28.370]   I
[01:18:28.370 --> 01:18:28.650]   got
[01:18:28.650 --> 01:18:28.720]   on
[01:18:28.720 --> 01:18:28.930]   the
[01:18:28.930 --> 01:18:29.000]   E
[01:18:29.000 --> 01:18:29.130]  _
[01:18:29.130 --> 01:18:29.140]  I
[01:18:29.140 --> 01:18:29.210]  _
[01:18:29.210 --> 01:18:29.490]   just
[01:18:29.490 --> 01:18:29.630]  ,
[01:18:29.630 --> 01:18:30.060]   please
[01:18:30.060 --> 01:18:30.340]   uh
[01:18:30.340 --> 01:18:30.370]   uh
[01:18:30.370 --> 01:18:30.840]   contact
[01:18:30.840 --> 01:18:30.910]   I
[01:18:30.910 --> 01:18:31.140]   don
[01:18:31.140 --> 01:18:31.260]  't
[01:18:31.260 --> 01:18:31.590]   know
[01:18:31.590 --> 01:18:31.750]   how
[01:18:31.750 --> 01:18:31.960]   you
[01:18:31.960 --> 01:18:32.280]   guys
[01:18:32.280 --> 01:18:32.520]   pass
[01:18:32.520 --> 01:18:32.730]   the
[01:18:32.730 --> 01:18:33.230]   contact
[01:18:33.230 --> 01:18:34.040]   information
[01:18:34.040 --> 01:18:34.300]   here
[01:18:34.300 --> 01:18:34.510]   but
[01:18:34.510 --> 01:18:34.650]   um
[01:18:34.650 --> 01:18:34.790]   uh
[01:18:34.790 --> 01:18:35.070]   just
[01:18:35.070 --> 01:18:35.280]   let
[01:18:35.280 --> 01:18:35.430]   me
[01:18:35.430 --> 01:18:35.750]   know
[01:18:35.750 --> 01:18:35.840]   uh
[01:18:35.840 --> 01:18:36.000]   I
[01:18:36.000 --> 01:18:36.050]   am
[01:18:36.050 --> 01:18:36.190]   on
[01:18:36.190 --> 01:18:36.690]   Twitter
[01:18:36.690 --> 01:18:37.820]  . [SPEAKER_TURN]
[01:18:37.820 --> 01:18:37.900]   I
[01:18:37.900 --> 01:18:38.140]   bet
[01:18:38.140 --> 01:18:38.220]   I
[01:18:38.220 --> 01:18:38.700]   better
[01:18:38.700 --> 01:18:38.940]   get
[01:18:38.940 --> 01:18:39.260]   this
[01:18:39.260 --> 01:18:39.580]   show
[01:18:39.580 --> 01:18:40.060]   edited
[01:18:40.060 --> 01:18:40.540]   faster
[01:18:40.540 --> 01:18:40.860]   than
[01:18:40.860 --> 01:18:41.340]   normal
[01:18:41.340 --> 01:18:41.660]   then
[01:18:41.660 --> 01:18:42.560]  . [SPEAKER_TURN]
[01:18:42.560 --> 01:18:42.820]   Yeah
[01:18:42.820 --> 01:18:42.920]   we
[01:18:42.920 --> 01:18:43.200]  'll
[01:18:43.200 --> 01:18:43.280]   get
[01:18:43.280 --> 01:18:43.400]   it
[01:18:43.400 --> 01:18:43.580]   out
[01:18:43.580 --> 01:18:43.940]   today
[01:18:43.940 --> 01:18:44.010]   Um
[01:18:44.010 --> 01:18:44.230]  .
[01:18:44.230 --> 01:18:44.300]   yeah
[01:18:44.300 --> 01:18:44.510]   I
[01:18:44.510 --> 01:18:44.550]   i
[01:18:44.550 --> 01:18:44.760]   what
[01:18:44.760 --> 01:18:45.110]  's
[01:18:45.110 --> 01:18:45.230]   what
[01:18:45.230 --> 01:18:45.330]   does
[01:18:45.330 --> 01:18:45.550]   that
[01:18:45.550 --> 01:18:46.100]   conference
[01:18:46.100 --> 01:18:46.370]   stand
[01:18:46.370 --> 01:18:46.590]   what
[01:18:46.590 --> 01:18:46.850]   does
[01:18:46.850 --> 01:18:47.030]   that
[01:18:47.030 --> 01:18:47.410]   acronym
[01:18:47.410 --> 01:18:47.680]   stand
[01:18:47.680 --> 01:18:47.840]   for
[01:18:47.840 --> 01:18:48.500]  ? [SPEAKER_TURN]
[01:18:48.940 --> 01:18:49.010]  
[01:18:49.010 --> 01:18:49.190]   Well
[01:18:49.190 --> 01:18:49.320]   it
[01:18:49.320 --> 01:18:49.420]  's
[01:18:49.420 --> 01:18:49.500]   I
[01:18:49.500 --> 01:18:49.890]   think
[01:18:49.890 --> 01:18:49.950]   it
[01:18:49.950 --> 01:18:50.070]  's
[01:18:50.070 --> 01:18:50.130]   I
[01:18:50.130 --> 01:18:50.250]  'm
[01:18:50.250 --> 01:18:50.890]   artificial
[01:18:50.890 --> 01:18:51.180]   our
[01:18:51.180 --> 01:18:51.790]   intelligent
[01:18:51.790 --> 01:18:51.920]   no
[01:18:51.920 --> 01:18:52.040]  ,
[01:18:52.040 --> 01:18:52.290]   what
[01:18:52.290 --> 01:18:52.440]   is
[01:18:52.440 --> 01:18:52.550]   it
[01:18:52.550 --> 01:18:52.740]  ?
[01:18:52.740 --> 01:18:52.800]   A
[01:18:52.800 --> 01:18:53.310]   American
[01:18:53.310 --> 01:18:54.020]   advancement
[01:18:54.020 --> 01:18:54.210]   for
[01:18:54.210 --> 01:18:54.850]   artificial
[01:18:54.850 --> 01:18:55.630]   intelligence
[01:18:55.630 --> 01:18:55.810]  .
[01:18:55.810 --> 01:18:55.870]   I
[01:18:55.870 --> 01:18:56.060]   can
[01:18:56.060 --> 01:18:56.570]   remember
[01:18:56.570 --> 01:18:56.700]   as
[01:18:56.700 --> 01:18:56.760]   a
[01:18:56.760 --> 01:18:56.820]   I
[01:18:56.820 --> 01:18:57.140]   never
[01:18:57.140 --> 01:18:57.200]   I
[01:18:57.200 --> 01:18:57.580]   always
[01:18:57.580 --> 01:18:57.830]   type
[01:18:57.830 --> 01:18:57.960]   it
[01:18:57.960 --> 01:18:58.280]   wrong
[01:18:58.280 --> 01:18:58.410]   on
[01:18:58.410 --> 01:18:58.540]   in
[01:18:58.540 --> 01:18:58.790]   when
[01:18:58.790 --> 01:18:58.850]   I
[01:18:58.850 --> 01:18:59.170]   tried
[01:18:59.170 --> 01:18:59.310]   to
[01:18:59.310 --> 01:18:59.570]   get
[01:18:59.570 --> 01:18:59.620]   to
[01:18:59.620 --> 01:18:59.870]   that
[01:18:59.870 --> 01:19:00.120]   site
[01:19:00.120 --> 01:19:00.310]  .
[01:19:00.310 --> 01:19:00.440]   Uh
[01:19:00.440 --> 01:19:00.630]   but
[01:19:00.630 --> 01:19:00.880]   it
[01:19:00.880 --> 01:19:00.890]  's
[01:19:00.890 --> 01:19:00.940]   a
[01:19:00.940 --> 01:19:01.070]   it
[01:19:01.070 --> 01:19:01.200]  's
[01:19:01.200 --> 01:19:01.280]   a
[01:19:01.280 --> 01:19:01.650]   major
[01:19:01.650 --> 01:19:02.280]   association
[01:19:02.280 --> 01:19:02.600]   about
[01:19:02.600 --> 01:19:02.660]   A
[01:19:02.660 --> 01:19:02.720]  _
[01:19:02.720 --> 01:19:02.810]  I
[01:19:02.810 --> 01:19:02.840]  _
[01:19:02.840 --> 01:19:03.090]   that
[01:19:03.090 --> 01:19:03.280]   you
[01:19:03.280 --> 01:19:03.540]   know
[01:19:03.540 --> 01:19:03.590]   I
[01:19:03.590 --> 01:19:03.970]   always
[01:19:03.970 --> 01:19:04.350]   advise
[01:19:04.350 --> 01:19:04.930]   everybody
[01:19:04.930 --> 01:19:05.060]   to
[01:19:05.060 --> 01:19:05.310]   join
[01:19:05.310 --> 01:19:05.440]   it
[01:19:05.440 --> 01:19:05.560]  's
[01:19:05.560 --> 01:19:05.880]   about
[01:19:05.880 --> 01:19:05.940]   a
[01:19:05.940 --> 01:19:06.390]   hundred
[01:19:06.390 --> 01:19:06.710]   bucks
[01:19:06.710 --> 01:19:06.840]   to
[01:19:06.840 --> 01:19:07.090]   join
[01:19:07.090 --> 01:19:07.300]   and
[01:19:07.300 --> 01:19:07.430]   it
[01:19:07.430 --> 01:19:07.530]  's
[01:19:07.530 --> 01:19:07.660]   uh
[01:19:07.660 --> 01:19:07.980]   you
[01:19:07.980 --> 01:19:08.090]   know
[01:19:08.090 --> 01:19:08.370]   it
[01:19:08.370 --> 01:19:08.550]   gives
[01:19:08.550 --> 01:19:08.740]   you
[01:19:08.740 --> 01:19:08.930]   uh
[01:19:08.930 --> 01:19:09.250]   access
[01:19:09.250 --> 01:19:09.380]   to
[01:19:09.380 --> 01:19:09.570]   you
[01:19:09.570 --> 01:19:09.820]   know
[01:19:09.820 --> 01:19:10.440]   mailing
[01:19:10.440 --> 01:19:10.520]   list
[01:19:10.520 --> 01:19:10.710]  .
[01:19:10.710 --> 01:19:10.840]   Uh
[01:19:10.840 --> 01:19:11.170]   there
[01:19:11.170 --> 01:19:11.280]  's
[01:19:11.280 --> 01:19:11.470]   you
[01:19:11.470 --> 01:19:11.720]   know
[01:19:11.720 --> 01:19:12.040]   about
[01:19:12.040 --> 01:19:12.100]   I
[01:19:12.100 --> 01:19:12.350]   will
[01:19:12.350 --> 01:19:12.540]   say
[01:19:12.540 --> 01:19:12.730]   you
[01:19:12.730 --> 01:19:13.060]   know
[01:19:13.060 --> 01:19:13.300]   about
[01:19:13.300 --> 01:19:13.490]   ten
[01:19:13.490 --> 01:19:13.870]   twelve
[01:19:13.870 --> 01:19:13.930]   A
[01:19:13.930 --> 01:19:13.990]  _
[01:19:13.990 --> 01:19:14.050]  I
[01:19:14.050 --> 01:19:14.110]  _
[01:19:14.110 --> 01:19:14.820]   conferences
[01:19:14.820 --> 01:19:15.090]   every
[01:19:15.090 --> 01:19:15.360]   year
[01:19:15.360 --> 01:19:15.650]   in
[01:19:15.650 --> 01:19:15.970]   various
[01:19:15.970 --> 01:19:16.480]   location
[01:19:16.480 --> 01:19:16.670]  .
[01:19:16.670 --> 01:19:16.860]   And
[01:19:16.860 --> 01:19:17.050]   you
[01:19:17.050 --> 01:19:17.300]   know
[01:19:17.300 --> 01:19:17.570]   some
[01:19:17.570 --> 01:19:17.740]   are
[01:19:17.740 --> 01:19:18.940]   actually
[01:19:18.940 --> 01:19:18.940]  
[01:19:18.940 --> 01:19:19.180]   more
[01:19:19.180 --> 01:19:19.560]   geared
[01:19:19.560 --> 01:19:20.090]   towards
[01:19:20.090 --> 01:19:20.500]   specific
[01:19:20.500 --> 01:19:20.880]   topic
[01:19:20.880 --> 01:19:21.020]  .
[01:19:21.020 --> 01:19:21.140]   But
[01:19:21.140 --> 01:19:21.310]   this
[01:19:21.310 --> 01:19:21.430]   one
[01:19:21.430 --> 01:19:21.510]   is
[01:19:21.510 --> 01:19:21.680]   like
[01:19:21.680 --> 01:19:21.800]   the
[01:19:21.800 --> 01:19:22.100]   generic
[01:19:22.100 --> 01:19:22.250]   one
[01:19:22.250 --> 01:19:22.430]   where
[01:19:22.430 --> 01:19:22.550]   you
[01:19:22.550 --> 01:19:22.720]   have
[01:19:22.720 --> 01:19:23.160]   everything
[01:19:23.160 --> 01:19:23.360]   under
[01:19:23.360 --> 01:19:23.480]   the
[01:19:23.480 --> 01:19:23.600]   sun
[01:19:23.600 --> 01:19:23.820]  .
[01:19:23.820 --> 01:19:23.960]   So
[01:19:23.960 --> 01:19:24.180]   you
[01:19:24.180 --> 01:19:24.600]   know
[01:19:24.600 --> 01:19:24.610]  ,
[01:19:24.610 --> 01:19:24.980]   major
[01:19:24.980 --> 01:19:25.440]   talks
[01:19:25.440 --> 01:19:25.640]   from
[01:19:25.640 --> 01:19:26.010]   major
[01:19:26.010 --> 01:19:26.570]   players
[01:19:26.570 --> 01:19:26.740]   but
[01:19:26.740 --> 01:19:27.030]   also
[01:19:27.030 --> 01:19:27.170]   uh
[01:19:27.170 --> 01:19:27.390]   you
[01:19:27.390 --> 01:19:27.980]   know
[01:19:27.980 --> 01:19:28.360]   different
[01:19:28.360 --> 01:19:28.710]   track
[01:19:28.710 --> 01:19:29.000]   from
[01:19:29.000 --> 01:19:29.290]   game
[01:19:29.290 --> 01:19:29.730]   theory
[01:19:29.730 --> 01:19:29.920]   to
[01:19:29.920 --> 01:19:30.900]   classification
[01:19:30.900 --> 01:19:31.040]   uh
[01:19:31.040 --> 01:19:31.210]   to
[01:19:31.210 --> 01:19:31.570]   text
[01:19:31.570 --> 01:19:32.060]   analysis
[01:19:32.060 --> 01:19:32.280]   and
[01:19:32.280 --> 01:19:32.500]   you
[01:19:32.500 --> 01:19:32.790]   know
[01:19:32.790 --> 01:19:33.010]   and
[01:19:33.010 --> 01:19:33.150]   it
[01:19:33.150 --> 01:19:33.370]   was
[01:19:33.370 --> 01:19:33.660]   well
[01:19:33.660 --> 01:19:33.950]   you
[01:19:33.950 --> 01:19:34.170]   know
[01:19:34.170 --> 01:19:34.390]   the
[01:19:34.390 --> 01:19:34.610]   web
[01:19:34.610 --> 01:19:34.830]   and
[01:19:34.830 --> 01:19:34.900]   A
[01:19:34.900 --> 01:19:34.970]  _
[01:19:34.970 --> 01:19:35.040]  I
[01:19:35.040 --> 01:19:35.110]  _
[01:19:35.110 --> 01:19:35.180]   I
[01:19:35.180 --> 01:19:35.470]   mean
[01:19:35.470 --> 01:19:35.690]   all
[01:19:35.690 --> 01:19:36.060]   those
[01:19:36.060 --> 01:19:36.500]   things
[01:19:36.500 --> 01:19:36.870]   which
[01:19:36.870 --> 01:19:37.010]   is
[01:19:37.010 --> 01:19:37.510]   really
[01:19:37.510 --> 01:19:37.670]   exc
[01:19:37.670 --> 01:19:37.890]   was
[01:19:37.890 --> 01:19:38.580]   exciting
[01:19:38.580 --> 01:19:38.580]   to
[01:19:38.580 --> 01:19:38.830]   to
[01:19:38.830 --> 01:19:38.980]   see
[01:19:38.980 --> 01:19:39.200]   the
[01:19:39.200 --> 01:19:39.640]   latest
[01:19:39.640 --> 01:19:39.920]   of
[01:19:39.920 --> 01:19:40.000]   the
[01:19:40.000 --> 01:19:40.670]   greatest
[01:19:40.670 --> 01:19:40.800]   of
[01:19:40.800 --> 01:19:41.800]   uh [SPEAKER_TURN]
[01:19:41.800 --> 01:19:41.910]   Well
[01:19:41.910 --> 01:19:41.960]   on
[01:19:41.960 --> 01:19:42.080]   the
[01:19:42.080 --> 01:19:42.220]   website
[01:19:42.220 --> 01:19:42.340]   they
[01:19:42.340 --> 01:19:42.470]   have
[01:19:42.470 --> 01:19:42.490]   a
