
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.540]   '
[00:54:40.150 --> 00:54:40.320]  's
[00:54:40.320 --> 00:54:40.530]   there
[00:54:40.530 --> 00:54:40.640]  's
[00:54:40.640 --> 00:54:40.760]   co
[00:54:40.760 --> 00:54:41.020]   there
[00:54:41.020 --> 00:54:41.130]  's
[00:54:41.130 --> 00:54:41.200]   a
[00:54:41.200 --> 00:54:41.510]   couple
[00:54:41.510 --> 00:54:41.620]   of
[00:54:41.620 --> 00:54:42.010]   aspects
[00:54:42.010 --> 00:54:42.160]  .
[00:54:42.160 --> 00:54:42.270]   So
[00:54:42.270 --> 00:54:42.270]   you
[00:54:42.270 --> 00:54:42.830]  're
[00:54:42.830 --> 00:54:42.970]   talking
[00:54:42.970 --> 00:54:43.240]   about
[00:54:43.240 --> 00:54:43.610]   driving
[00:54:43.610 --> 00:54:43.780]   the
[00:54:43.780 --> 00:54:44.160]   product
[00:54:44.160 --> 00:54:44.390]   and
[00:54:44.390 --> 00:54:44.480]   and
[00:54:44.480 --> 00:54:44.640]   you
[00:54:44.640 --> 00:54:44.860]   know
[00:54:44.860 --> 00:54:44.970]  ,
[00:54:44.970 --> 00:54:45.300]   saying
[00:54:45.300 --> 00:54:45.680]   whether
[00:54:45.680 --> 00:54:45.840]   the
[00:54:45.840 --> 00:54:46.240]   product
[00:54:46.240 --> 00:54:46.330]  's
[00:54:46.330 --> 00:54:46.610]   gonna
[00:54:46.610 --> 00:54:46.710]   go
[00:54:46.710 --> 00:54:46.900]   and
[00:54:46.900 --> 00:54:47.190]   what
[00:54:47.190 --> 00:54:47.250]   the
[00:54:47.250 --> 00:54:47.690]   features
[00:54:47.690 --> 00:54:48.020]   should
[00:54:48.020 --> 00:54:48.130]   be
[00:54:48.130 --> 00:54:48.330]  .
[00:54:48.330 --> 00:54:48.340]   I
[00:54:48.340 --> 00:54:48.460]  'm
[00:54:48.460 --> 00:54:48.610]   not
[00:54:48.610 --> 00:54:49.220]   necessarily
[00:54:49.220 --> 00:54:49.600]   talking
[00:54:49.600 --> 00:54:50.090]   about
[00:54:50.090 --> 00:54:50.250]   that
[00:54:50.250 --> 00:54:50.340]  .
[00:54:50.340 --> 00:54:50.470]   What
[00:54:50.470 --> 00:54:50.520]   I
[00:54:50.520 --> 00:54:50.630]  'm
[00:54:50.630 --> 00:54:51.010]   talking
[00:54:51.010 --> 00:54:51.280]   about
[00:54:51.280 --> 00:54:51.420]   is
[00:54:51.420 --> 00:54:51.690]   the
[00:54:51.690 --> 00:54:51.920]   testing
[00:54:51.920 --> 00:54:52.180]   of
[00:54:52.180 --> 00:54:52.200]   the
[00:54:52.200 --> 00:54:52.580]   product
[00:54:52.580 --> 00:54:52.960]   Getting
[00:54:52.960 --> 00:54:53.120]  .
[00:54:53.120 --> 00:54:53.340]   used
[00:54:53.340 --> 00:54:53.500]   you
[00:54:53.500 --> 00:54:53.610]  ,
[00:54:53.610 --> 00:54:53.830]   know
[00:54:53.830 --> 00:54:53.990]  ,
[00:54:53.990 --> 00:54:54.270]   having
[00:54:54.270 --> 00:54:54.320]   a
[00:54:54.320 --> 00:54:54.980]   thousand
[00:54:54.980 --> 00:54:55.090]   people
[00:54:55.090 --> 00:54:55.310]   test
[00:54:55.310 --> 00:54:55.420]   it
[00:54:55.420 --> 00:54:55.530]   um
[00:54:55.530 --> 00:54:55.690]   and
[00:54:55.690 --> 00:54:55.850]   try
[00:54:55.850 --> 00:54:55.960]   it
[00:54:55.960 --> 00:54:56.070]   so
[00:54:56.070 --> 00:54:56.280]   that
[00:54:56.280 --> 00:54:56.520]   you
[00:54:56.520 --> 00:54:56.610]   can
[00:54:56.610 --> 00:54:56.770]   see
[00:54:56.770 --> 00:54:57.040]   where
[00:54:57.040 --> 00:54:57.150]   it
[00:54:57.150 --> 00:54:57.480]   breaks
[00:54:57.480 --> 00:54:57.590]  ,
[00:54:57.590 --> 00:54:57.700]   so
[00:54:57.700 --> 00:54:57.860]   you
[00:54:57.860 --> 00:54:58.020]   can
[00:54:58.020 --> 00:54:58.240]   look
[00:54:58.240 --> 00:54:58.350]   at
[00:54:58.350 --> 00:54:58.510]   the
[00:54:58.510 --> 00:54:58.780]   error
[00:54:58.780 --> 00:54:58.940]   log
[00:54:58.940 --> 00:54:59.050]  ,
[00:54:59.050 --> 00:54:59.160]   so
[00:54:59.160 --> 00:54:59.380]   that
[00:54:59.380 --> 00:54:59.540]   you
[00:54:59.540 --> 00:54:59.860]   can
[00:54:59.860 --> 00:54:59.950]   get
[00:54:59.950 --> 00:54:59.970]   it
[00:54:59.970 --> 00:55:00.300]   robust
[00:55:00.300 --> 00:55:00.440]   so
[00:55:00.440 --> 00:55:00.480]   that
[00:55:00.480 --> 00:55:00.900]   at
[00:55:00.900 --> 00:55:00.950]   the
[00:55:00.950 --> 00:55:00.950]   p
[00:55:00.950 --> 00:55:01.060]   at
[00:55:01.060 --> 00:55:01.240]   the
[00:55:01.240 --> 00:55:01.520]   point
[00:55:01.520 --> 00:55:01.760]   where
[00:55:01.760 --> 00:55:01.920]   you
[00:55:01.920 --> 00:55:02.140]   turn
[00:55:02.140 --> 00:55:02.320]   it
[00:55:02.320 --> 00:55:02.470]   into
[00:55:02.470 --> 00:55:02.520]   a
[00:55:02.520 --> 00:55:02.740]   paid
[00:55:02.740 --> 00:55:03.130]   product
[00:55:03.130 --> 00:55:03.390]   which
[00:55:03.390 --> 00:55:03.510]   is
[00:55:03.510 --> 00:55:04.000]   always
[00:55:04.000 --> 00:55:04.150]   your
[00:55:04.150 --> 00:55:04.320]   which
[00:55:04.320 --> 00:55:04.480]   has
[00:55:04.480 --> 00:55:04.890]   always
[00:55:04.890 --> 00:55:05.030]   been
[00:55:05.030 --> 00:55:05.260]   your
[00:55:05.260 --> 00:55:05.470]   plan
[00:55:05.470 --> 00:55:05.580]  ,
[00:55:05.580 --> 00:55:05.740]   you
[00:55:05.740 --> 00:55:05.960]   know
[00:55:05.960 --> 00:55:06.120]   and
[00:55:06.120 --> 00:55:06.320]   you
[00:55:06.320 --> 00:55:06.440]  're
[00:55:06.440 --> 00:55:06.710]   gonna
[00:55:06.710 --> 00:55:07.100]   remove
[00:55:07.100 --> 00:55:07.200]   any
[00:55:07.200 --> 00:55:07.420]   kind
[00:55:07.420 --> 00:55:07.530]   of
[00:55:07.530 --> 00:55:07.740]   free
[00:55:07.740 --> 00:55:08.100]   services
[00:55:08.100 --> 00:55:08.410]  ,
[00:55:08.410 --> 00:55:08.480]   it
[00:55:08.480 --> 00:55:08.520]  's
[00:55:08.520 --> 00:55:08.570]   a
[00:55:08.570 --> 00:55:08.800]   very
[00:55:08.800 --> 00:55:09.880]   robust
[00:55:09.880 --> 00:55:09.880]  
[00:55:09.880 --> 00:55:10.080]   them
[00:55:10.080 --> 00:55:10.180]  ,
[00:55:10.180 --> 00:55:10.240]   I
[00:55:10.240 --> 00:55:10.600]   think
[00:55:10.600 --> 00:55:10.630]   is
[00:55:10.630 --> 00:55:10.710]  ,
[00:55:10.710 --> 00:55:10.820]   is
[00:55:10.820 --> 00:55:10.850]   a
[00:55:10.850 --> 00:55:11.230]   really
[00:55:11.230 --> 00:55:11.310]   bad
[00:55:11.310 --> 00:55:11.730]   question
[00:55:11.730 --> 00:55:12.360]  . [SPEAKER_TURN]
[00:55:12.360 --> 00:55:14.230]   M
[00:55:14.230 --> 00:55:16.080]  m
[00:55:16.080 --> 00:55:18.020]  -
[00:55:18.020 --> 00:55:19.780]  h
[00:55:19.780 --> 00:55:23.490]  mm
[00:55:23.490 --> 00:55:29.080]  .
[00:55:29.080 --> 00:55:29.080]  
[00:55:29.080 --> 00:55:29.090]   M
[00:55:29.090 --> 00:55:29.100]  m
[00:55:29.100 --> 00:55:29.110]  -
[00:55:29.110 --> 00:55:29.120]  h
[00:55:29.120 --> 00:55:29.150]  mm
[00:55:29.150 --> 00:55:29.340]  . [SPEAKER_TURN]
[00:55:29.340 --> 00:55:31.470]   M
[00:55:31.470 --> 00:55:33.040]  m
[00:55:33.040 --> 00:55:35.020]  -
[00:55:35.020 --> 00:55:37.210]  h
[00:55:37.210 --> 00:55:40.400]  mm
[00:55:40.400 --> 00:55:45.940]  . [SPEAKER_TURN]
[00:55:56.320 --> 00:55:56.370]  
[00:55:56.370 --> 00:55:56.530]   Yeah
[00:55:56.530 --> 00:55:56.630]  ,
[00:55:56.630 --> 00:55:56.840]   that
[00:55:56.840 --> 00:55:56.990]   to
[00:55:56.990 --> 00:55:57.040]   me
[00:55:57.040 --> 00:55:57.300]   seems
[00:55:57.300 --> 00:55:57.510]   like
[00:55:57.510 --> 00:55:57.660]   the
[00:55:57.660 --> 00:55:57.870]   main
[00:55:57.870 --> 00:55:58.020]   the
[00:55:58.020 --> 00:55:58.260]   main
[00:55:58.260 --> 00:55:58.580]   thing
[00:55:58.580 --> 00:55:58.750]   going
[00:55:58.750 --> 00:55:58.850]   on
[00:55:58.850 --> 00:55:59.110]   there
[00:55:59.110 --> 00:55:59.290]  .
[00:55:59.290 --> 00:55:59.460]   But
[00:55:59.460 --> 00:55:59.520]   I
[00:55:59.520 --> 00:55:59.670]   also
[00:55:59.670 --> 00:55:59.820]   see
[00:55:59.820 --> 00:56:00.030]   that
[00:56:00.030 --> 00:56:00.180]   you
[00:56:00.180 --> 00:56:00.390]   have
[00:56:00.390 --> 00:56:00.440]   a
[00:56:00.440 --> 00:56:00.750]   thirty
[00:56:00.750 --> 00:56:00.920]   day
[00:56:00.920 --> 00:56:01.110]   free
[00:56:01.110 --> 00:56:01.320]   trial
[00:56:01.320 --> 00:56:01.570]  ,
[00:56:01.570 --> 00:56:01.630]   is
[00:56:01.630 --> 00:56:01.780]   that
[00:56:01.780 --> 00:56:02.150]   correct
[00:56:02.150 --> 00:56:02.900]  ? [SPEAKER_TURN]
[00:56:02.900 --> 00:56:03.080]   Yeah
[00:56:03.080 --> 00:56:03.400]  ,
[00:56:03.400 --> 00:56:03.490]   but
[00:56:03.490 --> 00:56:03.510]   we
[00:56:03.510 --> 00:56:03.680]   ask
[00:56:03.680 --> 00:56:03.850]   for
[00:56:03.850 --> 00:56:04.020]   the
[00:56:04.020 --> 00:56:04.350]   credit
[00:56:04.350 --> 00:56:04.570]   card
[00:56:04.570 --> 00:56:04.960]   upfront
[00:56:04.960 --> 00:56:05.620]  . [SPEAKER_TURN]
[00:56:05.620 --> 00:56:05.800]   But
[00:56:05.800 --> 00:56:06.110]   even
[00:56:06.110 --> 00:56:06.130]   I
[00:56:06.130 --> 00:56:06.360]   mean
[00:56:06.360 --> 00:56:06.540]   the
[00:56:06.540 --> 00:56:06.720]   the
[00:56:06.720 --> 00:56:07.000]   the
[00:56:07.000 --> 00:56:07.270]   simple
[00:56:07.270 --> 00:56:07.520]   fact
[00:56:07.520 --> 00:56:07.630]   is
[00:56:07.630 --> 00:56:08.010]   people
[00:56:08.010 --> 00:56:08.190]   can
[00:56:08.190 --> 00:56:08.380]   use
[00:56:08.380 --> 00:56:08.490]   it
[00:56:08.490 --> 00:56:08.670]   for
[00:56:08.670 --> 00:56:08.920]   free
[00:56:08.920 --> 00:56:09.100]   for
[00:56:09.100 --> 00:56:09.470]   thirty
[00:56:09.470 --> 00:56:09.720]   days
[00:56:09.720 --> 00:56:09.900]   and
[00:56:09.900 --> 00:56:10.080]   try
[00:56:10.080 --> 00:56:10.200]   it
[00:56:10.200 --> 00:56:10.380]   out
[00:56:10.380 --> 00:56:10.560]   and
[00:56:10.560 --> 00:56:10.810]   then
[00:56:10.810 --> 00:56:11.060]   they
[00:56:11.060 --> 00:56:11.240]  'll
[00:56:11.240 --> 00:56:11.670]   get
[00:56:11.670 --> 00:56:11.670]   they
[00:56:11.670 --> 00:56:11.850]  'll
[00:56:11.850 --> 00:56:12.030]   get
[00:56:12.030 --> 00:56:12.400]   refund
[00:56:12.400 --> 00:56:12.520]  ed
[00:56:12.520 --> 00:56:12.640]   or
[00:56:12.640 --> 00:56:12.790]   or
[00:56:12.790 --> 00:56:13.050]   it
[00:56:13.050 --> 00:56:13.190]   their
[00:56:13.190 --> 00:56:13.600]   credit
[00:56:13.600 --> 00:56:13.810]   card
[00:56:13.810 --> 00:56:13.990]   won
[00:56:13.990 --> 00:56:14.110]  't
[00:56:14.110 --> 00:56:14.290]   get
[00:56:14.290 --> 00:56:14.350]   d
[00:56:14.350 --> 00:56:14.650]  inged
[00:56:14.650 --> 00:56:14.840]  .
[00:56:14.840 --> 00:56:14.960]   So
[00:56:14.960 --> 00:56:15.960]   you [SPEAKER_TURN]
[00:56:15.960 --> 00:56:16.090]   Yeah
[00:56:16.090 --> 00:56:16.150]  ,
[00:56:16.150 --> 00:56:16.210]   we
[00:56:16.210 --> 00:56:16.340]   want
[00:56:16.340 --> 00:56:16.400]   to
[00:56:16.400 --> 00:56:16.590]   charge
[00:56:16.590 --> 00:56:16.730]   them
[00:56:16.730 --> 00:56:17.120]  . [SPEAKER_TURN]
[00:56:17.260 --> 00:56:17.320]  
[00:56:17.320 --> 00:56:17.380]   so
[00:56:17.380 --> 00:56:17.500]   in
[00:56:17.500 --> 00:56:17.930]   essence
[00:56:17.930 --> 00:56:18.110]   you
[00:56:18.110 --> 00:56:18.380]   have
[00:56:18.380 --> 00:56:18.530]   you
[00:56:18.530 --> 00:56:18.790]   have
[00:56:18.790 --> 00:56:19.010]   like
[00:56:19.010 --> 00:56:19.070]   a
[00:56:19.070 --> 00:56:19.310]   semi
[00:56:19.310 --> 00:56:19.450]  -
[00:56:19.450 --> 00:56:19.610]  free
[00:56:19.610 --> 00:56:19.670]   s
[00:56:19.670 --> 00:56:19.740]   scenario
[00:56:19.740 --> 00:56:20.330]   and
[00:56:20.330 --> 00:56:20.520]   I
[00:56:20.520 --> 00:56:20.570]   do
[00:56:20.570 --> 00:56:20.820]   agree
[00:56:20.820 --> 00:56:20.880]   I
[00:56:20.880 --> 00:56:21.120]   mean
[00:56:21.120 --> 00:56:21.180]   I
[00:56:21.180 --> 00:56:21.420]  've
[00:56:21.420 --> 00:56:21.460]   I
[00:56:21.460 --> 00:56:21.620]  've
[00:56:21.620 --> 00:56:21.960]   always
[00:56:21.960 --> 00:56:22.550]   advocated
[00:56:22.550 --> 00:56:22.650]   uh
[00:56:22.650 --> 00:56:22.860]   for
[00:56:22.860 --> 00:56:23.050]   paid
[00:56:23.050 --> 00:56:23.540]   services
[00:56:23.540 --> 00:56:23.660]   to
[00:56:23.660 --> 00:56:23.780]   do
[00:56:23.780 --> 00:56:24.080]   that
[00:56:24.080 --> 00:56:24.380]   thirty
[00:56:24.380 --> 00:56:24.560]   day
[00:56:24.560 --> 00:56:24.800]   free
[00:56:24.800 --> 00:56:25.160]   trial
[00:56:25.160 --> 00:56:25.400]   thing
[00:56:25.400 --> 00:56:25.640]   like
[00:56:25.640 --> 00:56:25.820]   you
[00:56:25.820 --> 00:56:25.960]   do
[00:56:25.960 --> 00:56:26.120]  .
[00:56:26.120 --> 00:56:26.550]   Because
[00:56:26.550 --> 00:56:26.790]   once
[00:56:26.790 --> 00:56:26.960]   you
[00:56:26.960 --> 00:56:27.150]   got
[00:56:27.150 --> 00:56:27.330]   the
[00:56:27.330 --> 00:56:27.690]   credit
[00:56:27.690 --> 00:56:27.930]   card
[00:56:27.930 --> 00:56:28.410]   numbers
[00:56:28.410 --> 00:56:28.420]   I
[00:56:28.420 --> 00:56:28.660]   mean
[00:56:28.660 --> 00:56:28.780]   it
[00:56:28.780 --> 00:56:28.960]   you
[00:56:28.960 --> 00:56:29.220]   know
[00:56:29.220 --> 00:56:29.450]   most
[00:56:29.450 --> 00:56:29.800]   people
[00:56:29.800 --> 00:56:30.040]   will
[00:56:30.040 --> 00:56:30.400]   forget
[00:56:30.400 --> 00:56:30.580]   and
[00:56:30.580 --> 00:56:30.700]   at
[00:56:30.700 --> 00:56:31.000]   least
[00:56:31.000 --> 00:56:31.180]   you
[00:56:31.180 --> 00:56:31.360]  'll
[00:56:31.360 --> 00:56:31.580]   get
[00:56:31.580 --> 00:56:31.720]   the
[00:56:31.720 --> 00:56:32.020]   first
[00:56:32.020 --> 00:56:32.330]   month
[00:56:32.330 --> 00:56:32.440]  's
[00:56:32.440 --> 00:56:32.870]   payment
[00:56:32.870 --> 00:56:33.110]   kind
[00:56:33.110 --> 00:56:33.230]   of
[00:56:33.230 --> 00:56:33.530]   thing
[00:56:33.530 --> 00:56:34.560]  . [SPEAKER_TURN]
[00:56:34.560 --> 00:56:34.950]   Yeah
[00:56:34.950 --> 00:56:35.420]  ,
[00:56:35.420 --> 00:56:35.440]   but
[00:56:35.440 --> 00:56:36.020]   yeah
[00:56:36.020 --> 00:56:36.140]  ,
[00:56:36.140 --> 00:56:36.320]   but
[00:56:36.320 --> 00:56:36.620]   the
[00:56:36.620 --> 00:56:37.010]   idea
[00:56:37.010 --> 00:56:37.210]   is
[00:56:37.210 --> 00:56:37.410]   to
[00:56:37.410 --> 00:56:37.610]   go
[00:56:37.610 --> 00:56:38.060]   into
[00:56:38.060 --> 00:56:38.260]   free
[00:56:38.260 --> 00:56:38.420]  . [SPEAKER_TURN]
[00:56:38.420 --> 00:56:39.230]   Jason
[00:56:39.230 --> 00:56:41.040]  ? [SPEAKER_TURN]
[00:56:41.660 --> 00:56:41.720]  
[00:56:41.720 --> 00:56:41.770]   Oh
[00:56:41.770 --> 00:56:41.990]   well
[00:56:41.990 --> 00:56:42.210]   yeah
[00:56:42.210 --> 00:56:42.320]  ,
[00:56:42.320 --> 00:56:42.370]   I
[00:56:42.370 --> 00:56:42.420]   I
[00:56:42.420 --> 00:56:42.470]   I
[00:56:42.470 --> 00:56:42.750]   think
[00:56:42.750 --> 00:56:42.970]   also
[00:56:42.970 --> 00:56:43.140]   it
[00:56:43.140 --> 00:56:43.190]  's
[00:56:43.190 --> 00:56:43.410]   like
[00:56:43.410 --> 00:56:43.540]   it
[00:56:43.540 --> 00:56:43.630]  's
[00:56:43.630 --> 00:56:43.740]   it
[00:56:43.740 --> 00:56:43.850]  's
[00:56:43.850 --> 00:56:44.010]   it
[00:56:44.010 --> 00:56:44.070]  's
[00:56:44.070 --> 00:56:44.290]   just
[00:56:44.290 --> 00:56:44.400]   uh
[00:56:44.400 --> 00:56:44.450]   w
[00:56:44.450 --> 00:56:44.830]   when
[00:56:44.830 --> 00:56:44.850]   you
[00:56:44.850 --> 00:56:45.050]   have
[00:56:45.050 --> 00:56:45.370]   people
[00:56:45.370 --> 00:56:45.830]   paying
[00:56:45.830 --> 00:56:45.870]   and
[00:56:45.870 --> 00:56:45.980]   if
[00:56:45.980 --> 00:56:46.310]   things
[00:56:46.310 --> 00:56:46.590]   screw
[00:56:46.590 --> 00:56:46.700]   up
[00:56:46.700 --> 00:56:46.930]   they
[00:56:46.930 --> 00:56:47.080]   can
[00:56:47.080 --> 00:56:47.400]   always
[00:56:47.400 --> 00:56:47.660]   give
[00:56:47.660 --> 00:56:47.850]   them
[00:56:47.850 --> 00:56:48.160]   their
[00:56:48.160 --> 00:56:48.410]   money
[00:56:48.410 --> 00:56:48.700]   back
[00:56:48.700 --> 00:56:48.740]  ,
[00:56:48.740 --> 00:56:49.080]   right
[00:56:49.080 --> 00:56:49.180]  ?
[00:56:49.180 --> 00:56:49.290]   If
[00:56:49.290 --> 00:56:49.680]   someone
[00:56:49.680 --> 00:56:49.830]   has
[00:56:49.830 --> 00:56:49.890]   a
[00:56:49.890 --> 00:56:50.050]   ton
[00:56:50.050 --> 00:56:50.210]   of
[00:56:50.210 --> 00:56:50.600]   problems
[00:56:50.600 --> 00:56:50.730]   it
[00:56:50.730 --> 00:56:50.820]  's
[00:56:50.820 --> 00:56:50.980]   not
[00:56:50.980 --> 00:56:51.200]   like
[00:56:51.200 --> 00:56:51.390]   you
[00:56:51.390 --> 00:56:51.520]   can
[00:56:51.520 --> 00:56:51.630]  't
[00:56:51.630 --> 00:56:51.950]   refund
[00:56:51.950 --> 00:56:52.180]   them
[00:56:52.180 --> 00:56:52.400]   some
[00:56:52.400 --> 00:56:52.710]   money
[00:56:52.710 --> 00:56:52.790]   uh
[00:56:52.790 --> 00:56:53.010]   fund
[00:56:53.010 --> 00:56:53.340]   refund
[00:56:53.340 --> 00:56:53.710]   their
[00:56:53.710 --> 00:56:54.050]   payment
[00:56:54.050 --> 00:56:54.120]   if
[00:56:54.120 --> 00:56:54.230]   it
[00:56:54.230 --> 00:56:54.340]  's
[00:56:54.340 --> 00:56:54.390]   a
[00:56:54.390 --> 00:56:54.800]   problem
[00:56:54.800 --> 00:56:54.940]  .
[00:56:54.940 --> 00:56:55.100]   But
[00:56:55.100 --> 00:56:55.210]   it
[00:56:55.210 --> 00:56:55.540]   forces
[00:56:55.540 --> 00:56:55.770]   them
[00:56:55.770 --> 00:56:55.870]   to
[00:56:55.870 --> 00:56:55.980]   be
[00:56:55.980 --> 00:56:56.310]   really
[00:56:56.310 --> 00:56:56.700]   serious
[00:56:56.700 --> 00:56:56.980]   about
[00:56:56.980 --> 00:56:57.260]   their
[00:56:57.260 --> 00:56:57.650]   support
[00:56:57.650 --> 00:56:57.930]   which
[00:56:57.930 --> 00:56:58.320]   needs
[00:56:58.320 --> 00:56:58.330]   to
[00:56:58.330 --> 00:56:58.540]   have
[00:56:58.540 --> 00:56:59.520]  . [SPEAKER_TURN]
[00:57:00.280 --> 00:57:00.280]  
[00:57:00.280 --> 00:57:00.630]   Okay
[00:57:00.630 --> 00:57:00.760]  ,
[00:57:00.760 --> 00:57:00.840]   I
[00:57:00.840 --> 00:57:00.910]   I
[00:57:00.910 --> 00:57:01.080]  'm
[00:57:01.080 --> 00:57:01.490]   maybe
[00:57:01.490 --> 00:57:01.800]   this
[00:57:01.800 --> 00:57:01.960]   is
[00:57:01.960 --> 00:57:02.040]   I
[00:57:02.040 --> 00:57:02.280]   don
[00:57:02.280 --> 00:57:02.440]  't
[00:57:02.440 --> 00:57:02.660]   wanna
[00:57:02.660 --> 00:57:03.250]   say
[00:57:03.250 --> 00:57:03.810]   something
[00:57:03.810 --> 00:57:04.130]   that
[00:57:04.130 --> 00:57:04.290]  's
[00:57:04.290 --> 00:57:04.770]   really
[00:57:04.770 --> 00:57:05.410]   gonna
[00:57:05.410 --> 00:57:05.570]   cause
[00:57:05.570 --> 00:57:05.810]   any
[00:57:05.810 --> 00:57:06.480]   problems
[00:57:06.480 --> 00:57:06.620]  ,
[00:57:06.620 --> 00:57:06.860]   but
[00:57:06.860 --> 00:57:06.960]   let
[00:57:06.960 --> 00:57:07.480]  's
[00:57:07.480 --> 00:57:07.500]   say
[00:57:07.500 --> 00:57:07.580]   l
[00:57:07.580 --> 00:57:08.280]   given
[00:57:08.280 --> 00:57:08.380]   given
[00:57:08.380 --> 00:57:08.700]   this
[00:57:08.700 --> 00:57:09.270]   company
[00:57:09.270 --> 00:57:09.430]   so
[00:57:09.430 --> 00:57:10.020]   people
[00:57:10.020 --> 00:57:10.190]   are
[00:57:10.190 --> 00:57:10.390]   bas
[00:57:10.390 --> 00:57:10.630]  ing
[00:57:10.630 --> 00:57:11.280]   business
[00:57:11.280 --> 00:57:12.040]   decisions
[00:57:12.040 --> 00:57:12.170]   of
[00:57:12.170 --> 00:57:12.490]   this
[00:57:12.490 --> 00:57:12.970]   data
[00:57:12.970 --> 00:57:13.030]   in
[00:57:13.030 --> 00:57:13.130]   in
[00:57:13.130 --> 00:57:13.610]   theory
[00:57:13.610 --> 00:57:14.090]  ,
[00:57:14.090 --> 00:57:14.130]   yeah
[00:57:14.130 --> 00:57:14.550]  .
[00:57:14.550 --> 00:57:14.660]   So
[00:57:14.660 --> 00:57:14.760]   th
[00:57:14.760 --> 00:57:14.960]   it
[00:57:14.960 --> 00:57:15.170]   really
[00:57:15.170 --> 00:57:15.270]   is
[00:57:15.270 --> 00:57:15.740]   something
[00:57:15.740 --> 00:57:15.950]   that
[00:57:15.950 --> 00:57:16.100]   you
[00:57:16.100 --> 00:57:16.250]   can
[00:57:16.250 --> 00:57:16.350]  't
[00:57:16.350 --> 00:57:16.610]   screw
[00:57:16.610 --> 00:57:16.710]   up
[00:57:16.710 --> 00:57:17.080]   because
[00:57:17.080 --> 00:57:17.450]   someone
[00:57:17.450 --> 00:57:17.710]   might
[00:57:17.710 --> 00:57:17.920]   turn
[00:57:17.920 --> 00:57:18.250]   around
[00:57:18.250 --> 00:57:18.380]   and
[00:57:18.380 --> 00:57:18.640]   spend
[00:57:18.640 --> 00:57:18.690]   a
[00:57:18.690 --> 00:57:19.150]   thousand
[00:57:19.150 --> 00:57:19.480]   dollars
[00:57:19.480 --> 00:57:19.950]   somewhere
[00:57:19.950 --> 00:57:20.160]   else
[00:57:20.160 --> 00:57:20.280]   based
[00:57:20.280 --> 00:57:20.730]   on
[00:57:20.730 --> 00:57:20.810]   this
[00:57:20.810 --> 00:57:20.940]   data
[00:57:20.940 --> 00:57:21.680]  . [SPEAKER_TURN]
[00:57:21.680 --> 00:57:21.710]   M
[00:57:21.710 --> 00:57:21.790]  m
[00:57:21.790 --> 00:57:21.840]  -
[00:57:21.840 --> 00:57:21.890]  h
[00:57:21.890 --> 00:57:21.990]  mm
[00:57:21.990 --> 00:57:22.700]  . [SPEAKER_TURN]
[00:57:23.080 --> 00:57:23.130]  
[00:57:23.130 --> 00:57:23.190]   So
[00:57:23.190 --> 00:57:23.410]   that
[00:57:23.410 --> 00:57:23.520]  's
[00:57:23.520 --> 00:57:23.740]   that
[00:57:23.740 --> 00:57:23.850]  's
[00:57:23.850 --> 00:57:24.070]   what
[00:57:24.070 --> 00:57:24.120]   I
[00:57:24.120 --> 00:57:24.230]  'm
[00:57:24.230 --> 00:57:24.560]   saying
[00:57:24.560 --> 00:57:24.860]   Jason
[00:57:24.860 --> 00:57:25.010]  ,
[00:57:25.010 --> 00:57:25.050]   it
[00:57:25.050 --> 00:57:25.180]  's
[00:57:25.180 --> 00:57:25.320]   not
[00:57:25.320 --> 00:57:25.540]   just
[00:57:25.540 --> 00:57:25.590]   a
[00:57:25.590 --> 00:57:26.030]   question
[00:57:26.030 --> 00:57:26.160]   of
[00:57:26.160 --> 00:57:26.250]   oh
[00:57:26.250 --> 00:57:26.300]   I
[00:57:26.300 --> 00:57:26.460]  'll
[00:57:26.460 --> 00:57:26.570]   we
[00:57:26.570 --> 00:57:26.730]  'll
[00:57:26.730 --> 00:57:26.950]   give
[00:57:26.950 --> 00:57:27.110]   you
[00:57:27.110 --> 00:57:27.320]   your
[00:57:27.320 --> 00:57:27.590]   money
[00:57:27.590 --> 00:57:27.920]   back
[00:57:27.920 --> 00:57:28.430]   because
[00:57:28.430 --> 00:57:28.450]   they
[00:57:28.450 --> 00:57:28.590]  're
[00:57:28.590 --> 00:57:28.750]   not
[00:57:28.750 --> 00:57:29.020]   gonna
[00:57:29.020 --> 00:57:29.290]   give
[00:57:29.290 --> 00:57:29.400]   you
[00:57:29.400 --> 00:57:29.560]   the
[00:57:29.560 --> 00:57:30.000]   thousand
[00:57:30.000 --> 00:57:30.390]   dollars
[00:57:30.390 --> 00:57:30.600]   back
[00:57:30.600 --> 00:57:30.720]   as
[00:57:30.720 --> 00:57:31.010]   it
[00:57:31.010 --> 00:57:31.050]   were
[00:57:31.050 --> 00:57:31.400]  .
[00:57:31.400 --> 00:57:31.590]   And
[00:57:31.590 --> 00:57:31.780]   but
[00:57:31.780 --> 00:57:31.840]   I
[00:57:31.840 --> 00:57:32.060]   don
[00:57:32.060 --> 00:57:32.180]  't
[00:57:32.180 --> 00:57:32.210]   I
[00:57:32.210 --> 00:57:32.470]   mean
[00:57:32.470 --> 00:57:32.600]   of
[00:57:32.600 --> 00:57:32.990]   course
[00:57:32.990 --> 00:57:33.250]   that
