
[00:00:00.000 --> 00:00:00.820]  
[00:00:00.820 --> 00:00:09.710]   ðŸ
[00:33:54.880 --> 00:33:55.110]   fail
[00:33:55.110 --> 00:33:55.300]   um
[00:33:55.300 --> 00:33:55.460]   and
[00:33:55.460 --> 00:33:55.790]   knock
[00:33:55.790 --> 00:33:56.030]   o
[00:33:56.030 --> 00:33:56.030]   and
[00:33:56.030 --> 00:33:56.290]   w
[00:33:56.290 --> 00:33:56.350]   each
[00:33:56.350 --> 00:33:56.480]   of
[00:33:56.480 --> 00:33:56.740]   them
[00:33:56.740 --> 00:33:56.930]   has
[00:33:56.930 --> 00:33:57.350]   failed
[00:33:57.350 --> 00:33:57.460]   at
[00:33:57.460 --> 00:33:57.640]   one
[00:33:57.640 --> 00:33:57.960]   point
[00:33:57.960 --> 00:33:58.600]   or
[00:33:58.600 --> 00:33:58.740]   another
[00:33:58.740 --> 00:33:58.960]  . [SPEAKER_TURN]
[00:33:59.160 --> 00:33:59.270]   Right
[00:33:59.270 --> 00:33:59.400]  .
[00:33:59.400 --> 00:33:59.850]   Remember
[00:33:59.850 --> 00:34:00.070]   like
[00:34:00.070 --> 00:34:00.120]   w
[00:34:00.120 --> 00:34:00.230]   at
[00:34:00.230 --> 00:34:00.390]   one
[00:34:00.390 --> 00:34:00.670]   point
[00:34:00.670 --> 00:34:00.820]   was
[00:34:00.820 --> 00:34:00.940]   it
[00:34:00.940 --> 00:34:01.160]   Side
[00:34:01.160 --> 00:34:01.450]  kick
[00:34:01.450 --> 00:34:01.600]   just
[00:34:01.600 --> 00:34:02.010]   stopped
[00:34:02.010 --> 00:34:02.550]   responding
[00:34:02.550 --> 00:34:02.660]   at
[00:34:02.660 --> 00:34:02.820]   one
[00:34:02.820 --> 00:34:03.100]   point
[00:34:03.100 --> 00:34:03.260]   you
[00:34:03.260 --> 00:34:03.370]  ,
[00:34:03.370 --> 00:34:03.530]   had
[00:34:03.530 --> 00:34:03.640]   to
[00:34:03.640 --> 00:34:03.800]   see
[00:34:03.800 --> 00:34:03.910]   it
[00:34:03.910 --> 00:34:04.180]   you
[00:34:04.180 --> 00:34:04.370]  ,
[00:34:04.370 --> 00:34:04.400]   know
[00:34:04.400 --> 00:34:04.560]  .
[00:34:04.560 --> 00:34:04.730]   So
[00:34:04.730 --> 00:34:04.950]   there
[00:34:04.950 --> 00:34:05.130]  's
[00:34:05.130 --> 00:34:05.390]   things
[00:34:05.390 --> 00:34:05.610]   like
[00:34:05.610 --> 00:34:05.830]   that
[00:34:05.830 --> 00:34:06.080]   that
[00:34:06.080 --> 00:34:06.370]   happen
[00:34:06.370 --> 00:34:06.510]   but
[00:34:06.510 --> 00:34:06.700]   um
[00:34:06.700 --> 00:34:06.700]   I
[00:34:06.700 --> 00:34:07.370]   think
[00:34:07.370 --> 00:34:07.460]   overall
[00:34:07.460 --> 00:34:07.480]   we
[00:34:07.480 --> 00:34:07.700]   have
[00:34:07.700 --> 00:34:08.030]   enough
[00:34:08.030 --> 00:34:08.590]   monitoring
[00:34:08.590 --> 00:34:08.700]   in
[00:34:08.700 --> 00:34:08.980]   place
[00:34:08.980 --> 00:34:09.140]   now
[00:34:09.140 --> 00:34:10.000]  . [SPEAKER_TURN]
[00:34:10.200 --> 00:34:10.300]  
[00:34:10.300 --> 00:34:10.440]   Yeah
[00:34:10.440 --> 00:34:10.620]   our
[00:34:10.620 --> 00:34:11.050]   monitor
[00:34:11.050 --> 00:34:11.230]   was
[00:34:11.230 --> 00:34:11.720]   actually
[00:34:11.720 --> 00:34:11.960]   just
[00:34:11.960 --> 00:34:12.260]   saved
[00:34:12.260 --> 00:34:12.380]   us
[00:34:12.380 --> 00:34:12.500]   um
[00:34:12.500 --> 00:34:12.840]   a
[00:34:12.840 --> 00:34:12.930]   couple
[00:34:12.930 --> 00:34:13.170]   days
[00:34:13.170 --> 00:34:13.330]   ago
[00:34:13.330 --> 00:34:13.530]  .
[00:34:13.530 --> 00:34:13.580]   I
[00:34:13.580 --> 00:34:13.960]   was
[00:34:13.960 --> 00:34:14.010]   just
[00:34:14.010 --> 00:34:14.130]   it
[00:34:14.130 --> 00:34:14.310]   was
[00:34:14.310 --> 00:34:14.670]   like
[00:34:14.670 --> 00:34:14.850]   it
[00:34:14.850 --> 00:34:14.910]   was
[00:34:14.910 --> 00:34:14.970]   in
[00:34:14.970 --> 00:34:15.150]   the
[00:34:15.150 --> 00:34:15.580]   evening
[00:34:15.580 --> 00:34:15.640]   I
[00:34:15.640 --> 00:34:15.820]   was
[00:34:15.820 --> 00:34:16.250]   sitting
[00:34:16.250 --> 00:34:16.550]   there
[00:34:16.550 --> 00:34:16.980]   working
[00:34:16.980 --> 00:34:17.100]   on
[00:34:17.100 --> 00:34:17.650]   something
[00:34:17.650 --> 00:34:17.830]   and
[00:34:17.830 --> 00:34:17.890]   I
[00:34:17.890 --> 00:34:18.070]   got
[00:34:18.070 --> 00:34:18.250]   you
[00:34:18.250 --> 00:34:18.750]   probably
[00:34:18.750 --> 00:34:18.920]   saw
[00:34:18.920 --> 00:34:19.040]   it
[00:34:19.040 --> 00:34:19.220]   too
[00:34:19.220 --> 00:34:19.370]  ,
[00:34:19.370 --> 00:34:19.520]   the
[00:34:19.520 --> 00:34:19.800]   ping
[00:34:19.800 --> 00:34:19.820]  -
[00:34:19.820 --> 00:34:19.880]  d
[00:34:19.880 --> 00:34:20.060]  ong
[00:34:20.060 --> 00:34:20.800]   notification
[00:34:20.800 --> 00:34:20.800]  .
[00:34:20.800 --> 00:34:21.190]   I
[00:34:21.190 --> 00:34:21.270]   was
[00:34:21.270 --> 00:34:21.460]   like
[00:34:21.460 --> 00:34:21.630]   huh
[00:34:21.630 --> 00:34:22.120]   maybe
[00:34:22.120 --> 00:34:22.120]   you
[00:34:22.120 --> 00:34:22.300]   did
[00:34:22.300 --> 00:34:22.660]   text
[00:34:22.660 --> 00:34:22.720]   me
[00:34:22.720 --> 00:34:22.840]   and
[00:34:22.840 --> 00:34:22.900]   I
[00:34:22.900 --> 00:34:23.080]   was
[00:34:23.080 --> 00:34:23.310]   like
[00:34:23.310 --> 00:34:23.500]   huh
[00:34:23.500 --> 00:34:23.860]   that
[00:34:23.860 --> 00:34:23.900]  's
[00:34:23.900 --> 00:34:24.160]   weird
[00:34:24.160 --> 00:34:24.340]   and
[00:34:24.340 --> 00:34:24.400]   I
[00:34:24.400 --> 00:34:24.770]   logged
[00:34:24.770 --> 00:34:24.920]   in
[00:34:24.920 --> 00:34:25.070]   and
[00:34:25.070 --> 00:34:25.310]   sure
[00:34:25.310 --> 00:34:25.680]   enough
[00:34:25.680 --> 00:34:25.920]   Side
[00:34:25.920 --> 00:34:26.160]  kick
[00:34:26.160 --> 00:34:26.340]   had
[00:34:26.340 --> 00:34:26.640]   eaten
[00:34:26.640 --> 00:34:26.760]   up
[00:34:26.760 --> 00:34:26.980]   all
[00:34:26.980 --> 00:34:27.120]   the
[00:34:27.120 --> 00:34:27.300]   RAM
[00:34:27.300 --> 00:34:28.040]   like
[00:34:28.040 --> 00:34:28.090]   something
[00:34:28.090 --> 00:34:28.330]   just
[00:34:28.330 --> 00:34:28.770]   leaking
[00:34:28.770 --> 00:34:29.130]   memory
[00:34:29.130 --> 00:34:29.310]   and
[00:34:29.310 --> 00:34:29.490]   and
[00:34:29.490 --> 00:34:29.550]   I
[00:34:29.550 --> 00:34:29.790]   just
[00:34:29.790 --> 00:34:30.160]   rolled
[00:34:30.160 --> 00:34:30.280]   it
[00:34:30.280 --> 00:34:30.460]   and
[00:34:30.460 --> 00:34:30.580]   it
[00:34:30.580 --> 00:34:30.760]   was
[00:34:30.760 --> 00:34:30.880]   it
[00:34:30.880 --> 00:34:31.050]   caught
[00:34:31.050 --> 00:34:31.370]   up
[00:34:31.370 --> 00:34:31.840]   right
[00:34:31.840 --> 00:34:31.910]   away
[00:34:31.910 --> 00:34:32.090]  .
[00:34:32.090 --> 00:34:32.210]   So
[00:34:32.210 --> 00:34:32.640]   without
[00:34:32.640 --> 00:34:32.880]   that
[00:34:32.880 --> 00:34:33.000]   it
[00:34:33.000 --> 00:34:33.300]   would
[00:34:33.300 --> 00:34:33.540]   have
[00:34:33.540 --> 00:34:33.780]   been
[00:34:33.780 --> 00:34:34.360]   another
[00:34:34.360 --> 00:34:34.390]   one
[00:34:34.390 --> 00:34:34.510]   of
[00:34:34.510 --> 00:34:34.930]   those
[00:34:34.930 --> 00:34:35.120]   wake
[00:34:35.120 --> 00:34:35.210]   up
[00:34:35.210 --> 00:34:35.290]   in
[00:34:35.290 --> 00:34:35.470]   the
[00:34:35.470 --> 00:34:35.900]   morning
[00:34:35.900 --> 00:34:36.080]   and
[00:34:36.080 --> 00:34:36.380]   there
[00:34:36.380 --> 00:34:36.500]  's
[00:34:36.500 --> 00:34:36.560]   a
[00:34:36.560 --> 00:34:37.060]   million
[00:34:37.060 --> 00:34:37.230]   jobs
[00:34:37.230 --> 00:34:37.350]   in
[00:34:37.350 --> 00:34:37.530]   the
[00:34:37.530 --> 00:34:37.830]   queue
[00:34:37.830 --> 00:34:39.140]  . [SPEAKER_TURN]
[00:34:39.140 --> 00:34:39.140]  
[00:34:39.140 --> 00:34:39.420]   Yeah
[00:34:39.420 --> 00:34:39.700]   yeah
[00:34:39.700 --> 00:34:39.770]   I
[00:34:39.770 --> 00:34:39.910]  'm
[00:34:39.910 --> 00:34:40.280]   glad
[00:34:40.280 --> 00:34:40.360]   we
[00:34:40.360 --> 00:34:40.470]   we
[00:34:40.470 --> 00:34:40.730]   that
[00:34:40.730 --> 00:34:41.310]   happened
[00:34:41.310 --> 00:34:41.590]   once
[00:34:41.590 --> 00:34:41.660]   I
[00:34:41.660 --> 00:34:41.790]  'm
[00:34:41.790 --> 00:34:42.480]   gonna
[00:34:42.480 --> 00:34:42.610]   hopefully
[00:34:42.610 --> 00:34:43.150]   it
[00:34:43.150 --> 00:34:43.280]   never
[00:34:43.280 --> 00:34:43.770]   happens
[00:34:43.770 --> 00:34:44.120]   again
[00:34:44.120 --> 00:34:44.340]   you
[00:34:44.340 --> 00:34:44.570]  ,
[00:34:44.570 --> 00:34:44.750]   know
[00:34:44.750 --> 00:34:45.030]   that
[00:34:45.030 --> 00:34:45.200]  's
[00:34:45.200 --> 00:34:45.450]   kind
[00:34:45.450 --> 00:34:45.590]   of
[00:34:45.590 --> 00:34:45.900]   what
[00:34:45.900 --> 00:34:46.010]   we
[00:34:46.010 --> 00:34:46.270]   put
[00:34:46.270 --> 00:34:46.410]   in
[00:34:46.410 --> 00:34:46.710]   place
[00:34:46.710 --> 00:34:46.940]   I
[00:34:46.940 --> 00:34:47.130]   think
[00:34:47.130 --> 00:34:47.270]   to
[00:34:47.270 --> 00:34:47.690]   combat
[00:34:47.690 --> 00:34:47.970]   that
[00:34:47.970 --> 00:34:48.900]  . [SPEAKER_TURN]
[00:34:48.900 --> 00:34:49.190]   Sorry
[00:34:49.190 --> 00:34:49.320]   about
[00:34:49.320 --> 00:34:49.480]   that
[00:34:49.480 --> 00:34:49.640]   guys
[00:34:49.640 --> 00:34:50.120]  . [SPEAKER_TURN]
[00:34:50.120 --> 00:34:50.280]   Nice
[00:34:50.280 --> 00:34:50.440]   that
[00:34:50.440 --> 00:34:50.720]   sounded
[00:34:50.720 --> 00:34:50.840]   fun
[00:34:50.840 --> 00:34:51.300]  . [SPEAKER_TURN]
[00:34:51.300 --> 00:34:51.550]   Well
[00:34:51.550 --> 00:34:51.610]   I
[00:34:51.610 --> 00:34:51.670]   I
[00:34:51.670 --> 00:34:52.020]   I
[00:34:52.020 --> 00:34:52.230]   recorded
[00:34:52.230 --> 00:34:52.480]   that
[00:34:52.480 --> 00:34:52.790]   whole
[00:34:52.790 --> 00:34:53.220]   thing
[00:34:53.220 --> 00:34:53.260]   so
[00:34:53.260 --> 00:34:53.300]   I
[00:34:53.300 --> 00:34:53.460]  'll
[00:34:53.460 --> 00:34:53.710]   have
[00:34:53.710 --> 00:34:53.770]   a
[00:34:53.770 --> 00:34:54.170]   listen
[00:34:54.170 --> 00:34:54.390]   back
[00:34:54.390 --> 00:34:54.510]   to
[00:34:54.510 --> 00:34:54.650]   it
[00:34:54.650 --> 00:34:54.820]   and
[00:34:54.820 --> 00:34:55.010]   see
[00:34:55.010 --> 00:34:55.260]   what
[00:34:55.260 --> 00:34:55.510]   what
[00:34:55.510 --> 00:34:55.740]   you
[00:34:55.740 --> 00:34:55.950]   guys
[00:34:55.950 --> 00:34:56.210]   said
[00:34:56.210 --> 00:34:57.000]  . [SPEAKER_TURN]
[00:34:57.000 --> 00:34:57.190]   Yeah
[00:34:57.190 --> 00:34:57.380]   well
[00:34:57.380 --> 00:34:57.470]   we
[00:34:57.470 --> 00:34:57.740]   could
[00:34:57.740 --> 00:34:57.890]   hear
[00:34:57.890 --> 00:34:58.030]   you
[00:34:58.030 --> 00:34:58.120]   in
[00:34:58.120 --> 00:34:58.260]   the
[00:34:58.260 --> 00:34:58.730]   background
[00:34:58.730 --> 00:34:59.010]   though
[00:34:59.010 --> 00:34:59.100]   so
[00:34:59.100 --> 00:34:59.240]   you
[00:34:59.240 --> 00:34:59.380]   may
[00:34:59.380 --> 00:34:59.690]   wanna
[00:34:59.690 --> 00:34:59.750]   cut
[00:34:59.750 --> 00:34:59.890]   out
[00:34:59.890 --> 00:35:00.120]   parts
[00:35:00.120 --> 00:35:00.210]   of
[00:35:00.210 --> 00:35:00.300]   it
[00:35:00.300 --> 00:35:00.490]   yeah
[00:35:00.490 --> 00:35:00.580]  ,
[00:35:00.580 --> 00:35:00.720]   you
[00:35:00.720 --> 00:35:00.860]  're
[00:35:00.860 --> 00:35:01.090]   right
[00:35:01.090 --> 00:35:01.740]  . [SPEAKER_TURN]
[00:35:02.000 --> 00:35:01.990]   Well
[00:35:01.990 --> 00:35:02.110]   so
[00:35:02.110 --> 00:35:02.300]   you
[00:35:02.300 --> 00:35:02.490]   had
[00:35:02.490 --> 00:35:02.790]   just
[00:35:02.790 --> 00:35:02.990]   said
[00:35:02.990 --> 00:35:03.260]   you
[00:35:03.260 --> 00:35:03.440]   just
[00:35:03.440 --> 00:35:03.670]   said
[00:35:03.670 --> 00:35:03.960]   what
[00:35:03.960 --> 00:35:04.550]   attracted
[00:35:04.550 --> 00:35:04.610]   me
[00:35:04.610 --> 00:35:04.730]   to
[00:35:04.730 --> 00:35:05.060]   this
[00:35:05.060 --> 00:35:05.500]   project
[00:35:05.500 --> 00:35:05.600]  ?
[00:35:05.600 --> 00:35:06.040]   Well
[00:35:06.040 --> 00:35:06.090]   you
[00:35:06.090 --> 00:35:06.160]  ,
[00:35:06.160 --> 00:35:06.410]   know
[00:35:06.410 --> 00:35:06.660]   what
[00:35:06.660 --> 00:35:07.220]   attracted
[00:35:07.220 --> 00:35:07.340]   to
[00:35:07.340 --> 00:35:07.460]   me
[00:35:07.460 --> 00:35:07.710]   was
[00:35:07.710 --> 00:35:07.740]   I
[00:35:07.740 --> 00:35:08.000]   had
[00:35:08.000 --> 00:35:08.270]   worked
[00:35:08.270 --> 00:35:08.390]   on
[00:35:08.390 --> 00:35:08.540]   Pl
[00:35:08.540 --> 00:35:08.570]  u
[00:35:08.570 --> 00:35:08.630]  G
[00:35:08.630 --> 00:35:08.840]  io
[00:35:08.840 --> 00:35:08.940]   and
[00:35:08.940 --> 00:35:09.060]   uh
[00:35:09.060 --> 00:35:09.310]   as
[00:35:09.310 --> 00:35:09.370]   you
[00:35:09.370 --> 00:35:09.620]   know
[00:35:09.620 --> 00:35:09.680]   I
[00:35:09.680 --> 00:35:09.860]  've
[00:35:09.860 --> 00:35:10.040]   had
[00:35:10.040 --> 00:35:10.280]   a
[00:35:10.280 --> 00:35:10.740]   successful
[00:35:10.740 --> 00:35:11.010]   exit
[00:35:11.010 --> 00:35:11.240]   with
[00:35:11.240 --> 00:35:11.360]   Pl
[00:35:11.360 --> 00:35:11.420]  u
[00:35:11.420 --> 00:35:11.470]  G
[00:35:11.470 --> 00:35:11.640]  io
[00:35:11.640 --> 00:35:11.790]   and
[00:35:11.790 --> 00:35:12.040]   sold
[00:35:12.040 --> 00:35:12.170]   it
[00:35:12.170 --> 00:35:12.520]   built
[00:35:12.520 --> 00:35:12.720]   that
[00:35:12.720 --> 00:35:13.030]   whole
[00:35:13.030 --> 00:35:13.530]   business
[00:35:13.530 --> 00:35:13.720]   and
[00:35:13.720 --> 00:35:14.020]   done
[00:35:14.020 --> 00:35:14.250]   the
[00:35:14.250 --> 00:35:14.470]   whole
[00:35:14.470 --> 00:35:14.770]   thing
[00:35:14.770 --> 00:35:15.150]   single
[00:35:15.150 --> 00:35:15.240]  -
[00:35:15.240 --> 00:35:15.580]  handed
[00:35:15.580 --> 00:35:16.560]  . [SPEAKER_TURN]
[00:35:16.560 --> 00:35:18.880]   Right
[00:35:18.880 --> 00:35:23.980]  . [SPEAKER_TURN]
[00:35:25.760 --> 00:35:25.860]  
[00:35:25.860 --> 00:35:25.890]   So
[00:35:25.890 --> 00:35:26.080]   you
[00:35:26.080 --> 00:35:26.470]   know
[00:35:26.470 --> 00:35:26.570]  ,
[00:35:26.570 --> 00:35:26.790]   Lance
[00:35:26.790 --> 00:35:26.980]   and
[00:35:26.980 --> 00:35:27.220]   Joh
[00:35:27.220 --> 00:35:27.430]  anna
[00:35:27.430 --> 00:35:27.650]   who
[00:35:27.650 --> 00:35:27.810]   are
[00:35:27.810 --> 00:35:28.390]   basically
[00:35:28.390 --> 00:35:28.570]   top
[00:35:28.570 --> 00:35:28.790]   of
[00:35:28.790 --> 00:35:29.030]   their
[00:35:29.030 --> 00:35:29.360]   field
[00:35:29.360 --> 00:35:29.600]   in
[00:35:29.600 --> 00:35:30.110]   marketing
[00:35:30.110 --> 00:35:30.250]  .
[00:35:30.250 --> 00:35:30.370]   Um
[00:35:30.370 --> 00:35:30.770]   uh
[00:35:30.770 --> 00:35:30.790]   well
[00:35:30.790 --> 00:35:31.140]   Lance
[00:35:31.140 --> 00:35:31.220]   is
[00:35:31.220 --> 00:35:31.510]   top
[00:35:31.510 --> 00:35:31.540]   of
[00:35:31.540 --> 00:35:31.730]   his
[00:35:31.730 --> 00:35:32.060]   field
[00:35:32.060 --> 00:35:32.440]   in
[00:35:32.440 --> 00:35:32.830]   conversion
[00:35:32.830 --> 00:35:33.020]   and
[00:35:33.020 --> 00:35:33.200]   Joh
[00:35:33.200 --> 00:35:33.470]  anna
[00:35:33.470 --> 00:35:33.660]   is
[00:35:33.660 --> 00:35:33.790]   top
[00:35:33.790 --> 00:35:33.920]   of
[00:35:33.920 --> 00:35:34.110]   her
[00:35:34.110 --> 00:35:34.430]   field
[00:35:34.430 --> 00:35:34.560]   in
[00:35:34.560 --> 00:35:35.140]   marketing
[00:35:35.140 --> 00:35:35.270]   So
[00:35:35.270 --> 00:35:35.460]  .
[00:35:35.460 --> 00:35:35.720]   that
[00:35:35.720 --> 00:35:35.850]  's
[00:35:35.850 --> 00:35:36.110]   that
[00:35:36.110 --> 00:35:36.450]  's
[00:35:36.450 --> 00:35:36.500]   just
[00:35:36.500 --> 00:35:36.950]   amazing
[00:35:36.950 --> 00:35:37.080]   I
[00:35:37.080 --> 00:35:37.140]  ,
[00:35:37.140 --> 00:35:37.440]   mean
[00:35:37.440 --> 00:35:37.660]   that
[00:35:37.660 --> 00:35:37.780]  's
[00:35:37.780 --> 00:35:38.050]   like
[00:35:38.050 --> 00:35:38.180]   an
[00:35:38.180 --> 00:35:38.700]   absolute
[00:35:38.700 --> 00:35:38.960]   head
[00:35:38.960 --> 00:35:39.280]   start
[00:35:39.280 --> 00:35:39.700]  .
[00:35:39.700 --> 00:35:39.780]   So
[00:35:39.780 --> 00:35:40.440]   you
[00:35:40.440 --> 00:35:40.490]   know
[00:35:40.490 --> 00:35:40.680]   whe
[00:35:40.680 --> 00:35:40.760]   I
[00:35:40.760 --> 00:35:40.840]   I
[00:35:40.840 --> 00:35:40.960]   had
[00:35:40.960 --> 00:35:41.160]   I
[00:35:41.160 --> 00:35:41.530]   had
[00:35:41.530 --> 00:35:42.110]   actually
[00:35:42.110 --> 00:35:42.610]   decided
[00:35:42.610 --> 00:35:43.560]   once
[00:35:43.560 --> 00:35:43.660]   finishing
[00:35:43.660 --> 00:35:44.000]   Blog
[00:35:44.000 --> 00:35:44.220]  ger
[00:35:44.220 --> 00:35:44.540]   that
[00:35:44.540 --> 00:35:44.630]   I
[00:35:44.630 --> 00:35:45.100]   wanted
[00:35:45.100 --> 00:35:45.260]   to
[00:35:45.260 --> 00:35:45.420]   do
[00:35:45.420 --> 00:35:45.600]   in
[00:35:45.600 --> 00:35:45.660]   a
[00:35:45.660 --> 00:35:46.220]   another
[00:35:46.220 --> 00:35:46.540]   side
[00:35:46.540 --> 00:35:47.100]   project
[00:35:47.100 --> 00:35:47.350]   and
[00:35:47.350 --> 00:35:47.430]   I
[00:35:47.430 --> 00:35:47.900]   came
[00:35:47.900 --> 00:35:47.920]   up
[00:35:47.920 --> 00:35:48.220]   with
[00:35:48.220 --> 00:35:48.300]   a
[00:35:48.300 --> 00:35:48.780]   little
[00:35:48.780 --> 00:35:49.170]   kinda
[00:35:49.170 --> 00:35:49.820]   concept
[00:35:49.820 --> 00:35:50.290]   a
[00:35:50.290 --> 00:35:50.300]   little
[00:35:50.300 --> 00:35:50.540]   bit
[00:35:50.540 --> 00:35:50.860]   like
[00:35:50.860 --> 00:35:51.180]   that
[00:35:51.180 --> 00:35:51.500]   um
[00:35:51.500 --> 00:35:51.500]   uh
[00:35:51.500 --> 00:35:51.660]   it
[00:35:51.660 --> 00:35:51.920]   was
[00:35:51.920 --> 00:35:52.060]   a
[00:35:52.060 --> 00:35:52.110]   w
[00:35:52.110 --> 00:35:52.460]  idget
[00:35:52.460 --> 00:35:52.860]   based
[00:35:52.860 --> 00:35:53.420]   concept
[00:35:53.420 --> 00:35:53.680]   and
[00:35:53.680 --> 00:35:53.740]   I
[00:35:53.740 --> 00:35:53.980]   was
[00:35:53.980 --> 00:35:54.310]   just
[00:35:54.310 --> 00:35:54.700]   gonna
[00:35:54.700 --> 00:35:54.940]   ask
[00:35:54.940 --> 00:35:55.700]   people
[00:35:55.700 --> 00:35:55.700]  
[00:35:55.700 --> 00:35:55.800]   on
[00:35:55.800 --> 00:35:56.050]   the
[00:35:56.050 --> 00:35:56.090]   on
[00:35:56.090 --> 00:35:56.300]   their
[00:35:56.300 --> 00:35:56.500]   page
[00:35:56.500 --> 00:35:56.730]   like
[00:35:56.730 --> 00:35:56.800]  ,
[00:35:56.800 --> 00:35:56.950]   are
[00:35:56.950 --> 00:35:56.960]   you
[00:35:56.960 --> 00:35:57.400]   what
[00:35:57.400 --> 00:35:57.490]   do
[00:35:57.490 --> 00:35:57.550]   you
[00:35:57.550 --> 00:35:57.850]   think
[00:35:57.850 --> 00:35:57.900]   of
[00:35:57.900 --> 00:35:58.100]   this
[00:35:58.100 --> 00:35:58.340]   page
[00:35:58.340 --> 00:35:58.450]   you
[00:35:58.450 --> 00:35:58.550]  ,
[00:35:58.550 --> 00:35:58.740]   know
[00:35:58.740 --> 00:35:58.850]  ,
[00:35:58.850 --> 00:35:59.150]   thumbs
[00:35:59.150 --> 00:35:59.250]   up
[00:35:59.250 --> 00:35:59.360]   or
[00:35:59.360 --> 00:35:59.650]   thumbs
[00:35:59.650 --> 00:35:59.880]   down
[00:35:59.880 --> 00:36:00.230]  .
[00:36:00.230 --> 00:36:00.390]   Uh
[00:36:00.390 --> 00:36:00.640]   just
[00:36:00.640 --> 00:36:00.730]   thought
[00:36:00.730 --> 00:36:00.940]   that
[00:36:00.940 --> 00:36:01.140]   could
[00:36:01.140 --> 00:36:01.240]   be
[00:36:01.240 --> 00:36:01.410]   some
[00:36:01.410 --> 00:36:01.910]   interesting
[00:36:01.910 --> 00:36:02.400]   analytical
[00:36:02.400 --> 00:36:02.580]   data
[00:36:02.580 --> 00:36:02.720]   that
[00:36:02.720 --> 00:36:02.850]   you
[00:36:02.850 --> 00:36:03.080]   could
[00:36:03.080 --> 00:36:03.230]   get
[00:36:03.230 --> 00:36:03.390]   from
[00:36:03.390 --> 00:36:03.640]   drive
[00:36:03.640 --> 00:36:03.660]  -
[00:36:03.660 --> 00:36:03.750]  by
[00:36:03.750 --> 00:36:04.070]   traffic
[00:36:04.070 --> 00:36:04.280]  .
[00:36:04.280 --> 00:36:04.430]   And
[00:36:04.430 --> 00:36:04.530]   so
[00:36:04.530 --> 00:36:04.760]   I
[00:36:04.760 --> 00:36:04.790]   sent
[00:36:04.790 --> 00:36:04.890]   an
[00:36:04.890 --> 00:36:04.940]   e
[00:36:04.940 --> 00:36:04.990]  -
[00:36:04.990 --> 00:36:05.200]  mail
[00:36:05.200 --> 00:36:05.300]   to
[00:36:05.300 --> 00:36:05.450]   Rob
[00:36:05.450 --> 00:36:05.760]   saying
[00:36:05.760 --> 00:36:06.000]   what
[00:36:06.000 --> 00:36:06.010]   do
[00:36:06.010 --> 00:36:06.190]   you
[00:36:06.190 --> 00:36:06.580]   think
[00:36:06.580 --> 00:36:06.640]   of
[00:36:06.640 --> 00:36:06.790]   this
[00:36:06.790 --> 00:36:06.940]  ?
[00:36:06.940 --> 00:36:07.090]   And
[00:36:07.090 --> 00:36:07.240]   you
[00:36:07.240 --> 00:36:07.450]   said
[00:36:07.450 --> 00:36:07.670]   well
[00:36:07.670 --> 00:36:07.760]   it
[00:36:07.760 --> 00:36:07.860]  's
[00:36:07.860 --> 00:36:07.910]   a
[00:36:07.910 --> 00:36:08.270]   little
[00:36:08.270 --> 00:36:08.370]   bit
[00:36:08.370 --> 00:36:08.590]   like
[00:36:08.590 --> 00:36:09.050]   something
[00:36:09.050 --> 00:36:09.330]   Lance
[00:36:09.330 --> 00:36:09.460]   and
[00:36:09.460 --> 00:36:09.560]   Jo
[00:36:09.560 --> 00:36:09.770]  anna
[00:36:09.770 --> 00:36:09.920]   are
[00:36:09.920 --> 00:36:10.180]   doing
[00:36:10.180 --> 00:36:10.680]  .
[00:36:10.680 --> 00:36:10.680]   So
[00:36:10.680 --> 00:36:10.770]   I
[00:36:10.770 --> 00:36:11.130]   was
[00:36:11.130 --> 00:36:11.340]   like
[00:36:11.340 --> 00:36:11.550]   do
[00:36:11.550 --> 00:36:11.580]   I
[00:36:11.580 --> 00:36:12.080]   really
[00:36:12.080 --> 00:36:12.500]   wanna
[00:36:12.500 --> 00:36:12.660]   go
[00:36:12.660 --> 00:36:12.990]   into
[00:36:12.990 --> 00:36:13.910]   competition
[00:36:13.910 --> 00:36:14.240]   with
[00:36:14.240 --> 00:36:14.660]   Lance
[00:36:14.660 --> 00:36:14.950]   and
[00:36:14.950 --> 00:36:15.070]   Jo
[00:36:15.070 --> 00:36:15.390]  anna
[00:36:15.390 --> 00:36:15.480]   I
[00:36:15.480 --> 00:36:15.730]  ?
[00:36:15.730 --> 00:36:15.980]   don
[00:36:15.980 --> 00:36:16.140]  't
[00:36:16.140 --> 00:36:16.470]   know
[00:36:16.470 --> 00:36:16.630]   Um
[00:36:16.630 --> 00:36:17.040]  .
[00:36:17.040 --> 00:36:17.120]   so
[00:36:17.120 --> 00:36:17.120]   I
[00:36:17.120 --> 00:36:17.710]   thought
[00:36:17.710 --> 00:36:18.040]   well
[00:36:18.040 --> 00:36:18.200]  ,
[00:36:18.200 --> 00:36:18.360]   I
[00:36:18.360 --> 00:36:18.530]  'll
[00:36:18.530 --> 00:36:18.860]   just
[00:36:18.860 --> 00:36:19.220]   call
[00:36:19.220 --> 00:36:19.570]   them
[00:36:19.570 --> 00:36:19.680]   up
[00:36:19.680 --> 00:36:20.030]   just
[00:36:20.030 --> 00:36:20.220]   to
