
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:01.030]  ced
[00:53:59.500 --> 00:53:59.650]   And
[00:53:59.650 --> 00:53:59.800]   you
[00:53:59.800 --> 00:53:59.960]   can
[00:53:59.960 --> 00:54:00.250]   circle
[00:54:00.250 --> 00:54:00.470]   back
[00:54:00.470 --> 00:54:00.550]   to
[00:54:00.550 --> 00:54:00.760]   that
[00:54:00.760 --> 00:54:00.940]  .
[00:54:00.940 --> 00:54:01.120]   Like
[00:54:01.120 --> 00:54:01.300]   once
[00:54:01.300 --> 00:54:01.460]   you
[00:54:01.460 --> 00:54:01.620]  've
[00:54:01.620 --> 00:54:01.750]   got
[00:54:01.750 --> 00:54:01.900]   all
[00:54:01.900 --> 00:54:02.040]   the
[00:54:02.040 --> 00:54:02.410]   wealth
[00:54:02.410 --> 00:54:02.570]   and
[00:54:02.570 --> 00:54:02.650]   all
[00:54:02.650 --> 00:54:02.800]   the
[00:54:02.800 --> 00:54:03.430]   profitability
[00:54:03.430 --> 00:54:03.760]   and
[00:54:03.760 --> 00:54:03.810]   the
[00:54:03.810 --> 00:54:04.060]   larger
[00:54:04.060 --> 00:54:04.300]   team
[00:54:04.300 --> 00:54:04.410]   and
[00:54:04.410 --> 00:54:04.560]   you
[00:54:04.560 --> 00:54:04.710]  've
[00:54:04.710 --> 00:54:05.150]   got
[00:54:05.150 --> 00:54:05.210]   machine
[00:54:05.210 --> 00:54:05.610]   learning
[00:54:05.610 --> 00:54:05.960]   experts
[00:54:05.960 --> 00:54:06.060]   on
[00:54:06.060 --> 00:54:06.280]   your
[00:54:06.280 --> 00:54:06.510]   team
[00:54:06.510 --> 00:54:06.560]  ,
[00:54:06.560 --> 00:54:06.770]   you
[00:54:06.770 --> 00:54:06.860]   can
[00:54:06.860 --> 00:54:07.300]   like
[00:54:07.300 --> 00:54:07.360]   circle
[00:54:07.360 --> 00:54:07.560]   back
[00:54:07.560 --> 00:54:07.720]   to
[00:54:07.720 --> 00:54:07.930]   that
[00:54:07.930 --> 00:54:08.580]  . [SPEAKER_TURN]
[00:54:08.580 --> 00:54:08.650]  
[00:54:08.650 --> 00:54:08.890]   That
[00:54:08.890 --> 00:54:09.240]  's
[00:54:09.240 --> 00:54:09.430]   right
[00:54:09.430 --> 00:54:09.660]  .
[00:54:09.660 --> 00:54:09.970]   This
[00:54:09.970 --> 00:54:10.120]   is
[00:54:10.120 --> 00:54:10.190]   R
[00:54:10.190 --> 00:54:10.300]  _
[00:54:10.300 --> 00:54:10.490]   and
[00:54:10.490 --> 00:54:10.560]   D
[00:54:10.560 --> 00:54:10.870]  _.
[00:54:10.870 --> 00:54:11.020]   We
[00:54:11.020 --> 00:54:11.270]   can
[00:54:11.270 --> 00:54:11.400]   go
[00:54:11.400 --> 00:54:11.780]  .
[00:54:11.780 --> 00:54:11.860]   We
[00:54:11.860 --> 00:54:12.010]   can
[00:54:12.010 --> 00:54:12.790]   experiment
[00:54:12.790 --> 00:54:13.180]   stuff
[00:54:13.180 --> 00:54:13.530]  .
[00:54:13.530 --> 00:54:13.640]   But
[00:54:13.640 --> 00:54:13.950]   then
[00:54:13.950 --> 00:54:14.170]   the
[00:54:14.170 --> 00:54:14.570]   other
[00:54:14.570 --> 00:54:15.110]   thing
[00:54:15.110 --> 00:54:15.170]   is
[00:54:15.170 --> 00:54:15.260]   uh
[00:54:15.260 --> 00:54:15.590]   and
[00:54:15.590 --> 00:54:15.640]   so
[00:54:15.640 --> 00:54:15.710]   w
[00:54:15.710 --> 00:54:15.780]   w
[00:54:15.780 --> 00:54:16.240]   but
[00:54:16.240 --> 00:54:16.240]   you
[00:54:16.240 --> 00:54:16.550]   want
[00:54:16.550 --> 00:54:16.890]   to
[00:54:16.890 --> 00:54:17.490]   guarantee
[00:54:17.490 --> 00:54:17.950]   success
[00:54:17.950 --> 00:54:18.620]  .
[00:54:18.620 --> 00:54:18.620]   And
[00:54:18.620 --> 00:54:19.030]   the
[00:54:19.030 --> 00:54:19.090]   only
[00:54:19.090 --> 00:54:19.290]   way
[00:54:19.290 --> 00:54:19.350]   I
[00:54:19.350 --> 00:54:19.480]   ca
[00:54:19.480 --> 00:54:19.710]   for
[00:54:19.710 --> 00:54:19.910]   for
[00:54:19.910 --> 00:54:20.150]   your
[00:54:20.150 --> 00:54:20.680]   students
[00:54:20.680 --> 00:54:21.020]   right
[00:54:21.020 --> 00:54:21.360]  ,
[00:54:21.360 --> 00:54:21.410]   You
[00:54:21.410 --> 00:54:21.630]   want
[00:54:21.630 --> 00:54:22.160]   your
[00:54:22.160 --> 00:54:22.240]   users
[00:54:22.240 --> 00:54:22.370]   to
[00:54:22.370 --> 00:54:22.840]   succeed
[00:54:22.840 --> 00:54:23.040]  .
[00:54:23.040 --> 00:54:23.240]   You
[00:54:23.240 --> 00:54:23.740]   want
[00:54:23.740 --> 00:54:23.910]   them
[00:54:23.910 --> 00:54:23.910]   to
[00:54:23.910 --> 00:54:24.180]   love
[00:54:24.180 --> 00:54:24.450]   your
[00:54:24.450 --> 00:54:24.920]   product
[00:54:24.920 --> 00:54:25.280]  .
[00:54:25.280 --> 00:54:25.580]   And
[00:54:25.580 --> 00:54:25.660]   if
[00:54:25.660 --> 00:54:25.760]   you
[00:54:25.760 --> 00:54:26.020]   want
[00:54:26.020 --> 00:54:26.240]   them
[00:54:26.240 --> 00:54:26.360]   to
[00:54:26.360 --> 00:54:26.600]   love
[00:54:26.600 --> 00:54:26.800]   the
[00:54:26.800 --> 00:54:27.210]   product
[00:54:27.210 --> 00:54:27.390]   you
[00:54:27.390 --> 00:54:27.630]   need
[00:54:27.630 --> 00:54:27.750]   to
[00:54:27.750 --> 00:54:27.990]   have
[00:54:27.990 --> 00:54:28.050]   a
[00:54:28.050 --> 00:54:28.110]   h
[00:54:28.110 --> 00:54:28.550]   highly
[00:54:28.550 --> 00:54:28.910]   curated
[00:54:28.910 --> 00:54:29.080]   you
[00:54:29.080 --> 00:54:29.130]   know
[00:54:29.130 --> 00:54:29.450]   um
[00:54:29.450 --> 00:54:29.570]   uh
[00:54:29.570 --> 00:54:30.060]   course
[00:54:30.060 --> 00:54:30.150]  ,
[00:54:30.150 --> 00:54:30.180]   so
[00:54:30.180 --> 00:54:30.360]   you
[00:54:30.360 --> 00:54:30.540]   can
[00:54:30.540 --> 00:54:30.710]   go
[00:54:30.710 --> 00:54:31.090]   through
[00:54:31.090 --> 00:54:31.270]   and
[00:54:31.270 --> 00:54:31.390]   go
[00:54:31.390 --> 00:54:31.570]   yes
[00:54:31.570 --> 00:54:31.730]  ,
[00:54:31.730 --> 00:54:31.930]   this
[00:54:31.930 --> 00:54:32.050]   is
[00:54:32.050 --> 00:54:32.480]   exactly
[00:54:32.480 --> 00:54:32.660]   the
[00:54:32.660 --> 00:54:32.840]   way
[00:54:32.840 --> 00:54:32.900]   I
[00:54:32.900 --> 00:54:33.140]   want
[00:54:33.140 --> 00:54:33.340]   to
[00:54:33.340 --> 00:54:33.440]   say
[00:54:33.440 --> 00:54:33.750]   this
[00:54:33.750 --> 00:54:33.800]  ,
[00:54:33.800 --> 00:54:34.050]   this
[00:54:34.050 --> 00:54:34.160]   is
[00:54:34.160 --> 00:54:34.660]   exactly
[00:54:34.660 --> 00:54:34.770]   the
[00:54:34.770 --> 00:54:35.010]   next
[00:54:35.010 --> 00:54:35.320]   thing
[00:54:35.320 --> 00:54:35.440]  ,
[00:54:35.440 --> 00:54:35.680]   this
[00:54:35.680 --> 00:54:35.790]   is
[00:54:35.790 --> 00:54:36.230]   exactly
[00:54:36.230 --> 00:54:36.410]   the
[00:54:36.410 --> 00:54:36.780]   topics
[00:54:36.780 --> 00:54:37.020]   this
[00:54:37.020 --> 00:54:37.250]   kind
[00:54:37.250 --> 00:54:37.440]  .
[00:54:37.440 --> 00:54:37.750]   There
[00:54:37.750 --> 00:54:37.930]   can
[00:54:37.930 --> 00:54:38.110]   be
[00:54:38.110 --> 00:54:38.580]   no
[00:54:38.580 --> 00:54:38.690]  
[00:54:38.690 --> 00:54:38.830]   screw
[00:54:38.830 --> 00:54:38.870]  -
[00:54:38.870 --> 00:54:39.030]  ups
[00:54:39.030 --> 00:54:39.150]   it
[00:54:39.150 --> 00:54:39.230]  's
[00:54:39.230 --> 00:54:39.330]   ha
[00:54:39.330 --> 00:54:39.520]   and
[00:54:39.520 --> 00:54:39.580]   if
[00:54:39.580 --> 00:54:39.680]   I
[00:54:39.680 --> 00:54:39.730]   do
[00:54:39.730 --> 00:54:39.780]   a
[00:54:39.780 --> 00:54:40.130]   curated
[00:54:40.130 --> 00:54:40.430]   course
[00:54:40.430 --> 00:54:40.480]   I
[00:54:40.480 --> 00:54:40.680]   can
[00:54:40.680 --> 00:54:40.730]   do
[00:54:40.730 --> 00:54:40.930]   that
[00:54:40.930 --> 00:54:41.030]  ,
[00:54:41.030 --> 00:54:41.220]   right
[00:54:41.220 --> 00:54:41.860]  ? [SPEAKER_TURN]
[00:54:41.860 --> 00:54:42.070]   Yep
[00:54:42.070 --> 00:54:42.550]   exactly
[00:54:42.550 --> 00:54:43.280]  , [SPEAKER_TURN]
[00:54:43.380 --> 00:54:43.450]  
[00:54:43.450 --> 00:54:43.630]   this
[00:54:43.630 --> 00:54:43.680]   is
[00:54:43.680 --> 00:54:43.830]   how
[00:54:43.830 --> 00:54:43.930]   we
[00:54:43.930 --> 00:54:44.280]   succeed
[00:54:44.280 --> 00:54:44.380]   is
[00:54:44.380 --> 00:54:44.580]   that
[00:54:44.580 --> 00:54:44.830]   whole
[00:54:44.830 --> 00:54:44.980]   Airbnb
[00:54:44.980 --> 00:54:45.230]  ,
[00:54:45.230 --> 00:54:45.520]   the
[00:54:45.520 --> 00:54:45.630]   Brian
[00:54:45.630 --> 00:54:45.830]   Ches
[00:54:45.830 --> 00:54:45.940]  ky
[00:54:45.940 --> 00:54:46.180]   thing
[00:54:46.180 --> 00:54:46.280]  ,
[00:54:46.280 --> 00:54:46.530]   which
[00:54:46.530 --> 00:54:46.580]   y
[00:54:46.580 --> 00:54:46.730]   you
[00:54:46.730 --> 00:54:46.930]   know
[00:54:46.930 --> 00:54:47.030]  ,
[00:54:47.030 --> 00:54:47.130]   he
[00:54:47.130 --> 00:54:47.280]   was
[00:54:47.280 --> 00:54:47.420]   in
[00:54:47.420 --> 00:54:47.660]   this
[00:54:47.660 --> 00:54:47.830]   great
[00:54:47.830 --> 00:54:48.300]   interview
[00:54:48.300 --> 00:54:48.380]   on
[00:54:48.380 --> 00:54:48.730]   Masters
[00:54:48.730 --> 00:54:48.830]   of
[00:54:48.830 --> 00:54:49.080]   Scale
[00:54:49.080 --> 00:54:49.330]   where
[00:54:49.330 --> 00:54:49.430]   he
[00:54:49.430 --> 00:54:49.530]  's
[00:54:49.530 --> 00:54:49.890]   talking
[00:54:49.890 --> 00:54:50.130]   about
[00:54:50.130 --> 00:54:50.230]   he
[00:54:50.230 --> 00:54:50.330]  's
[00:54:50.330 --> 00:54:50.530]   like
[00:54:50.530 --> 00:54:50.630]   if
[00:54:50.630 --> 00:54:50.780]   you
[00:54:50.780 --> 00:54:50.980]   make
[00:54:50.980 --> 00:54:51.180]   your
[00:54:51.180 --> 00:54:51.630]   customers
[00:54:51.630 --> 00:54:51.910]   love
[00:54:51.910 --> 00:54:52.030]   your
[00:54:52.030 --> 00:54:52.380]   product
[00:54:52.380 --> 00:54:52.590]   that
[00:54:52.590 --> 00:54:52.890]   should
[00:54:52.890 --> 00:54:52.980]   be
[00:54:52.980 --> 00:54:53.180]   your
[00:54:53.180 --> 00:54:53.580]   whole
[00:54:53.580 --> 00:54:53.760]   sole
[00:54:53.760 --> 00:54:53.900]   focus
[00:54:53.900 --> 00:54:53.980]   is
[00:54:53.980 --> 00:54:54.180]   once
[00:54:54.180 --> 00:54:54.380]   they
[00:54:54.380 --> 00:54:54.570]   love
[00:54:54.570 --> 00:54:54.780]   your
[00:54:54.780 --> 00:54:55.130]   product
[00:54:55.130 --> 00:54:55.330]  ,
[00:54:55.330 --> 00:54:55.430]   your
[00:54:55.430 --> 00:54:55.570]   marketing
[00:54:55.570 --> 00:54:56.030]   is
[00:54:56.030 --> 00:54:56.120]   a
[00:54:56.120 --> 00:54:56.180]   lay
[00:54:56.180 --> 00:54:56.230]  -
[00:54:56.230 --> 00:54:56.330]  up
[00:54:56.330 --> 00:54:56.430]  ,
[00:54:56.430 --> 00:54:56.620]   like
[00:54:56.620 --> 00:54:56.830]   they
[00:54:56.830 --> 00:54:56.930]   do
[00:54:56.930 --> 00:54:57.130]   your
[00:54:57.130 --> 00:54:57.590]   marketing
[00:54:57.590 --> 00:54:57.800]   for
[00:54:57.800 --> 00:54:57.880]   you
[00:54:57.880 --> 00:54:57.950]   '
[00:54:57.950 --> 00:54:58.180]  cause
[00:54:58.180 --> 00:54:58.380]   they
[00:54:58.380 --> 00:54:58.580]   tell
[00:54:58.580 --> 00:54:59.030]   everybody
[00:54:59.030 --> 00:54:59.130]   if
[00:54:59.130 --> 00:54:59.330]   they
[00:54:59.330 --> 00:54:59.550]   just
[00:54:59.550 --> 00:54:59.740]   like
[00:54:59.740 --> 00:54:59.860]   it
[00:54:59.860 --> 00:54:59.930]   or
[00:54:59.930 --> 00:55:00.030]   if
[00:55:00.030 --> 00:55:00.130]   it
[00:55:00.130 --> 00:55:00.230]  's
[00:55:00.230 --> 00:55:00.430]   just
[00:55:00.430 --> 00:55:00.630]   okay
[00:55:00.630 --> 00:55:00.730]  ,
[00:55:00.730 --> 00:55:01.010]   then
[00:55:01.010 --> 00:55:01.080]   you
[00:55:01.080 --> 00:55:01.430]   then
[00:55:01.430 --> 00:55:01.430]   you
[00:55:01.430 --> 00:55:01.680]  're
[00:55:01.680 --> 00:55:01.680]   an
[00:55:01.680 --> 00:55:01.980]   uphill
[00:55:01.980 --> 00:55:02.280]   battle
[00:55:02.280 --> 00:55:02.520]   Then
[00:55:02.520 --> 00:55:02.630]  .
[00:55:02.630 --> 00:55:02.680]   I
[00:55:02.680 --> 00:55:02.780]  'd
[00:55:02.780 --> 00:55:03.020]   have
[00:55:03.020 --> 00:55:03.080]   to
[00:55:03.080 --> 00:55:03.330]   spend
[00:55:03.330 --> 00:55:03.370]   a
[00:55:03.370 --> 00:55:03.530]   ton
[00:55:03.530 --> 00:55:03.710]   of
[00:55:03.710 --> 00:55:03.880]   money
[00:55:03.880 --> 00:55:04.240]   getting
[00:55:04.240 --> 00:55:04.530]   people
[00:55:04.530 --> 00:55:04.630]   to
[00:55:04.630 --> 00:55:04.780]   use
[00:55:04.780 --> 00:55:04.870]   it
[00:55:04.870 --> 00:55:05.030]   And
[00:55:05.030 --> 00:55:05.180]  .
[00:55:05.180 --> 00:55:05.280]   so
[00:55:05.280 --> 00:55:05.630]   on
[00:55:05.630 --> 00:55:05.710]   those
[00:55:05.710 --> 00:55:05.990]   lines
[00:55:05.990 --> 00:55:06.130]   there
[00:55:06.130 --> 00:55:06.230]  's
[00:55:06.230 --> 00:55:06.380]   one
[00:55:06.380 --> 00:55:06.630]   thing
[00:55:06.630 --> 00:55:06.680]   I
[00:55:06.680 --> 00:55:06.930]   wanna
[00:55:06.930 --> 00:55:07.080]   say
[00:55:07.080 --> 00:55:07.370]   about
[00:55:07.370 --> 00:55:07.430]   it
[00:55:07.430 --> 00:55:07.580]  .
[00:55:07.580 --> 00:55:07.680]   So
[00:55:07.680 --> 00:55:07.830]   one
[00:55:07.830 --> 00:55:07.930]   of
[00:55:07.930 --> 00:55:08.030]   my
[00:55:08.030 --> 00:55:08.350]   ideas
[00:55:08.350 --> 00:55:08.380]   of
[00:55:08.380 --> 00:55:08.430]   h
[00:55:08.430 --> 00:55:08.530]   is
[00:55:08.530 --> 00:55:08.890]   having
[00:55:08.890 --> 00:55:09.180]   virtual
[00:55:09.180 --> 00:55:09.230]   T
[00:55:09.230 --> 00:55:09.280]  _
[00:55:09.280 --> 00:55:09.330]  A
[00:55:09.330 --> 00:55:09.380]  _
[00:55:09.380 --> 00:55:09.780]   sessions
[00:55:09.780 --> 00:55:09.830]   I
[00:55:09.830 --> 00:55:09.930]  ,
[00:55:09.930 --> 00:55:10.180]   think
[00:55:10.180 --> 00:55:10.280]   we
[00:55:10.280 --> 00:55:10.430]  've
[00:55:10.430 --> 00:55:10.730]   talked
[00:55:10.730 --> 00:55:10.810]   a
[00:55:10.810 --> 00:55:11.080]   little
[00:55:11.080 --> 00:55:11.230]   bit
[00:55:11.230 --> 00:55:11.480]   about
[00:55:11.480 --> 00:55:11.730]   that
[00:55:11.730 --> 00:55:11.730]  .
[00:55:11.730 --> 00:55:12.130]   Well
[00:55:12.130 --> 00:55:12.170]  ,
[00:55:12.170 --> 00:55:12.330]   that
[00:55:12.330 --> 00:55:12.480]  'll
[00:55:12.480 --> 00:55:12.580]   be
[00:55:12.580 --> 00:55:12.780]   much
[00:55:12.780 --> 00:55:13.380]   easier
[00:55:13.380 --> 00:55:13.380]  
[00:55:13.380 --> 00:55:13.590]   pull
[00:55:13.590 --> 00:55:13.750]   off
[00:55:13.750 --> 00:55:13.850]   if
[00:55:13.850 --> 00:55:14.010]   you
[00:55:14.010 --> 00:55:14.220]   have
[00:55:14.220 --> 00:55:14.490]   micro
[00:55:14.490 --> 00:55:14.840]   these
[00:55:14.840 --> 00:55:14.970]   sort
[00:55:14.970 --> 00:55:15.070]   of
[00:55:15.070 --> 00:55:15.360]   micro
[00:55:15.360 --> 00:55:15.550]   mini
[00:55:15.550 --> 00:55:15.930]   courses
[00:55:15.930 --> 00:55:16.310]   because
[00:55:16.310 --> 00:55:16.800]   everybody
[00:55:16.800 --> 00:55:16.900]  's
[00:55:16.900 --> 00:55:17.390]   basically
[00:55:17.390 --> 00:55:17.550]   the
[00:55:17.550 --> 00:55:17.810]   same
[00:55:17.810 --> 00:55:18.030]   level
[00:55:18.030 --> 00:55:18.310]  .
[00:55:18.310 --> 00:55:18.640]   You
[00:55:18.640 --> 00:55:19.090]   know
[00:55:19.090 --> 00:55:19.630]  ?
[00:55:19.630 --> 00:55:19.640]   Oh
[00:55:19.640 --> 00:55:19.980]   you
[00:55:19.980 --> 00:55:20.430]   know
[00:55:20.430 --> 00:55:20.650]   it
[00:55:20.650 --> 00:55:20.850]  's
[00:55:20.850 --> 00:55:21.360]   like
[00:55:21.360 --> 00:55:22.960]   so [SPEAKER_TURN]
[00:55:22.960 --> 00:55:32.590]   Right
[00:55:32.590 --> 00:55:38.470]  .
[00:55:38.470 --> 00:55:38.630]   Right
[00:55:38.630 --> 00:55:39.240]  . [SPEAKER_TURN]
[00:55:42.040 --> 00:55:42.040]  
[00:55:42.040 --> 00:55:42.300]   three
[00:55:42.300 --> 00:55:42.450]   and
[00:55:42.450 --> 00:55:42.600]   you
[00:55:42.600 --> 00:55:42.750]   pay
[00:55:42.750 --> 00:55:42.950]   more
[00:55:42.950 --> 00:55:43.100]  .
[00:55:43.100 --> 00:55:43.250]   And
[00:55:43.250 --> 00:55:43.610]   thing
[00:55:43.610 --> 00:55:43.710]   is
[00:55:43.710 --> 00:55:43.760]   you
[00:55:43.760 --> 00:55:43.860]  ,
[00:55:43.860 --> 00:55:44.060]   know
[00:55:44.060 --> 00:55:44.360]   for
[00:55:44.360 --> 00:55:44.560]   pan
[00:55:44.560 --> 00:55:44.600]   like
[00:55:44.600 --> 00:55:44.710]   for
[00:55:44.710 --> 00:55:45.070]   parents
[00:55:45.070 --> 00:55:45.220]   you
[00:55:45.220 --> 00:55:45.480]   might
[00:55:45.480 --> 00:55:45.580]   be
[00:55:45.580 --> 00:55:45.780]   like
[00:55:45.780 --> 00:55:46.030]   over
[00:55:46.030 --> 00:55:46.340]   someone
[00:55:46.340 --> 00:55:46.490]   who
[00:55:46.490 --> 00:55:46.590]  's
[00:55:46.590 --> 00:55:46.790]   just
[00:55:46.790 --> 00:55:47.070]   like
[00:55:47.070 --> 00:55:47.140]   who
[00:55:47.140 --> 00:55:47.330]   has
[00:55:47.330 --> 00:55:47.440]   the
[00:55:47.440 --> 00:55:47.680]   money
[00:55:47.680 --> 00:55:47.920]  ,
[00:55:47.920 --> 00:55:48.000]   they
[00:55:48.000 --> 00:55:48.150]  're
[00:55:48.150 --> 00:55:48.350]   like
[00:55:48.350 --> 00:55:48.450]   oh
[00:55:48.450 --> 00:55:48.600]  ,
[00:55:48.600 --> 00:55:48.620]   I
[00:55:48.620 --> 00:55:48.700]  'm
[00:55:48.700 --> 00:55:49.100]   learning
[00:55:49.100 --> 00:55:49.730]   differential
[00:55:49.730 --> 00:55:50.200]   equations
[00:55:50.200 --> 00:55:50.420]   like
[00:55:50.420 --> 00:55:50.450]   I
[00:55:50.450 --> 00:55:50.500]   d
[00:55:50.500 --> 00:55:50.650]   you
[00:55:50.650 --> 00:55:50.850]   know
[00:55:50.850 --> 00:55:51.000]  ,
[00:55:51.000 --> 00:55:51.000]   I
[00:55:51.000 --> 00:55:51.150]   don
[00:55:51.150 --> 00:55:51.250]  't
[00:55:51.250 --> 00:55:51.450]   know
[00:55:51.450 --> 00:55:51.600]   how
[00:55:51.600 --> 00:55:51.810]   much
[00:55:51.810 --> 00:55:52.000]   help
[00:55:52.000 --> 00:55:52.050]   I
[00:55:52.050 --> 00:55:52.150]  'm
[00:55:52.150 --> 00:55:52.410]   gonna
[00:55:52.410 --> 00:55:52.600]   need
[00:55:52.600 --> 00:55:52.660]   I
[00:55:52.660 --> 00:55:52.760]  'm
[00:55:52.760 --> 00:55:52.910]  .
[00:55:52.910 --> 00:55:53.110]   just
[00:55:53.110 --> 00:55:53.370]   gonna
[00:55:53.370 --> 00:55:53.540]   pay
[00:55:53.540 --> 00:55:53.570]   a
[00:55:53.570 --> 00:55:53.880]   little
[00:55:53.880 --> 00:55:54.080]   more
[00:55:54.080 --> 00:55:54.180]  ,
[00:55:54.180 --> 00:55:54.380]   make
[00:55:54.380 --> 00:55:54.700]   sure
[00:55:54.700 --> 00:55:54.780]   like
[00:55:54.780 --> 00:55:54.960]   I
[00:55:54.960 --> 00:55:54.980]   get
[00:55:54.980 --> 00:55:55.080]   me
[00:55:55.080 --> 00:55:55.130]   T
[00:55:55.130 --> 00:55:55.180]  _
[00:55:55.180 --> 00:55:55.230]  H
[00:55:55.230 --> 00:55:55.300]  _
[00:55:55.300 --> 00:55:55.320]  S
[00:55:55.320 --> 00:55:55.380]  _
[00:55:55.380 --> 00:55:55.430]   I
[00:55:55.430 --> 00:55:55.690]   need
[00:55:55.690 --> 00:55:55.730]   or
[00:55:55.730 --> 00:55:55.780]   f
[00:55:55.780 --> 00:55:55.930]   mom
[00:55:55.930 --> 00:55:56.340]   assigned
[00:55:56.340 --> 00:55:56.600]   their
[00:55:56.600 --> 00:55:56.750]   kid
[00:55:56.750 --> 00:55:56.850]   up
[00:55:56.850 --> 00:55:57.000]   for
[00:55:57.000 --> 00:55:57.110]   an
[00:55:57.110 --> 00:55:57.520]   algebra
[00:55:57.520 --> 00:55:57.610]   one
[00:55:57.610 --> 00:55:57.910]   course
[00:55:57.910 --> 00:55:58.070]   and
[00:55:58.070 --> 00:55:58.270]   they
[00:55:58.270 --> 00:55:58.620]  're
[00:55:58.620 --> 00:55:58.660]   just
[00:55:58.660 --> 00:55:58.820]   like
[00:55:58.820 --> 00:55:59.020]   okay
[00:55:59.020 --> 00:55:59.160]  ,
[00:55:59.160 --> 00:55:59.170]   I
[00:55:59.170 --> 00:55:59.320]   can
[00:55:59.320 --> 00:55:59.470]   pay
[00:55:59.470 --> 00:55:59.780]   thirty
[00:55:59.780 --> 00:55:59.980]   nine
[00:55:59.980 --> 00:56:00.130]   for
[00:56:00.130 --> 00:56:00.330]   just
[00:56:00.330 --> 00:56:00.380]   a
[00:56:00.380 --> 00:56:00.640]   thing
[00:56:00.640 --> 00:56:00.740]   or
[00:56:00.740 --> 00:56:00.790]   I
[00:56:00.790 --> 00:56:00.990]   can
[00:56:00.990 --> 00:56:01.140]   pay
[00:56:01.140 --> 00:56:01.450]   seventy
[00:56:01.450 --> 00:56:01.670]   nine
[00:56:01.670 --> 00:56:01.810]   for
[00:56:01.810 --> 00:56:02.000]   once
[00:56:02.000 --> 00:56:02.050]   a
[00:56:02.050 --> 00:56:02.250]   week
[00:56:02.250 --> 00:56:02.390]   or
[00:56:02.390 --> 00:56:02.400]   I
[00:56:02.400 --> 00:56:02.550]   can
[00:56:02.550 --> 00:56:02.700]   pay
[00:56:02.700 --> 00:56:02.750]   a
[00:56:02.750 --> 00:56:03.110]   hundred
[00:56:03.110 --> 00:56:03.260]   and
[00:56:03.260 --> 00:56:03.460]   nine
[00:56:03.460 --> 00:56:04.580]   for
[00:56:04.580 --> 00:56:04.580]   let
[00:56:04.580 --> 00:56:04.690]  's
[00:56:04.690 --> 00:56:04.860]   just
[00:56:04.860 --> 00:56:05.000]   do
[00:56:05.000 --> 00:56:05.120]   an
[00:56:05.120 --> 00:56:05.240]   ar
[00:56:05.240 --> 00:56:05.560]   '
[00:56:05.560 --> 00:56:05.570]  cause
[00:56:05.570 --> 00:56:05.610]   I
[00:56:05.610 --> 00:56:05.800]   don
[00:56:05.800 --> 00:56:05.930]  't
[00:56:05.930 --> 00:56:06.100]   know
[00:56:06.100 --> 00:56:06.330]   what
[00:56:06.330 --> 00:56:06.480]   she
[00:56:06.480 --> 00:56:06.590]  's
[00:56:06.590 --> 00:56:06.980]   helping
[00:56:06.980 --> 00:56:07.090]   me
[00:56:07.090 --> 00:56:07.310]   even
[00:56:07.310 --> 00:56:07.420]  ,
[00:56:07.420 --> 00:56:07.830]   right
[00:56:07.830 --> 00:56:07.860]  .
[00:56:07.860 --> 00:56:08.020]   And
[00:56:08.020 --> 00:56:08.460]   then
[00:56:08.460 --> 00:56:08.510]   what
[00:56:08.510 --> 00:56:08.620]  'll
[00:56:08.620 --> 00:56:08.950]   happen
[00:56:08.950 --> 00:56:09.280]   though
[00:56:09.280 --> 00:56:09.390]   is
[00:56:09.390 --> 00:56:09.770]   that
[00:56:09.770 --> 00:56:09.840]   the
[00:56:09.840 --> 00:56:09.930]   kid
[00:56:09.930 --> 00:56:10.150]   will
[00:56:10.150 --> 00:56:10.310]   use
[00:56:10.310 --> 00:56:10.480]   it
[00:56:10.480 --> 00:56:10.640]   only
[00:56:10.640 --> 00:56:10.750]   as
[00:56:10.750 --> 00:56:10.970]   much
[00:56:10.970 --> 00:56:11.080]   as
[00:56:11.080 --> 00:56:11.300]   they
[00:56:11.300 --> 00:56:11.520]   need
[00:56:11.520 --> 00:56:11.630]   it
[00:56:11.630 --> 00:56:11.740]  's
[00:56:11.740 --> 00:56:12.040]  ,
[00:56:12.040 --> 00:56:12.040]  
[00:56:12.040 --> 00:56:12.150]   an
[00:56:12.150 --> 00:56:12.260]  ,
[00:56:12.260 --> 00:56:12.760]   assurance
[00:56:12.760 --> 00:56:13.090]   policy
[00:56:13.090 --> 00:56:13.110]   right
[00:56:13.110 --> 00:56:13.480]  ,
[00:56:13.480 --> 00:56:13.700]   So
[00:56:13.700 --> 00:56:13.780]   we
[00:56:13.780 --> 00:56:13.860]   can
[00:56:13.860 --> 00:56:14.080]   help
[00:56:14.080 --> 00:56:14.580]   guarantee
[00:56:14.580 --> 00:56:14.800]   that
[00:56:14.800 --> 00:56:14.960]   the
[00:56:14.960 --> 00:56:15.170]   kids
[00:56:15.170 --> 00:56:15.620]   succeeds
[00:56:15.620 --> 00:56:15.660]   '
[00:56:15.660 --> 00:56:15.940]  cause
[00:56:15.940 --> 00:56:16.050]   we
[00:56:16.050 --> 00:56:16.270]   have
[00:56:16.270 --> 00:56:16.340]   T
[00:56:16.340 --> 00:56:16.370]  _
[00:56:16.370 --> 00:56:16.420]  A
