
[00:00:00.000 --> 00:00:00.880]  
[00:00:00.880 --> 00:00:02.000]   ordinary
[01:31:52.120 --> 01:31:52.120]   we
[01:31:52.120 --> 01:31:52.470]   can
[01:31:52.470 --> 01:31:52.620]   look
[01:31:52.620 --> 01:31:52.760]   at
[01:31:52.760 --> 01:31:52.910]   it
[01:31:52.910 --> 01:31:53.470]   someone
[01:31:53.470 --> 01:31:53.540]  's
[01:31:53.540 --> 01:31:54.180]   Facebook
[01:31:54.180 --> 01:31:54.470]   posts
[01:31:54.470 --> 01:31:54.680]   and
[01:31:54.680 --> 01:31:54.960]   from
[01:31:54.960 --> 01:31:55.260]   that
[01:31:55.260 --> 01:31:55.400]   we
[01:31:55.400 --> 01:31:55.680]   can
[01:31:55.680 --> 01:31:56.040]   kind
[01:31:56.040 --> 01:31:56.080]   of
[01:31:56.080 --> 01:31:56.180]   in
[01:31:56.180 --> 01:31:56.530]   t
[01:31:56.530 --> 01:31:56.680]   create
[01:31:56.680 --> 01:31:56.970]   like
[01:31:56.970 --> 01:31:57.110]   an
[01:31:57.110 --> 01:31:57.180]   A
[01:31:57.180 --> 01:31:57.250]  _
[01:31:57.250 --> 01:31:57.320]  I
[01:31:57.320 --> 01:31:57.390]  _
[01:31:57.390 --> 01:31:57.700]   bot
[01:31:57.700 --> 01:31:58.000]   about
[01:31:58.000 --> 01:31:58.260]   that
[01:31:58.260 --> 01:31:58.680]   person
[01:31:58.680 --> 01:31:59.050]  .
[01:31:59.050 --> 01:31:59.200]   Like
[01:31:59.200 --> 01:31:59.470]   they
[01:31:59.470 --> 01:31:59.640]  'll
[01:31:59.640 --> 01:32:00.030]   be
[01:32:00.030 --> 01:32:00.110]   able
[01:32:00.110 --> 01:32:00.250]   to
[01:32:00.250 --> 01:32:00.400]   do
[01:32:00.400 --> 01:32:00.680]   that
[01:32:00.680 --> 01:32:00.960]   from
[01:32:00.960 --> 01:32:01.180]   all
[01:32:01.180 --> 01:32:01.390]   of
[01:32:01.390 --> 01:32:02.080]   their
[01:32:02.080 --> 01:32:02.250]   previous
[01:32:02.250 --> 01:32:02.540]   work
[01:32:02.540 --> 01:32:02.750]   and
[01:32:02.750 --> 01:32:03.400]   basically
[01:32:03.400 --> 01:32:03.690]   just
[01:32:03.690 --> 01:32:04.090]   morph
[01:32:04.090 --> 01:32:04.340]   that
[01:32:04.340 --> 01:32:04.630]   into
[01:32:04.630 --> 01:32:04.830]   new
[01:32:04.830 --> 01:32:05.470]   work
[01:32:05.470 --> 01:32:05.490]   right
[01:32:05.490 --> 01:32:05.630]  ,
[01:32:05.630 --> 01:32:05.830]   And
[01:32:05.830 --> 01:32:05.980]   so
[01:32:05.980 --> 01:32:06.240]   it
[01:32:06.240 --> 01:32:06.260]  's
[01:32:06.260 --> 01:32:06.620]   gonna
[01:32:06.620 --> 01:32:06.760]   be
[01:32:06.760 --> 01:32:06.900]   so
[01:32:06.900 --> 01:32:07.310]   easy
[01:32:07.310 --> 01:32:07.330]   so
[01:32:07.330 --> 01:32:07.500]  ,
[01:32:07.500 --> 01:32:07.760]   cool
[01:32:07.760 --> 01:32:09.000]  . [SPEAKER_TURN]
[01:32:11.120 --> 01:32:11.140]  
[01:32:11.140 --> 01:32:11.390]   think
[01:32:11.390 --> 01:32:11.530]   I
[01:32:11.530 --> 01:32:11.700]   think
[01:32:11.700 --> 01:32:11.900]   you
[01:32:11.900 --> 01:32:12.050]   know
[01:32:12.050 --> 01:32:12.260]   they
[01:32:12.260 --> 01:32:12.410]  'll
[01:32:12.410 --> 01:32:12.520]   be
[01:32:12.520 --> 01:32:12.720]   able
[01:32:12.720 --> 01:32:12.820]   to
[01:32:12.820 --> 01:32:12.960]   do
[01:32:12.960 --> 01:32:13.190]   that
[01:32:13.190 --> 01:32:13.230]   at
[01:32:13.230 --> 01:32:13.440]   some
[01:32:13.440 --> 01:32:13.540]   to
[01:32:13.540 --> 01:32:13.590]   a
[01:32:13.590 --> 01:32:13.950]   certain
[01:32:13.950 --> 01:32:14.100]   and
[01:32:14.100 --> 01:32:14.200]   we
[01:32:14.200 --> 01:32:14.430]  've
[01:32:14.430 --> 01:32:14.560]   seen
[01:32:14.560 --> 01:32:14.770]   that
[01:32:14.770 --> 01:32:14.920]  .
[01:32:14.920 --> 01:32:15.120]   They
[01:32:15.120 --> 01:32:15.280]  've
[01:32:15.280 --> 01:32:15.490]   done
[01:32:15.490 --> 01:32:15.750]   stuff
[01:32:15.750 --> 01:32:15.970]   like
[01:32:15.970 --> 01:32:16.170]   that
[01:32:16.170 --> 01:32:16.340]   is
[01:32:16.340 --> 01:32:16.480]   sort
[01:32:16.480 --> 01:32:16.580]   of
[01:32:16.580 --> 01:32:16.790]   like
[01:32:16.790 --> 01:32:16.840]   a
[01:32:16.840 --> 01:32:17.200]   novelty
[01:32:17.200 --> 01:32:17.920]  . [SPEAKER_TURN]
[01:32:34.200 --> 01:32:34.200]  
[01:32:34.200 --> 01:32:34.400]   years
[01:32:34.400 --> 01:32:34.650]   from
[01:32:34.650 --> 01:32:34.680]   now
[01:32:34.680 --> 01:32:34.940]   thirty
[01:32:34.940 --> 01:32:35.000]  ,
[01:32:35.000 --> 01:32:35.200]   eight
[01:32:35.200 --> 01:32:35.400]   years
[01:32:35.400 --> 01:32:35.700]  . [SPEAKER_TURN]
[01:32:35.700 --> 01:32:35.890]   see
[01:32:35.890 --> 01:32:36.150]   that
[01:32:36.150 --> 01:32:36.280]   as
[01:32:36.280 --> 01:32:36.340]   a
[01:32:36.340 --> 01:32:36.870]   societal
[01:32:36.870 --> 01:32:37.200]   ideal
[01:32:37.200 --> 01:32:37.390]   you
[01:32:37.390 --> 01:32:37.520]  ,
[01:32:37.520 --> 01:32:37.870]   know
[01:32:37.870 --> 01:32:38.560]  . [SPEAKER_TURN]
[01:32:38.560 --> 01:32:38.870]   gonna
[01:32:38.870 --> 01:32:39.190]   what
[01:32:39.190 --> 01:32:39.240]   it
[01:32:39.240 --> 01:32:39.420]  'll
[01:32:39.420 --> 01:32:39.540]   do
[01:32:39.540 --> 01:32:39.660]   is
[01:32:39.660 --> 01:32:39.830]   it
[01:32:39.830 --> 01:32:39.960]  'll
[01:32:39.960 --> 01:32:40.220]   just
[01:32:40.220 --> 01:32:40.620]   raise
[01:32:40.620 --> 01:32:40.710]   the
[01:32:40.710 --> 01:32:40.930]   bar
[01:32:40.930 --> 01:32:41.010]   of
[01:32:41.010 --> 01:32:41.380]   the
[01:32:41.380 --> 01:32:41.620]   artist
[01:32:41.620 --> 01:32:41.760]  .
[01:32:41.760 --> 01:32:41.880]   It
[01:32:41.880 --> 01:32:42.170]  's
[01:32:42.170 --> 01:32:42.310]   gonna
[01:32:42.310 --> 01:32:42.620]   raise
[01:32:42.620 --> 01:32:42.810]   the
[01:32:42.810 --> 01:32:43.000]   bar
[01:32:43.000 --> 01:32:43.120]   so
[01:32:43.120 --> 01:32:43.370]   that
[01:32:43.370 --> 01:32:43.490]   so
[01:32:43.490 --> 01:32:43.740]   that
[01:32:43.740 --> 01:32:44.200]   artists
[01:32:44.200 --> 01:32:44.430]   have
[01:32:44.430 --> 01:32:44.550]   to
[01:32:44.550 --> 01:32:44.760]   be
[01:32:44.760 --> 01:32:44.920]   even
[01:32:44.920 --> 01:32:45.280]   better
[01:32:45.280 --> 01:32:45.650]  .
[01:32:45.650 --> 01:32:45.720]   They
[01:32:45.720 --> 01:32:45.970]   have
[01:32:45.970 --> 01:32:46.090]   to
[01:32:46.090 --> 01:32:46.210]   be
[01:32:46.210 --> 01:32:46.330]   so
[01:32:46.330 --> 01:32:46.760]   amazing
[01:32:46.760 --> 01:32:46.950]   that
[01:32:46.950 --> 01:32:47.210]   but
[01:32:47.210 --> 01:32:47.270]   I
[01:32:47.270 --> 01:32:47.500]   I
[01:32:47.500 --> 01:32:47.770]   suppose
[01:32:47.770 --> 01:32:48.100]   there
[01:32:48.100 --> 01:32:48.330]   will
[01:32:48.330 --> 01:32:48.450]   be
[01:32:48.450 --> 01:32:48.660]   the
[01:32:48.660 --> 01:32:48.920]   fact
[01:32:48.920 --> 01:32:49.010]   of
[01:32:49.010 --> 01:32:49.260]   like
[01:32:49.260 --> 01:32:49.350]   is
[01:32:49.350 --> 01:32:49.700]   it
[01:32:49.700 --> 01:32:49.810]   synth
[01:32:49.810 --> 01:32:49.930]   or
[01:32:49.930 --> 01:32:50.050]   is
[01:32:50.050 --> 01:32:50.170]   it
[01:32:50.170 --> 01:32:50.420]   live
[01:32:50.420 --> 01:32:50.540]  ,
[01:32:50.540 --> 01:32:50.730]   you
[01:32:50.730 --> 01:32:50.950]   know
[01:32:50.950 --> 01:32:51.080]  ?
[01:32:51.080 --> 01:32:51.270]   So
[01:32:51.270 --> 01:32:51.650]   then
[01:32:51.650 --> 01:32:51.690]   th
[01:32:51.690 --> 01:32:51.960]   maybe
[01:32:51.960 --> 01:32:52.150]   the
[01:32:52.150 --> 01:32:52.400]   live
[01:32:52.400 --> 01:32:52.620]   the
[01:32:52.620 --> 01:32:52.840]   live
[01:32:52.840 --> 01:32:53.210]   versus
[01:32:53.210 --> 01:32:53.590]   the
[01:32:53.590 --> 01:32:53.710]   synth
[01:32:53.710 --> 01:32:54.000]   will
[01:32:54.000 --> 01:32:54.200]   just
[01:32:54.200 --> 01:32:54.330]   be
[01:32:54.330 --> 01:32:54.780]   premium
[01:32:54.780 --> 01:32:54.950]  .
[01:32:54.950 --> 01:32:55.140]   Syn
[01:32:55.140 --> 01:32:55.260]  th
[01:32:55.260 --> 01:32:55.510]   will
[01:32:55.510 --> 01:32:55.620]   be
[01:32:55.620 --> 01:32:56.070]   like
[01:32:56.070 --> 01:32:56.100]   the
[01:32:56.100 --> 01:32:56.260]   low
[01:32:56.260 --> 01:32:56.450]   the
[01:32:56.450 --> 01:32:56.640]   low
[01:32:56.640 --> 01:32:56.900]   band
[01:32:56.900 --> 01:32:58.000]  . [SPEAKER_TURN]
[01:33:02.060 --> 01:33:02.060]  
[01:33:02.060 --> 01:33:02.570]   abstract
[01:33:02.570 --> 01:33:02.770]  ly
[01:33:02.770 --> 01:33:02.810]   as
[01:33:02.810 --> 01:33:03.000]   art
[01:33:03.000 --> 01:33:03.380]   itself
[01:33:03.380 --> 01:33:03.440]   i
[01:33:03.440 --> 01:33:03.550]   is
[01:33:03.550 --> 01:33:03.570]   um
[01:33:03.570 --> 01:33:03.930]   like
[01:33:03.930 --> 01:33:04.220]   you
[01:33:04.220 --> 01:33:04.390]   were
[01:33:04.390 --> 01:33:04.810]   talking
[01:33:04.810 --> 01:33:05.110]   about
[01:33:05.110 --> 01:33:05.700]   design
[01:33:05.700 --> 01:33:05.720]  .
[01:33:05.720 --> 01:33:06.020]   Maybe
[01:33:06.020 --> 01:33:06.080]   m
[01:33:06.080 --> 01:33:06.400]   maybe
[01:33:06.400 --> 01:33:06.590]   you
[01:33:06.590 --> 01:33:06.950]   could
[01:33:06.950 --> 01:33:07.100]   say
[01:33:07.100 --> 01:33:07.160]   a
[01:33:07.160 --> 01:33:07.600]   certain
[01:33:07.600 --> 01:33:07.880]   level
[01:33:07.880 --> 01:33:08.420]   of
[01:33:08.420 --> 01:33:08.450]   acting
[01:33:08.450 --> 01:33:08.540]   is
[01:33:08.540 --> 01:33:08.790]   very
[01:33:08.790 --> 01:33:09.230]   routine
[01:33:09.230 --> 01:33:09.420]   and
[01:33:09.420 --> 01:33:09.610]   you
[01:33:09.610 --> 01:33:09.880]   can
[01:33:09.880 --> 01:33:10.050]   just
[01:33:10.050 --> 01:33:10.290]   like
[01:33:10.290 --> 01:33:10.550]   what
[01:33:10.550 --> 01:33:10.670]   if
[01:33:10.670 --> 01:33:10.920]   what
[01:33:10.920 --> 01:33:11.040]   if
[01:33:11.040 --> 01:33:11.230]   you
[01:33:11.230 --> 01:33:11.510]   made
[01:33:11.510 --> 01:33:11.540]   a
[01:33:11.540 --> 01:33:11.980]   simpler
[01:33:11.980 --> 01:33:12.300]   point
[01:33:12.300 --> 01:33:12.740]   instead
[01:33:12.740 --> 01:33:12.860]   of
[01:33:12.860 --> 01:33:13.420]   replacing
[01:33:13.420 --> 01:33:13.510]   movie
[01:33:13.510 --> 01:33:14.210]   stars
[01:33:14.210 --> 01:33:14.260]   you
[01:33:14.260 --> 01:33:14.510]   said
[01:33:14.510 --> 01:33:14.660]   we
[01:33:14.660 --> 01:33:14.820]  're
[01:33:14.820 --> 01:33:15.140]   gonna
[01:33:15.140 --> 01:33:15.580]   replace
[01:33:15.580 --> 01:33:15.770]   all
[01:33:15.770 --> 01:33:15.960]   the
[01:33:15.960 --> 01:33:16.590]   background
[01:33:16.590 --> 01:33:16.970]   actors
[01:33:16.970 --> 01:33:17.160]   and
[01:33:17.160 --> 01:33:17.280]   we
[01:33:17.280 --> 01:33:17.470]  're
[01:33:17.470 --> 01:33:17.790]   gonna
[01:33:17.790 --> 01:33:18.220]   replace
[01:33:18.220 --> 01:33:18.410]   all
[01:33:18.410 --> 01:33:18.620]   the
[01:33:18.620 --> 01:33:19.240]   supporting
[01:33:19.240 --> 01:33:19.490]   cast
[01:33:19.490 --> 01:33:19.730]   that
[01:33:19.730 --> 01:33:19.990]   only
[01:33:19.990 --> 01:33:20.190]   has
[01:33:20.190 --> 01:33:20.240]   a
[01:33:20.240 --> 01:33:20.430]   few
[01:33:20.430 --> 01:33:20.750]   lines
[01:33:20.750 --> 01:33:20.940]   and
[01:33:20.940 --> 01:33:21.060]   we
[01:33:21.060 --> 01:33:21.260]  're
[01:33:21.260 --> 01:33:21.570]   gonna
[01:33:21.570 --> 01:33:21.820]   make
[01:33:21.820 --> 01:33:22.230]   them
[01:33:22.230 --> 01:33:22.260]   all
[01:33:22.260 --> 01:33:22.450]   syn
[01:33:22.450 --> 01:33:22.640]  ths
[01:33:22.640 --> 01:33:23.070]   because
[01:33:23.070 --> 01:33:23.330]   they
[01:33:23.330 --> 01:33:23.690]   just
[01:33:23.690 --> 01:33:23.900]   gotta
[01:33:23.900 --> 01:33:24.150]   come
[01:33:24.150 --> 01:33:24.470]   and
[01:33:24.470 --> 01:33:24.780]   deliver
[01:33:24.780 --> 01:33:24.970]   the
[01:33:24.970 --> 01:33:25.160]   you
[01:33:25.160 --> 01:33:25.600]   know
[01:33:25.600 --> 01:33:25.630]   the
[01:33:25.630 --> 01:33:25.850]   food
[01:33:25.850 --> 01:33:25.970]   to
[01:33:25.970 --> 01:33:26.210]   the
[01:33:26.210 --> 01:33:26.480]   table
[01:33:26.480 --> 01:33:26.690]   and
[01:33:26.690 --> 01:33:26.790]   we
[01:33:26.790 --> 01:33:26.980]   can
[01:33:26.980 --> 01:33:27.260]   just
[01:33:27.260 --> 01:33:27.350]   go
[01:33:27.350 --> 01:33:27.470]   to
[01:33:27.470 --> 01:33:27.660]   you
[01:33:27.660 --> 01:33:27.910]   know
[01:33:27.910 --> 01:33:28.030]   a
[01:33:28.030 --> 01:33:28.050]   a
[01:33:28.050 --> 01:33:28.470]   palette
[01:33:28.470 --> 01:33:28.660]   and
[01:33:28.660 --> 01:33:28.850]   the
[01:33:28.850 --> 01:33:29.040]   act
[01:33:29.040 --> 01:33:29.290]  ives
[01:33:29.290 --> 01:33:29.540]   flow
[01:33:29.540 --> 01:33:30.760]  . [SPEAKER_TURN]
[01:33:30.760 --> 01:33:30.840]  
[01:33:30.840 --> 01:33:30.990]   we
[01:33:30.990 --> 01:33:31.400]   don
[01:33:31.400 --> 01:33:31.560]  't
[01:33:31.560 --> 01:33:32.020]   even
[01:33:32.020 --> 01:33:32.500]   like
[01:33:32.500 --> 01:33:32.630]   it
[01:33:32.630 --> 01:33:32.760]  's
[01:33:32.760 --> 01:33:32.890]   be
[01:33:32.890 --> 01:33:33.280]   acting
[01:33:33.280 --> 01:33:33.670]   anyway
[01:33:33.670 --> 01:33:33.870]  .
[01:33:33.870 --> 01:33:34.250]   This
[01:33:34.250 --> 01:33:34.250]   is
[01:33:34.250 --> 01:33:34.320]   a
[01:33:34.320 --> 01:33:34.640]   great
[01:33:34.640 --> 01:33:35.010]   start
[01:33:35.010 --> 01:33:35.030]  -
[01:33:35.030 --> 01:33:35.150]  up
[01:33:35.150 --> 01:33:35.410]   idea
[01:33:35.410 --> 01:33:35.860]  .
[01:33:35.860 --> 01:33:35.870]   This
[01:33:35.870 --> 01:33:36.000]   is
[01:33:36.000 --> 01:33:36.060]   a
[01:33:36.060 --> 01:33:36.390]   great
[01:33:36.390 --> 01:33:36.720]   start
[01:33:36.720 --> 01:33:36.780]  -
[01:33:36.780 --> 01:33:36.920]  up
[01:33:36.920 --> 01:33:37.760]  . [SPEAKER_TURN]
[01:33:37.760 --> 01:33:38.040]   And
[01:33:38.040 --> 01:33:39.030]   everything
[01:33:39.030 --> 01:33:39.410]   else
[01:33:39.410 --> 01:33:39.610]   is
[01:33:39.610 --> 01:33:39.800]   is
[01:33:39.800 --> 01:33:40.110]   is
[01:33:40.110 --> 01:33:40.870]   simulated
[01:33:40.870 --> 01:33:41.260]   like
[01:33:41.260 --> 01:33:41.750]   every
[01:33:41.750 --> 01:33:42.140]   blue
[01:33:42.140 --> 01:33:42.720]   screen
[01:33:42.720 --> 01:33:42.910]   or
[01:33:42.910 --> 01:33:43.710]   whatever
[01:33:43.710 --> 01:33:44.080]   like
[01:33:44.080 --> 01:33:44.660]   they
[01:33:44.660 --> 01:33:44.680]   do
[01:33:44.680 --> 01:33:44.950]   now
[01:33:44.950 --> 01:33:45.350]   with
[01:33:45.350 --> 01:33:45.430]   s
[01:33:45.430 --> 01:33:45.650]   it
[01:33:45.650 --> 01:33:45.810]  's
[01:33:45.810 --> 01:33:46.100]   all
[01:33:46.100 --> 01:33:46.780]   painted
[01:33:46.780 --> 01:33:46.970]   on
[01:33:46.970 --> 01:33:47.260]   and
[01:33:47.260 --> 01:33:47.470]   even
[01:33:47.470 --> 01:33:48.300]   the
[01:33:48.300 --> 01:33:48.950]   background
[01:33:48.950 --> 01:33:49.210]  .
[01:33:49.210 --> 01:33:49.440]   Um
[01:33:49.440 --> 01:33:49.890]   right
[01:33:49.890 --> 01:33:51.120]  . [SPEAKER_TURN]
[01:33:51.120 --> 01:33:52.190]   M
[01:33:52.190 --> 01:33:53.260]  m
[01:33:53.260 --> 01:33:54.310]  -
[01:33:54.310 --> 01:33:55.370]  h
[01:33:55.370 --> 01:33:57.500]  mm
[01:33:57.500 --> 01:34:00.740]  .
[01:34:00.900 --> 01:34:00.960]   Even
[01:34:00.960 --> 01:34:01.120]   now
[01:34:01.120 --> 01:34:01.620]   sometimes
[01:34:01.620 --> 01:34:01.670]   I
[01:34:01.670 --> 01:34:01.780]  'm
[01:34:01.780 --> 01:34:02.220]   watching
[01:34:02.220 --> 01:34:02.440]   some
[01:34:02.440 --> 01:34:02.680]   of
[01:34:02.680 --> 01:34:02.860]   these
[01:34:02.860 --> 01:34:03.090]   Pixar
[01:34:03.090 --> 01:34:03.320]   movies
[01:34:03.320 --> 01:34:03.880]   cartoons
[01:34:03.880 --> 01:34:04.020]   and
[01:34:04.020 --> 01:34:04.290]   there
[01:34:04.290 --> 01:34:04.390]  's
[01:34:04.390 --> 01:34:04.800]   some
[01:34:04.800 --> 01:34:05.000]   moments
[01:34:05.000 --> 01:34:05.270]   where
[01:34:05.270 --> 01:34:05.320]   I
[01:34:05.320 --> 01:34:05.430]  'm
[01:34:05.430 --> 01:34:05.650]   wait
[01:34:05.650 --> 01:34:05.760]   is
[01:34:05.760 --> 01:34:05.980]   that
[01:34:05.980 --> 01:34:06.140]   the
[01:34:06.140 --> 01:34:06.360]   real
[01:34:06.360 --> 01:34:06.630]   world
[01:34:06.630 --> 01:34:06.870]   right
[01:34:06.870 --> 01:34:07.290]   there
[01:34:07.290 --> 01:34:07.330]  ?
[01:34:07.330 --> 01:34:07.550]   Like
[01:34:07.550 --> 01:34:07.660]   it
[01:34:07.660 --> 01:34:07.790]  's
[01:34:07.790 --> 01:34:07.990]   just
[01:34:07.990 --> 01:34:08.180]   so
[01:34:08.180 --> 01:34:08.320]   well
[01:34:08.320 --> 01:34:08.350]  -
[01:34:08.350 --> 01:34:08.810]  rendered
[01:34:08.810 --> 01:34:09.030]   like
[01:34:09.030 --> 01:34:09.490]   things
[01:34:09.490 --> 01:34:09.580]   like
[01:34:09.580 --> 01:34:09.910]   cities
[01:34:09.910 --> 01:34:10.070]   you
[01:34:10.070 --> 01:34:10.290]   know
[01:34:10.290 --> 01:34:10.520]   like
[01:34:10.520 --> 01:34:10.840]   London
[01:34:10.840 --> 01:34:11.060]   when
[01:34:11.060 --> 01:34:11.280]   they
[01:34:11.280 --> 01:34:11.500]   flow
[01:34:11.500 --> 01:34:11.770]   over
[01:34:11.770 --> 01:34:11.770]   a
[01:34:11.770 --> 01:34:12.100]   city
[01:34:12.100 --> 01:34:12.150]   or
[01:34:12.150 --> 01:34:12.620]   something
[01:34:12.620 --> 01:34:13.440]  . [SPEAKER_TURN]
[01:34:13.440 --> 01:34:13.650]   Amazing
[01:34:13.650 --> 01:34:14.000]  . [SPEAKER_TURN]
[01:34:14.000 --> 01:34:14.010]  
[01:34:14.010 --> 01:34:14.180]   you
[01:34:14.180 --> 01:34:14.420]   know
[01:34:14.420 --> 01:34:14.540]  ,
[01:34:14.540 --> 01:34:14.610]   I
[01:34:14.610 --> 01:34:14.780]   was
[01:34:14.780 --> 01:34:14.900]   in
[01:34:14.900 --> 01:34:15.020]   uh
[01:34:15.020 --> 01:34:15.080]   I
[01:34:15.080 --> 01:34:15.260]   was
[01:34:15.260 --> 01:34:15.380]   in
[01:34:15.380 --> 01:34:15.670]   New
[01:34:15.670 --> 01:34:15.800]   York
[01:34:15.800 --> 01:34:16.170]   couple
[01:34:16.170 --> 01:34:16.480]   weeks
[01:34:16.480 --> 01:34:16.660]   ago
[01:34:16.660 --> 01:34:16.820]   um
[01:34:16.820 --> 01:34:16.960]   for
[01:34:16.960 --> 01:34:17.080]   um
[01:34:17.080 --> 01:34:17.420]   some
[01:34:17.420 --> 01:34:17.810]   consult
[01:34:17.810 --> 01:34:17.960]  a
[01:34:17.960 --> 01:34:18.170]   kind
[01:34:18.170 --> 01:34:18.210]   of
[01:34:18.210 --> 01:34:18.540]   sculpt
[01:34:18.540 --> 01:34:18.720]  ing
[01:34:18.720 --> 01:34:19.150]   project
[01:34:19.150 --> 01:34:19.330]   and
[01:34:19.330 --> 01:34:19.450]   it
[01:34:19.450 --> 01:34:19.640]   was
[01:34:19.640 --> 01:34:20.090]   really
[01:34:20.090 --> 01:34:20.500]   interesting
[01:34:20.500 --> 01:34:20.920]   I
[01:34:20.920 --> 01:34:20.990]  .
[01:34:20.990 --> 01:34:21.100]   was
[01:34:21.100 --> 01:34:21.210]   I
[01:34:21.210 --> 01:34:21.340]   was
[01:34:21.340 --> 01:34:21.810]   walking
[01:34:21.810 --> 01:34:22.010]   down
[01:34:22.010 --> 01:34:22.250]   and
[01:34:22.250 --> 01:34:22.420]   I
[01:34:22.420 --> 01:34:22.430]   was
[01:34:22.430 --> 01:34:22.860]   walking
[01:34:22.860 --> 01:34:23.230]   around
[01:34:23.230 --> 01:34:23.410]   the
[01:34:23.410 --> 01:34:23.780]   office
[01:34:23.780 --> 01:34:24.270]   thinking
[01:34:24.270 --> 01:34:24.390]   of
[01:34:24.390 --> 01:34:24.760]   people
[01:34:24.760 --> 01:34:24.940]   and
[01:34:24.940 --> 01:34:25.030]   I
[01:34:25.030 --> 01:34:25.180]   was
[01:34:25.180 --> 01:34:25.460]   like
[01:34:25.460 --> 01:34:25.600]   you
[01:34:25.600 --> 01:34:25.840]   know
[01:34:25.840 --> 01:34:25.840]   most
[01:34:25.840 --> 01:34:26.490]   the
[01:34:26.490 --> 01:34:26.630]   people
[01:34:26.630 --> 01:34:26.760]   I
[01:34:26.760 --> 01:34:27.000]   could
[01:34:27.000 --> 01:34:27.320]   tell
[01:34:27.320 --> 01:34:27.480]   most
[01:34:27.480 --> 01:34:27.850]   people
[01:34:27.850 --> 01:34:28.090]   like
[01:34:28.090 --> 01:34:28.410]   just
[01:34:28.410 --> 01:34:28.760]   looking
[01:34:28.760 --> 01:34:28.920]   at
[01:34:28.920 --> 01:34:29.120]   what
[01:34:29.120 --> 01:34:29.360]   they
[01:34:29.360 --> 01:34:29.600]   were
[01:34:29.600 --> 01:34:29.910]   doing
[01:34:29.910 --> 01:34:30.090]   and
[01:34:30.090 --> 01:34:30.210]   it
[01:34:30.210 --> 01:34:30.820]   looked
[01:34:30.820 --> 01:34:30.840]   very
[01:34:30.840 --> 01:34:30.880]   s
[01:34:30.880 --> 01:34:31.120]   easy
[01:34:31.120 --> 01:34:31.240]   to
[01:34:31.240 --> 01:34:31.600]   automate
[01:34:31.600 --> 01:34:31.790]   r
[01:34:31.790 --> 01:34:31.850]   r
[01:34:31.850 --> 01:34:31.910]  y
[01:34:31.910 --> 01:34:32.270]   he
[01:34:32.270 --> 01:34:32.370]   just
[01:34:32.370 --> 01:34:32.510]   rule
[01:34:32.510 --> 01:34:32.560]  -
[01:34:32.560 --> 01:34:33.090]  based
[01:34:33.090 --> 01:34:33.180]   stuff
[01:34:33.180 --> 01:34:33.360]   you
[01:34:33.360 --> 01:34:33.480]  ,
[01:34:33.480 --> 01:34:33.720]   know
[01:34:33.720 --> 01:34:33.840]  ,
[01:34:33.840 --> 01:34:34.610]   these
[01:34:34.610 --> 01:34:34.700]   companies
[01:34:34.700 --> 01:34:34.880]   are
[01:34:34.880 --> 01:34:35.120]   slow
[01:34:35.120 --> 01:34:35.240]   to
[01:34:35.240 --> 01:34:35.410]   do
[01:34:35.410 --> 01:34:35.480]   it
[01:34:35.480 --> 01:34:35.660]  .
[01:34:35.660 --> 01:34:35.810]   I
[01:34:35.810 --> 01:34:35.960]   mean
[01:34:35.960 --> 01:34:36.020]   a
[01:34:36.020 --> 01:34:36.200]   lot
[01:34:36.200 --> 01:34:36.320]   of
[01:34:36.320 --> 01:34:36.870]   companies
[01:34:36.870 --> 01:34:37.180]   haven
[01:34:37.180 --> 01:34:37.300]  't
[01:34:37.300 --> 01:34:37.540]   even
[01:34:37.540 --> 01:34:37.910]   really
[01:34:37.910 --> 01:34:38.240]   tried
[01:34:38.240 --> 01:34:38.340]   to
[01:34:38.340 --> 01:34:38.830]   automate
[01:34:38.830 --> 01:34:38.890]   a
[01:34:38.890 --> 01:34:39.130]   lot
[01:34:39.130 --> 01:34:39.190]   of
[01:34:39.190 --> 01:34:39.490]   their
[01:34:39.490 --> 01:34:39.760]   stuff
[01:34:39.760 --> 01:34:40.070]  ,
[01:34:40.070 --> 01:34:40.360]   because
[01:34:40.360 --> 01:34:40.590]   they
[01:34:40.590 --> 01:34:40.770]  're
[01:34:40.770 --> 01:34:41.120]   big
[01:34:41.120 --> 01:34:41.200]   they
[01:34:41.200 --> 01:34:41.510]   move
[01:34:41.510 --> 01:34:41.810]   slowly
[01:34:41.810 --> 01:34:41.930]  ,
[01:34:41.930 --> 01:34:42.110]   you
[01:34:42.110 --> 01:34:42.140]   know
[01:34:42.140 --> 01:34:42.450]  ,
[01:34:42.450 --> 01:34:42.700]   they
[01:34:42.700 --> 01:34:42.890]   don
[01:34:42.890 --> 01:34:43.220]  't
[01:34:43.220 --> 01:34:43.250]   have
[01:34:43.250 --> 01:34:44.000]   a
[01:34:44.000 --> 01:34:44.000]  
[01:34:44.000 --> 01:34:44.220]   lot
[01:34:44.220 --> 01:34:44.300]   of
[01:34:44.300 --> 01:34:44.990]   competition
[01:34:44.990 --> 01:34:45.360]   except
[01:34:45.360 --> 01:34:45.610]   from
[01:34:45.610 --> 01:34:45.960]   other
[01:34:45.960 --> 01:34:46.100]   big
[01:34:46.100 --> 01:34:46.790]   bloated
