
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.210]   Hey
[00:51:18.940 --> 00:51:19.120]   you
[00:51:19.120 --> 00:51:19.340]   And
[00:51:19.340 --> 00:51:19.510]  ?
[00:51:19.510 --> 00:51:19.640]   he
[00:51:19.640 --> 00:51:19.890]   says
[00:51:19.890 --> 00:51:20.110]   yes
[00:51:20.110 --> 00:51:20.600]  .
[00:51:20.940 --> 00:51:21.020]  
[00:51:21.020 --> 00:51:21.180]   She
[00:51:21.180 --> 00:51:21.510]   goes
[00:51:21.510 --> 00:51:21.840]   what
[00:51:21.840 --> 00:51:22.250]   are
[00:51:22.250 --> 00:51:22.320]   you
[00:51:22.320 --> 00:51:23.000]   doing
[00:51:23.000 --> 00:51:23.390]   shooting
[00:51:23.390 --> 00:51:23.960]   what
[00:51:23.960 --> 00:51:24.200]   are
[00:51:24.200 --> 00:51:24.200]   you
[00:51:24.200 --> 00:51:24.610]   doing
[00:51:24.610 --> 00:51:24.780]   at
[00:51:24.780 --> 00:51:24.850]   a
[00:51:24.850 --> 00:51:25.210]   king
[00:51:25.210 --> 00:51:25.340]  's
[00:51:25.340 --> 00:51:25.670]   game
[00:51:25.670 --> 00:51:26.330]   shooting
[00:51:26.330 --> 00:51:26.490]   a
[00:51:26.490 --> 00:51:26.830]   knife
[00:51:26.830 --> 00:51:27.480]   stabbing
[00:51:27.480 --> 00:51:27.890]   scene
[00:51:27.890 --> 00:51:28.050]   in
[00:51:28.050 --> 00:51:28.280]   the
[00:51:28.280 --> 00:51:28.620]   bath
[00:51:28.620 --> 00:51:28.860]   Don
[00:51:28.860 --> 00:51:29.020]  't
[00:51:29.020 --> 00:51:29.280]  .
[00:51:29.280 --> 00:51:29.530]   you
[00:51:29.530 --> 00:51:29.870]   know
[00:51:29.870 --> 00:51:30.070]   you
[00:51:30.070 --> 00:51:30.420]  're
[00:51:30.420 --> 00:51:30.740]   gonna
[00:51:30.740 --> 00:51:30.960]   get
[00:51:30.960 --> 00:51:31.500]   killed
[00:51:31.500 --> 00:51:31.610]   by
[00:51:31.610 --> 00:51:31.850]   the
[00:51:31.850 --> 00:51:32.400]   people
[00:51:32.400 --> 00:51:32.860]   around
[00:51:32.860 --> 00:51:33.160]   here
[00:51:33.160 --> 00:51:33.640]  ?
[00:51:33.640 --> 00:51:33.880]   And
[00:51:33.880 --> 00:51:33.930]   she
[00:51:33.930 --> 00:51:34.210]   goes
[00:51:34.210 --> 00:51:34.830]   look
[00:51:34.830 --> 00:51:34.930]   I
[00:51:34.930 --> 00:51:34.930]  'm
[00:51:34.930 --> 00:51:35.130]   gonna
[00:51:35.130 --> 00:51:35.330]   let
[00:51:35.330 --> 00:51:35.480]   '
[00:51:35.480 --> 00:51:35.570]  em
[00:51:35.570 --> 00:51:35.680]   know
[00:51:35.680 --> 00:51:35.880]   that
[00:51:35.880 --> 00:51:35.980]   it
[00:51:35.980 --> 00:51:36.080]  's
[00:51:36.080 --> 00:51:36.180]   no
[00:51:36.180 --> 00:51:36.330]   big
[00:51:36.330 --> 00:51:36.530]   deal
[00:51:36.530 --> 00:51:36.680]  .
[00:51:36.680 --> 00:51:36.830]   You
[00:51:36.830 --> 00:51:37.070]   guys
[00:51:37.070 --> 00:51:37.230]   pack
[00:51:37.230 --> 00:51:37.330]   up
[00:51:37.330 --> 00:51:37.600]   your
[00:51:37.600 --> 00:51:37.780]   stuff
[00:51:37.780 --> 00:51:37.930]   and
[00:51:37.930 --> 00:51:38.130]   get
[00:51:38.130 --> 00:51:38.230]   out
[00:51:38.230 --> 00:51:38.330]   of
[00:51:38.330 --> 00:51:38.530]   here
[00:51:38.530 --> 00:51:38.880]   before
[00:51:38.880 --> 00:51:39.060]   they
[00:51:39.060 --> 00:51:39.330]   change
[00:51:39.330 --> 00:51:39.690]   their
[00:51:39.690 --> 00:51:39.780]   mind
[00:51:39.780 --> 00:51:39.830]   '
[00:51:39.830 --> 00:51:40.070]  cause
[00:51:40.070 --> 00:51:40.360]   they
[00:51:40.360 --> 00:51:40.530]   could
[00:51:40.530 --> 00:51:40.730]   have
[00:51:40.730 --> 00:51:41.130]   arrested
[00:51:41.130 --> 00:51:41.200]   '
[00:51:41.200 --> 00:51:41.280]  em
[00:51:41.280 --> 00:51:41.580]  .
[00:51:41.580 --> 00:51:41.720]   So
[00:51:41.720 --> 00:51:41.980]   in
[00:51:41.980 --> 00:51:42.490]   that
[00:51:42.490 --> 00:51:43.170]   case
[00:51:43.170 --> 00:51:43.170]   it
[00:51:43.170 --> 00:51:43.380]   could
[00:51:43.380 --> 00:51:44.020]  a
[00:51:44.020 --> 00:51:44.070]   gotten
[00:51:44.070 --> 00:51:44.290]   rid
[00:51:44.290 --> 00:51:44.440]   of
[00:51:44.440 --> 00:51:44.740]   that
[00:51:44.740 --> 00:51:45.190]  .
[00:51:45.190 --> 00:51:45.190]   You
[00:51:45.190 --> 00:51:45.300]   know
[00:51:45.300 --> 00:51:46.180]  . [SPEAKER_TURN]
[00:51:46.360 --> 00:51:46.360]  
[00:51:46.360 --> 00:51:46.600]   Yeah
[00:51:46.600 --> 00:51:46.780]   but
[00:51:46.780 --> 00:51:46.840]   I
[00:51:46.840 --> 00:51:47.140]   think
[00:51:47.140 --> 00:51:47.380]   that
[00:51:47.380 --> 00:51:47.500]  's
[00:51:47.500 --> 00:51:47.560]   a
[00:51:47.560 --> 00:51:47.800]   good
[00:51:47.800 --> 00:51:48.160]   lesson
[00:51:48.160 --> 00:51:48.310]   is
[00:51:48.310 --> 00:51:48.490]   that
[00:51:48.490 --> 00:51:48.820]   there
[00:51:48.820 --> 00:51:49.060]  's
[00:51:49.060 --> 00:51:49.240]   there
[00:51:49.240 --> 00:51:49.360]  's
[00:51:49.360 --> 00:51:49.780]   usually
[00:51:49.780 --> 00:51:49.960]   not
[00:51:49.960 --> 00:51:50.200]   that
[00:51:50.200 --> 00:51:50.440]   much
[00:51:50.440 --> 00:51:50.570]   of
[00:51:50.570 --> 00:51:50.620]   a
[00:51:50.620 --> 00:51:51.100]   downside
[00:51:51.100 --> 00:51:51.540]   usually
[00:51:51.540 --> 00:51:51.940]   There
[00:51:51.940 --> 00:51:51.960]  's
[00:51:51.960 --> 00:51:52.120]  .
[00:51:52.120 --> 00:51:52.500]   always
[00:51:52.500 --> 00:51:52.540]   a
[00:51:52.540 --> 00:51:52.960]   special
[00:51:52.960 --> 00:51:53.100]   case
[00:51:53.100 --> 00:51:53.280]   uh
[00:51:53.280 --> 00:51:53.690]   you
[00:51:53.690 --> 00:51:53.740]   know
[00:51:53.740 --> 00:51:54.010]   for
[00:51:54.010 --> 00:51:54.100]   any
[00:51:54.100 --> 00:51:54.520]   project
[00:51:54.520 --> 00:51:54.760]   that
[00:51:54.760 --> 00:51:54.880]  's
[00:51:54.880 --> 00:51:55.120]   like
[00:51:55.120 --> 00:51:55.620]   usually
[00:51:55.620 --> 00:51:55.840]   worth
[00:51:55.840 --> 00:51:56.140]   doing
[00:51:56.140 --> 00:51:56.350]   and
[00:51:56.350 --> 00:51:56.490]   I
[00:51:56.490 --> 00:51:56.680]   think
[00:51:56.680 --> 00:51:56.800]   it
[00:51:56.800 --> 00:51:56.960]  's
[00:51:56.960 --> 00:51:57.160]   cool
[00:51:57.160 --> 00:51:57.400]   that
[00:51:57.400 --> 00:51:57.820]   you
[00:51:57.820 --> 00:51:57.910]   guys
[00:51:57.910 --> 00:51:58.240]   learned
[00:51:58.240 --> 00:51:58.240]   that
[00:51:58.240 --> 00:51:58.900]   you
[00:51:58.900 --> 00:51:59.010]   know
[00:51:59.010 --> 00:51:59.140]   just
[00:51:59.140 --> 00:51:59.260]   to
[00:51:59.260 --> 00:51:59.680]   relax
[00:51:59.680 --> 00:51:59.860]   about
[00:51:59.860 --> 00:51:59.980]   it
[00:51:59.980 --> 00:52:00.290]   there
[00:52:00.290 --> 00:52:00.520]   wasn
[00:52:00.520 --> 00:52:00.640]  't
[00:52:00.640 --> 00:52:00.880]   much
[00:52:00.880 --> 00:52:00.990]   of
[00:52:00.990 --> 00:52:01.060]   a
[00:52:01.060 --> 00:52:01.540]   downside
[00:52:01.540 --> 00:52:01.660]   if
[00:52:01.660 --> 00:52:01.840]   you
[00:52:01.840 --> 00:52:02.040]   got
[00:52:02.040 --> 00:52:02.500]   caught
[00:52:02.500 --> 00:52:02.560]   in
[00:52:02.560 --> 00:52:02.620]   it
[00:52:02.620 --> 00:52:03.060]  . [SPEAKER_TURN]
[00:52:03.060 --> 00:52:03.760]   M
[00:52:03.760 --> 00:52:04.480]  m
[00:52:04.480 --> 00:52:05.140]  -
[00:52:05.140 --> 00:52:05.830]  h
[00:52:05.830 --> 00:52:07.210]  mm
[00:52:07.210 --> 00:52:09.320]  .
[00:52:09.320 --> 00:52:09.320]  
[00:52:09.320 --> 00:52:09.410]   M
[00:52:09.410 --> 00:52:09.520]  m
[00:52:09.520 --> 00:52:09.590]  -
[00:52:09.590 --> 00:52:09.680]  h
[00:52:09.680 --> 00:52:09.860]  mm
[00:52:09.860 --> 00:52:10.160]  .
[00:52:10.160 --> 00:52:10.850]   M
[00:52:10.850 --> 00:52:11.530]  m
[00:52:11.530 --> 00:52:12.210]  -
[00:52:12.210 --> 00:52:12.890]  h
[00:52:12.890 --> 00:52:14.260]  mm
[00:52:14.260 --> 00:52:16.360]  .
[00:52:36.780 --> 00:52:36.780]  
[00:52:36.780 --> 00:52:37.000]   Yeah
[00:52:37.000 --> 00:52:37.160]   you
[00:52:37.160 --> 00:52:37.320]   can
[00:52:37.320 --> 00:52:37.710]   imagine
[00:52:37.710 --> 00:52:37.770]   a
[00:52:37.770 --> 00:52:38.030]   phone
[00:52:38.030 --> 00:52:38.250]   call
[00:52:38.250 --> 00:52:38.360]   to
[00:52:38.360 --> 00:52:38.650]   the
[00:52:38.650 --> 00:52:38.850]   police
[00:52:38.850 --> 00:52:38.960]   in
[00:52:38.960 --> 00:52:39.180]   that
[00:52:39.180 --> 00:52:39.680]   situation
[00:52:39.680 --> 00:52:39.840]   and
[00:52:39.840 --> 00:52:40.000]   you
[00:52:40.000 --> 00:52:40.110]  'd
[00:52:40.110 --> 00:52:40.220]   be
[00:52:40.220 --> 00:52:40.860]   in [SPEAKER_TURN]
[00:52:40.860 --> 00:52:41.020]   But
[00:52:41.020 --> 00:52:41.110]   we
[00:52:41.110 --> 00:52:41.250]  've
[00:52:41.250 --> 00:52:41.400]   got
[00:52:41.400 --> 00:52:41.640]   these
[00:52:41.640 --> 00:52:41.830]   huge
[00:52:41.830 --> 00:52:41.930]   we
[00:52:41.930 --> 00:52:42.070]  've
[00:52:42.070 --> 00:52:42.270]   got
[00:52:42.270 --> 00:52:42.460]   these
[00:52:42.460 --> 00:52:42.650]   huge
[00:52:42.650 --> 00:52:42.930]   camera
[00:52:42.930 --> 00:52:43.230]   mounts
[00:52:43.230 --> 00:52:43.400]   and
[00:52:43.400 --> 00:52:43.480]   we
[00:52:43.480 --> 00:52:43.670]   were
[00:52:43.670 --> 00:52:44.010]   driving
[00:52:44.010 --> 00:52:44.300]   around
[00:52:44.300 --> 00:52:44.540]   late
[00:52:44.540 --> 00:52:44.590]   at
[00:52:44.590 --> 00:52:44.830]   night
[00:52:44.830 --> 00:52:44.980]   too
[00:52:44.980 --> 00:52:45.170]   with
[00:52:45.170 --> 00:52:45.410]   these
[00:52:45.410 --> 00:52:45.970]   lights
[00:52:45.970 --> 00:52:45.990]   rigged
[00:52:45.990 --> 00:52:46.100]   to
[00:52:46.100 --> 00:52:46.240]   the
[00:52:46.240 --> 00:52:46.650]   interior
[00:52:46.650 --> 00:52:46.760]   of
[00:52:46.760 --> 00:52:46.880]   the
[00:52:46.880 --> 00:52:47.030]   car
[00:52:47.030 --> 00:52:47.170]  .
[00:52:47.170 --> 00:52:47.270]   We
[00:52:47.270 --> 00:52:47.560]   drove
[00:52:47.560 --> 00:52:47.780]   right
[00:52:47.780 --> 00:52:47.850]   by
[00:52:47.850 --> 00:52:47.900]   a
[00:52:47.900 --> 00:52:48.060]   cop
[00:52:48.060 --> 00:52:48.140]  ,
[00:52:48.140 --> 00:52:48.240]   he
[00:52:48.240 --> 00:52:48.540]   looked
[00:52:48.540 --> 00:52:48.630]   at
[00:52:48.630 --> 00:52:48.790]   us
[00:52:48.790 --> 00:52:48.920]   they
[00:52:48.920 --> 00:52:49.010]  ,
[00:52:49.010 --> 00:52:49.160]   don
[00:52:49.160 --> 00:52:49.440]  't
[00:52:49.440 --> 00:52:49.440]   care
[00:52:49.440 --> 00:52:49.730]   '
[00:52:49.730 --> 00:52:49.760]  cause
[00:52:49.760 --> 00:52:49.920]   they
[00:52:49.920 --> 00:52:50.260]   realise
[00:52:50.260 --> 00:52:50.360]   oh
[00:52:50.360 --> 00:52:50.550]   they
[00:52:50.550 --> 00:52:50.690]  're
[00:52:50.690 --> 00:52:50.880]   just
[00:52:50.880 --> 00:52:51.220]   filming
[00:52:51.220 --> 00:52:51.660]   something
[00:52:51.660 --> 00:52:51.810]   and
[00:52:51.810 --> 00:52:52.000]   they
[00:52:52.000 --> 00:52:52.150]   let
[00:52:52.150 --> 00:52:52.250]   us
[00:52:52.250 --> 00:52:52.350]   go
[00:52:52.350 --> 00:52:52.500]   you
[00:52:52.500 --> 00:52:52.590]  ,
[00:52:52.590 --> 00:52:52.780]   know
[00:52:52.780 --> 00:52:53.700]  . [SPEAKER_TURN]
[00:52:53.700 --> 00:52:53.860]   Well
[00:52:53.860 --> 00:52:53.980]   you
[00:52:53.980 --> 00:52:54.090]  're
[00:52:54.090 --> 00:52:54.220]   you
[00:52:54.220 --> 00:52:54.350]  're
[00:52:54.350 --> 00:52:54.420]   in
[00:52:54.420 --> 00:52:54.500]   LA
[00:52:54.500 --> 00:52:54.700]   right
[00:52:54.700 --> 00:52:54.780]  ,
[00:52:54.780 --> 00:52:54.900]   you
[00:52:54.900 --> 00:52:55.020]  're
[00:52:55.020 --> 00:52:55.100]   in
[00:52:55.100 --> 00:52:55.220]   the
[00:52:55.220 --> 00:52:55.420]   right
[00:52:55.420 --> 00:52:55.700]   place
[00:52:55.700 --> 00:52:56.080]  . [SPEAKER_TURN]
[00:52:56.080 --> 00:52:56.280]   You
[00:52:56.280 --> 00:52:56.480]  're
[00:52:56.480 --> 00:52:56.610]   in
[00:52:56.610 --> 00:52:56.810]   you
[00:52:56.810 --> 00:52:57.030]  're
[00:52:57.030 --> 00:52:57.140]   in
[00:52:57.140 --> 00:52:57.200]   L
[00:52:57.200 --> 00:52:57.260]  _
[00:52:57.260 --> 00:52:57.320]  A
[00:52:57.320 --> 00:52:57.380]  _
[00:52:57.380 --> 00:52:57.710]   right
[00:52:57.710 --> 00:52:57.840]  ,
[00:52:57.840 --> 00:52:57.970]   I
[00:52:57.970 --> 00:52:58.230]   think
[00:52:58.230 --> 00:52:58.790]   anywhere
[00:52:58.790 --> 00:52:59.040]   else
[00:52:59.040 --> 00:52:59.310]   you
[00:52:59.310 --> 00:52:59.570]   might
[00:52:59.570 --> 00:52:59.770]   get
[00:52:59.770 --> 00:53:00.170]   pulled
[00:53:00.170 --> 00:53:00.640]   over
[00:53:00.640 --> 00:53:00.740]   and
[00:53:00.740 --> 00:53:00.840]   and
[00:53:00.840 --> 00:53:01.040]   you
[00:53:01.040 --> 00:53:01.240]  're
[00:53:01.240 --> 00:53:01.780]   harassed
[00:53:01.780 --> 00:53:01.970]   for
[00:53:01.970 --> 00:53:02.180]   for
[00:53:02.180 --> 00:53:02.510]   doing
[00:53:02.510 --> 00:53:02.780]   that
[00:53:02.780 --> 00:53:02.980]   and
[00:53:02.980 --> 00:53:03.340]   write
[00:53:03.340 --> 00:53:03.580]   some
[00:53:03.580 --> 00:53:04.250]   rightfully
[00:53:04.250 --> 00:53:04.380]   so
[00:53:04.380 --> 00:53:05.280]  . [SPEAKER_TURN]
[00:53:06.320 --> 00:53:06.320]  
[00:53:06.320 --> 00:53:06.430]   In
[00:53:06.430 --> 00:53:06.530]   L
[00:53:06.530 --> 00:53:06.550]  _
[00:53:06.550 --> 00:53:06.580]  A
[00:53:06.580 --> 00:53:06.630]  _
[00:53:06.630 --> 00:53:06.740]   as
[00:53:06.740 --> 00:53:07.160]   opposed
[00:53:07.160 --> 00:53:07.430]   to
[00:53:07.430 --> 00:53:07.470]   say
[00:53:07.470 --> 00:53:07.600]   the
[00:53:07.600 --> 00:53:07.960]   valley
[00:53:07.960 --> 00:53:08.240]   where
[00:53:08.240 --> 00:53:08.290]   a
[00:53:08.290 --> 00:53:08.460]   lot
[00:53:08.460 --> 00:53:08.570]   of
[00:53:08.570 --> 00:53:09.030]   the
[00:53:09.030 --> 00:53:09.120]   stuff
[00:53:09.120 --> 00:53:09.430]   happens
[00:53:09.430 --> 00:53:09.720]   that
[00:53:09.720 --> 00:53:09.840]   you
[00:53:09.840 --> 00:53:10.160]   would
[00:53:10.160 --> 00:53:10.300]   get
[00:53:10.300 --> 00:53:10.410]   um
[00:53:10.410 --> 00:53:10.580]   has
[00:53:10.580 --> 00:53:10.630]  s
[00:53:10.630 --> 00:53:10.840]  led
[00:53:10.840 --> 00:53:10.850]   a
[00:53:10.850 --> 00:53:11.220]   little
[00:53:11.220 --> 00:53:11.430]   more
[00:53:11.430 --> 00:53:11.540]   by
[00:53:11.540 --> 00:53:11.890]   people
[00:53:11.890 --> 00:53:12.410]   expecting
[00:53:12.410 --> 00:53:13.160]   permits
[00:53:13.160 --> 00:53:13.230]   because
[00:53:13.230 --> 00:53:13.460]   that
[00:53:13.460 --> 00:53:13.560]  's
[00:53:13.560 --> 00:53:13.680]   so
[00:53:13.680 --> 00:53:13.910]   much
[00:53:13.910 --> 00:53:14.030]   of
[00:53:14.030 --> 00:53:14.250]   that
[00:53:14.250 --> 00:53:14.510]   goes
[00:53:14.510 --> 00:53:14.670]   on
[00:53:14.670 --> 00:53:14.830]   that
[00:53:14.830 --> 00:53:15.050]   like
[00:53:15.050 --> 00:53:15.220]   we
[00:53:15.220 --> 00:53:15.390]   want
[00:53:15.390 --> 00:53:15.440]   a
[00:53:15.440 --> 00:53:15.790]   permit
[00:53:15.790 --> 00:53:15.920]   or
[00:53:15.920 --> 00:53:16.070]   get
[00:53:16.070 --> 00:53:16.300]   lost
[00:53:16.300 --> 00:53:16.710]   whereas
[00:53:16.710 --> 00:53:16.820]   if
[00:53:16.820 --> 00:53:16.990]   you
[00:53:16.990 --> 00:53:17.220]   were
[00:53:17.220 --> 00:53:17.450]   some
[00:53:17.450 --> 00:53:17.740]   place
[00:53:17.740 --> 00:53:17.970]   that
[00:53:17.970 --> 00:53:18.280]   where
[00:53:18.280 --> 00:53:18.610]   people
[00:53:18.610 --> 00:53:18.840]   aren
[00:53:18.840 --> 00:53:18.950]  't
[00:53:18.950 --> 00:53:19.000]   r
[00:53:19.000 --> 00:53:19.110]   as
[00:53:19.110 --> 00:53:19.440]   used
[00:53:19.440 --> 00:53:19.450]   to
[00:53:19.450 --> 00:53:19.800]   seeing
[00:53:19.800 --> 00:53:20.150]   people
[00:53:20.150 --> 00:53:20.480]   with
[00:53:20.480 --> 00:53:20.790]   cameras
[00:53:20.790 --> 00:53:21.020]   they
[00:53:21.020 --> 00:53:21.370]   really
[00:53:21.370 --> 00:53:21.720]   wouldn
[00:53:21.720 --> 00:53:21.880]  't
[00:53:21.880 --> 00:53:22.060]   know
[00:53:22.060 --> 00:53:22.310]   what
[00:53:22.310 --> 00:53:22.400]   to
[00:53:22.400 --> 00:53:22.600]   do
[00:53:22.600 --> 00:53:22.620]   or
[00:53:22.620 --> 00:53:22.970]   really
[00:53:22.970 --> 00:53:23.200]   even
[00:53:23.200 --> 00:53:23.550]   really
[00:53:23.550 --> 00:53:23.950]   know
[00:53:23.950 --> 00:53:24.010]   what
[00:53:24.010 --> 00:53:24.120]  's
[00:53:24.120 --> 00:53:24.410]   going
[00:53:24.410 --> 00:53:24.520]   on
[00:53:24.520 --> 00:53:25.640]  . [SPEAKER_TURN]
[00:53:25.640 --> 00:53:25.640]  
[00:53:25.640 --> 00:53:25.920]   Here
[00:53:25.920 --> 00:53:25.970]  's
[00:53:25.970 --> 00:53:26.020]   a
[00:53:26.020 --> 00:53:26.240]   here
[00:53:26.240 --> 00:53:26.350]  's
[00:53:26.350 --> 00:53:26.510]   the
[00:53:26.510 --> 00:53:26.730]   here
[00:53:26.730 --> 00:53:26.840]  's
[00:53:26.840 --> 00:53:27.010]   the
[00:53:27.010 --> 00:53:27.160]   key
[00:53:27.160 --> 00:53:27.440]   issue
[00:53:27.440 --> 00:53:27.600]   and
[00:53:27.600 --> 00:53:27.650]   I
[00:53:27.650 --> 00:53:27.930]   think
[00:53:27.930 --> 00:53:28.040]   it
[00:53:28.040 --> 00:53:28.180]  's
[00:53:28.180 --> 00:53:28.370]   just
[00:53:28.370 --> 00:53:28.420]   l
[00:53:28.420 --> 00:53:28.640]   what
[00:53:28.640 --> 00:53:28.690]   I
[00:53:28.690 --> 00:53:28.910]   said
[00:53:28.910 --> 00:53:29.240]   before
[00:53:29.240 --> 00:53:29.350]   We
[00:53:29.350 --> 00:53:29.510]  .
[00:53:29.510 --> 00:53:29.730]   were
[00:53:29.730 --> 00:53:30.200]   really
[00:53:30.200 --> 00:53:30.340]   small
[00:53:30.340 --> 00:53:30.500]  .
[00:53:30.500 --> 00:53:30.660]   The
[00:53:30.660 --> 00:53:31.050]   cameras
[00:53:31.050 --> 00:53:31.310]   were
[00:53:31.310 --> 00:53:31.600]   really
[00:53:31.600 --> 00:53:31.880]   small
[00:53:31.880 --> 00:53:32.040]  .
[00:53:32.040 --> 00:53:32.150]   We
[00:53:32.150 --> 00:53:32.310]  're
[00:53:32.310 --> 00:53:32.640]   incons
[00:53:32.640 --> 00:53:32.810]  pic
[00:53:32.810 --> 00:53:33.020]  uous
[00:53:33.020 --> 00:53:33.400]  .
[00:53:33.400 --> 00:53:33.490]   And
[00:53:33.490 --> 00:53:33.630]   y
[00:53:33.630 --> 00:53:33.850]   we
[00:53:33.850 --> 00:53:33.910]  're
[00:53:33.910 --> 00:53:34.080]   not
[00:53:34.080 --> 00:53:34.480]   taking
[00:53:34.480 --> 00:53:34.540]   up
[00:53:34.540 --> 00:53:34.600]   a
[00:53:34.600 --> 00:53:34.770]   the
[00:53:34.770 --> 00:53:34.940]   you
[00:53:34.940 --> 00:53:35.280]   know
[00:53:35.280 --> 00:53:35.390]  ,
[00:53:35.390 --> 00:53:35.610]   these
[00:53:35.610 --> 00:53:35.800]   film
[00:53:35.800 --> 00:53:36.470]   productions
[00:53:36.470 --> 00:53:36.680]   will
[00:53:36.680 --> 00:53:36.910]   come
[00:53:36.910 --> 00:53:37.020]   in
[00:53:37.020 --> 00:53:37.190]   and
[00:53:37.190 --> 00:53:37.420]   they
[00:53:37.420 --> 00:53:37.590]  'll
[00:53:37.590 --> 00:53:37.990]   just
[00:53:37.990 --> 00:53:38.050]   take
[00:53:38.050 --> 00:53:38.320]   over
[00:53:38.320 --> 00:53:38.450]   the
[00:53:38.450 --> 00:53:38.680]   area
[00:53:38.680 --> 00:53:38.790]  ,
[00:53:38.790 --> 00:53:38.960]   you
[00:53:38.960 --> 00:53:39.190]   know
[00:53:39.190 --> 00:53:39.300]  ,
[00:53:39.300 --> 00:53:39.480]   and
[00:53:39.480 --> 00:53:39.640]   not
[00:53:39.640 --> 00:53:39.870]   just
[00:53:39.870 --> 00:53:40.040]   the
[00:53:40.040 --> 00:53:40.270]   area
[00:53:40.270 --> 00:53:40.330]   A
[00:53:40.330 --> 00:53:40.500]  .
[00:53:40.500 --> 00:53:40.730]   good
[00:53:40.730 --> 00:53:40.840]   ti
[00:53:40.840 --> 00:53:40.950]   my
[00:53:40.950 --> 00:53:41.060]   lo
[00:53:41.060 --> 00:53:41.110]  x
[00:53:41.110 --> 00:53:41.190]   A
[00:53:41.190 --> 00:53:41.400]   good
[00:53:41.400 --> 00:53:41.630]   city
[00:53:41.630 --> 00:53:41.920]   block
[00:53:41.920 --> 00:53:42.030]   of
[00:53:42.030 --> 00:53:42.200]   air
[00:53:42.200 --> 00:53:42.310]  ,
[00:53:42.310 --> 00:53:42.590]   right
[00:53:42.590 --> 00:53:42.880]  ?
[00:53:42.880 --> 00:53:42.940]   And
[00:53:42.940 --> 00:53:43.110]   all
[00:53:43.110 --> 00:53:43.280]   the
[00:53:43.280 --> 00:53:43.930]   surrounding
[00:53:43.930 --> 00:53:44.160]   area
[00:53:44.160 --> 00:53:44.390]   all
[00:53:44.390 --> 00:53:44.440]  ,
[00:53:44.440 --> 00:53:44.610]   the
[00:53:44.610 --> 00:53:45.020]   parking
[00:53:45.020 --> 00:53:45.190]  .
[00:53:45.190 --> 00:53:45.360]   And
[00:53:45.360 --> 00:53:45.470]   it
[00:53:45.470 --> 00:53:45.880]   becomes
[00:53:45.880 --> 00:53:45.940]   a
[00:53:45.940 --> 00:53:46.170]   real
[00:53:46.170 --> 00:53:46.640]   nuisance
[00:53:46.640 --> 00:53:46.810]   for
[00:53:46.810 --> 00:53:46.980]   the
[00:53:46.980 --> 00:53:47.320]   people
[00:53:47.320 --> 00:53:47.500]   who
[00:53:47.500 --> 00:53:47.730]   live
[00:53:47.730 --> 00:53:47.850]   in
[00:53:47.850 --> 00:53:48.010]   the
[00:53:48.010 --> 00:53:48.240]   area
[00:53:48.240 --> 00:53:48.350]   or
[00:53:48.350 --> 00:53:48.460]   or
[00:53:48.460 --> 00:53:48.690]   have
[00:53:48.690 --> 00:53:48.800]   to
[00:53:48.800 --> 00:53:49.030]   work
[00:53:49.030 --> 00:53:49.320]   there
[00:53:49.320 --> 00:53:49.490]  .
[00:53:49.490 --> 00:53:49.670]   So
[00:53:49.670 --> 00:53:49.710]   of
[00:53:49.710 --> 00:53:50.060]   course
[00:53:50.060 --> 00:53:50.290]   they
[00:53:50.290 --> 00:53:50.530]   want
[00:53:50.530 --> 00:53:50.930]   permits
[00:53:50.930 --> 00:53:51.100]  .
[00:53:51.100 --> 00:53:51.270]   But
[00:53:51.270 --> 00:53:51.490]   when
[00:53:51.490 --> 00:53:51.670]   you
[00:53:51.670 --> 00:53:51.840]  're
[00:53:51.840 --> 00:53:52.120]   just
[00:53:52.120 --> 00:53:52.130]   a
[00:53:52.130 --> 00:53:52.190]   a
[00:53:52.190 --> 00:53:52.520]   small
[00:53:52.520 --> 00:53:52.650]   one
[00:53:52.650 --> 00:53:52.820]   two
[00:53:52.820 --> 00:53:52.990]   man
[00:53:52.990 --> 00:53:53.220]   crew
[00:53:53.220 --> 00:53:53.390]   you
[00:53:53.390 --> 00:53:53.560]  're
[00:53:53.560 --> 00:53:53.670]  ,
[00:53:53.670 --> 00:53:54.150]   shooting
[00:53:54.150 --> 00:53:54.370]   your
[00:53:54.370 --> 00:53:54.660]   stuff
[00:53:54.660 --> 00:53:55.640]   m
[00:53:55.640 --> 00:53:55.770]  
[00:53:55.770 --> 00:53:55.940]   nobody
[00:53:55.940 --> 00:53:56.240]   nobody
[00:53:56.240 --> 00:53:56.540]   really
[00:53:56.540 --> 00:53:56.790]   cares
[00:53:56.790 --> 00:53:56.940]  .
[00:53:56.940 --> 00:53:57.040]   So
[00:53:57.040 --> 00:53:57.140]   we
[00:53:57.140 --> 00:53:57.300]   we
[00:53:57.300 --> 00:53:57.540]   walked
[00:53:57.540 --> 00:53:57.790]   there
[00:53:57.790 --> 00:53:57.940]   are
[00:53:57.940 --> 00:53:58.390]   sequences
[00:53:58.390 --> 00:53:58.540]   you
[00:53:58.540 --> 00:53:58.690]  'll
[00:53:58.690 --> 00:53:58.840]   see
[00:53:58.840 --> 00:53:59.040]   when
[00:53:59.040 --> 00:53:59.140]   we
