
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.110]   '
[00:51:20.810 --> 00:51:21.090]   more
[00:51:21.090 --> 00:51:21.380]   time
[00:51:21.380 --> 00:51:21.550]   on
[00:51:21.550 --> 00:51:22.210]   exceptions
[00:51:22.210 --> 00:51:22.490]   than
[00:51:22.490 --> 00:51:22.700]   the
[00:51:22.700 --> 00:51:22.980]   rule
[00:51:22.980 --> 00:51:23.190]  .
[00:51:23.190 --> 00:51:23.330]   Uh
[00:51:23.330 --> 00:51:23.400]   I
[00:51:23.400 --> 00:51:23.790]   think
[00:51:23.790 --> 00:51:24.000]   the
[00:51:24.000 --> 00:51:24.660]   exceptions
[00:51:24.660 --> 00:51:24.860]   are
[00:51:24.860 --> 00:51:25.150]   much
[00:51:25.150 --> 00:51:25.430]   Well
[00:51:25.430 --> 00:51:25.870]  .
[00:51:25.870 --> 00:51:25.920]   from
[00:51:25.920 --> 00:51:26.180]   a
[00:51:26.180 --> 00:51:26.550]   research
[00:51:26.550 --> 00:51:27.320]   perspective
[00:51:27.320 --> 00:51:27.480]  ,
[00:51:27.480 --> 00:51:27.670]   the
[00:51:27.670 --> 00:51:27.880]   the
[00:51:27.880 --> 00:51:28.160]   only
[00:51:28.160 --> 00:51:28.370]   way
[00:51:28.370 --> 00:51:28.580]   you
[00:51:28.580 --> 00:51:28.790]   can
[00:51:28.790 --> 00:51:29.280]   improve
[00:51:29.280 --> 00:51:29.840]   the
[00:51:29.840 --> 00:51:29.960]   model
[00:51:29.960 --> 00:51:29.980]   is
[00:51:29.980 --> 00:51:30.150]   to
[00:51:30.150 --> 00:51:30.400]   look
[00:51:30.400 --> 00:51:30.560]   at
[00:51:30.560 --> 00:51:30.750]   the
[00:51:30.750 --> 00:51:31.580]   exceptions
[00:51:31.580 --> 00:51:31.660]   and
[00:51:31.660 --> 00:51:31.800]   to
[00:51:31.800 --> 00:51:31.940]   be
[00:51:31.940 --> 00:51:32.400]   open
[00:51:32.400 --> 00:51:32.590]   about
[00:51:32.590 --> 00:51:32.850]   what
[00:51:32.850 --> 00:51:33.130]   does
[00:51:33.130 --> 00:51:33.340]   and
[00:51:33.340 --> 00:51:33.730]   doesn
[00:51:33.730 --> 00:51:33.830]  't
[00:51:33.830 --> 00:51:34.150]   work
[00:51:34.150 --> 00:51:34.250]   in
[00:51:34.250 --> 00:51:34.530]   your
[00:51:34.530 --> 00:51:34.880]   model
[00:51:34.880 --> 00:51:35.020]   uh
[00:51:35.020 --> 00:51:35.160]   so
[00:51:35.160 --> 00:51:35.570]   that
[00:51:35.570 --> 00:51:35.660]   you
[00:51:35.660 --> 00:51:35.860]   can
[00:51:35.860 --> 00:51:36.150]   make
[00:51:36.150 --> 00:51:36.320]   it
[00:51:36.320 --> 00:51:36.730]   better
[00:51:36.730 --> 00:51:36.980]  .
[00:51:36.980 --> 00:51:37.030]   And
[00:51:37.030 --> 00:51:37.350]   um
[00:51:37.350 --> 00:51:37.620]   y
[00:51:37.620 --> 00:51:37.660]   and
[00:51:37.660 --> 00:51:37.710]   I
[00:51:37.710 --> 00:51:38.090]   think
[00:51:38.090 --> 00:51:38.380]   that
[00:51:38.380 --> 00:51:38.520]  's
[00:51:38.520 --> 00:51:38.960]   part
[00:51:38.960 --> 00:51:39.100]   of
[00:51:39.100 --> 00:51:39.210]   any
[00:51:39.210 --> 00:51:40.040]   intelligent
[00:51:40.040 --> 00:51:40.800]   discussion
[00:51:40.800 --> 00:51:41.180]   right
[00:51:41.180 --> 00:51:41.400]  .
[00:51:41.400 --> 00:51:41.550]   Uh
[00:51:41.550 --> 00:51:41.850]   this
[00:51:41.850 --> 00:51:42.070]   can
[00:51:42.070 --> 00:51:42.290]  't
[00:51:42.290 --> 00:51:42.370]   be
[00:51:42.370 --> 00:51:42.440]   a
[00:51:42.440 --> 00:51:42.510]   b
[00:51:42.510 --> 00:51:42.580]   a
[00:51:42.580 --> 00:51:42.970]   black
[00:51:42.970 --> 00:51:43.180]   box
[00:51:43.180 --> 00:51:43.400]  .
[00:51:43.400 --> 00:51:43.810]   Right
[00:51:43.810 --> 00:51:44.000]  .
[00:51:44.000 --> 00:51:44.440]   And
[00:51:44.440 --> 00:51:44.460]   and
[00:51:44.460 --> 00:51:44.590]   so
[00:51:44.590 --> 00:51:44.670]   I
[00:51:44.670 --> 00:51:45.030]   there
[00:51:45.030 --> 00:51:45.180]  's
[00:51:45.180 --> 00:51:45.480]   a
[00:51:45.480 --> 00:51:45.540]   lot
[00:51:45.540 --> 00:51:45.630]   of
[00:51:45.630 --> 00:51:46.540]   disagreement
[00:51:46.540 --> 00:51:46.690]   in
[00:51:46.690 --> 00:51:47.260]   the
[00:51:47.260 --> 00:51:47.670]   disruption
[00:51:47.670 --> 00:51:48.350]   community
[00:51:48.350 --> 00:51:48.730]   about
[00:51:48.730 --> 00:51:48.950]   the
[00:51:48.950 --> 00:51:49.620]   iPhone
[00:51:49.620 --> 00:51:49.620]  
[00:51:49.620 --> 00:51:49.740]   Uh
[00:51:49.740 --> 00:51:50.120]   so
[00:51:50.120 --> 00:51:50.180]   I
[00:51:50.180 --> 00:51:50.220]   I
[00:51:50.220 --> 00:51:51.130]   recognise
[00:51:51.130 --> 00:51:51.530]   that
[00:51:51.530 --> 00:51:51.830]   and
[00:51:51.830 --> 00:51:52.200]   I
[00:51:52.200 --> 00:51:52.200]   all
[00:51:52.200 --> 00:51:52.280]   I
[00:51:52.280 --> 00:51:52.760]   can
[00:51:52.760 --> 00:51:52.870]   say
[00:51:52.870 --> 00:51:52.970]   is
[00:51:52.970 --> 00:51:53.260]   look
[00:51:53.260 --> 00:51:53.480]   our
[00:51:53.480 --> 00:51:53.720]   the
[00:51:53.720 --> 00:51:53.960]   way
[00:51:53.960 --> 00:51:54.120]   we
[00:51:54.120 --> 00:51:54.470]   use
[00:51:54.470 --> 00:51:55.160]   disruption
[00:51:55.160 --> 00:51:55.320]   in
[00:51:55.320 --> 00:51:55.560]   our
[00:51:55.560 --> 00:51:56.050]   models
[00:51:56.050 --> 00:51:56.200]   uh
[00:51:56.200 --> 00:51:56.360]   it
[00:51:56.360 --> 00:51:56.520]  's
[00:51:56.520 --> 00:51:57.520]   consistent
[00:51:57.520 --> 00:51:57.640]   with
[00:51:57.640 --> 00:51:57.930]   all
[00:51:57.930 --> 00:51:58.120]   the
[00:51:58.120 --> 00:51:58.520]   prior
[00:51:58.520 --> 00:51:59.320]   literature
[00:51:59.320 --> 00:51:59.480]   um
[00:51:59.480 --> 00:51:59.640]  ,
[00:51:59.640 --> 00:51:59.880]   but
[00:51:59.880 --> 00:52:00.280]   but
[00:52:00.280 --> 00:52:00.280]   it
[00:52:00.280 --> 00:52:00.520]  's
[00:52:00.520 --> 00:52:00.760]   very
[00:52:00.760 --> 00:52:01.080]   very
[00:52:01.080 --> 00:52:01.800]   different
[00:52:01.800 --> 00:52:02.040]   and
[00:52:02.040 --> 00:52:02.360]   much
[00:52:02.360 --> 00:52:02.680]   more
[00:52:02.680 --> 00:52:03.160]   narrow
[00:52:03.160 --> 00:52:03.320]   uh
[00:52:03.320 --> 00:52:03.640]   than
[00:52:03.640 --> 00:52:04.600]   anything
[00:52:04.600 --> 00:52:04.620]   else
[00:52:04.620 --> 00:52:04.920]   that
[00:52:04.920 --> 00:52:05.080]  's
[00:52:05.080 --> 00:52:05.400]   been
[00:52:05.400 --> 00:52:06.120]   published
[00:52:06.120 --> 00:52:06.480]  .
[00:52:06.480 --> 00:52:06.610]   So
[00:52:06.610 --> 00:52:06.740]   we
[00:52:06.740 --> 00:52:06.870]   we
[00:52:06.870 --> 00:52:07.070]  're
[00:52:07.070 --> 00:52:07.540]   looking
[00:52:07.540 --> 00:52:07.670]   at
[00:52:07.670 --> 00:52:07.800]   it
[00:52:07.800 --> 00:52:07.930]   in
[00:52:07.930 --> 00:52:07.990]   a
[00:52:07.990 --> 00:52:08.250]   very
[00:52:08.250 --> 00:52:08.670]   narrow
[00:52:08.670 --> 00:52:08.870]   way
[00:52:08.870 --> 00:52:09.320]   because
[00:52:09.320 --> 00:52:09.450]   we
[00:52:09.450 --> 00:52:09.650]  're
[00:52:09.650 --> 00:52:10.250]   extremely
[00:52:10.250 --> 00:52:10.380]   we
[00:52:10.380 --> 00:52:10.580]  're
[00:52:10.580 --> 00:52:10.710]   in
[00:52:10.710 --> 00:52:10.840]   ti
[00:52:10.840 --> 00:52:10.970]   we
[00:52:10.970 --> 00:52:11.170]  're
[00:52:11.170 --> 00:52:11.430]   only
[00:52:11.430 --> 00:52:12.120]   concerned
[00:52:12.120 --> 00:52:12.290]   with
[00:52:12.290 --> 00:52:13.060]   predictions
[00:52:13.060 --> 00:52:13.230]   and
[00:52:13.230 --> 00:52:13.560]   and
[00:52:13.560 --> 00:52:14.200]   um
[00:52:14.200 --> 00:52:14.500]   representation
[00:52:14.500 --> 00:52:14.630]   in
[00:52:14.630 --> 00:52:14.830]   the
[00:52:14.830 --> 00:52:15.090]   data
[00:52:15.090 --> 00:52:15.440]  .
[00:52:15.440 --> 00:52:15.600]   So
[00:52:15.600 --> 00:52:15.670]   that
[00:52:15.670 --> 00:52:16.070]  's
[00:52:16.070 --> 00:52:16.420]   why
[00:52:16.420 --> 00:52:16.530]   I
[00:52:16.530 --> 00:52:16.750]   talk
[00:52:16.750 --> 00:52:17.200]   about
[00:52:17.200 --> 00:52:17.320]   it
[00:52:17.320 --> 00:52:17.670]   more
[00:52:17.670 --> 00:52:18.310]   narrowly
[00:52:18.310 --> 00:52:18.560]   and
[00:52:18.560 --> 00:52:18.910]   that
[00:52:18.910 --> 00:52:19.050]  's
[00:52:19.050 --> 00:52:19.380]   that
[00:52:19.380 --> 00:52:19.620]  's
[00:52:19.620 --> 00:52:19.620]  
[00:52:19.620 --> 00:52:19.680]   I
[00:52:19.680 --> 00:52:19.910]   can
[00:52:19.910 --> 00:52:20.060]   say
[00:52:20.060 --> 00:52:20.320]   that
[00:52:20.320 --> 00:52:20.520]   you
[00:52:20.520 --> 00:52:21.240]   might
[00:52:21.240 --> 00:52:21.430]   interpret
[00:52:21.430 --> 00:52:22.100]   disruption
[00:52:22.100 --> 00:52:22.510]   theory
[00:52:22.510 --> 00:52:22.670]   one
[00:52:22.670 --> 00:52:22.860]   way
[00:52:22.860 --> 00:52:23.050]   but
[00:52:23.050 --> 00:52:23.180]  ,
[00:52:23.180 --> 00:52:23.470]   in
[00:52:23.470 --> 00:52:23.500]   our
[00:52:23.500 --> 00:52:23.830]   model
[00:52:23.830 --> 00:52:23.960]  ,
[00:52:23.960 --> 00:52:24.540]   the
[00:52:24.540 --> 00:52:24.640]   iPhone
[00:52:24.640 --> 00:52:24.870]   would
[00:52:24.870 --> 00:52:25.060]   not
[00:52:25.060 --> 00:52:25.320]   have
[00:52:25.320 --> 00:52:25.580]   been
[00:52:25.580 --> 00:52:26.170]   something
[00:52:26.170 --> 00:52:26.620]   we
[00:52:26.620 --> 00:52:26.630]   would
[00:52:26.630 --> 00:52:26.890]   have
[00:52:26.890 --> 00:52:27.480]   predicted
[00:52:27.480 --> 00:52:27.650]   to
[00:52:27.650 --> 00:52:28.070]   survive
[00:52:28.070 --> 00:52:28.450]  .
[00:52:28.450 --> 00:52:28.500]   And
[00:52:28.500 --> 00:52:28.770]   so
[00:52:28.770 --> 00:52:29.210]   the
[00:52:29.210 --> 00:52:29.240]   fact
[00:52:29.240 --> 00:52:29.460]   that
[00:52:29.460 --> 00:52:29.580]   it
[00:52:29.580 --> 00:52:29.700]  's
[00:52:29.700 --> 00:52:30.000]   been
[00:52:30.000 --> 00:52:30.000]   a
[00:52:30.000 --> 00:52:30.270]   huge
[00:52:30.270 --> 00:52:30.710]   success
[00:52:30.710 --> 00:52:30.830]   we
[00:52:30.830 --> 00:52:30.950]  ,
[00:52:30.950 --> 00:52:31.270]   think
[00:52:31.270 --> 00:52:31.390]   we
[00:52:31.390 --> 00:52:31.920]   can
[00:52:31.920 --> 00:52:32.030]   explain
[00:52:32.030 --> 00:52:32.220]   why
[00:52:32.220 --> 00:52:32.340]  ,
[00:52:32.340 --> 00:52:32.530]   but
[00:52:32.530 --> 00:52:32.700]   we
[00:52:32.700 --> 00:52:33.030]   wouldn
[00:52:33.030 --> 00:52:33.150]  't
[00:52:33.150 --> 00:52:33.400]   have
[00:52:33.400 --> 00:52:33.780]   caught
[00:52:33.780 --> 00:52:33.890]   it
[00:52:33.890 --> 00:52:34.060]   if
[00:52:34.060 --> 00:52:34.140]   we
[00:52:34.140 --> 00:52:34.390]   were
[00:52:34.390 --> 00:52:34.510]   to
[00:52:34.510 --> 00:52:34.630]   be
[00:52:34.630 --> 00:52:35.010]   honest
[00:52:35.010 --> 00:52:35.460]  .
[00:52:35.460 --> 00:52:35.830]   Right
[00:52:35.830 --> 00:52:36.050]  .
[00:52:36.050 --> 00:52:36.310]   If
[00:52:36.310 --> 00:52:36.420]   you
[00:52:36.420 --> 00:52:36.890]  'd
[00:52:36.890 --> 00:52:36.940]   asked
[00:52:36.940 --> 00:52:37.090]   me
[00:52:37.090 --> 00:52:37.620]   whether
[00:52:37.620 --> 00:52:37.770]   or
[00:52:37.770 --> 00:52:37.990]   not
[00:52:37.990 --> 00:52:38.140]   to
[00:52:38.140 --> 00:52:38.280]   invest
[00:52:38.280 --> 00:52:39.030]   in
[00:52:39.030 --> 00:52:39.190]   iPhone
[00:52:39.190 --> 00:52:39.340]   as
[00:52:39.340 --> 00:52:39.410]   a
[00:52:39.410 --> 00:52:39.940]   company
[00:52:39.940 --> 00:52:40.090]  ,
[00:52:40.090 --> 00:52:40.230]   um
[00:52:40.230 --> 00:52:40.600]  ,
[00:52:40.600 --> 00:52:40.610]   you
[00:52:40.610 --> 00:52:40.910]   know
[00:52:40.910 --> 00:52:41.190]  ,
[00:52:41.190 --> 00:52:41.360]   five
[00:52:41.360 --> 00:52:41.730]   years
[00:52:41.730 --> 00:52:41.950]   ago
[00:52:41.950 --> 00:52:42.100]  ,
[00:52:42.100 --> 00:52:42.170]   I
[00:52:42.170 --> 00:52:42.540]   would
[00:52:42.540 --> 00:52:42.840]   have
[00:52:42.840 --> 00:52:43.140]   said
[00:52:43.140 --> 00:52:43.390]   don
[00:52:43.390 --> 00:52:43.510]  't
[00:52:43.510 --> 00:52:43.880]  .
[00:52:44.040 --> 00:52:44.110]  
[00:52:44.110 --> 00:52:44.180]   So
[00:52:44.180 --> 00:52:44.250]   I
[00:52:44.250 --> 00:52:44.600]   would
[00:52:44.600 --> 00:52:44.850]   have
[00:52:44.850 --> 00:52:45.400]   been
[00:52:45.400 --> 00:52:45.600]   wrong
[00:52:45.600 --> 00:52:45.720]  .
[00:52:45.720 --> 00:52:45.860]   Uh
[00:52:45.860 --> 00:52:46.210]   again
[00:52:46.210 --> 00:52:46.350]  ,
[00:52:46.350 --> 00:52:46.770]   eighty
[00:52:46.770 --> 00:52:46.910]   to
[00:52:46.910 --> 00:52:47.390]   ninety
[00:52:47.390 --> 00:52:47.820]   percent
[00:52:47.820 --> 00:52:48.380]   accurate
[00:52:48.380 --> 00:52:48.520]   is
[00:52:48.520 --> 00:52:48.740]   ten
[00:52:48.740 --> 00:52:48.870]   to
[00:52:48.870 --> 00:52:49.410]   twenty
[00:52:49.410 --> 00:52:49.780]   percent
[00:52:49.780 --> 00:52:50.050]   wrong
[00:52:50.050 --> 00:52:50.340]  .
[00:52:50.340 --> 00:52:50.530]   So
[00:52:50.530 --> 00:52:50.620]   so
[00:52:50.620 --> 00:52:50.760]   so
[00:52:50.760 --> 00:52:50.970]   why
[00:52:50.970 --> 00:52:51.240]   was
[00:52:51.240 --> 00:52:51.320]   it
[00:52:51.320 --> 00:52:51.390]   I
[00:52:51.390 --> 00:52:51.460]   I
[00:52:51.460 --> 00:52:51.810]   think
[00:52:51.810 --> 00:52:52.210]   there
[00:52:52.210 --> 00:52:52.360]   are
[00:52:52.360 --> 00:52:52.600]   a
[00:52:52.600 --> 00:52:52.650]   lot
[00:52:52.650 --> 00:52:52.790]   of
[00:52:52.790 --> 00:52:53.350]   versions
[00:52:53.350 --> 00:52:53.490]   of
[00:52:53.490 --> 00:52:53.630]   of
[00:52:53.630 --> 00:52:53.840]   why
[00:52:53.840 --> 00:52:54.050]   was
[00:52:54.050 --> 00:52:54.260]   the
[00:52:54.260 --> 00:52:54.680]   iPhone
[00:52:54.680 --> 00:52:55.190]   an
[00:52:55.190 --> 00:52:55.450]   exception
[00:52:55.450 --> 00:52:55.590]  ,
[00:52:55.590 --> 00:52:55.800]   but
[00:52:55.800 --> 00:52:56.010]   but
[00:52:56.010 --> 00:52:56.080]   I
[00:52:56.080 --> 00:52:56.430]   think
[00:52:56.430 --> 00:52:56.570]   it
[00:52:56.570 --> 00:52:56.910]   might
[00:52:56.910 --> 00:52:57.060]   be
[00:52:57.060 --> 00:52:57.830]   interesting
[00:52:57.830 --> 00:52:57.970]   to
[00:52:57.970 --> 00:52:58.250]   talk
[00:52:58.250 --> 00:52:58.600]   about
[00:52:58.600 --> 00:52:58.880]   some
[00:52:58.880 --> 00:52:59.230]   other
[00:52:59.230 --> 00:52:59.930]   exceptions
[00:52:59.930 --> 00:53:00.140]   too
[00:53:00.140 --> 00:53:00.560]  .
[00:53:00.560 --> 00:53:00.630]   Um
[00:53:00.630 --> 00:53:00.980]   and
[00:53:00.980 --> 00:53:01.090]   say
[00:53:01.090 --> 00:53:01.560]   you
[00:53:01.560 --> 00:53:01.580]   know
[00:53:01.580 --> 00:53:01.690]  ,
[00:53:01.690 --> 00:53:01.760]   w
[00:53:01.760 --> 00:53:02.030]   when
[00:53:02.030 --> 00:53:02.300]   does
[00:53:02.300 --> 00:53:02.370]   a
[00:53:02.370 --> 00:53:02.880]   company
[00:53:02.880 --> 00:53:02.920]   a
[00:53:02.920 --> 00:53:03.120]   new
[00:53:03.120 --> 00:53:03.320]   ent
[00:53:03.320 --> 00:53:03.610]  rant
[00:53:03.610 --> 00:53:03.860]   come
[00:53:03.860 --> 00:53:04.060]   out
[00:53:04.060 --> 00:53:04.330]   with
[00:53:04.330 --> 00:53:04.400]   a
[00:53:04.400 --> 00:53:05.090]   sustaining
[00:53:05.090 --> 00:53:05.640]   strategy
[00:53:05.640 --> 00:53:05.890]   and
[00:53:05.890 --> 00:53:06.140]   do
[00:53:06.140 --> 00:53:06.240]   well
[00:53:06.240 --> 00:53:06.370]  ,
[00:53:06.370 --> 00:53:06.440]   I
[00:53:06.440 --> 00:53:06.710]   mean
[00:53:06.710 --> 00:53:06.840]   we
[00:53:06.840 --> 00:53:06.970]   we
[00:53:06.970 --> 00:53:07.170]   don
[00:53:07.170 --> 00:53:07.300]  't
[00:53:07.300 --> 00:53:07.570]   just
[00:53:07.570 --> 00:53:07.840]   have
[00:53:07.840 --> 00:53:08.040]   the
[00:53:08.040 --> 00:53:08.450]   iPhone
[00:53:08.450 --> 00:53:08.580]  ,
[00:53:08.580 --> 00:53:08.710]   we
[00:53:08.710 --> 00:53:08.980]   have
[00:53:08.980 --> 00:53:09.600]   Starbucks
[00:53:09.600 --> 00:53:10.080]   alright
[00:53:10.080 --> 00:53:10.200]  ,
[00:53:10.200 --> 00:53:10.340]   we
[00:53:10.340 --> 00:53:10.610]   have
[00:53:10.610 --> 00:53:10.810]   hol
[00:53:10.810 --> 00:53:10.940]   uh
[00:53:10.940 --> 00:53:11.280]   Whole
[00:53:11.280 --> 00:53:11.520]   Foods
[00:53:11.520 --> 00:53:11.760]   um
[00:53:11.760 --> 00:53:11.970]   we
[00:53:11.970 --> 00:53:12.150]   have
[00:53:12.150 --> 00:53:12.330]   a
[00:53:12.330 --> 00:53:12.630]   number
[00:53:12.630 --> 00:53:12.760]   of
[00:53:12.760 --> 00:53:14.040]   manufacturing
[00:53:14.040 --> 00:53:14.040]  
[00:53:14.040 --> 00:53:14.770]   companies
[00:53:14.770 --> 00:53:14.880]  ,
[00:53:14.880 --> 00:53:15.030]   um
[00:53:15.030 --> 00:53:15.440]   we
[00:53:15.440 --> 00:53:15.480]   have
[00:53:15.480 --> 00:53:15.860]   Ralph
[00:53:15.860 --> 00:53:16.320]   Lauren
[00:53:16.320 --> 00:53:16.470]  ,
[00:53:16.470 --> 00:53:16.770]   Vera
[00:53:16.770 --> 00:53:17.070]   Wang
[00:53:17.070 --> 00:53:17.370]  .
[00:53:17.370 --> 00:53:17.450]   Uh
[00:53:17.450 --> 00:53:17.820]   there
[00:53:17.820 --> 00:53:17.970]  's
[00:53:17.970 --> 00:53:18.440]   there
[00:53:18.440 --> 00:53:18.500]  's
[00:53:18.500 --> 00:53:19.030]   several
[00:53:19.030 --> 00:53:19.790]   exceptions
[00:53:19.790 --> 00:53:20.010]   and
[00:53:20.010 --> 00:53:20.050]   and
[00:53:20.050 --> 00:53:20.700]   the
[00:53:20.700 --> 00:53:20.940]   real
[00:53:20.940 --> 00:53:21.470]   challenge
[00:53:21.470 --> 00:53:21.850]   there
[00:53:21.850 --> 00:53:22.000]   is
[00:53:22.000 --> 00:53:22.180]   to
[00:53:22.180 --> 00:53:22.380]   say
[00:53:22.380 --> 00:53:22.860]   look
[00:53:22.860 --> 00:53:22.910]   you
[00:53:22.910 --> 00:53:23.210]   know
[00:53:23.210 --> 00:53:23.360]   we
[00:53:23.360 --> 00:53:23.510]   we
[00:53:23.510 --> 00:53:23.740]   can
[00:53:23.740 --> 00:53:23.890]  't
[00:53:23.890 --> 00:53:24.180]   just
[00:53:24.180 --> 00:53:24.650]   change
[00:53:24.650 --> 00:53:24.940]   the
[00:53:24.940 --> 00:53:25.260]   model
[00:53:25.260 --> 00:53:25.790]   quickly
[00:53:25.790 --> 00:53:26.320]   because
[00:53:26.320 --> 00:53:26.470]   we
[00:53:26.470 --> 00:53:26.730]  'll
[00:53:26.730 --> 00:53:26.990]   lose
[00:53:26.990 --> 00:53:27.630]   our
[00:53:27.630 --> 00:53:28.060]   correlation
[00:53:28.060 --> 00:53:28.400]   with
[00:53:28.400 --> 00:53:28.590]   the
[00:53:28.590 --> 00:53:29.120]   greater
[00:53:29.120 --> 00:53:29.420]   rule
[00:53:29.420 --> 00:53:29.570]  ,
[00:53:29.570 --> 00:53:29.800]   but
[00:53:29.800 --> 00:53:30.010]   can
[00:53:30.010 --> 00:53:30.230]   we
[00:53:30.230 --> 00:53:30.480]   take
[00:53:30.480 --> 00:53:31.070]   pieces
[00:53:31.070 --> 00:53:31.240]   from
[00:53:31.240 --> 00:53:31.850]   those
[00:53:31.850 --> 00:53:31.850]   are
[00:53:31.850 --> 00:53:32.570]   those
[00:53:32.570 --> 00:53:32.990]   exceptions
[00:53:32.990 --> 00:53:33.140]   is
[00:53:33.140 --> 00:53:33.520]   there
[00:53:33.520 --> 00:53:33.590]   a
[00:53:33.590 --> 00:53:34.120]   pattern
[00:53:34.120 --> 00:53:34.270]   in
[00:53:34.270 --> 00:53:34.530]   the
[00:53:34.530 --> 00:53:35.260]   exceptions
[00:53:35.260 --> 00:53:35.560]   that
[00:53:35.560 --> 00:53:35.860]   when
[00:53:35.860 --> 00:53:36.010]   we
[00:53:36.010 --> 00:53:36.250]   push
[00:53:36.250 --> 00:53:36.760]   it
[00:53:36.760 --> 00:53:36.770]   back
[00:53:36.770 --> 00:53:37.060]   into
[00:53:37.060 --> 00:53:37.380]   our
[00:53:37.380 --> 00:53:37.710]   model
[00:53:37.710 --> 00:53:38.050]   still
[00:53:38.050 --> 00:53:38.800]   correlates
[00:53:38.800 --> 00:53:39.260]   just
[00:53:39.260 --> 00:53:39.310]   as
[00:53:39.310 --> 00:53:39.870]   strongly
[00:53:39.870 --> 00:53:40.020]   or
[00:53:40.020 --> 00:53:40.310]   even
[00:53:40.310 --> 00:53:40.620]   more
[00:53:40.620 --> 00:53:40.770]   so
[00:53:40.770 --> 00:53:41.070]   with
[00:53:41.070 --> 00:53:41.370]   with
[00:53:41.370 --> 00:53:41.600]   all
[00:53:41.600 --> 00:53:41.830]   the
[00:53:41.830 --> 00:53:42.210]   other
[00:53:42.210 --> 00:53:42.510]   data
[00:53:42.510 --> 00:53:42.810]   that
[00:53:42.810 --> 00:53:44.000]   we [SPEAKER_TURN]
[00:53:44.000 --> 00:53:44.030]  
[00:53:44.030 --> 00:53:44.170]   have
[00:53:44.170 --> 00:53:44.300]  .
[00:53:44.300 --> 00:53:44.380]   It
[00:53:44.380 --> 00:53:44.460]  's
[00:53:44.460 --> 00:53:44.690]   true
[00:53:44.690 --> 00:53:45.140]  . [SPEAKER_TURN]
[00:53:45.140 --> 00:53:45.240]   It
[00:53:45.240 --> 00:53:45.340]  's
[00:53:45.340 --> 00:53:45.590]   almost
[00:53:45.590 --> 00:53:45.770]   like
[00:53:45.770 --> 00:53:45.870]   it
[00:53:45.870 --> 00:53:45.950]  's
[00:53:45.950 --> 00:53:45.990]   a
[00:53:45.990 --> 00:53:46.120]   sub
[00:53:46.120 --> 00:53:46.160]  -
[00:53:46.160 --> 00:53:46.390]  model
[00:53:46.390 --> 00:53:46.520]   you
[00:53:46.520 --> 00:53:46.610]  ,
[00:53:46.610 --> 00:53:46.790]   know
[00:53:46.790 --> 00:53:46.880]   so
[00:53:46.880 --> 00:53:46.970]   if
[00:53:46.970 --> 00:53:47.160]   like
[00:53:47.160 --> 00:53:47.240]   if
[00:53:47.240 --> 00:53:47.410]   you
[00:53:47.410 --> 00:53:47.500]  're
[00:53:47.500 --> 00:53:47.730]   gonna
[00:53:47.730 --> 00:53:47.960]   take
[00:53:47.960 --> 00:53:48.040]   the
[00:53:48.040 --> 00:53:48.430]   approach
[00:53:48.430 --> 00:53:48.590]   that
[00:53:48.590 --> 00:53:48.720]   you
[00:53:48.720 --> 00:53:48.850]  're
[00:53:48.850 --> 00:53:49.080]   gonna
[00:53:49.080 --> 00:53:49.170]   be
[00:53:49.170 --> 00:53:49.440]   better
[00:53:49.440 --> 00:53:49.590]   and
[00:53:49.590 --> 00:53:49.750]   more
[00:53:49.750 --> 00:53:50.200]   expensive
[00:53:50.200 --> 00:53:50.340]   then
[00:53:50.340 --> 00:53:50.520]   here
[00:53:50.520 --> 00:53:50.650]   are
[00:53:50.650 --> 00:53:50.780]   the
[00:53:50.780 --> 00:53:51.010]   rules
[00:53:51.010 --> 00:53:51.100]   of
[00:53:51.100 --> 00:53:51.230]   how
[00:53:51.230 --> 00:53:51.410]   what
[00:53:51.410 --> 00:53:51.590]   what
[00:53:51.590 --> 00:53:51.910]   needs
[00:53:51.910 --> 00:53:51.930]   to
[00:53:51.930 --> 00:53:52.180]   happen
[00:53:52.180 --> 00:53:52.270]   in
[00:53:52.270 --> 00:53:52.450]   that
[00:53:52.450 --> 00:53:52.630]   case
[00:53:52.630 --> 00:53:53.420]  . [SPEAKER_TURN]
[00:53:53.840 --> 00:53:53.950]  
[00:53:53.950 --> 00:53:54.270]   Exactly
[00:53:54.270 --> 00:53:54.450]  .
[00:53:54.450 --> 00:53:54.630]   And
[00:53:54.630 --> 00:53:54.750]   we
[00:53:54.750 --> 00:53:54.860]   we
[00:53:54.860 --> 00:53:55.430]   certainly
[00:53:55.430 --> 00:53:55.680]   have
[00:53:55.680 --> 00:53:55.860]   all
[00:53:55.860 --> 00:53:56.170]   these
[00:53:56.170 --> 00:53:56.850]   contingency
[00:53:56.850 --> 00:53:57.170]   rules
[00:53:57.170 --> 00:53:57.290]   if
[00:53:57.290 --> 00:53:57.460]   you
[00:53:57.460 --> 00:53:57.720]   will
[00:53:57.720 --> 00:53:57.900]   and
[00:53:57.900 --> 00:53:58.020]  ,
[00:53:58.020 --> 00:53:58.280]   that
[00:53:58.280 --> 00:53:58.390]  's
[00:53:58.390 --> 00:53:58.640]   fine
[00:53:58.640 --> 00:53:58.820]   you
