
[00:00:00.640 --> 00:00:01.010]   (
[01:02:02.970 --> 01:02:03.040]   up
[01:02:03.040 --> 01:02:03.460]   really
[01:02:03.460 --> 01:02:03.670]   any
[01:02:03.670 --> 01:02:03.950]   time
[01:02:03.950 --> 01:02:04.090]   it
[01:02:04.090 --> 01:02:04.230]  's
[01:02:04.230 --> 01:02:04.510]   just
[01:02:04.510 --> 01:02:04.790]   kind
[01:02:04.790 --> 01:02:04.930]   of
[01:02:04.930 --> 01:02:05.120]   fun
[01:02:05.120 --> 01:02:06.120]   conversation
[01:02:06.120 --> 01:02:06.240]   um
[01:02:06.240 --> 01:02:06.330]   and
[01:02:06.330 --> 01:02:06.680]   then
[01:02:06.680 --> 01:02:07.030]   I
[01:02:07.030 --> 01:02:07.280]   could
[01:02:07.280 --> 01:02:07.310]   just
[01:02:07.310 --> 01:02:07.660]   worry
[01:02:07.660 --> 01:02:08.010]   about
[01:02:08.010 --> 01:02:08.440]   Uber
[01:02:08.440 --> 01:02:08.500]   and
[01:02:08.500 --> 01:02:08.670]   uh
[01:02:08.670 --> 01:02:08.710]   I
[01:02:08.710 --> 01:02:08.980]   mean
[01:02:08.980 --> 01:02:09.060]   '
[01:02:09.060 --> 01:02:09.410]  cause
[01:02:09.410 --> 01:02:09.700]   Uber
[01:02:09.700 --> 01:02:09.850]   is
[01:02:09.850 --> 01:02:09.970]   so
[01:02:09.970 --> 01:02:10.320]   close
[01:02:10.320 --> 01:02:10.530]   now
[01:02:10.530 --> 01:02:10.600]   I
[01:02:10.600 --> 01:02:10.880]   just
[01:02:10.880 --> 01:02:11.230]   gotta
[01:02:11.230 --> 01:02:11.570]   walk
[01:02:11.570 --> 01:02:11.790]   that
[01:02:11.790 --> 01:02:12.120]   thing
[01:02:12.120 --> 01:02:12.370]   in
[01:02:12.370 --> 01:02:12.490]   you
[01:02:12.490 --> 01:02:12.680]   know
[01:02:12.680 --> 01:02:12.840]   I
[01:02:12.840 --> 01:02:13.130]  ,
[01:02:13.130 --> 01:02:13.260]   vest
[01:02:13.260 --> 01:02:13.460]   and
[01:02:13.460 --> 01:02:13.540]   I
[01:02:13.540 --> 01:02:13.750]   was
[01:02:13.750 --> 01:02:14.360]   like
[01:02:14.360 --> 01:02:14.360]   for
[01:02:14.360 --> 01:02:14.600]   your
[01:02:14.600 --> 01:02:15.180]   vest
[01:02:15.180 --> 01:02:15.240]  ing
[01:02:15.240 --> 01:02:15.330]   it
[01:02:15.330 --> 01:02:15.480]  's
[01:02:15.480 --> 01:02:15.780]   like
[01:02:15.780 --> 01:02:16.080]   July
[01:02:16.080 --> 01:02:16.530]   twenty
[01:02:16.530 --> 01:02:16.900]   first
[01:02:16.900 --> 01:02:17.040]   or
[01:02:17.040 --> 01:02:17.800]   something
[01:02:17.800 --> 01:02:17.980]   and
[01:02:17.980 --> 01:02:18.010]   I
[01:02:18.010 --> 01:02:18.160]  'm
[01:02:18.160 --> 01:02:18.700]   like
[01:02:18.700 --> 01:02:18.700]   you
[01:02:18.700 --> 01:02:18.840]   know
[01:02:18.840 --> 01:02:19.300]   I
[01:02:19.300 --> 01:02:19.320]   just
[01:02:19.320 --> 01:02:19.630]   gotta
[01:02:19.630 --> 01:02:19.900]   walk
[01:02:19.900 --> 01:02:20.170]   that
[01:02:20.170 --> 01:02:20.580]   sucker
[01:02:20.580 --> 01:02:20.750]   in
[01:02:20.750 --> 01:02:21.480]   and [SPEAKER_TURN]
[01:02:21.580 --> 01:02:21.650]  
[01:02:21.650 --> 01:02:21.690]   Let
[01:02:21.690 --> 01:02:21.760]  's
[01:02:21.760 --> 01:02:21.910]   just
[01:02:21.910 --> 01:02:22.060]   hope
[01:02:22.060 --> 01:02:22.130]   it
[01:02:22.130 --> 01:02:22.320]   doesn
[01:02:22.320 --> 01:02:22.450]  't
[01:02:22.450 --> 01:02:22.530]   it
[01:02:22.530 --> 01:02:22.640]  's
[01:02:22.640 --> 01:02:22.660]   not
[01:02:22.660 --> 01:02:22.820]   like
[01:02:22.820 --> 01:02:22.900]   the
[01:02:22.900 --> 01:02:23.210]   Seahawks
[01:02:23.210 --> 01:02:23.740]  . [SPEAKER_TURN]
[01:02:23.740 --> 01:02:23.760]   Oh
[01:02:23.760 --> 01:02:24.690]   well
[01:02:24.690 --> 01:02:24.710]   so
[01:02:24.710 --> 01:02:24.930]   it
[01:02:24.930 --> 01:02:25.640]   almost
[01:02:25.640 --> 01:02:26.110]   like
[01:02:26.110 --> 01:02:26.230]   a
[01:02:26.230 --> 01:02:26.820]   Group
[01:02:26.820 --> 01:02:27.050]  on
[01:02:27.050 --> 01:02:27.290]   or
[01:02:27.290 --> 01:02:27.410]   a
[01:02:27.410 --> 01:02:27.650]   Zy
[01:02:27.650 --> 01:02:27.880]  ng
[01:02:27.880 --> 01:02:28.000]  a
[01:02:28.000 --> 01:02:28.230]   or
[01:02:28.230 --> 01:02:29.360]   something
[01:02:29.360 --> 01:02:29.650]   you
[01:02:29.650 --> 01:02:30.120]   know
[01:02:30.120 --> 01:02:30.360]   um
[01:02:30.360 --> 01:02:30.830]   yeah
[01:02:30.830 --> 01:02:31.220]   it
[01:02:31.220 --> 01:02:31.300]  's
[01:02:31.300 --> 01:02:31.770]   the
[01:02:31.770 --> 01:02:32.840]   g [SPEAKER_TURN]
[01:02:35.080 --> 01:02:35.210]  
[01:02:35.210 --> 01:02:35.650]   Yeah
[01:02:35.650 --> 01:02:36.170]  .
[01:02:36.170 --> 01:02:36.170]   It
[01:02:36.170 --> 01:02:36.260]  's
[01:02:36.260 --> 01:02:36.350]  ,
[01:02:36.350 --> 01:02:36.660]   there
[01:02:36.660 --> 01:02:36.710]  's
[01:02:36.710 --> 01:02:36.930]   always
[01:02:36.930 --> 01:02:37.060]   you
[01:02:37.060 --> 01:02:37.260]   know
[01:02:37.260 --> 01:02:37.330]   it
[01:02:37.330 --> 01:02:37.420]  's
[01:02:37.420 --> 01:02:37.530]  ,
[01:02:37.530 --> 01:02:37.950]   always
[01:02:37.950 --> 01:02:38.150]   possible
[01:02:38.150 --> 01:02:38.360]   There
[01:02:38.360 --> 01:02:38.450]  's
[01:02:38.450 --> 01:02:38.580]  .
[01:02:38.580 --> 01:02:38.670]   no
[01:02:38.670 --> 01:02:38.800]   you
[01:02:38.800 --> 01:02:38.890]  ,
[01:02:38.890 --> 01:02:39.020]   don
[01:02:39.020 --> 01:02:39.170]  't
[01:02:39.170 --> 01:02:39.310]   wanna
[01:02:39.310 --> 01:02:39.670]   count
[01:02:39.670 --> 01:02:39.730]   your
[01:02:39.730 --> 01:02:40.090]   chickens
[01:02:40.090 --> 01:02:40.220]  .
[01:02:40.220 --> 01:02:40.260]   I
[01:02:40.260 --> 01:02:40.440]   mean
[01:02:40.440 --> 01:02:40.580]   but
[01:02:40.580 --> 01:02:40.660]   at
[01:02:40.660 --> 01:02:40.790]   the
[01:02:40.790 --> 01:02:40.970]   same
[01:02:40.970 --> 01:02:41.360]   time
[01:02:41.360 --> 01:02:41.360]   um
[01:02:41.360 --> 01:02:41.530]   you
[01:02:41.530 --> 01:02:41.750]   have
[01:02:41.750 --> 01:02:41.900]   to
[01:02:41.900 --> 01:02:42.370]   like
[01:02:42.370 --> 01:02:42.500]   extrap
[01:02:42.500 --> 01:02:42.920]  olate
[01:02:42.920 --> 01:02:42.920]   to
[01:02:42.920 --> 01:02:42.980]   a
[01:02:42.980 --> 01:02:43.660]   certain
[01:02:43.660 --> 01:02:43.760]   degree
[01:02:43.760 --> 01:02:43.980]   and
[01:02:43.980 --> 01:02:44.060]   go
[01:02:44.060 --> 01:02:44.180]  ,
[01:02:44.180 --> 01:02:44.660]   okay
[01:02:44.660 --> 01:02:44.740]   well
[01:02:44.740 --> 01:02:44.890]   the
[01:02:44.890 --> 01:02:45.050]   way
[01:02:45.050 --> 01:02:45.380]   things
[01:02:45.380 --> 01:02:45.560]   are
[01:02:45.560 --> 01:02:45.870]   going
[01:02:45.870 --> 01:02:45.920]   I
[01:02:45.920 --> 01:02:46.040]  ,
[01:02:46.040 --> 01:02:46.220]   got
[01:02:46.220 --> 01:02:46.460]   to
[01:02:46.460 --> 01:02:46.580]   make
[01:02:46.580 --> 01:02:47.000]   certain
[01:02:47.000 --> 01:02:47.410]   choices
[01:02:47.410 --> 01:02:47.540]   in
[01:02:47.540 --> 01:02:47.780]   life
[01:02:47.780 --> 01:02:48.080]   based
[01:02:48.080 --> 01:02:48.200]   on
[01:02:48.200 --> 01:02:48.440]   that
[01:02:48.440 --> 01:02:49.220]  . [SPEAKER_TURN]
[01:02:49.220 --> 01:02:51.630]   Yeah
[01:02:51.630 --> 01:02:55.200]  . [SPEAKER_TURN]
[01:02:55.200 --> 01:02:57.740]   Yeah
[01:02:57.740 --> 01:03:00.270]   Yeah
[01:03:00.270 --> 01:03:02.480]  . [SPEAKER_TURN]
[01:03:02.800 --> 01:03:02.860]  
[01:03:02.860 --> 01:03:02.990]   If
[01:03:02.990 --> 01:03:03.160]  .
[01:03:03.160 --> 01:03:03.230]   I
[01:03:03.230 --> 01:03:03.660]   didn
[01:03:03.660 --> 01:03:03.800]  't
[01:03:03.800 --> 01:03:03.870]   if
[01:03:03.870 --> 01:03:03.910]   I
[01:03:03.910 --> 01:03:04.090]   was
[01:03:04.090 --> 01:03:04.450]   embed
[01:03:04.450 --> 01:03:04.790]  ding
[01:03:04.790 --> 01:03:05.020]   that
[01:03:05.020 --> 01:03:05.320]   Uber
[01:03:05.320 --> 01:03:05.460]   is
[01:03:05.460 --> 01:03:05.820]   going
[01:03:05.820 --> 01:03:06.100]   to
[01:03:06.100 --> 01:03:06.540]   be
[01:03:06.540 --> 01:03:06.830]   successful
[01:03:06.830 --> 01:03:07.050]   and
[01:03:07.050 --> 01:03:07.120]   I
[01:03:07.120 --> 01:03:07.260]  'm
[01:03:07.260 --> 01:03:07.500]   not
[01:03:07.500 --> 01:03:07.990]   talking
[01:03:07.990 --> 01:03:08.350]   about
[01:03:08.350 --> 01:03:08.560]   it
[01:03:08.560 --> 01:03:08.630]  's
[01:03:08.630 --> 01:03:08.990]   gonna
[01:03:08.990 --> 01:03:09.230]   be
[01:03:09.230 --> 01:03:09.350]   ten
[01:03:09.350 --> 01:03:09.420]   X
[01:03:09.420 --> 01:03:09.490]  _
[01:03:09.490 --> 01:03:09.710]   but
[01:03:09.710 --> 01:03:09.850]   it
[01:03:09.850 --> 01:03:09.990]   is
[01:03:09.990 --> 01:03:10.160]  ,
[01:03:10.160 --> 01:03:10.350]   and
[01:03:10.350 --> 01:03:10.410]   like
[01:03:10.410 --> 01:03:11.070]   even
[01:03:11.070 --> 01:03:11.110]   if
[01:03:11.110 --> 01:03:11.230]   it
[01:03:11.230 --> 01:03:11.500]   just
[01:03:11.500 --> 01:03:11.710]   was
[01:03:11.710 --> 01:03:11.990]   like
[01:03:11.990 --> 01:03:12.010]   it
[01:03:12.010 --> 01:03:12.510]   is
[01:03:12.510 --> 01:03:12.520]   now
[01:03:12.520 --> 01:03:12.790]   like
[01:03:12.790 --> 01:03:12.930]   mm
[01:03:12.930 --> 01:03:13.010]  -
[01:03:13.010 --> 01:03:13.220]  h
[01:03:13.220 --> 01:03:13.340]  mm
[01:03:13.340 --> 01:03:13.360]  ,
[01:03:13.360 --> 01:03:13.500]   or
[01:03:13.500 --> 01:03:14.350]   the
[01:03:14.350 --> 01:03:14.380]   valuation
[01:03:14.380 --> 01:03:14.520]   is
[01:03:14.520 --> 01:03:14.810]   that
[01:03:14.810 --> 01:03:14.950]   it
[01:03:14.950 --> 01:03:15.020]   i
[01:03:15.020 --> 01:03:15.310]   what
[01:03:15.310 --> 01:03:15.450]   it
[01:03:15.450 --> 01:03:15.710]   is
[01:03:15.710 --> 01:03:15.810]   now
[01:03:15.810 --> 01:03:16.100]   when
[01:03:16.100 --> 01:03:16.240]   it
[01:03:16.240 --> 01:03:16.590]   goes
[01:03:16.590 --> 01:03:16.980]   public
[01:03:16.980 --> 01:03:17.110]   or
[01:03:17.110 --> 01:03:17.840]   whatever
[01:03:17.840 --> 01:03:17.910]  ,
[01:03:17.910 --> 01:03:17.940]   I
[01:03:17.940 --> 01:03:18.200]   mean
[01:03:18.200 --> 01:03:18.560]   I
[01:03:18.560 --> 01:03:18.700]   mean
[01:03:18.700 --> 01:03:18.800]   if
[01:03:18.800 --> 01:03:18.840]   if
[01:03:18.840 --> 01:03:18.910]   I
[01:03:18.910 --> 01:03:19.210]   didn
[01:03:19.210 --> 01:03:19.340]  't
[01:03:19.340 --> 01:03:19.780]   assume
[01:03:19.780 --> 01:03:20.070]   that
[01:03:20.070 --> 01:03:20.280]  ,
[01:03:20.280 --> 01:03:20.280]   I
[01:03:20.280 --> 01:03:20.720]   wouldn
[01:03:20.720 --> 01:03:20.860]  't
[01:03:20.860 --> 01:03:21.150]   even
[01:03:21.150 --> 01:03:21.580]   invest
[01:03:21.580 --> 01:03:21.720]   in
[01:03:21.720 --> 01:03:21.870]   in
[01:03:21.870 --> 01:03:21.940]   M
[01:03:21.940 --> 01:03:22.040]  _
[01:03:22.040 --> 01:03:22.100]  V
[01:03:22.100 --> 01:03:22.210]  _
[01:03:22.210 --> 01:03:22.290]   co
[01:03:22.290 --> 01:03:22.360]  -
[01:03:22.360 --> 01:03:23.000]  code
[01:03:23.000 --> 01:03:23.010]   right
[01:03:23.010 --> 01:03:23.150]  ,
[01:03:23.150 --> 01:03:23.430]   I
[01:03:23.430 --> 01:03:23.510]   mean
[01:03:23.510 --> 01:03:23.730]   the
[01:03:23.730 --> 01:03:24.190]   reason
[01:03:24.190 --> 01:03:24.240]   I
[01:03:24.240 --> 01:03:24.830]   invested
[01:03:24.830 --> 01:03:25.000]   in
[01:03:25.000 --> 01:03:25.040]   M
[01:03:25.040 --> 01:03:25.110]  _
[01:03:25.110 --> 01:03:25.180]  V
[01:03:25.180 --> 01:03:25.280]  _
[01:03:25.280 --> 01:03:25.390]   co
[01:03:25.390 --> 01:03:25.460]  -
[01:03:25.460 --> 01:03:25.970]  code
[01:03:25.970 --> 01:03:26.030]   was
[01:03:26.030 --> 01:03:26.040]   '
[01:03:26.040 --> 01:03:26.410]  cause
[01:03:26.410 --> 01:03:26.470]   I
[01:03:26.470 --> 01:03:26.980]   was
[01:03:26.980 --> 01:03:26.990]   like
[01:03:26.990 --> 01:03:27.270]   well
[01:03:27.270 --> 01:03:27.340]   I
[01:03:27.340 --> 01:03:27.480]  ,
[01:03:27.480 --> 01:03:27.770]   mean
[01:03:27.770 --> 01:03:27.840]   I
[01:03:27.840 --> 01:03:28.190]   think
[01:03:28.190 --> 01:03:28.560]   we
[01:03:28.560 --> 01:03:28.640]   got
[01:03:28.640 --> 01:03:29.300]   retirement
[01:03:29.300 --> 01:03:29.510]   and
[01:03:29.510 --> 01:03:29.820]   kids
[01:03:29.820 --> 01:03:29.870]  '
[01:03:29.870 --> 01:03:30.670]   education
[01:03:30.670 --> 01:03:30.980]   locked
[01:03:30.980 --> 01:03:31.260]   down
[01:03:31.260 --> 01:03:31.400]  ,
[01:03:31.400 --> 01:03:31.530]   so
[01:03:31.530 --> 01:03:31.840]   I
[01:03:31.840 --> 01:03:31.900]   have
[01:03:31.900 --> 01:03:32.800]   to
[01:03:32.800 --> 01:03:32.800]  
[01:03:32.800 --> 01:03:33.120]   about
[01:03:33.120 --> 01:03:33.370]   that
[01:03:33.370 --> 01:03:33.460]   so
[01:03:33.460 --> 01:03:33.520]   I
[01:03:33.520 --> 01:03:33.700]   can
[01:03:33.700 --> 01:03:33.880]   you
[01:03:33.880 --> 01:03:34.360]   know
[01:03:34.360 --> 01:03:34.430]   take
[01:03:34.430 --> 01:03:34.600]   some
[01:03:34.600 --> 01:03:35.080]   money
[01:03:35.080 --> 01:03:35.440]   and
[01:03:35.440 --> 01:03:35.480]   invest
[01:03:35.480 --> 01:03:35.560]   in
[01:03:35.560 --> 01:03:35.740]   a
[01:03:35.740 --> 01:03:35.800]   big
[01:03:35.800 --> 01:03:35.920]   co
[01:03:35.920 --> 01:03:35.980]  -
[01:03:35.980 --> 01:03:36.220]  club
[01:03:36.220 --> 01:03:36.750]   otherwise
[01:03:36.750 --> 01:03:36.820]   I
[01:03:36.820 --> 01:03:37.200]   wouldn
[01:03:37.200 --> 01:03:37.300]  't
[01:03:37.300 --> 01:03:37.420]   be
[01:03:37.420 --> 01:03:37.660]   able
[01:03:37.660 --> 01:03:37.780]   to
[01:03:37.780 --> 01:03:37.900]   do
[01:03:37.900 --> 01:03:38.140]   that
[01:03:38.140 --> 01:03:39.410]  .
[01:03:39.410 --> 01:03:39.720]   So [SPEAKER_TURN]
[01:03:39.720 --> 01:03:39.770]   '
[01:03:39.770 --> 01:03:39.900]  Cause
[01:03:39.900 --> 01:03:39.990]   you
[01:03:39.990 --> 01:03:40.260]   literally
[01:03:40.260 --> 01:03:40.390]   took
[01:03:40.390 --> 01:03:40.440]   it
[01:03:40.440 --> 01:03:40.560]   from
[01:03:40.560 --> 01:03:40.650]   the
[01:03:40.650 --> 01:03:40.770]   kids
[01:03:40.770 --> 01:03:40.800]  '
[01:03:40.800 --> 01:03:40.920]   fund
[01:03:40.920 --> 01:03:41.300]  . [SPEAKER_TURN]
[01:03:41.300 --> 01:03:41.490]   You
[01:03:41.490 --> 01:03:41.690]   took
[01:03:41.690 --> 01:03:41.980]   it
[01:03:41.980 --> 01:03:42.090]   to
[01:03:42.090 --> 01:03:42.170]   the
[01:03:42.170 --> 01:03:42.730]   education
[01:03:42.730 --> 01:03:42.980]   fund
[01:03:42.980 --> 01:03:43.200]  .
[01:03:43.200 --> 01:03:43.840]   Yeah
[01:03:43.840 --> 01:03:44.770]   exactly
[01:03:44.770 --> 01:03:45.200]  .
[01:03:45.200 --> 01:03:45.760]   You
[01:03:45.760 --> 01:03:46.500]   know
[01:03:46.500 --> 01:03:46.870]   so
[01:03:46.870 --> 01:03:47.480]   um
[01:03:47.480 --> 01:03:47.480]   uh
[01:03:47.480 --> 01:03:48.100]   yeah
[01:03:48.100 --> 01:03:48.150]   so
[01:03:48.150 --> 01:03:48.600]   yeah
[01:03:48.600 --> 01:03:49.270]   this
[01:03:49.270 --> 01:03:49.280]   is
[01:03:49.280 --> 01:03:49.840]   the
[01:03:49.840 --> 01:03:50.050]   year
[01:03:50.050 --> 01:03:50.270]   of
[01:03:50.270 --> 01:03:50.720]   less
[01:03:50.720 --> 01:03:50.930]   is
[01:03:50.930 --> 01:03:51.760]   more
[01:03:51.760 --> 01:03:51.970]   still
[01:03:51.970 --> 01:03:52.400]   less
[01:03:52.400 --> 01:03:52.790]   is
[01:03:52.790 --> 01:03:53.080]   more
[01:03:53.080 --> 01:03:54.360]  . [SPEAKER_TURN]
[01:03:54.360 --> 01:03:54.640]   So
[01:03:54.640 --> 01:03:54.720]   was
[01:03:54.720 --> 01:03:55.080]   there
[01:03:55.080 --> 01:03:55.300]   any
[01:03:55.300 --> 01:03:55.430]   um
[01:03:55.430 --> 01:03:55.920]   tech
[01:03:55.920 --> 01:03:56.020]   like
[01:03:56.020 --> 01:03:56.310]   tech
[01:03:56.310 --> 01:03:56.760]   links
[01:03:56.760 --> 01:03:56.810]   or
[01:03:56.810 --> 01:03:57.390]   anything
[01:03:57.390 --> 01:03:57.680]   like
[01:03:57.680 --> 01:03:58.110]   that
[01:03:58.110 --> 01:03:58.200]   So
[01:03:58.200 --> 01:03:58.330]  ?
[01:03:58.330 --> 01:03:58.470]   um
[01:03:58.470 --> 01:03:58.610]   we
[01:03:58.610 --> 01:03:59.270]   probably
[01:03:59.270 --> 01:03:59.620]   need
[01:03:59.620 --> 01:03:59.630]   to
[01:03:59.630 --> 01:04:00.060]   finish
[01:04:00.060 --> 01:04:00.220]   it
[01:04:00.220 --> 01:04:00.440]   up
[01:04:00.440 --> 01:04:00.480]   in
[01:04:00.480 --> 01:04:00.860]   about
[01:04:00.860 --> 01:04:01.060]   ten
[01:04:01.060 --> 01:04:01.570]   minutes
[01:04:01.570 --> 01:04:02.000]  ? [SPEAKER_TURN]
[01:04:02.620 --> 01:04:02.630]   Alright
[01:04:02.630 --> 01:04:02.680]  ?
[01:04:02.680 --> 01:04:02.940]   Maybe
[01:04:02.940 --> 01:04:03.170]   we
[01:04:03.170 --> 01:04:03.250]   can
[01:04:03.250 --> 01:04:03.560]   start
[01:04:03.560 --> 01:04:03.870]   us
[01:04:03.870 --> 01:04:03.960]   off
[01:04:03.960 --> 01:04:04.180]   going
[01:04:04.180 --> 01:04:04.370]   out
[01:04:04.370 --> 01:04:05.120]  . [SPEAKER_TURN]
[01:04:19.820 --> 01:04:19.820]  
[01:04:19.820 --> 01:04:20.300]   related
[01:04:20.300 --> 01:04:20.440]   to
[01:04:20.440 --> 01:04:20.640]   the
[01:04:20.640 --> 01:04:20.910]   know
[01:04:20.910 --> 01:04:20.980]   I
[01:04:20.980 --> 01:04:21.180]  .
[01:04:21.180 --> 01:04:21.330]   so
[01:04:21.330 --> 01:04:21.390]   I
[01:04:21.390 --> 01:04:21.660]   have
[01:04:21.660 --> 01:04:21.930]   this
[01:04:21.930 --> 01:04:22.190]   one
[01:04:22.190 --> 01:04:22.330]   guy
[01:04:22.330 --> 01:04:22.470]   um
[01:04:22.470 --> 01:04:22.950]   friends
[01:04:22.950 --> 01:04:23.300]   with
[01:04:23.300 --> 01:04:23.400]   uh
[01:04:23.400 --> 01:04:23.560]   who
[01:04:23.560 --> 01:04:23.630]   I
[01:04:23.630 --> 01:04:23.900]   work
[01:04:23.900 --> 01:04:23.960]   out
[01:04:23.960 --> 01:04:24.290]   with
[01:04:24.290 --> 01:04:24.500]   at
[01:04:24.500 --> 01:04:24.700]   the
[01:04:24.700 --> 01:04:25.340]   gym
[01:04:25.340 --> 01:04:25.530]   sometimes
[01:04:25.530 --> 01:04:25.720]  .
[01:04:25.720 --> 01:04:25.880]   He
[01:04:25.880 --> 01:04:26.000]  's
[01:04:26.000 --> 01:04:26.340]   young
[01:04:26.340 --> 01:04:26.680]   young
[01:04:26.680 --> 01:04:27.500]   entrepreneur
[01:04:27.500 --> 01:04:27.640]  ,
[01:04:27.640 --> 01:04:27.780]   he
[01:04:27.780 --> 01:04:27.910]  's
[01:04:27.910 --> 01:04:28.110]   big
[01:04:28.110 --> 01:04:28.570]   twenty
[01:04:28.570 --> 01:04:28.860]   seven
[01:04:28.860 --> 01:04:29.270]   twenty
[01:04:29.270 --> 01:04:29.680]   eight
[01:04:29.680 --> 01:04:29.680]   and
[01:04:29.680 --> 01:04:29.940]   he
[01:04:29.940 --> 01:04:30.220]  's
[01:04:30.220 --> 01:04:30.290]   al
[01:04:30.290 --> 01:04:30.360]   he
[01:04:30.360 --> 01:04:30.490]  's
[01:04:30.490 --> 01:04:30.900]   lately
[01:04:30.900 --> 01:04:31.040]   he
[01:04:31.040 --> 01:04:31.170]  's
[01:04:31.170 --> 01:04:31.520]   been
[01:04:31.520 --> 01:04:31.780]   intro
[01:04:31.780 --> 01:04:31.980]  ing
[01:04:31.980 --> 01:04:32.120]   me
[01:04:32.120 --> 01:04:32.260]   to
[01:04:32.260 --> 01:04:32.330]   a
[01:04:32.330 --> 01:04:32.530]   lot
[01:04:32.530 --> 01:04:32.670]   of
[01:04:32.670 --> 01:04:33.280]   people
[01:04:33.280 --> 01:04:33.280]   and
[01:04:33.280 --> 01:04:33.520]   I
[01:04:33.520 --> 01:04:33.690]   haven
[01:04:33.690 --> 01:04:33.810]  't
[01:04:33.810 --> 01:04:34.090]   been
[01:04:34.090 --> 01:04:34.350]   like
[01:04:34.350 --> 01:04:34.630]   I
[01:04:34.630 --> 01:04:34.650]   got
[01:04:34.650 --> 01:04:34.900]   like
[01:04:34.900 --> 01:04:35.310]   four
[01:04:35.310 --> 01:04:35.580]   or
[01:04:35.580 --> 01:04:35.610]   five
[01:04:35.610 --> 01:04:35.780]   int
[01:04:35.780 --> 01:04:35.980]  ros
[01:04:35.980 --> 01:04:36.180]   and
[01:04:36.180 --> 01:04:36.250]   I
[01:04:36.250 --> 01:04:36.380]  'm
[01:04:36.380 --> 01:04:37.140]   like
[01:04:37.140 --> 01:04:37.330]   Hi
[01:04:37.330 --> 01:04:37.610]   dude
[01:04:37.610 --> 01:04:37.910]  ,
[01:04:37.910 --> 01:04:38.100]   no
[01:04:38.100 --> 01:04:38.700]   more
[01:04:38.700 --> 01:04:38.780]   int
[01:04:38.780 --> 01:04:39.070]  ros
[01:04:39.070 --> 01:04:40.180]  . [SPEAKER_TURN]
[01:04:40.180 --> 01:04:40.270]   Oh
[01:04:40.270 --> 01:04:40.530]   so
[01:04:40.530 --> 01:04:40.550]   the
[01:04:40.550 --> 01:04:40.790]   intro
[01:04:40.790 --> 01:04:40.890]   so
[01:04:40.890 --> 01:04:40.990]   he
[01:04:40.990 --> 01:04:41.100]  's
[01:04:41.100 --> 01:04:41.670]   introducing
[01:04:41.670 --> 01:04:41.860]   you
[01:04:41.860 --> 01:04:42.170]   because
[01:04:42.170 --> 01:04:42.270]   he
[01:04:42.270 --> 01:04:42.370]  's
[01:04:42.370 --> 01:04:42.790]   thinking
[01:04:42.790 --> 01:04:42.890]   oh
[01:04:42.890 --> 01:04:42.940]   I
[01:04:42.940 --> 01:04:43.090]  'll
[01:04:43.090 --> 01:04:43.300]   hook
[01:04:43.300 --> 01:04:43.450]   you
[01:04:43.450 --> 01:04:43.550]   up
[01:04:43.550 --> 01:04:44.280]   like [SPEAKER_TURN]
[01:04:44.440 --> 01:04:44.490]  
[01:04:44.490 --> 01:04:44.710]   Well
[01:04:44.710 --> 01:04:44.910]   you
[01:04:44.910 --> 01:04:45.180]   know
[01:04:45.180 --> 01:04:45.310]   he
[01:04:45.310 --> 01:04:45.430]  's
[01:04:45.430 --> 01:04:45.710]   like
[01:04:45.710 --> 01:04:45.840]   he
[01:04:45.840 --> 01:04:46.110]   just
[01:04:46.110 --> 01:04:46.240]   is
[01:04:46.240 --> 01:04:46.770]   trying
[01:04:46.770 --> 01:04:46.810]   to
[01:04:46.810 --> 01:04:46.900]   be
[01:04:46.900 --> 01:04:47.410]   helpful
[01:04:47.410 --> 01:04:47.620]  .
[01:04:47.620 --> 01:04:47.840]   Like
[01:04:47.840 --> 01:04:48.010]   it
[01:04:48.010 --> 01:04:48.100]  's
[01:04:48.100 --> 01:04:48.370]   like
[01:04:48.370 --> 01:04:48.500]   it
[01:04:48.500 --> 01:04:48.630]  's
[01:04:48.630 --> 01:04:48.900]   like
[01:04:48.900 --> 01:04:48.960]   a
[01:04:48.960 --> 01:04:49.090]   um
[01:04:49.090 --> 01:04:49.220]   it
[01:04:49.220 --> 01:04:49.410]  's
[01:04:49.410 --> 01:04:49.600]   a
[01:04:49.600 --> 01:04:50.010]   nice
[01:04:50.010 --> 01:04:50.050]   thing
[01:04:50.050 --> 01:04:50.160]   if
[01:04:50.160 --> 01:04:50.410]   like
[01:04:50.410 --> 01:04:50.580]   oh
[01:04:50.580 --> 01:04:50.740]   you
[01:04:50.740 --> 01:04:51.040]   guys
[01:04:51.040 --> 01:04:51.340]   would
[01:04:51.340 --> 01:04:51.880]   probably
[01:04:51.880 --> 01:04:52.210]   have
[01:04:52.210 --> 01:04:52.290]   a
[01:04:52.290 --> 01:04:52.410]   lot
[01:04:52.410 --> 01:04:52.540]   to
[01:04:52.540 --> 01:04:52.810]   talk
[01:04:52.810 --> 01:04:53.220]   about
[01:04:53.220 --> 01:04:53.270]   or
[01:04:53.270 --> 01:04:53.470]   you
[01:04:53.470 --> 01:04:53.740]   guys
[01:04:53.740 --> 01:04:54.060]   would
[01:04:54.060 --> 01:04:54.410]   maybe
[01:04:54.410 --> 01:04:54.860]   there
[01:04:54.860 --> 01:04:54.910]  's
