
[00:00:00.480 --> 00:00:00.590]   Wow
[01:26:11.560 --> 01:26:11.730]  've
[01:26:11.730 --> 01:26:11.960]   been
[01:26:11.960 --> 01:26:12.250]   going
[01:26:12.250 --> 01:26:12.480]   back
[01:26:12.480 --> 01:26:12.650]   and
[01:26:12.650 --> 01:26:12.940]   forth
[01:26:12.940 --> 01:26:13.170]   with
[01:26:13.170 --> 01:26:13.400]   Mark
[01:26:13.400 --> 01:26:13.570]   and
[01:26:13.570 --> 01:26:13.680]   it
[01:26:13.680 --> 01:26:13.970]   looks
[01:26:13.970 --> 01:26:14.200]   like
[01:26:14.200 --> 01:26:14.310]   we
[01:26:14.310 --> 01:26:14.420]   we
[01:26:14.420 --> 01:26:14.650]   have
[01:26:14.650 --> 01:26:15.030]   our
[01:26:15.030 --> 01:26:15.170]   soccer
[01:26:15.170 --> 01:26:15.460]   games
[01:26:15.460 --> 01:26:15.560]   on
[01:26:15.560 --> 01:26:15.920]   Friday
[01:26:15.920 --> 01:26:16.030]   on
[01:26:16.030 --> 01:26:16.200]   the
[01:26:16.200 --> 01:26:16.760]   Wednesday
[01:26:16.760 --> 01:26:17.080]   nights
[01:26:17.080 --> 01:26:17.280]  .
[01:26:17.280 --> 01:26:17.360]   So
[01:26:17.360 --> 01:26:17.410]   I
[01:26:17.410 --> 01:26:17.750]   think
[01:26:17.750 --> 01:26:17.810]   he
[01:26:17.810 --> 01:26:17.920]  's
[01:26:17.920 --> 01:26:18.210]   gonna
[01:26:18.210 --> 01:26:18.320]   he
[01:26:18.320 --> 01:26:18.610]   lives
[01:26:18.610 --> 01:26:18.720]   on
[01:26:18.720 --> 01:26:19.120]   the
[01:26:19.120 --> 01:26:19.150]   west
[01:26:19.150 --> 01:26:19.350]   side
[01:26:19.350 --> 01:26:19.580]   over
[01:26:19.580 --> 01:26:19.690]   on
[01:26:19.690 --> 01:26:20.100]   Beverly
[01:26:20.100 --> 01:26:20.210]   uh
[01:26:20.210 --> 01:26:20.620]   Beverly
[01:26:20.620 --> 01:26:20.910]   Hills
[01:26:20.910 --> 01:26:21.090]  .
[01:26:21.090 --> 01:26:21.190]   So
[01:26:21.190 --> 01:26:21.300]   he
[01:26:21.300 --> 01:26:21.410]  's
[01:26:21.410 --> 01:26:21.700]   gonna
[01:26:21.700 --> 01:26:21.770]   drive
[01:26:21.770 --> 01:26:22.200]   over
[01:26:22.200 --> 01:26:22.780]   before
[01:26:22.780 --> 01:26:22.980]   traffic
[01:26:22.980 --> 01:26:23.090]  ,
[01:26:23.090 --> 01:26:23.380]   spend
[01:26:23.380 --> 01:26:23.620]   two
[01:26:23.620 --> 01:26:23.840]   three
[01:26:23.840 --> 01:26:24.130]   hours
[01:26:24.130 --> 01:26:24.360]   with
[01:26:24.360 --> 01:26:24.410]   me
[01:26:24.410 --> 01:26:24.580]  ,
[01:26:24.580 --> 01:26:24.690]   we
[01:26:24.690 --> 01:26:25.030]  'll
[01:26:25.030 --> 01:26:25.150]   knock
[01:26:25.150 --> 01:26:25.740]   everything
[01:26:25.740 --> 01:26:25.900]   out
[01:26:25.900 --> 01:26:26.020]   re
[01:26:26.020 --> 01:26:26.070]  -
[01:26:26.070 --> 01:26:26.420]  submit
[01:26:26.420 --> 01:26:26.590]   at
[01:26:26.590 --> 01:26:26.700]   the
[01:26:26.700 --> 01:26:26.870]   app
[01:26:26.870 --> 01:26:27.160]   store
[01:26:27.160 --> 01:26:27.330]   and
[01:26:27.330 --> 01:26:27.630]   then
[01:26:27.630 --> 01:26:27.670]   go
[01:26:27.670 --> 01:26:27.940]   play
[01:26:27.940 --> 01:26:28.010]   to
[01:26:28.010 --> 01:26:28.180]   our
[01:26:28.180 --> 01:26:28.530]   soccer
[01:26:28.530 --> 01:26:28.810]   group
[01:26:28.810 --> 01:26:28.990]  .
[01:26:28.990 --> 01:26:29.090]   So
[01:26:29.090 --> 01:26:29.420]   that
[01:26:29.420 --> 01:26:29.440]  's
[01:26:29.440 --> 01:26:29.610]   the
[01:26:29.610 --> 01:26:29.810]   the
[01:26:29.810 --> 01:26:30.070]   point
[01:26:30.070 --> 01:26:31.360]  . [SPEAKER_TURN]
[01:26:31.360 --> 01:26:31.610]   Okay
[01:26:31.610 --> 01:26:31.930]   great
[01:26:31.930 --> 01:26:32.110]  ,
[01:26:32.110 --> 01:26:32.170]   I
[01:26:32.170 --> 01:26:32.300]   can
[01:26:32.300 --> 01:26:32.420]  't
[01:26:32.420 --> 01:26:32.670]   wait
[01:26:32.670 --> 01:26:32.910]   till
[01:26:32.910 --> 01:26:33.170]   that
[01:26:33.170 --> 01:26:33.410]  's
[01:26:33.410 --> 01:26:33.520]   in
[01:26:33.520 --> 01:26:33.600]   the
[01:26:33.600 --> 01:26:33.790]   app
[01:26:33.790 --> 01:26:34.150]   store
[01:26:34.150 --> 01:26:34.300]   and
[01:26:34.300 --> 01:26:34.610]   we
[01:26:34.610 --> 01:26:34.800]   can
[01:26:34.800 --> 01:26:34.890]   ask
[01:26:34.890 --> 01:26:35.370]   listeners
[01:26:35.370 --> 01:26:35.740]   to
[01:26:35.740 --> 01:26:36.010]   download
[01:26:36.010 --> 01:26:36.130]   it
[01:26:36.130 --> 01:26:36.390]  .
[01:26:36.390 --> 01:26:36.440]   Is
[01:26:36.440 --> 01:26:36.560]   it
[01:26:36.560 --> 01:26:36.750]   see
[01:26:36.750 --> 01:26:37.090]   Jason
[01:26:37.090 --> 01:26:37.190]  's
[01:26:37.190 --> 01:26:37.690]   awesome
[01:26:37.690 --> 01:26:37.840]   app
[01:26:37.840 --> 01:26:38.080]   work
[01:26:38.080 --> 01:26:38.980]  . [SPEAKER_TURN]
[01:26:38.980 --> 01:26:39.240]   M
[01:26:39.240 --> 01:26:39.490]  m
[01:26:39.490 --> 01:26:39.790]  -
[01:26:39.790 --> 01:26:39.990]  h
[01:26:39.990 --> 01:26:40.500]  mm
[01:26:40.500 --> 01:26:41.320]  . [SPEAKER_TURN]
[01:26:41.320 --> 01:26:41.320]  
[01:26:41.320 --> 01:26:41.570]   like
[01:26:41.570 --> 01:26:41.780]   uh
[01:26:41.780 --> 01:26:42.190]   titanium
[01:26:42.190 --> 01:26:42.310]   is
[01:26:42.310 --> 01:26:42.430]   um
[01:26:42.430 --> 01:26:42.610]   you
[01:26:42.610 --> 01:26:42.850]   know
[01:26:42.850 --> 01:26:42.980]  ,
[01:26:42.980 --> 01:26:43.220]   it
[01:26:43.220 --> 01:26:43.220]  's
[01:26:43.220 --> 01:26:43.470]   like
[01:26:43.470 --> 01:26:43.880]   with
[01:26:43.880 --> 01:26:43.900]   any
[01:26:43.900 --> 01:26:44.460]   framework
[01:26:44.460 --> 01:26:44.770]   there
[01:26:44.770 --> 01:26:44.890]  's
[01:26:44.890 --> 01:26:45.270]   always
[01:26:45.270 --> 01:26:45.630]   little
[01:26:45.630 --> 01:26:46.000]   things
[01:26:46.000 --> 01:26:46.250]   that
[01:26:46.250 --> 01:26:46.430]   are
[01:26:46.430 --> 01:26:46.740]   gonna
[01:26:46.740 --> 01:26:46.860]   be
[01:26:46.860 --> 01:26:46.920]   a
[01:26:46.920 --> 01:26:47.290]   little
[01:26:47.290 --> 01:26:47.910]   irritating
[01:26:47.910 --> 01:26:48.140]  ,
[01:26:48.140 --> 01:26:48.280]   this
[01:26:48.280 --> 01:26:48.400]   or
[01:26:48.400 --> 01:26:48.650]   that
[01:26:48.650 --> 01:26:48.830]   but
[01:26:48.830 --> 01:26:49.010]   you
[01:26:49.010 --> 01:26:49.180]   can
[01:26:49.180 --> 01:26:49.570]   always
[01:26:49.570 --> 01:26:49.810]   work
[01:26:49.810 --> 01:26:50.180]   around
[01:26:50.180 --> 01:26:50.430]   them
[01:26:50.430 --> 01:26:50.660]   and
[01:26:50.660 --> 01:26:50.860]   once
[01:26:50.860 --> 01:26:51.060]   you
[01:26:51.060 --> 01:26:51.410]   figure
[01:26:51.410 --> 01:26:51.590]   out
[01:26:51.590 --> 01:26:51.770]   how
[01:26:51.770 --> 01:26:51.880]   to
[01:26:51.880 --> 01:26:52.010]   do
[01:26:52.010 --> 01:26:52.320]   stuff
[01:26:52.320 --> 01:26:52.380]   I
[01:26:52.380 --> 01:26:52.630]   mean
[01:26:52.630 --> 01:26:52.970]   you
[01:26:52.970 --> 01:26:53.000]   can
[01:26:53.000 --> 01:26:53.300]   build
[01:26:53.300 --> 01:26:53.360]   a
[01:26:53.360 --> 01:26:53.730]   really
[01:26:53.730 --> 01:26:54.040]   slick
[01:26:54.040 --> 01:26:54.160]  ,
[01:26:54.160 --> 01:26:54.530]   native
[01:26:54.530 --> 01:26:54.710]   app
[01:26:54.710 --> 01:26:54.830]   at
[01:26:54.830 --> 01:26:55.010]   all
[01:26:55.010 --> 01:26:55.190]   You
[01:26:55.190 --> 01:26:55.370]  .
[01:26:55.370 --> 01:26:55.620]   know
[01:26:55.620 --> 01:26:55.740]  ,
[01:26:55.740 --> 01:26:55.920]   and
[01:26:55.920 --> 01:26:56.160]   uh
[01:26:56.160 --> 01:26:56.160]   it
[01:26:56.160 --> 01:26:56.400]  's
[01:26:56.400 --> 01:26:56.460]   it
[01:26:56.460 --> 01:26:56.520]  's
[01:26:56.520 --> 01:26:56.830]   kinda
[01:26:56.830 --> 01:26:57.080]   like
[01:26:57.080 --> 01:26:57.260]   how
[01:26:57.260 --> 01:26:57.440]   you
[01:26:57.440 --> 01:26:57.740]   would
[01:26:57.740 --> 01:26:57.810]   write
[01:26:57.810 --> 01:26:58.460]   web
[01:26:58.460 --> 01:26:58.490]   apps
[01:26:58.490 --> 01:26:58.740]   back
[01:26:58.740 --> 01:26:58.860]   in
[01:26:58.860 --> 01:26:59.180]   the
[01:26:59.180 --> 01:26:59.220]   day
[01:26:59.220 --> 01:26:59.470]   when
[01:26:59.470 --> 01:26:59.650]   you
[01:26:59.650 --> 01:26:59.980]   kinda
[01:26:59.980 --> 01:27:00.140]   had
[01:27:00.140 --> 01:27:00.260]   to
[01:27:00.260 --> 01:27:00.320]   s
[01:27:00.320 --> 01:27:00.590]   fork
[01:27:00.590 --> 01:27:01.010]   between
[01:27:01.010 --> 01:27:01.450]   Firefox
[01:27:01.450 --> 01:27:01.630]   and
[01:27:01.630 --> 01:27:01.690]   I
[01:27:01.690 --> 01:27:01.750]  _
[01:27:01.750 --> 01:27:01.840]  E
[01:27:01.840 --> 01:27:02.840]  _.
[01:27:02.840 --> 01:27:03.020]   Like
[01:27:03.020 --> 01:27:03.180]   ninety
[01:27:03.180 --> 01:27:03.310]   percent
[01:27:03.310 --> 01:27:03.850]   of
[01:27:03.850 --> 01:27:03.990]   the
[01:27:03.990 --> 01:27:04.070]   code
[01:27:04.070 --> 01:27:04.360]   would
[01:27:04.360 --> 01:27:04.460]   be
[01:27:04.460 --> 01:27:04.630]   the
[01:27:04.630 --> 01:27:04.850]   same
[01:27:04.850 --> 01:27:04.960]  ,
[01:27:04.960 --> 01:27:05.130]   but
[01:27:05.130 --> 01:27:05.350]   then
[01:27:05.350 --> 01:27:05.640]   there
[01:27:05.640 --> 01:27:05.770]  's
[01:27:05.770 --> 01:27:05.960]   this
[01:27:05.960 --> 01:27:06.130]   ten
[01:27:06.130 --> 01:27:06.520]   percent
[01:27:06.520 --> 01:27:06.630]   of
[01:27:06.630 --> 01:27:06.850]   code
[01:27:06.850 --> 01:27:07.130]   where
[01:27:07.130 --> 01:27:07.300]   you
[01:27:07.300 --> 01:27:07.500]  're
[01:27:07.500 --> 01:27:07.730]   like
[01:27:07.730 --> 01:27:08.020]   well
[01:27:08.020 --> 01:27:08.020]  ,
[01:27:08.020 --> 01:27:08.280]   if
[01:27:08.280 --> 01:27:08.520]   Firefox
[01:27:08.520 --> 01:27:08.630]   do
[01:27:08.630 --> 01:27:08.810]   this
[01:27:08.810 --> 01:27:09.030]  ,
[01:27:09.030 --> 01:27:09.070]   if
[01:27:09.070 --> 01:27:09.120]   I
[01:27:09.120 --> 01:27:09.170]  _
[01:27:09.170 --> 01:27:09.220]  E
[01:27:09.220 --> 01:27:09.270]  _
[01:27:09.270 --> 01:27:09.380]   do
[01:27:09.380 --> 01:27:09.600]   that
[01:27:09.600 --> 01:27:09.760]  ,
[01:27:09.760 --> 01:27:09.990]   right
[01:27:09.990 --> 01:27:10.820]  . [SPEAKER_TURN]
[01:27:10.820 --> 01:27:10.820]  
[01:27:10.820 --> 01:27:11.030]   Yeah
[01:27:11.030 --> 01:27:11.290]  .
[01:27:11.290 --> 01:27:11.420]   Um
[01:27:11.420 --> 01:27:11.550]   so
[01:27:11.550 --> 01:27:11.790]   I
[01:27:11.790 --> 01:27:12.140]   suppose
[01:27:12.140 --> 01:27:12.300]   one
[01:27:12.300 --> 01:27:12.450]   thing
[01:27:12.450 --> 01:27:13.010]   I
[01:27:13.010 --> 01:27:13.120]   should
[01:27:13.120 --> 01:27:13.720]   mention
[01:27:13.720 --> 01:27:13.730]   is
[01:27:13.730 --> 01:27:14.030]   what
[01:27:14.030 --> 01:27:14.340]   three
[01:27:14.340 --> 01:27:14.680]   weeks
[01:27:14.680 --> 01:27:14.940]   till
[01:27:14.940 --> 01:27:15.150]   the
[01:27:15.150 --> 01:27:15.420]   well
[01:27:15.420 --> 01:27:15.760]   three
[01:27:15.760 --> 01:27:16.140]   weeks
[01:27:16.140 --> 01:27:16.370]   till
[01:27:16.370 --> 01:27:16.620]   the
[01:27:16.620 --> 01:27:16.840]   baby
[01:27:16.840 --> 01:27:17.160]  's
[01:27:17.160 --> 01:27:17.170]   due
[01:27:17.170 --> 01:27:17.460]   like
[01:27:17.460 --> 01:27:17.570]  ,
[01:27:17.570 --> 01:27:18.190]   obviously
[01:27:18.190 --> 01:27:18.320]   it
[01:27:18.320 --> 01:27:18.660]   could
[01:27:18.660 --> 01:27:18.840]   be
[01:27:18.840 --> 01:27:19.060]   late
[01:27:19.060 --> 01:27:19.190]   or
[01:27:19.190 --> 01:27:19.530]   early
[01:27:19.530 --> 01:27:19.600]   I
[01:27:19.600 --> 01:27:19.800]  .
[01:27:19.800 --> 01:27:20.070]   mean
[01:27:20.070 --> 01:27:20.750]   basically
[01:27:20.750 --> 01:27:20.820]   it
[01:27:20.820 --> 01:27:21.160]   could
[01:27:21.160 --> 01:27:21.310]   be
[01:27:21.310 --> 01:27:21.490]   any
[01:27:21.490 --> 01:27:21.730]   day
[01:27:21.730 --> 01:27:21.890]   now
[01:27:21.890 --> 01:27:22.020]  ,
[01:27:22.020 --> 01:27:22.220]   but
[01:27:22.220 --> 01:27:22.450]   it
[01:27:22.450 --> 01:27:22.690]   could
[01:27:22.690 --> 01:27:23.110]   happen
[01:27:23.110 --> 01:27:23.430]  .
[01:27:23.430 --> 01:27:23.450]   So
[01:27:23.450 --> 01:27:23.690]   that
[01:27:23.690 --> 01:27:23.820]  's
[01:27:23.820 --> 01:27:24.230]   kind
[01:27:24.230 --> 01:27:24.240]   of
[01:27:24.240 --> 01:27:24.780]   exciting
[01:27:24.780 --> 01:27:25.120]   Three
[01:27:25.120 --> 01:27:25.320]  .
[01:27:25.320 --> 01:27:25.660]   weeks
[01:27:25.660 --> 01:27:25.930]   till
[01:27:25.930 --> 01:27:26.270]   there
[01:27:26.270 --> 01:27:26.470]  's
[01:27:26.470 --> 01:27:26.550]   a
[01:27:26.550 --> 01:27:26.670]   new
[01:27:26.670 --> 01:27:26.950]   yeah
[01:27:26.950 --> 01:27:27.070]  ,
[01:27:27.070 --> 01:27:27.200]   is
[01:27:27.200 --> 01:27:27.330]   it
[01:27:27.330 --> 01:27:27.730]   really
[01:27:27.730 --> 01:27:28.010]   does
[01:27:28.010 --> 01:27:28.130]   it
[01:27:28.130 --> 01:27:28.590]   really
[01:27:28.590 --> 01:27:28.960]   change
[01:27:28.960 --> 01:27:29.220]   your
[01:27:29.220 --> 01:27:29.500]   life
[01:27:29.500 --> 01:27:30.920]  ? [SPEAKER_TURN]
[01:27:32.080 --> 01:27:32.080]  
[01:27:32.080 --> 01:27:32.290]   And
[01:27:32.290 --> 01:27:32.500]   we
[01:27:32.500 --> 01:27:32.630]   just
[01:27:32.630 --> 01:27:32.880]   like
[01:27:32.880 --> 01:27:33.000]   to
[01:27:33.000 --> 01:27:33.180]   say
[01:27:33.180 --> 01:27:33.430]   that
[01:27:33.430 --> 01:27:33.490]   '
[01:27:33.490 --> 01:27:33.790]  cause
[01:27:33.790 --> 01:27:34.100]   it
[01:27:34.100 --> 01:27:34.110]   fre
[01:27:34.110 --> 01:27:34.280]  aks
[01:27:34.280 --> 01:27:34.870]   everybody
[01:27:34.870 --> 01:27:35.020]   out
[01:27:35.020 --> 01:27:35.210]  .
[01:27:35.210 --> 01:27:35.490]   I
[01:27:35.490 --> 01:27:35.510]   mean
[01:27:35.510 --> 01:27:35.890]   it
[01:27:35.890 --> 01:27:36.030]   here
[01:27:36.030 --> 01:27:36.290]  's
[01:27:36.290 --> 01:27:37.080]   what
[01:27:37.080 --> 01:27:37.530]   happens
[01:27:37.530 --> 01:27:37.630]   I
[01:27:37.630 --> 01:27:37.840]  ,
[01:27:37.840 --> 01:27:38.260]   mean
[01:27:38.260 --> 01:27:38.570]   the
[01:27:38.570 --> 01:27:39.100]   mother
[01:27:39.100 --> 01:27:39.410]  's
[01:27:39.410 --> 01:27:39.790]   life
[01:27:39.790 --> 01:27:40.480]   is
[01:27:40.480 --> 01:27:40.570]   never
[01:27:40.570 --> 01:27:40.880]   the
[01:27:40.880 --> 01:27:41.300]   same
[01:27:41.300 --> 01:27:42.540]  . [SPEAKER_TURN]
[01:27:42.540 --> 01:27:42.780]   Yeah
[01:27:42.780 --> 01:27:42.960]   the
[01:27:42.960 --> 01:27:43.080]  ,
[01:27:43.080 --> 01:27:43.360]   mom
[01:27:43.360 --> 01:27:43.440]   the
[01:27:43.440 --> 01:27:43.620]   mom
[01:27:43.620 --> 01:27:43.800]   she
[01:27:43.800 --> 01:27:44.040]   does
[01:27:44.040 --> 01:27:44.270]   seem
[01:27:44.270 --> 01:27:44.400]   to
[01:27:44.400 --> 01:27:44.480]   l
[01:27:44.480 --> 01:27:44.800]   seems
[01:27:44.800 --> 01:27:45.010]   like
[01:27:45.010 --> 01:27:45.190]   she
[01:27:45.190 --> 01:27:45.310]  's
[01:27:45.310 --> 01:27:45.620]   gonna
[01:27:45.620 --> 01:27:45.860]   bear
[01:27:45.860 --> 01:27:46.040]   the
[01:27:46.040 --> 01:27:46.350]   brunt
[01:27:46.350 --> 01:27:46.470]   of
[01:27:46.470 --> 01:27:46.650]   the
[01:27:46.650 --> 01:27:46.890]   work
[01:27:46.890 --> 01:27:47.070]  .
[01:27:47.070 --> 01:27:47.600]   Like
[01:27:47.600 --> 01:27:47.930]   especially
[01:27:47.930 --> 01:27:48.100]   the
[01:27:48.100 --> 01:27:48.290]   the
[01:27:48.290 --> 01:27:48.470]   the
[01:27:48.470 --> 01:27:48.760]   kind
[01:27:48.760 --> 01:27:48.830]   of
[01:27:48.830 --> 01:27:49.070]   like
[01:27:49.070 --> 01:27:49.250]   the
[01:27:49.250 --> 01:27:49.490]   yeah
[01:27:49.490 --> 01:27:49.730]   yeah
[01:27:49.730 --> 01:27:50.580]  , [SPEAKER_TURN]
[01:27:50.580 --> 01:27:51.130]   M
[01:27:51.130 --> 01:27:51.590]  m
[01:27:51.590 --> 01:27:52.090]  -
[01:27:52.090 --> 01:27:52.590]  h
[01:27:52.590 --> 01:27:53.600]  mm
[01:27:53.600 --> 01:27:55.140]  .
[01:27:55.140 --> 01:27:58.100]   Um [SPEAKER_TURN]
[01:27:58.100 --> 01:27:58.270]   Yeah
[01:27:58.270 --> 01:27:58.400]   but
[01:27:58.400 --> 01:27:58.530]  ,
[01:27:58.530 --> 01:27:58.610]   you
[01:27:58.610 --> 01:27:58.750]   can
[01:27:58.750 --> 01:27:58.820]  't
[01:27:58.820 --> 01:27:58.940]   men
[01:27:58.940 --> 01:27:59.160]   can
[01:27:59.160 --> 01:27:59.300]  't
[01:27:59.300 --> 01:27:59.330]   rest
[01:27:59.330 --> 01:27:59.560]   feed
[01:27:59.560 --> 01:27:59.630]   the
[01:27:59.630 --> 01:27:59.890]   babies
[01:27:59.890 --> 01:28:00.420]  . [SPEAKER_TURN]
[01:28:00.420 --> 01:28:00.420]  
[01:28:00.420 --> 01:28:00.540]   it
[01:28:00.540 --> 01:28:00.660]  's
[01:28:00.660 --> 01:28:00.900]   Well
[01:28:00.900 --> 01:28:01.120]   and
[01:28:01.120 --> 01:28:01.460]   it
[01:28:01.460 --> 01:28:01.630]   depends
[01:28:01.630 --> 01:28:01.690]   I
[01:28:01.690 --> 01:28:01.870]  .
[01:28:01.870 --> 01:28:02.120]   mean
[01:28:02.120 --> 01:28:02.350]   like
[01:28:02.350 --> 01:28:02.470]   if
[01:28:02.470 --> 01:28:02.600]   if
[01:28:02.600 --> 01:28:02.890]   she
[01:28:02.890 --> 01:28:02.910]  's
[01:28:02.910 --> 01:28:03.130]   just
[01:28:03.130 --> 01:28:03.560]   working
[01:28:03.560 --> 01:28:03.800]   kind
[01:28:03.800 --> 01:28:03.920]   of
[01:28:03.920 --> 01:28:04.280]   spor
[01:28:04.280 --> 01:28:04.640]  ad
[01:28:04.640 --> 01:28:04.700]  ically
[01:28:04.700 --> 01:28:04.880]   part
[01:28:04.880 --> 01:28:05.160]   time
[01:28:05.160 --> 01:28:05.300]   and
[01:28:05.300 --> 01:28:05.480]   you
[01:28:05.480 --> 01:28:05.660]  're
[01:28:05.660 --> 01:28:06.130]   working
[01:28:06.130 --> 01:28:06.330]   full
[01:28:06.330 --> 01:28:06.570]   time
[01:28:06.570 --> 01:28:06.990]   you
[01:28:06.990 --> 01:28:07.110]   know
[01:28:07.110 --> 01:28:07.150]   uh
[01:28:07.150 --> 01:28:07.230]   it
[01:28:07.230 --> 01:28:07.350]  's
[01:28:07.350 --> 01:28:07.450]   just
[01:28:07.450 --> 01:28:07.770]   not
[01:28:07.770 --> 01:28:08.160]   you
[01:28:08.160 --> 01:28:08.190]   know
[01:28:08.190 --> 01:28:08.370]   she
[01:28:08.370 --> 01:28:08.490]  's
[01:28:08.490 --> 01:28:08.790]   gonna
[01:28:08.790 --> 01:28:08.940]   be
[01:28:08.940 --> 01:28:09.210]   doing
[01:28:09.210 --> 01:28:09.360]   the
[01:28:09.360 --> 01:28:09.550]   most
[01:28:09.550 --> 01:28:09.750]   of
[01:28:09.750 --> 01:28:10.170]   work
[01:28:10.170 --> 01:28:10.200]   you
[01:28:10.200 --> 01:28:10.410]   know
[01:28:10.410 --> 01:28:10.590]   and
[01:28:10.590 --> 01:28:10.770]   she
[01:28:10.770 --> 01:28:10.890]  's
[01:28:10.890 --> 01:28:11.130]   just
[01:28:11.130 --> 01:28:11.430]   gonna
[01:28:11.430 --> 01:28:11.480]   know
[01:28:11.480 --> 01:28:11.850]   how
[01:28:11.850 --> 01:28:12.090]   to
[01:28:12.090 --> 01:28:12.110]   do
[01:28:12.110 --> 01:28:12.690]   everything
[01:28:12.690 --> 01:28:12.740]   and
[01:28:12.740 --> 01:28:13.180]   she
[01:28:13.180 --> 01:28:13.210]  's
[01:28:13.210 --> 01:28:13.480]   gonna
[01:28:13.480 --> 01:28:13.630]   be
[01:28:13.630 --> 01:28:13.840]   like
[01:28:13.840 --> 01:28:14.270]   alright
[01:28:14.270 --> 01:28:14.450]   she
[01:28:14.450 --> 01:28:14.630]  'll
[01:28:14.630 --> 01:28:14.870]   have
[01:28:14.870 --> 01:28:15.050]   you
[01:28:15.050 --> 01:28:15.160]   do
[01:28:15.160 --> 01:28:15.880]   certain
[01:28:15.880 --> 01:28:15.960]   things
[01:28:15.960 --> 01:28:16.140]   and
[01:28:16.140 --> 01:28:16.320]   she
[01:28:16.320 --> 01:28:16.440]  's
[01:28:16.440 --> 01:28:16.680]   like
[01:28:16.680 --> 01:28:16.830]   oh
[01:28:16.830 --> 01:28:16.980]   can
[01:28:16.980 --> 01:28:17.100]  ,
[01:28:17.100 --> 01:28:17.280]   you
[01:28:17.280 --> 01:28:17.400]   go
[01:28:17.400 --> 01:28:17.460]   t
[01:28:17.460 --> 01:28:17.700]   take
[01:28:17.700 --> 01:28:17.960]   the
[01:28:17.960 --> 01:28:18.130]   baby
[01:28:18.130 --> 01:28:18.300]   for
[01:28:18.300 --> 01:28:18.480]   a
[01:28:18.480 --> 01:28:18.620]   walk
[01:28:18.620 --> 01:28:18.720]   or
[01:28:18.720 --> 01:28:18.930]   can
[01:28:18.930 --> 01:28:19.080]   you
[01:28:19.080 --> 01:28:19.440]   change
[01:28:19.440 --> 01:28:19.500]   '
[01:28:19.500 --> 01:28:19.620]  em
[01:28:19.620 --> 01:28:19.740]   or
[01:28:19.740 --> 01:28:19.920]   can
[01:28:19.920 --> 01:28:20.100]   you
[01:28:20.100 --> 01:28:20.280]   you
[01:28:20.280 --> 01:28:20.520]   know
[01:28:20.520 --> 01:28:20.760]   feed
[01:28:20.760 --> 01:28:20.940]  ,
[01:28:20.940 --> 01:28:20.940]   I
[01:28:20.940 --> 01:28:21.350]   mean
[01:28:21.350 --> 01:28:21.360]   you
[01:28:21.360 --> 01:28:21.540]  'll
[01:28:21.540 --> 01:28:21.700]   be
[01:28:21.700 --> 01:28:21.960]   doing
[01:28:21.960 --> 01:28:22.140]   you
[01:28:22.140 --> 01:28:22.320]  'll
[01:28:22.320 --> 01:28:22.440]   be
[01:28:22.440 --> 01:28:22.810]   taking
[01:28:22.810 --> 01:28:23.040]   your
[01:28:23.040 --> 01:28:23.340]   turns
[01:28:23.340 --> 01:28:23.640]   doing
[01:28:23.640 --> 01:28:23.930]   that
[01:28:23.930 --> 01:28:24.180]   stuff
[01:28:24.180 --> 01:28:24.400]   you
[01:28:24.400 --> 01:28:24.600]   know
[01:28:24.600 --> 01:28:24.720]  ,
[01:28:24.720 --> 01:28:25.150]   which
[01:28:25.150 --> 01:28:25.320]   will
[01:28:25.320 --> 01:28:25.500]   help
[01:28:25.500 --> 01:28:25.680]   her
[01:28:25.680 --> 01:28:25.740]   a
[01:28:25.740 --> 01:28:25.920]   lot
[01:28:25.920 --> 01:28:26.220]   you
[01:28:26.220 --> 01:28:26.220]  ,
[01:28:26.220 --> 01:28:26.570]   know
[01:28:26.570 --> 01:28:26.580]  ,
[01:28:26.580 --> 01:28:26.760]   but
[01:28:26.760 --> 01:28:27.000]   it
[01:28:27.000 --> 01:28:27.300]  's
[01:28:27.300 --> 01:28:27.340]   still
[01:28:27.340 --> 01:28:27.480]   not
[01:28:27.480 --> 01:28:27.660]   the
[01:28:27.660 --> 01:28:27.890]   same
[01:28:27.890 --> 01:28:28.960]  . [SPEAKER_TURN]
[01:28:28.960 --> 01:28:28.960]  
[01:28:28.960 --> 01:28:29.640]   And
[01:28:29.640 --> 01:28:30.090]   um
[01:28:30.090 --> 01:28:31.220]   you
[01:28:31.220 --> 01:28:31.850]   know
[01:28:31.850 --> 01:28:31.860]   you
[01:28:31.860 --> 01:28:32.410]   know
[01:28:32.410 --> 01:28:32.450]   what
[01:28:32.450 --> 01:28:32.830]   happen
[01:28:32.830 --> 01:28:33.020]   you
[01:28:33.020 --> 01:28:33.270]   know
[01:28:33.270 --> 01:28:33.460]   how
[01:28:33.460 --> 01:28:33.580]   it
[01:28:33.580 --> 01:28:33.700]   ha
[01:28:33.700 --> 01:28:33.820]   it
[01:28:33.820 --> 01:28:33.940]  's
[01:28:33.940 --> 01:28:34.240]   like
[01:28:34.240 --> 01:28:35.600]   You
[01:28:35.600 --> 01:28:37.970]   know
[01:28:37.970 --> 01:28:38.780]   how
[01:28:38.780 --> 01:28:39.720]   um
[01:28:39.720 --> 01:28:40.990]   when
[01:28:40.990 --> 01:28:41.260]   you
